ID,NETWORK,DAYS_AFTER_LAST_WATCH,DAYS_AFTER_FIRST_WATCH,NUM_SESSIONS,UNIQUE_GENRES_WATCHED,UNIQUE_PROGRAMS_WATCHED,MEAN_DURATION_MINUTES,SUM_DURATION_MINUTES,SUM_AD_REVENUE
001BZBX615,RetroReel,211,211,1,1,1,39.1,39.1,0.16
001DLTR482,CineQuest,38,141,2,1,2,68.3,136.6,0.57
001EHMV802,DesignLab,21,21,2,1,1,25.2,50.4,0.21
001EHMV802,PopCulture Now,264,264,1,1,1,75.8,75.8,0.32
001EWDI465,DarkMatter,187,187,1,1,1,55.7,55.7,0.23
001FRCO413,Adrenaline,50,265,2,1,2,11.4,22.8,0.1
001FSQJ082,ChillStream,136,136,2,1,1,114.8,229.6,0.96
001FYXD671,Adrenaline,355,355,1,1,1,78.8,78.8,0.33
001FYXD671,DarkMatter,321,321,1,1,1,14.9,14.9,0.06
001GBJC687,DesignLab,141,141,1,1,1,46.5,46.5,0.19
001GBJC687,LimeLight,72,72,2,1,1,76.5,153.0,0.64
001GBJC687,PopCulture Now,30,30,1,1,1,35.5,35.5,0.15
001GBJC687,TasteMakers,236,237,2,1,2,57.55,115.1,0.48
001GUVF664,LimeLight,318,347,2,2,2,53.15,106.3,0.44
001JYOY737,LimeLight,46,55,4,2,2,66.85,267.4,1.11
001LMOF553,TasteMakers,54,54,2,1,1,79.1,158.2,0.66
001LPDP619,Adrenaline,131,131,2,1,1,94.7,189.4,0.79
001LPDP619,DarkMatter,133,133,1,1,1,114.0,114.0,0.48
001MIEQ655,DesignLab,117,333,3,1,2,39.63,118.9,0.5
001MJIH685,Adrenaline,205,205,2,1,1,90.6,181.2,0.75
001MJIH685,DarkMatter,132,132,2,1,1,117.4,234.8,0.98
001MJIH685,Pulse,198,198,2,1,1,118.5,237.0,0.99
001MLRX788,DesignLab,357,357,1,1,1,38.6,38.6,0.16
001MLRX788,TasteMakers,231,231,1,1,1,31.9,31.9,0.13
001MRIW631,DesignLab,172,172,2,1,1,49.8,99.6,0.42
001MRIW631,PopCulture Now,66,66,2,1,1,67.8,135.6,0.56
001NKRX135,Pulse,125,125,2,1,1,110.4,220.8,0.92
001NOKZ662,CineQuest,29,29,2,1,1,97.9,195.8,0.82
001NOKZ662,RetroReel,314,351,2,2,2,95.35,190.7,0.79
001NSIA232,DesignLab,154,154,1,1,1,75.8,75.8,0.32
001NSIA232,PopCulture Now,118,324,3,1,2,47.7,143.1,0.6
001NSIA232,TasteMakers,163,163,2,1,1,102.2,204.4,0.85
001NUQI691,ChillStream,72,72,2,1,1,82.1,164.2,0.68
001OIPI352,DesignLab,14,14,1,1,1,7.0,7.0,0.03
001OIPI352,PopCulture Now,28,28,1,1,1,43.1,43.1,0.18
001OZTH974,Pulse,125,125,1,1,1,49.5,49.5,0.21
001PIBK965,LimeLight,150,150,2,1,1,124.6,249.2,1.04
001PKYB529,LimeLight,14,40,4,1,2,48.0,192.0,0.8
001QALY142,Adrenaline,276,276,1,1,1,17.9,17.9,0.07
001QALY142,DarkMatter,158,158,2,1,1,117.5,235.0,0.98
001QBUN395,CineQuest,48,48,2,1,1,39.4,78.8,0.33
001QCCI402,DesignLab,108,108,2,1,1,55.7,111.4,0.46
001QCCI402,PopCulture Now,18,18,1,1,1,17.1,17.1,0.07
001QCCI402,TasteMakers,23,23,2,1,1,76.6,153.2,0.64
001QFYM025,DesignLab,363,363,1,1,1,39.3,39.3,0.16
001QFYM025,TasteMakers,170,319,3,1,2,88.97,266.9,1.11
001RBOC950,LimeLight,124,124,1,1,1,8.2,8.2,0.03
001RLIN262,LimeLight,100,100,2,1,1,31.1,62.2,0.26
001RMEG541,PopCulture Now,119,188,4,1,2,48.15,192.6,0.8
001RMEG541,TasteMakers,24,55,3,1,2,33.7,101.1,0.42
001SIVU071,LimeLight,129,159,4,1,2,61.4,245.6,1.02
001SIVU071,Pulse,215,215,2,1,1,49.6,99.2,0.41
001SIVU071,TasteMakers,73,73,2,1,1,53.8,107.6,0.45
001SQXC187,CineQuest,309,309,1,1,1,119.6,119.6,0.5
001SXFZ276,ChillStream,245,245,1,1,1,65.2,65.2,0.27
001TTLN903,CineQuest,33,360,3,2,2,33.0,99.0,0.41
001UAHA863,ChillStream,248,292,2,2,2,65.25,130.5,0.54
001UAHA863,CineQuest,223,223,2,1,1,76.3,152.6,0.64
001UAHA863,RetroReel,229,229,2,1,1,75.6,151.2,0.63
001UDSL771,CineQuest,48,48,2,1,1,83.5,167.0,0.7
001UNNH865,RetroReel,352,352,1,1,1,66.9,66.9,0.28
001UYPW434,TasteMakers,54,54,2,1,1,106.8,213.6,0.89
001UYQB422,LimeLight,131,131,2,1,1,56.7,113.4,0.47
001UZAD800,DesignLab,40,40,2,1,1,58.0,116.0,0.48
001UZAD800,PopCulture Now,200,200,2,1,1,79.3,158.6,0.66
001VLBV485,CineQuest,19,19,2,1,1,93.2,186.4,0.78
001WKVX393,DesignLab,88,88,1,1,1,32.6,32.6,0.14
001WKVX393,PopCulture Now,46,46,1,1,1,58.9,58.9,0.25
001WKVX393,TasteMakers,303,303,1,1,1,52.8,52.8,0.22
001WOTZ983,DarkMatter,55,55,2,1,1,109.8,219.6,0.92
001WOTZ983,Pulse,28,28,2,1,1,40.8,81.6,0.34
001WZZE262,LimeLight,50,310,2,2,2,109.05,218.1,0.91
001WZZE262,RetroReel,80,80,1,1,1,108.8,108.8,0.45
001XDRM026,TasteMakers,97,97,2,1,1,79.8,159.6,0.67
001XMGM166,DesignLab,220,220,2,1,1,56.8,113.6,0.47
001XMGM166,PopCulture Now,291,355,2,1,2,25.85,51.7,0.22
001XMGM166,TasteMakers,353,353,1,1,1,51.5,51.5,0.21
001XPYF468,Pulse,158,158,2,1,1,91.9,183.8,0.77
002ACTU634,PopCulture Now,172,221,4,1,2,41.25,165.0,0.69
002ACTU634,TasteMakers,132,132,2,1,1,54.4,108.8,0.45
002ANIL633,Adrenaline,127,127,2,1,1,42.0,84.0,0.35
002ANIL633,DarkMatter,101,276,3,1,2,75.33,226.0,0.94
002ANIL633,Pulse,8,204,3,2,2,110.0,330.0,1.38
002AOWO547,LimeLight,286,286,1,1,1,114.4,114.4,0.48
002ARCP357,ChillStream,60,60,1,1,1,70.4,70.4,0.29
002BZGD044,CineQuest,72,72,1,1,1,28.1,28.1,0.12
002BZGD044,RetroReel,8,8,2,1,1,33.2,66.4,0.28
002CREJ862,Adrenaline,341,341,1,1,1,95.9,95.9,0.4
002CREJ862,Pulse,35,349,3,2,2,61.53,184.6,0.77
002CUYF788,PopCulture Now,12,12,2,1,1,76.7,153.4,0.64
002CUYF788,TasteMakers,13,134,2,1,2,74.95,149.9,0.62
002EAAX725,CineQuest,51,51,2,1,1,45.9,91.8,0.38
002EDPQ098,DesignLab,346,346,1,1,1,61.3,61.3,0.26
002EDPQ098,PopCulture Now,140,140,2,1,1,6.0,12.0,0.05
002EDPQ098,TasteMakers,266,266,1,1,1,52.8,52.8,0.22
002EXCW867,DesignLab,107,113,4,1,2,34.3,137.2,0.57
002EXCW867,LimeLight,165,165,2,1,1,64.6,129.2,0.54
002EXCW867,PopCulture Now,54,81,3,1,1,63.07,189.2,0.79
002EXCW867,RetroReel,29,200,3,2,2,106.1,318.3,1.33
002EXCW867,TasteMakers,354,354,1,1,1,41.2,41.2,0.17
002FCKO341,RetroReel,204,204,2,1,1,26.2,52.4,0.22
002FIHW100,LimeLight,78,78,2,1,1,92.6,185.2,0.77
002FMLQ798,Pulse,48,48,2,1,1,20.4,40.8,0.17
002GOMV479,DesignLab,324,324,1,1,1,52.4,52.4,0.22
002GOMV479,LimeLight,150,150,2,1,1,22.0,44.0,0.18
002GOMV479,TasteMakers,47,47,2,1,1,27.4,54.8,0.23
002GWWN777,Adrenaline,226,281,3,1,2,57.67,173.0,0.72
002IWPX234,CineQuest,138,348,2,2,2,77.9,155.8,0.65
002JYSZ401,LimeLight,360,360,1,1,1,104.7,104.7,0.44
002KBTX257,ChillStream,197,340,2,1,2,110.8,221.6,0.92
002KDWJ981,ChillStream,61,149,4,2,2,38.9,155.6,0.65
002KGKA332,CineQuest,106,106,1,1,1,55.2,55.2,0.23
002KIAG292,Pulse,123,123,2,1,1,30.8,61.6,0.26
002KPEI614,LimeLight,187,187,2,1,1,65.6,131.2,0.55
002KWLS564,DesignLab,20,20,1,1,1,56.8,56.8,0.24
002KWLS564,PopCulture Now,88,88,2,1,1,74.0,148.0,0.62
002LXTJ344,DesignLab,214,214,1,1,1,61.0,61.0,0.25
002LXTJ344,TasteMakers,149,149,1,1,1,22.3,22.3,0.09
002MCDO278,DesignLab,113,113,2,1,1,9.4,18.8,0.08
002MNJR178,PopCulture Now,64,64,2,1,1,84.5,169.0,0.7
002MYOP233,RetroReel,184,184,2,1,1,28.2,56.4,0.23
002NKQR179,PopCulture Now,152,152,1,1,1,43.2,43.2,0.18
002NKQR179,TasteMakers,180,180,2,1,1,68.3,136.6,0.57
002NLTJ592,DarkMatter,169,169,2,1,1,74.2,148.4,0.62
002NWGK515,Adrenaline,2,2,2,1,1,86.0,172.0,0.72
002NWGK515,DarkMatter,143,143,1,1,1,47.8,47.8,0.2
002NWGK515,Pulse,49,220,4,2,2,77.6,310.4,1.29
002NYZB724,Pulse,137,137,2,1,1,122.1,244.2,1.02
002NYZB724,RetroReel,18,18,1,1,1,100.2,100.2,0.42
002OFHC379,Pulse,252,252,1,1,1,13.6,13.6,0.06
002OHHT519,Pulse,82,214,3,2,2,49.27,147.8,0.62
002PXRI930,DesignLab,4,4,2,1,1,30.4,60.8,0.25
002QTOP811,LimeLight,93,93,2,1,1,100.1,200.2,0.83
002RFCE675,Pulse,20,20,2,1,1,10.4,20.8,0.09
002RIEU470,CineQuest,282,282,1,1,1,79.4,79.4,0.33
002RKAR661,RetroReel,141,141,2,1,1,63.4,126.8,0.53
002RWXN391,CineQuest,58,58,2,1,1,19.5,39.0,0.16
002RYOA618,Adrenaline,89,89,1,1,1,85.6,85.6,0.36
002RYOA618,DarkMatter,199,199,2,1,1,40.3,80.6,0.34
002SOIZ089,ChillStream,66,105,3,2,2,96.73,290.2,1.21
002SOIZ089,LimeLight,115,115,1,1,1,101.2,101.2,0.42
002TXJY319,DesignLab,329,329,1,1,1,12.5,12.5,0.05
002TXJY319,PopCulture Now,146,146,2,1,1,38.0,76.0,0.32
002TXJY319,TasteMakers,356,356,1,1,1,7.6,7.6,0.03
002UKOK876,DesignLab,179,179,2,1,1,12.4,24.8,0.1
002UKOK876,PopCulture Now,274,274,1,1,1,29.2,29.2,0.12
002URLO240,CineQuest,10,10,2,1,1,72.3,144.6,0.6
002UYEH047,Pulse,35,205,3,2,2,115.7,347.1,1.45
002VEPI191,DesignLab,293,293,1,1,1,52.4,52.4,0.22
002VKQJ659,Adrenaline,61,85,3,1,2,55.27,165.8,0.69
002VKQJ659,DarkMatter,204,204,2,1,1,50.5,101.0,0.42
002WFWA113,DesignLab,61,61,2,1,1,9.4,18.8,0.08
002WFWA113,PopCulture Now,94,219,4,1,2,44.95,179.8,0.75
002WFWA113,TasteMakers,103,338,3,1,2,57.8,173.4,0.72
002WKIG010,DarkMatter,303,303,1,1,1,78.9,78.9,0.33
002WKIG010,Pulse,140,140,2,1,1,116.5,233.0,0.97
002WLPQ611,DesignLab,25,25,2,1,1,8.7,17.4,0.07
002WLPQ611,TasteMakers,46,208,3,1,2,82.67,248.0,1.03
002WNLG010,Adrenaline,109,310,2,1,2,64.95,129.9,0.54
002WNLG010,DarkMatter,193,193,2,1,1,8.6,17.2,0.07
002XLWQ630,ChillStream,205,325,3,2,2,63.93,191.8,0.8
002YAVY865,PopCulture Now,287,287,1,1,1,21.4,21.4,0.09
002YAVY865,TasteMakers,53,229,4,1,2,71.75,287.0,1.2
002YJVX993,CineQuest,90,90,2,1,1,27.8,55.6,0.23
002YODI313,Adrenaline,58,163,3,1,2,78.17,234.5,0.98
002YODI313,DarkMatter,82,82,2,1,1,108.1,216.2,0.9
002ZPKN335,Adrenaline,66,66,1,1,1,78.2,78.2,0.33
002ZPKN335,DarkMatter,183,183,2,1,1,88.8,177.6,0.74
002ZPKN335,Pulse,175,194,3,2,2,98.27,294.8,1.23
003ABCH115,DesignLab,144,144,1,1,1,21.1,21.1,0.09
003AFDK971,CineQuest,72,72,2,1,1,109.8,219.6,0.92
003ALLO210,DesignLab,282,282,1,1,1,35.3,35.3,0.15
003ALLO210,TasteMakers,117,117,2,1,1,12.9,25.8,0.11
003ANID263,PopCulture Now,242,242,1,1,1,45.9,45.9,0.19
003AQQC679,TasteMakers,33,33,2,1,1,73.1,146.2,0.61
003DAQK199,ChillStream,65,65,2,1,1,13.6,27.2,0.11
003DMMB179,DesignLab,89,89,2,1,1,31.8,63.6,0.27
003DMMB179,PopCulture Now,20,45,3,1,2,55.87,167.6,0.7
003DMMB179,TasteMakers,217,303,3,1,2,79.6,238.8,0.99
003EDBH062,DesignLab,254,254,1,1,1,27.3,27.3,0.11
003EDBH062,PopCulture Now,236,236,1,1,1,40.6,40.6,0.17
003EDBH062,TasteMakers,175,225,4,1,2,13.65,54.6,0.23
003FHPQ342,CineQuest,304,304,1,1,1,87.5,87.5,0.36
003FIZU237,CineQuest,179,179,2,1,1,67.2,134.4,0.56
003FXVZ713,Adrenaline,51,245,2,1,2,69.85,139.7,0.58
003FXVZ713,DarkMatter,126,126,2,1,1,70.0,140.0,0.58
003FXVZ713,Pulse,292,292,1,1,1,45.2,45.2,0.19
003GPNN238,DesignLab,207,207,1,1,1,55.6,55.6,0.23
003GPNN238,LimeLight,81,209,3,2,2,41.77,125.3,0.52
003GUXZ650,DesignLab,200,353,2,1,2,36.4,72.8,0.3
003GUXZ650,PopCulture Now,7,154,3,1,2,31.2,93.6,0.39
003GUXZ650,TasteMakers,329,329,1,1,1,80.9,80.9,0.34
003GXGQ842,DesignLab,181,316,2,1,2,60.25,120.5,0.5
003GXGQ842,PopCulture Now,89,89,1,1,1,25.2,25.2,0.1
003GXGQ842,TasteMakers,342,342,1,1,1,105.1,105.1,0.44
003HEVO831,DesignLab,115,115,2,1,1,42.5,85.0,0.35
003HEVO831,TasteMakers,35,35,2,1,1,106.2,212.4,0.89
003HFNE625,PopCulture Now,48,48,2,1,1,14.2,28.4,0.12
003HFNE625,TasteMakers,47,47,2,1,1,9.3,18.6,0.08
003HHJL570,Pulse,130,130,1,1,1,34.4,34.4,0.14
003HOFE542,RetroReel,322,322,1,1,1,50.5,50.5,0.21
003IMVF953,RetroReel,156,319,3,1,2,27.8,83.4,0.35
003ISHD993,ChillStream,195,195,2,1,1,57.8,115.6,0.48
003JAGQ788,Adrenaline,153,153,2,1,1,120.8,241.6,1.01
003JAGQ788,DarkMatter,116,116,2,1,1,68.8,137.6,0.57
003JAJC959,TasteMakers,21,222,4,1,2,53.05,212.2,0.88
003JEBH417,DesignLab,20,20,1,1,1,21.5,21.5,0.09
003JOSE263,CineQuest,77,172,4,1,2,57.3,229.2,0.95
003JULQ288,DarkMatter,211,211,2,1,1,41.5,83.0,0.35
003JXTS440,LimeLight,169,169,1,1,1,81.9,81.9,0.34
003KGDD155,PopCulture Now,111,258,3,1,2,62.53,187.6,0.78
003KGDD155,TasteMakers,24,177,4,1,1,62.05,248.2,1.03
003KHGQ561,RetroReel,299,299,1,1,1,61.0,61.0,0.25
003LTEX955,DesignLab,18,18,2,1,1,33.1,66.2,0.28
003LTEX955,LimeLight,201,201,2,1,1,29.4,58.8,0.24
003LTEX955,TasteMakers,102,102,1,1,1,38.2,38.2,0.16
003MXRS666,Adrenaline,150,150,2,1,1,30.1,60.2,0.25
003OLXB119,Pulse,284,284,1,1,1,16.2,16.2,0.07
003ONER290,CineQuest,201,201,1,1,1,116.7,116.7,0.49
003OQIL707,Adrenaline,204,204,2,1,1,20.4,40.8,0.17
003PEJL373,Adrenaline,217,217,2,1,1,13.2,26.4,0.11
003PEJL373,DarkMatter,119,192,4,1,2,44.3,177.2,0.74
003QWIM114,DesignLab,321,321,1,1,1,37.4,37.4,0.16
003QWIM114,TasteMakers,53,268,3,1,2,87.23,261.7,1.09
003QYGK056,ChillStream,214,214,1,1,1,118.0,118.0,0.49
003QYJF278,PopCulture Now,221,221,2,1,1,42.9,85.8,0.36
003QZTI046,CineQuest,281,281,1,1,1,61.8,61.8,0.26
003TCEP184,CineQuest,80,80,2,1,1,10.4,20.8,0.09
003TEQR186,CineQuest,64,197,3,1,2,82.73,248.2,1.03
003UAGP548,Adrenaline,37,37,2,1,1,92.0,184.0,0.77
003UAGP548,DarkMatter,50,50,2,1,1,74.1,148.2,0.62
003UKIB964,RetroReel,60,60,2,1,1,28.9,57.8,0.24
003UYFP763,RetroReel,109,109,2,1,1,71.9,143.8,0.6
003VDDJ532,ChillStream,21,21,2,1,1,52.8,105.6,0.44
003WCZV661,PopCulture Now,195,195,2,1,1,14.6,29.2,0.12
003WCZV661,TasteMakers,154,154,2,1,1,31.4,62.8,0.26
003XKHS955,RetroReel,113,113,2,1,1,17.8,35.6,0.15
003XTUL243,CineQuest,202,202,2,1,1,63.4,126.8,0.53
003YSBB484,DarkMatter,118,118,1,1,1,73.0,73.0,0.3
003YXVZ587,RetroReel,5,5,2,1,1,90.9,181.8,0.76
003YZJM392,LimeLight,73,73,2,1,1,29.2,58.4,0.24
003ZHRQ771,DesignLab,219,285,3,1,2,29.5,88.5,0.37
003ZHRQ771,LimeLight,119,119,1,1,1,30.4,30.4,0.13
003ZHRQ771,PopCulture Now,146,146,1,1,1,57.1,57.1,0.24
003ZHRQ771,TasteMakers,149,149,2,1,1,24.6,49.2,0.21
003ZNZQ765,TasteMakers,49,49,1,1,1,40.8,40.8,0.17
003ZUGW210,RetroReel,351,351,1,1,1,42.3,42.3,0.18
003ZURQ459,ChillStream,89,89,2,1,1,30.5,61.0,0.25
003ZZGJ163,Adrenaline,120,120,2,1,1,117.8,235.6,0.98
003ZZGJ163,ChillStream,223,223,1,1,1,64.3,64.3,0.27
003ZZGJ163,Pulse,319,319,1,1,1,72.8,72.8,0.3
004AKNN688,ChillStream,69,69,2,1,1,53.6,107.2,0.45
004AMJN950,LimeLight,192,192,1,1,1,118.3,118.3,0.49
004BELU613,ChillStream,155,155,1,1,1,116.1,116.1,0.48
004DSTI887,Adrenaline,203,203,2,1,1,114.5,229.0,0.95
004DSTI887,DarkMatter,229,229,2,1,1,105.2,210.4,0.88
004EPOB480,RetroReel,12,95,4,1,1,19.65,78.6,0.33
004ERWY396,CineQuest,23,209,3,2,2,16.13,48.4,0.2
004FWTC176,DesignLab,104,104,2,1,1,43.4,86.8,0.36
004FWTC176,PopCulture Now,281,281,1,1,1,33.9,33.9,0.14
004FWTC176,TasteMakers,250,255,2,1,2,77.55,155.1,0.65
004GBPK269,CineQuest,55,303,2,2,2,69.65,139.3,0.58
004GNEP305,DesignLab,348,348,1,1,1,52.4,52.4,0.22
004GNEP305,PopCulture Now,79,79,2,1,1,76.0,152.0,0.63
004GNEP305,TasteMakers,362,362,1,1,1,40.3,40.3,0.17
004HCBW603,DarkMatter,320,320,1,1,1,89.0,89.0,0.37
004ICTT264,DesignLab,125,125,2,1,1,41.2,82.4,0.34
004ICTT264,TasteMakers,275,275,1,1,1,36.2,36.2,0.15
004IGAN061,Adrenaline,153,153,2,1,1,111.1,222.2,0.93
004IGAN061,DarkMatter,142,196,4,1,2,61.8,247.2,1.03
004IQKQ964,PopCulture Now,66,327,2,1,2,26.35,52.7,0.22
004IQKQ964,TasteMakers,235,235,1,1,1,91.0,91.0,0.38
004JATO962,RetroReel,56,92,3,2,2,25.8,77.4,0.32
004JKTR944,RetroReel,354,354,1,1,1,7.9,7.9,0.03
004JLID648,Adrenaline,197,197,2,1,1,41.4,82.8,0.34
004JLID648,DarkMatter,114,339,3,1,1,88.67,266.0,1.11
004JNYB810,Adrenaline,130,130,2,1,1,15.4,30.8,0.13
004JNYB810,Pulse,10,10,2,1,1,79.2,158.4,0.66
004JQHL248,RetroReel,211,211,2,1,1,12.2,24.4,0.1
004KIKD017,TasteMakers,208,208,2,1,1,28.4,56.8,0.24
004KOSU666,DarkMatter,274,274,1,1,1,87.8,87.8,0.37
004KQJC323,LimeLight,49,58,3,2,2,78.8,236.4,0.98
004LDOW280,Adrenaline,17,80,3,1,2,56.13,168.4,0.7
004MEHA407,DarkMatter,200,200,2,1,1,90.7,181.4,0.76
004MHUO064,Adrenaline,59,59,2,1,1,63.4,126.8,0.53
004MHUO064,Pulse,48,48,2,1,1,7.7,15.4,0.06
004NNGI157,RetroReel,289,289,1,1,1,47.2,47.2,0.2
004OXSR231,DesignLab,120,351,3,1,2,50.73,152.2,0.63
004OXSR231,TasteMakers,100,214,4,1,2,75.3,301.2,1.25
004PAMY118,LimeLight,83,83,2,1,1,83.4,166.8,0.69
004PIJG717,DesignLab,159,280,3,1,2,51.5,154.5,0.64
004PIJG717,PopCulture Now,22,22,2,1,1,22.1,44.2,0.18
004PKHX818,PopCulture Now,40,40,2,1,1,18.2,36.4,0.15
004PKHX818,TasteMakers,160,264,2,1,2,55.9,111.8,0.47
004PMLD524,DesignLab,254,254,1,1,1,37.0,37.0,0.15
004PMLD524,PopCulture Now,44,44,1,1,1,62.1,62.1,0.26
004PMLD524,TasteMakers,69,69,2,1,1,77.8,155.6,0.65
004PNMJ902,CineQuest,25,25,1,1,1,104.3,104.3,0.43
004POHC309,LimeLight,68,68,2,1,1,29.0,58.0,0.24
004QIOK665,RetroReel,134,155,4,2,2,45.7,182.8,0.76
004QKDC600,RetroReel,172,172,1,1,1,51.1,51.1,0.21
004QPCZ325,Pulse,177,323,2,1,2,69.7,139.4,0.58
004QSEY863,PopCulture Now,31,31,2,1,1,42.3,84.6,0.35
004RNEC476,ChillStream,61,61,2,1,1,111.1,222.2,0.93
004RNEC476,RetroReel,253,253,1,1,1,45.3,45.3,0.19
004RPPT922,ChillStream,3,3,2,1,1,29.6,59.2,0.25
004SFGA279,LimeLight,69,69,2,1,1,61.6,123.2,0.51
004SZWZ820,LimeLight,17,266,3,2,2,57.57,172.7,0.72
