ID,NETWORK,DAYS_AFTER_LAST_WATCH,DAYS_AFTER_FIRST_WATCH,NUM_SESSIONS,UNIQUE_GENRES_WATCHED,UNIQUE_PROGRAMS_WATCHED,MEAN_DURATION_MINUTES,SUM_DURATION_MINUTES,SUM_AD_REVENUE
004NNGI157,RetroReel,105,105,1,1,1,47.2,47.2,0.2
004OXSR231,DesignLab,167,167,1,1,1,18.0,18.0,0.07
004OXSR231,TasteMakers,30,30,2,1,1,47.0,94.0,0.39
004PIJG717,DesignLab,96,96,1,1,1,25.1,25.1,0.1
004PKHX818,TasteMakers,80,80,1,1,1,22.8,22.8,0.1
004PMLD524,DesignLab,70,70,1,1,1,37.0,37.0,0.15
004QPCZ325,Pulse,139,139,1,1,1,90.0,90.0,0.37
004RNEC476,RetroReel,69,69,1,1,1,45.3,45.3,0.19
004SZWZ820,LimeLight,82,82,1,1,1,105.1,105.1,0.44
004TECZ734,LimeLight,31,97,2,2,2,93.4,186.8,0.78
004UOHX798,DesignLab,74,74,1,1,1,62.4,62.4,0.26
004WBSE248,ChillStream,9,9,2,1,1,66.3,132.6,0.55
004XAGA474,PopCulture Now,21,49,3,1,2,42.9,128.7,0.54
004YUWD671,DesignLab,49,49,1,1,1,9.5,9.5,0.04
004ZVVX124,CineQuest,22,22,1,1,1,113.1,113.1,0.47
005BPXX828,PopCulture Now,145,145,1,1,1,80.4,80.4,0.34
005CDJH955,Adrenaline,9,9,2,1,1,78.6,157.2,0.66
005CLAH698,RetroReel,70,70,1,1,1,59.2,59.2,0.25
005COGO222,Adrenaline,29,100,2,1,2,79.4,158.8,0.66
005CRSD874,Pulse,92,92,1,1,1,46.0,46.0,0.19
005CVHE823,CineQuest,129,129,1,1,1,91.2,91.2,0.38
005DDBA557,DarkMatter,7,7,2,1,1,27.6,55.2,0.23
005DTWK409,RetroReel,59,59,1,1,1,23.2,23.2,0.1
005DXPN822,DesignLab,76,93,2,1,2,59.05,118.1,0.49
005DXPN822,PopCulture Now,7,7,2,1,1,40.4,80.8,0.34
005EBDP360,PopCulture Now,13,13,1,1,1,54.6,54.6,0.23
005EDVN799,RetroReel,9,9,2,1,1,57.6,115.2,0.48
005EFFS602,PopCulture Now,8,8,1,1,1,28.8,28.8,0.12
005EFFS602,TasteMakers,36,36,1,1,1,73.9,73.9,0.31
005ITHJ033,RetroReel,102,102,1,1,1,103.4,103.4,0.43
005IWIX098,RetroReel,143,143,1,1,1,46.5,46.5,0.19
005IZSJ697,PopCulture Now,142,142,1,1,1,21.9,21.9,0.09
005KBBG172,DarkMatter,87,87,1,1,1,63.4,63.4,0.26
005KLHD033,ChillStream,45,45,1,1,1,25.2,25.2,0.1
005KLHD033,DesignLab,48,48,1,1,1,64.3,64.3,0.27
005KLHD033,PopCulture Now,162,162,1,1,1,43.8,43.8,0.18
005KMLV801,RetroReel,76,81,2,2,2,18.35,36.7,0.15
005KTXD460,Adrenaline,40,40,2,1,1,126.1,252.2,1.05
005LWLN963,DarkMatter,145,145,1,1,1,82.8,82.8,0.35
005NNEI219,CineQuest,3,3,2,1,1,33.2,66.4,0.28
005PPGE974,DarkMatter,5,5,2,1,1,7.4,14.8,0.06
005PUYF561,TasteMakers,164,164,1,1,1,53.6,53.6,0.22
005QIBK768,Adrenaline,71,71,1,1,1,46.4,46.4,0.19
005QIBK768,DarkMatter,68,68,1,1,1,99.1,99.1,0.41
005SNFH303,RetroReel,168,168,1,1,1,11.8,11.8,0.05
005TXTH594,LimeLight,34,34,1,1,1,39.0,39.0,0.16
005UXRN097,ChillStream,150,150,1,1,1,115.3,115.3,0.48
005UYEU370,CineQuest,40,40,1,1,1,90.5,90.5,0.38
005ZXTJ068,PopCulture Now,19,19,1,1,1,70.1,70.1,0.29
006ATOO421,DesignLab,132,132,1,1,1,67.1,67.1,0.28
006BPPW978,DesignLab,111,111,1,1,1,15.9,15.9,0.07
006BPPW978,PopCulture Now,50,50,1,1,1,58.7,58.7,0.24
006BPPW978,TasteMakers,138,138,1,1,1,25.2,25.2,0.1
006CNBH288,RetroReel,56,56,1,1,1,81.5,81.5,0.34
006CSAF205,LimeLight,29,29,2,1,1,111.9,223.8,0.93
006CUPE373,TasteMakers,43,43,2,1,1,62.5,125.0,0.52
006EEJB529,DarkMatter,15,15,2,1,1,60.0,120.0,0.5
006ERVE215,Adrenaline,45,146,3,1,2,58.5,175.5,0.73
006ERVE215,DarkMatter,24,24,2,1,1,85.8,171.6,0.72
006GITA462,CineQuest,26,28,4,1,2,56.55,226.2,0.94
006HQNW592,DesignLab,31,31,2,1,1,49.7,99.4,0.41
006HQNW592,TasteMakers,175,175,1,1,1,78.8,78.8,0.33
006IDRX772,TasteMakers,43,43,2,1,1,66.5,133.0,0.55
006IQHP345,Adrenaline,86,86,1,1,1,61.8,61.8,0.26
006KAHH236,Pulse,12,12,2,1,1,7.7,15.4,0.06
006KUQM142,CineQuest,4,4,2,1,1,27.7,55.4,0.23
006LUUT405,Pulse,116,116,1,1,1,32.0,32.0,0.13
006MLUZ304,Adrenaline,9,9,1,1,1,107.5,107.5,0.45
006MQRE179,TasteMakers,1,1,2,1,1,26.0,52.0,0.22
006MUWT676,DesignLab,145,164,2,1,2,9.9,19.8,0.08
006MUWT676,PopCulture Now,32,32,2,1,1,39.2,78.4,0.33
006PDGI783,ChillStream,99,99,1,1,1,27.2,27.2,0.11
006PSQB626,DesignLab,77,77,1,1,1,47.4,47.4,0.2
006QBCT721,TasteMakers,177,177,1,1,1,24.0,24.0,0.1
006QFPY062,TasteMakers,6,6,1,1,1,104.8,104.8,0.44
006RFUX405,RetroReel,26,26,2,1,1,11.9,23.8,0.1
006RHZT505,LimeLight,130,130,1,1,1,25.4,25.4,0.11
006RHZT505,RetroReel,165,165,1,1,1,49.0,49.0,0.2
006SWWS814,TasteMakers,130,130,1,1,1,84.2,84.2,0.35
006VGEC510,TasteMakers,42,42,2,1,1,24.3,48.6,0.2
006ZEHK792,Pulse,89,89,1,1,1,64.2,64.2,0.27
006ZEWQ508,CineQuest,101,101,1,1,1,110.7,110.7,0.46
006ZYSD972,ChillStream,76,98,2,1,1,77.35,154.7,0.64
007AKMO545,Adrenaline,21,21,2,1,1,65.9,131.8,0.55
007AQLR675,TasteMakers,17,17,2,1,1,58.4,116.8,0.49
007CRIB610,RetroReel,161,161,1,1,1,17.6,17.6,0.07
007DQLA070,LimeLight,1,1,1,1,1,109.0,109.0,0.45
007FENN617,ChillStream,141,141,1,1,1,42.9,42.9,0.18
007FSOM765,PopCulture Now,59,59,1,1,1,78.0,78.0,0.32
007FSOM765,TasteMakers,9,9,1,1,1,49.0,49.0,0.2
007HNUM396,LimeLight,105,105,1,1,1,60.0,60.0,0.25
007IAJO670,LimeLight,143,159,2,2,2,65.8,131.6,0.55
007IHFX797,PopCulture Now,83,117,2,1,2,65.45,130.9,0.55
007IHFX797,TasteMakers,92,92,1,1,1,31.4,31.4,0.13
007JCDC961,RetroReel,162,162,1,1,1,64.3,64.3,0.27
007JJBM916,RetroReel,73,73,1,1,1,94.4,94.4,0.39
007JNVU184,CineQuest,104,104,1,1,1,74.6,74.6,0.31
007JOPC871,LimeLight,163,163,1,1,1,111.6,111.6,0.47
007KKDK207,TasteMakers,94,94,1,1,1,36.4,36.4,0.15
007KYTZ045,LimeLight,90,90,1,1,1,60.6,60.6,0.25
007LVTU395,DesignLab,107,107,1,1,1,77.6,77.6,0.32
007OCVT539,RetroReel,10,10,2,1,1,84.8,169.6,0.71
007PYBZ357,DesignLab,122,122,1,1,1,76.5,76.5,0.32
007QSGD032,RetroReel,43,43,2,1,1,87.2,174.4,0.73
007RPZN840,TasteMakers,166,166,1,1,1,85.5,85.5,0.36
007SEZN754,ChillStream,100,100,1,1,1,52.6,52.6,0.22
007WEBH532,Adrenaline,123,123,1,1,1,21.0,21.0,0.09
007WEBH532,Pulse,140,140,1,1,1,118.0,118.0,0.49
007XAZW495,Pulse,123,123,1,1,1,50.1,50.1,0.21
007XHHB879,PopCulture Now,108,108,1,1,1,10.2,10.2,0.04
007XHHB879,TasteMakers,69,69,1,1,1,82.0,82.0,0.34
007XYZN127,TasteMakers,10,103,3,1,2,29.93,89.8,0.37
007YETL935,Adrenaline,90,151,2,1,2,81.8,163.6,0.68
007YHLJ760,DesignLab,51,51,1,1,1,49.5,49.5,0.21
007YHLJ760,TasteMakers,24,24,2,1,1,94.0,188.0,0.78
007YODP449,Pulse,155,155,1,1,1,81.8,81.8,0.34
008BYAI639,ChillStream,160,160,1,1,1,17.4,17.4,0.07
008DFCS661,LimeLight,175,175,1,1,1,51.7,51.7,0.22
008EBPO823,DesignLab,73,73,1,1,1,34.8,34.8,0.14
008EBPO823,TasteMakers,8,8,2,1,1,56.4,112.8,0.47
008EJGC563,CineQuest,155,155,1,1,1,13.9,13.9,0.06
008GCGC579,Pulse,169,169,1,1,1,87.0,87.0,0.36
008GHZM925,Pulse,4,4,1,1,1,110.0,110.0,0.46
008HUFE310,CineQuest,59,59,1,1,1,67.2,67.2,0.28
008IVGX690,DesignLab,99,130,2,1,2,53.3,106.6,0.44
008JQHS769,Adrenaline,66,66,1,1,1,17.5,17.5,0.07
008JQHS769,DarkMatter,31,31,1,1,1,63.9,63.9,0.27
008KENZ159,Adrenaline,130,130,1,1,1,10.6,10.6,0.04
008KENZ159,DarkMatter,105,105,1,1,1,69.6,69.6,0.29
008LLTX790,DesignLab,20,20,2,1,1,47.4,94.8,0.4
008LZXJ966,TasteMakers,160,160,1,1,1,94.6,94.6,0.39
008MZRP930,RetroReel,7,7,2,1,1,43.2,86.4,0.36
008NBCW660,DesignLab,17,17,1,1,1,40.3,40.3,0.17
008NBCW660,TasteMakers,38,38,2,1,1,23.4,46.8,0.19
008OOOH210,CineQuest,44,44,2,1,1,119.4,238.8,1.0
008OOXI656,RetroReel,34,34,2,1,1,47.5,95.0,0.4
008PUNX655,Adrenaline,1,1,2,1,1,25.1,50.2,0.21
008PUNX655,DarkMatter,36,36,2,1,1,69.4,138.8,0.58
008RBZM621,LimeLight,84,84,1,1,1,51.4,51.4,0.21
008RWKF805,LimeLight,2,2,2,1,1,11.2,22.4,0.09
008RWKF805,TasteMakers,122,122,1,1,1,13.8,13.8,0.06
008SZJG831,Adrenaline,13,13,1,1,1,38.0,38.0,0.16
008SZJG831,DarkMatter,59,59,1,1,1,10.3,10.3,0.04
008TNLY548,Adrenaline,68,68,1,1,1,112.1,112.1,0.47
008UZTO673,CineQuest,132,132,1,1,1,67.6,67.6,0.28
008VFCG383,TasteMakers,65,65,1,1,1,93.4,93.4,0.39
008VPXZ497,DesignLab,7,7,2,1,1,23.1,46.2,0.19
008VPXZ497,PopCulture Now,47,47,1,1,1,52.0,52.0,0.22
008VPXZ497,TasteMakers,128,128,1,1,1,54.9,54.9,0.23
008WMEQ926,Adrenaline,174,174,1,1,1,90.0,90.0,0.38
008WMEQ926,Pulse,49,49,1,1,1,56.8,56.8,0.24
008WPTS451,DesignLab,144,144,1,1,1,39.7,39.7,0.17
008WQQF994,ChillStream,170,170,1,1,1,105.4,105.4,0.44
008YHZY176,Adrenaline,71,71,1,1,1,99.9,99.9,0.42
008YPQG160,CineQuest,160,160,1,1,1,43.2,43.2,0.18
008ZEFU761,PopCulture Now,96,96,2,1,2,48.1,96.2,0.4
009BNUY561,PopCulture Now,0,0,1,1,1,50.6,50.6,0.21
009BNUY561,TasteMakers,39,39,1,1,1,78.6,78.6,0.33
009BYWQ378,LimeLight,37,37,2,1,1,81.0,162.0,0.67
009BYWQ378,PopCulture Now,169,169,1,1,1,84.5,84.5,0.35
009CONI467,TasteMakers,153,153,1,1,1,33.3,33.3,0.14
009CWCA119,Pulse,100,100,1,1,1,100.4,100.4,0.42
009DPLG842,CineQuest,69,69,1,1,1,78.4,78.4,0.33
009GUTY233,RetroReel,13,13,2,1,1,95.0,190.0,0.79
009HAUW007,PopCulture Now,67,67,1,1,1,69.0,69.0,0.29
009HIOA323,TasteMakers,42,42,2,1,1,73.1,146.2,0.61
009IATV914,RetroReel,161,161,1,1,1,7.4,7.4,0.03
009IRTM799,ChillStream,139,139,1,1,1,93.7,93.7,0.39
009LCON245,DesignLab,114,114,1,1,1,46.8,46.8,0.2
009MGCQ880,DarkMatter,169,169,1,1,1,75.1,75.1,0.31
009MNVS084,DesignLab,2,2,2,1,1,57.2,114.4,0.48
009MNVS084,LimeLight,17,17,2,1,1,92.4,184.8,0.77
009MNVS084,TasteMakers,6,6,2,1,1,47.7,95.4,0.4
009NHOA851,PopCulture Now,65,65,1,1,1,46.3,46.3,0.19
009OKHI833,Adrenaline,8,28,3,1,2,39.2,117.6,0.49
009OXDM431,ChillStream,61,61,1,1,1,52.9,52.9,0.22
009PNHD703,PopCulture Now,152,152,1,1,1,57.4,57.4,0.24
009RLGD090,TasteMakers,44,44,2,1,1,52.7,105.4,0.44
009SDTY662,LimeLight,9,9,2,1,1,27.6,55.2,0.23
009SDTY662,TasteMakers,170,170,1,1,1,46.1,46.1,0.19
009SFNH549,DarkMatter,39,39,2,1,1,25.0,50.0,0.21
009TJGR736,DesignLab,15,15,1,1,1,70.1,70.1,0.29
009WCWO485,ChillStream,24,24,2,1,1,13.6,27.2,0.11
009WRWH270,DarkMatter,14,14,2,1,1,110.3,220.6,0.92
009XJFZ994,RetroReel,32,32,2,1,1,32.6,65.2,0.27
009ZQQW485,Pulse,88,88,1,1,1,28.3,28.3,0.12
009ZZUD567,DesignLab,52,52,1,1,1,13.1,13.1,0.05
009ZZUD567,PopCulture Now,88,88,1,1,1,22.6,22.6,0.09
010CNJU415,TasteMakers,52,52,1,1,1,28.7,28.7,0.12
010DMUB547,PopCulture Now,98,98,1,1,1,39.1,39.1,0.16
010DOEJ249,TasteMakers,8,8,2,1,1,7.7,15.4,0.06
010FMTD776,Pulse,18,18,2,1,1,12.5,25.0,0.1
010FMTD776,RetroReel,163,163,1,1,1,24.8,24.8,0.1
010FMTY638,DesignLab,116,116,1,1,1,73.1,73.1,0.3
010FMTY638,PopCulture Now,54,54,1,1,1,37.5,37.5,0.16
010FMTY638,TasteMakers,102,102,1,1,1,55.7,55.7,0.23
010FVSN529,RetroReel,71,71,1,1,1,105.6,105.6,0.44
010GTRZ261,DesignLab,146,146,1,1,1,54.3,54.3,0.23
010GTRZ261,PopCulture Now,74,167,2,1,2,50.7,101.4,0.42
010IAJD690,PopCulture Now,2,2,2,1,1,12.4,24.8,0.1
010IITI122,LimeLight,54,54,1,1,1,110.3,110.3,0.46
010IKHA749,TasteMakers,59,59,1,1,1,63.2,63.2,0.26
010LGPV785,TasteMakers,104,104,1,1,1,41.2,41.2,0.17
010LTMR104,Adrenaline,66,66,1,1,1,12.0,12.0,0.05
010LTMR104,DarkMatter,130,130,1,1,1,70.6,70.6,0.29
010LUOI901,CineQuest,29,29,1,1,1,68.4,68.4,0.28
010MJGC911,TasteMakers,5,5,2,1,1,106.8,213.6,0.89
010MURF353,CineQuest,106,106,1,1,1,53.0,53.0,0.22
010MURF353,LimeLight,10,10,2,1,1,112.7,225.4,0.94
010NQGU354,RetroReel,161,161,1,1,1,47.7,47.7,0.2
010OTFD477,LimeLight,96,96,1,1,1,67.8,67.8,0.28
010PEEU517,Adrenaline,139,139,1,1,1,110.2,110.2,0.46
010PRQG612,ChillStream,4,4,2,1,1,10.8,21.6,0.09
010PZZL366,ChillStream,153,153,1,1,1,118.4,118.4,0.49
010QYQJ437,RetroReel,52,52,1,1,1,23.6,23.6,0.1
010SBXW957,PopCulture Now,160,160,1,1,1,84.8,84.8,0.35
010SYJP308,Pulse,98,98,1,1,1,100.8,100.8,0.42
010SYJP308,RetroReel,89,89,1,1,1,119.8,119.8,0.5
010TMFP138,DarkMatter,85,85,1,1,1,116.9,116.9,0.49
010UXXD311,LimeLight,122,122,1,1,1,43.0,43.0,0.18
010UZAZ742,PopCulture Now,130,130,1,1,1,73.2,73.2,0.31
010UZAZ742,TasteMakers,12,12,2,1,1,28.6,57.2,0.24
010VECF139,LimeLight,21,21,2,1,1,119.4,238.8,0.99
