ID,NETWORK,DAYS_AFTER_LAST_WATCH,DAYS_AFTER_FIRST_WATCH,NUM_SESSIONS,UNIQUE_GENRES_WATCHED,UNIQUE_PROGRAMS_WATCHED,MEAN_DURATION_MINUTES,SUM_DURATION_MINUTES,SUM_AD_REVENUE
001JDME989,LimeLight,361,361,1,1,1,22.2,22.2,0.09
001KIPW104,TasteMakers,12,12,1,1,1,97.8,97.8,0.41
001LMOF553,DesignLab,282,282,1,1,1,26.8,26.8,0.11
001LMOF553,TasteMakers,350,350,1,1,1,18.2,18.2,0.08
001LPDP619,Adrenaline,323,323,1,1,1,46.7,46.7,0.19
001LPDP619,DarkMatter,231,231,1,1,1,113.3,113.3,0.47
001LPDP619,Pulse,8,8,1,1,1,47.4,47.4,0.2
001MIEQ655,PopCulture Now,70,70,1,1,1,74.9,74.9,0.31
001MIEQ655,TasteMakers,75,75,1,1,1,107.2,107.2,0.45
001MJIH685,DarkMatter,89,89,1,1,1,58.6,58.6,0.24
001MLRX788,DesignLab,66,66,1,1,1,74.2,74.2,0.31
001MLRX788,PopCulture Now,54,54,1,1,1,10.2,10.2,0.04
001MRIW631,TasteMakers,356,356,1,1,1,33.1,33.1,0.14
001NKRX135,Pulse,235,235,1,1,1,116.8,116.8,0.49
001NOKZ662,CineQuest,214,214,1,1,1,116.2,116.2,0.48
001NSIA232,DesignLab,287,287,1,1,1,7.7,7.7,0.03
001NSIA232,TasteMakers,76,76,1,1,1,74.9,74.9,0.31
001NUQI691,ChillStream,324,324,1,1,1,121.8,121.8,0.51
001OIPI352,DesignLab,229,229,1,1,1,75.4,75.4,0.31
001OIPI352,TasteMakers,69,199,2,1,2,46.9,93.8,0.39
001OJEK601,ChillStream,41,53,2,1,2,60.35,120.7,0.5
001PILU789,CineQuest,325,325,1,1,1,121.5,121.5,0.51
001QFYM025,DesignLab,331,331,1,1,1,70.9,70.9,0.3
001RBOC950,LimeLight,216,216,1,1,1,92.9,92.9,0.39
001RLIN262,LimeLight,26,26,1,1,1,65.1,65.1,0.27
001RMEG541,DesignLab,119,119,1,1,1,57.1,57.1,0.24
001SIVU071,ChillStream,135,234,2,2,2,65.45,130.9,0.55
001SIVU071,DesignLab,194,298,2,1,2,45.55,91.1,0.38
001SIVU071,PopCulture Now,273,273,1,1,1,46.4,46.4,0.19
001SIVU071,Pulse,215,215,1,1,1,87.6,87.6,0.36
001SQXC187,CineQuest,173,173,1,1,1,107.7,107.7,0.45
001TTLN903,LimeLight,262,262,1,1,1,71.2,71.2,0.3
001UAHA863,CineQuest,173,173,1,1,1,109.4,109.4,0.46
001UAHA863,Pulse,49,337,2,2,2,93.75,187.5,0.78
001UAHA863,RetroReel,120,120,1,1,1,36.8,36.8,0.15
001UDSL771,CineQuest,52,52,1,1,1,60.7,60.7,0.25
001UNNH865,RetroReel,181,181,1,1,1,98.8,98.8,0.41
001UZAD800,DesignLab,124,124,1,1,1,33.5,33.5,0.14
001UZAD800,PopCulture Now,2,2,1,1,1,54.0,54.0,0.22
001UZAD800,TasteMakers,191,248,2,1,2,47.0,94.0,0.39
001VLBV485,CineQuest,313,313,1,1,1,73.8,73.8,0.31
001WKVX393,LimeLight,220,220,1,1,1,111.0,111.0,0.46
001WKVX393,TasteMakers,51,51,1,1,1,59.3,59.3,0.25
001WOTZ983,Adrenaline,108,108,1,1,1,15.3,15.3,0.06
001XDRM026,DesignLab,13,329,2,1,2,41.6,83.2,0.35
001XDRM026,LimeLight,27,27,1,1,1,43.4,43.4,0.18
001XDRM026,PopCulture Now,68,68,1,1,1,14.9,14.9,0.06
001XDRM026,TasteMakers,13,13,1,1,1,60.0,60.0,0.25
001YPUL192,ChillStream,288,288,1,1,1,8.4,8.4,0.03
002BKVK889,ChillStream,231,231,1,1,1,123.4,123.4,0.51
002BZGD044,CineQuest,35,35,1,1,1,29.0,29.0,0.12
002CUYF788,DesignLab,97,338,2,1,2,31.65,63.3,0.26
002CUYF788,LimeLight,132,132,1,1,1,44.8,44.8,0.19
002CUYF788,PopCulture Now,336,336,1,1,1,84.5,84.5,0.35
002CXBG255,CineQuest,154,154,1,1,1,58.4,58.4,0.24
002EAAX725,CineQuest,166,166,1,1,1,81.0,81.0,0.34
002EDPQ098,TasteMakers,335,335,1,1,1,52.4,52.4,0.22
002EXCW867,LimeLight,90,90,1,1,1,124.0,124.0,0.52
002EXCW867,TasteMakers,246,246,1,1,1,21.0,21.0,0.09
002FIHW100,CineQuest,195,211,2,1,2,50.9,101.8,0.42
002FIHW100,LimeLight,272,272,1,1,1,99.9,99.9,0.42
002FMLQ798,Adrenaline,224,224,1,1,1,15.4,15.4,0.06
002FMLQ798,DarkMatter,30,298,2,1,2,39.25,78.5,0.33
002GOMV479,DesignLab,339,339,1,1,1,48.2,48.2,0.2
002GOMV479,PopCulture Now,184,184,1,1,1,13.7,13.7,0.06
002GOMV479,TasteMakers,340,340,1,1,1,53.4,53.4,0.22
002GWWN777,DarkMatter,310,310,1,1,1,96.4,96.4,0.4
002HTBP303,CineQuest,209,209,1,1,1,30.6,30.6,0.13
002IPLW094,RetroReel,207,220,2,2,2,52.2,104.4,0.44
002JRGQ140,PopCulture Now,255,255,1,1,1,72.5,72.5,0.3
002JRGQ140,TasteMakers,122,122,1,1,1,105.7,105.7,0.44
002JYSZ401,LimeLight,249,249,1,1,1,76.1,76.1,0.32
002KIAG292,Pulse,111,111,1,1,1,35.5,35.5,0.15
002KWLS564,TasteMakers,39,57,2,1,2,33.8,67.6,0.28
002LXTJ344,DesignLab,224,224,1,1,1,74.3,74.3,0.31
002LXTJ344,PopCulture Now,59,59,1,1,1,22.3,22.3,0.09
002MCDO278,DesignLab,272,272,1,1,1,59.6,59.6,0.25
002MCDO278,LimeLight,291,291,1,1,1,112.8,112.8,0.47
002MCDO278,PopCulture Now,214,214,1,1,1,70.2,70.2,0.29
002MCDO278,TasteMakers,1,1,1,1,1,51.0,51.0,0.21
002MNJR178,TasteMakers,165,165,1,1,1,15.6,15.6,0.06
002MYOP233,RetroReel,20,20,1,1,1,93.9,93.9,0.39
002NKQR179,DesignLab,61,61,1,1,1,35.4,35.4,0.15
002NKQR179,LimeLight,137,137,1,1,1,25.1,25.1,0.1
002NKQR179,PopCulture Now,79,79,1,1,1,32.2,32.2,0.13
002NKQR179,TasteMakers,41,41,1,1,1,62.2,62.2,0.26
002NLTJ592,Adrenaline,98,98,1,1,1,48.1,48.1,0.2
002NLTJ592,DarkMatter,68,68,1,1,1,118.6,118.6,0.49
002NWGK515,DarkMatter,265,265,1,1,1,40.1,40.1,0.17
002NYZB724,CineQuest,39,39,1,1,1,57.9,57.9,0.24
002NYZB724,Pulse,268,268,1,1,1,40.2,40.2,0.17
002OADV079,ChillStream,326,326,1,1,1,58.6,58.6,0.24
002ODJA245,Pulse,323,323,1,1,1,26.1,26.1,0.11
002PPXS156,LimeLight,91,114,2,1,2,89.0,178.0,0.74
002PXRI930,DesignLab,26,26,1,1,1,30.5,30.5,0.13
002PXRI930,LimeLight,82,82,1,1,1,53.6,53.6,0.22
002PXRI930,PopCulture Now,358,358,1,1,1,54.5,54.5,0.23
002PXRI930,TasteMakers,130,130,1,1,1,58.8,58.8,0.24
002QROR117,LimeLight,106,282,2,1,2,67.05,134.1,0.56
002RKAR661,ChillStream,251,358,2,2,2,60.55,121.1,0.5
002RWXN391,CineQuest,70,70,1,1,1,125.0,125.0,0.52
002RYOA618,Adrenaline,216,216,1,1,1,101.9,101.9,0.42
002SOIZ089,LimeLight,264,264,1,1,1,121.4,121.4,0.51
002TRCU179,RetroReel,152,152,1,1,1,14.5,14.5,0.06
002UKOK876,TasteMakers,298,298,1,1,1,84.4,84.4,0.35
002UQOE027,RetroReel,203,203,1,1,1,35.2,35.2,0.15
002URLO240,CineQuest,59,59,1,1,1,126.5,126.5,0.53
002VEPI191,PopCulture Now,245,245,1,1,1,54.4,54.4,0.23
002VKQJ659,DarkMatter,135,135,1,1,1,46.9,46.9,0.2
002VKQJ659,Pulse,116,116,1,1,1,86.7,86.7,0.36
002VXNA655,Pulse,47,47,1,1,1,81.3,81.3,0.34
002WFWA113,DesignLab,116,116,1,1,1,31.2,31.2,0.13
002WGSA012,CineQuest,330,330,1,1,1,109.7,109.7,0.46
002WKIG010,Adrenaline,14,53,2,1,1,56.85,113.7,0.47
002WKIG010,Pulse,283,283,1,1,1,75.3,75.3,0.31
002WLPQ611,DesignLab,302,302,1,1,1,20.0,20.0,0.08
002YJVX993,CineQuest,274,274,1,1,1,111.1,111.1,0.46
002YODI313,DarkMatter,31,31,1,1,1,66.8,66.8,0.28
002ZAGV566,Adrenaline,50,359,2,1,1,64.8,129.6,0.54
002ZAGV566,DarkMatter,63,307,2,1,2,97.35,194.7,0.81
003ABCH115,TasteMakers,5,5,1,1,1,71.9,71.9,0.3
003AEKA966,LimeLight,59,216,2,2,2,56.2,112.4,0.47
003ALLO210,PopCulture Now,95,239,2,1,2,43.0,86.0,0.36
003ALLO210,TasteMakers,349,349,1,1,1,24.7,24.7,0.1
003ANID263,DesignLab,37,37,1,1,1,33.5,33.5,0.14
003ANID263,LimeLight,216,301,2,1,1,70.85,141.7,0.59
003ANID263,PopCulture Now,211,211,1,1,1,35.3,35.3,0.15
003ANID263,TasteMakers,178,178,1,1,1,73.7,73.7,0.31
003AQQC679,DesignLab,83,132,2,1,2,33.6,67.2,0.28
003DAQK199,ChillStream,35,35,1,1,1,58.4,58.4,0.24
003EDBH062,DesignLab,19,19,1,1,1,54.4,54.4,0.23
003EDBH062,PopCulture Now,201,201,1,1,1,8.4,8.4,0.04
003GPNN238,DesignLab,360,360,1,1,1,75.7,75.7,0.32
003GPNN238,TasteMakers,309,309,1,1,1,46.2,46.2,0.19
003GXGQ842,TasteMakers,350,350,1,1,1,58.7,58.7,0.24
003HEVO831,PopCulture Now,326,326,1,1,1,25.4,25.4,0.11
003HFNE625,DesignLab,318,318,1,1,1,15.4,15.4,0.06
003HFNE625,PopCulture Now,238,238,1,1,1,9.3,9.3,0.04
003HFNE625,TasteMakers,87,87,1,1,1,91.2,91.2,0.38
003HLEM814,CineQuest,72,72,1,1,1,7.5,7.5,0.03
003IPDP078,RetroReel,157,157,1,1,1,107.1,107.1,0.45
003ISHD993,ChillStream,332,332,1,1,1,11.8,11.8,0.05
003JAGQ788,DarkMatter,155,155,1,1,1,97.8,97.8,0.41
003JAJC959,DesignLab,147,147,1,1,1,25.4,25.4,0.11
003JEBH417,TasteMakers,134,134,1,1,1,34.0,34.0,0.14
003JXTS440,LimeLight,228,228,1,1,1,36.9,36.9,0.15
003KEHO902,Adrenaline,75,184,2,1,2,50.5,101.0,0.42
003KEHO902,DarkMatter,268,268,1,1,1,84.8,84.8,0.35
003KGDD155,LimeLight,119,149,2,2,2,81.95,163.9,0.68
003KHGQ561,ChillStream,77,77,1,1,1,32.3,32.3,0.13
003LTEX955,DesignLab,236,236,1,1,1,16.2,16.2,0.07
003LTEX955,LimeLight,105,105,1,1,1,42.1,42.1,0.18
003NBZB582,Pulse,99,172,2,2,2,90.4,180.8,0.75
003NRLM550,LimeLight,120,147,2,2,2,92.4,184.8,0.77
003NRLM550,RetroReel,196,196,1,1,1,30.3,30.3,0.13
003OQIL707,Adrenaline,27,27,1,1,1,114.0,114.0,0.48
003QWIM114,DesignLab,131,131,1,1,1,24.9,24.9,0.1
003QYGK056,ChillStream,174,174,1,1,1,35.2,35.2,0.15
003QYJF278,DesignLab,287,287,1,1,1,47.1,47.1,0.2
003QZTI046,RetroReel,68,291,2,2,2,104.45,208.9,0.87
003SUPC452,RetroReel,227,227,1,1,1,37.5,37.5,0.16
003TEQR186,LimeLight,180,183,2,2,2,80.0,160.0,0.67
003UAGP548,Adrenaline,283,283,1,1,1,11.1,11.1,0.05
003UAGP548,DarkMatter,138,138,1,1,1,99.6,99.6,0.42
003UKIB964,RetroReel,30,30,1,1,1,106.2,106.2,0.44
003WCZV661,DesignLab,244,244,1,1,1,34.3,34.3,0.14
003WCZV661,PopCulture Now,15,15,1,1,1,62.5,62.5,0.26
003WHEB120,CineQuest,123,123,1,1,1,110.1,110.1,0.46
003WNAG684,ChillStream,346,346,1,1,1,56.0,56.0,0.23
003XKHS955,LimeLight,15,122,2,2,2,46.45,92.9,0.39
003YSBB484,Adrenaline,117,117,1,1,1,73.1,73.1,0.3
003YZJM392,LimeLight,95,95,1,1,1,19.3,19.3,0.08
003YZJM392,RetroReel,242,242,1,1,1,18.9,18.9,0.08
003ZHRQ771,LimeLight,291,291,1,1,1,104.9,104.9,0.44
003ZHRQ771,PopCulture Now,314,314,1,1,1,36.0,36.0,0.15
003ZHRQ771,TasteMakers,282,282,1,1,1,104.9,104.9,0.44
003ZNZQ765,DesignLab,141,141,1,1,1,78.5,78.5,0.33
003ZPOP875,DesignLab,99,99,1,1,1,49.8,49.8,0.21
003ZPOP875,TasteMakers,246,284,2,1,1,37.9,75.8,0.32
003ZUGW210,RetroReel,308,308,1,1,1,13.5,13.5,0.06
003ZURQ459,ChillStream,189,189,1,1,1,14.0,14.0,0.06
003ZURQ459,RetroReel,349,349,1,1,1,97.7,97.7,0.41
003ZZGJ163,ChillStream,135,135,1,1,1,19.6,19.6,0.08
003ZZGJ163,DarkMatter,105,133,2,1,2,98.05,196.1,0.82
003ZZGJ163,Pulse,338,338,1,1,1,79.4,79.4,0.33
004AMJN950,LimeLight,148,148,1,1,1,98.1,98.1,0.41
004AXNW235,CineQuest,32,32,1,1,1,69.5,69.5,0.29
004BELU613,ChillStream,129,129,1,1,1,88.8,88.8,0.37
004BTTQ071,LimeLight,201,201,1,1,1,122.0,122.0,0.51
004DCYD190,RetroReel,233,233,1,1,1,96.5,96.5,0.4
004DSTI887,DarkMatter,199,199,1,1,1,98.2,98.2,0.41
004EFKZ926,Pulse,168,283,2,2,2,57.0,114.0,0.47
004GNEP305,LimeLight,55,55,1,1,1,123.7,123.7,0.52
004GNEP305,PopCulture Now,340,340,1,1,1,31.7,31.7,0.13
004HCBW603,Adrenaline,293,293,1,1,1,63.3,63.3,0.26
004IGAN061,Adrenaline,336,336,1,1,1,9.3,9.3,0.04
004ILUO342,LimeLight,120,265,2,1,1,83.65,167.3,0.7
004JNYB810,DarkMatter,34,34,1,1,1,48.0,48.0,0.2
004JOGR219,Adrenaline,316,316,1,1,1,95.6,95.6,0.4
004JQHL248,RetroReel,51,51,1,1,1,13.8,13.8,0.06
004KBHP461,DesignLab,51,51,1,1,1,61.0,61.0,0.25
004KBHP461,TasteMakers,253,253,1,1,1,12.8,12.8,0.05
004KIKD017,PopCulture Now,72,72,1,1,1,51.0,51.0,0.21
004KIKD017,TasteMakers,173,173,1,1,1,64.6,64.6,0.27
004KXZQ857,RetroReel,139,169,2,1,2,98.8,197.6,0.82
004LDOW280,DarkMatter,118,118,1,1,1,38.3,38.3,0.16
004LDOW280,Pulse,17,337,2,2,2,36.7,73.4,0.31
004MEHA407,DarkMatter,245,245,1,1,1,57.7,57.7,0.24
004MHUO064,DarkMatter,218,218,1,1,1,42.9,42.9,0.18
004MTZV947,CineQuest,212,212,1,1,1,65.8,65.8,0.27
004PAMY118,LimeLight,116,116,1,1,1,66.3,66.3,0.28
004PIJG717,PopCulture Now,29,29,1,1,1,56.9,56.9,0.24
004PIJG717,TasteMakers,217,217,1,1,1,38.5,38.5,0.16
004PKHX818,DesignLab,272,322,2,1,2,66.05,132.1,0.55
004PKHX818,PopCulture Now,110,110,1,1,1,66.0,66.0,0.28
004PMLD524,DesignLab,97,97,1,1,1,23.8,23.8,0.1
004PMLD524,LimeLight,181,350,2,2,2,73.15,146.3,0.61
004PMLD524,PopCulture Now,172,172,1,1,1,81.6,81.6,0.34
004PNMJ902,Pulse,50,50,1,1,1,79.8,79.8,0.33
004QHPK778,ChillStream,132,132,1,1,1,86.4,86.4,0.36
004QKDC600,RetroReel,87,87,1,1,1,29.2,29.2,0.12
004QPCZ325,Adrenaline,24,24,1,1,1,38.2,38.2,0.16
004QPCZ325,DarkMatter,184,184,1,1,1,7.8,7.8,0.03
004QSEY863,DesignLab,5,5,1,1,1,54.9,54.9,0.23
004QSEY863,PopCulture Now,134,134,1,1,1,16.1,16.1,0.07
004QSEY863,TasteMakers,289,289,1,1,1,64.9,64.9,0.27
004QZPU504,RetroReel,37,37,1,1,1,110.8,110.8,0.46
004RNEC476,LimeLight,338,338,1,1,1,22.2,22.2,0.09
004RNEC476,RetroReel,327,327,1,1,1,8.1,8.1,0.03
004SZWZ820,Pulse,14,14,1,1,1,62.0,62.0,0.26
004VACU875,Pulse,156,156,1,1,1,52.8,52.8,0.22
004WBSE248,ChillStream,274,274,1,1,1,45.7,45.7,0.19
004WBSE248,CineQuest,100,100,1,1,1,16.7,16.7,0.07
004WBSE248,Pulse,251,251,1,1,1,79.8,79.8,0.33
004WPRH738,ChillStream,354,354,1,1,1,55.9,55.9,0.23
004WSAQ537,ChillStream,320,320,1,1,1,84.1,84.1,0.35
004XAGA474,DesignLab,95,103,2,1,2,33.25,66.5,0.28
004XLSY951,ChillStream,252,252,1,1,1,87.8,87.8,0.37
004XMMN681,DesignLab,5,5,1,1,1,53.4,53.4,0.22
004XMMN681,TasteMakers,312,312,1,1,1,83.1,83.1,0.35
004YEJW180,Adrenaline,85,351,2,1,2,124.95,249.9,1.04
004YEJW180,DarkMatter,106,138,2,1,2,27.85,55.7,0.23
004YKQT756,DesignLab,275,275,1,1,1,52.8,52.8,0.22
004YKQT756,TasteMakers,65,75,2,1,2,78.8,157.6,0.66
004YUWD671,TasteMakers,118,118,1,1,1,82.2,82.2,0.34
004ZVVX124,CineQuest,214,214,1,1,1,55.2,55.2,0.23
004ZXAB891,CineQuest,207,207,1,1,1,119.6,119.6,0.5
005AVDY361,ChillStream,316,316,1,1,1,69.3,69.3,0.29
005BMTN389,DarkMatter,56,114,2,1,2,78.25,156.5,0.65
005BPXX828,DesignLab,155,155,1,1,1,13.9,13.9,0.06
005BQPE228,DesignLab,10,10,1,1,1,6.1,6.1,0.03
005BQPE228,TasteMakers,169,169,1,1,1,95.1,95.1,0.4
005CBWF649,Adrenaline,212,212,1,1,1,73.8,73.8,0.31
005CDJH955,DarkMatter,186,186,1,1,1,37.5,37.5,0.16
005CRSD874,LimeLight,91,91,1,1,1,10.7,10.7,0.04
005CVMO725,LimeLight,13,13,1,1,1,56.3,56.3,0.23
005DDBA557,Adrenaline,238,238,1,1,1,81.3,81.3,0.34
005DEST751,CineQuest,54,54,1,1,1,112.2,112.2,0.47
005DTWK409,RetroReel,41,41,1,1,1,105.9,105.9,0.44
005EBDP360,TasteMakers,211,284,2,1,2,30.3,60.6,0.25
005EFFS602,TasteMakers,54,54,1,1,1,87.4,87.4,0.36
005FCAK078,PopCulture Now,91,91,1,1,1,40.9,40.9,0.17
005FXWL713,CineQuest,255,255,1,1,1,13.8,13.8,0.06
005GGVY869,DarkMatter,59,59,1,1,1,69.7,69.7,0.29
005HBTR020,Adrenaline,253,253,1,1,1,37.9,37.9,0.16
005IHCJ605,Adrenaline,178,178,1,1,1,70.2,70.2,0.29
005IHCJ605,DarkMatter,193,193,1,1,1,98.1,98.1,0.41
005IKHP676,CineQuest,232,232,1,1,1,11.0,11.0,0.05
005IMTH354,Adrenaline,114,114,1,1,1,32.2,32.2,0.13
005IMTH354,DarkMatter,288,288,1,1,1,84.9,84.9,0.35
005IWIX098,RetroReel,313,313,1,1,1,123.8,123.8,0.52
005IZSJ697,LimeLight,11,11,1,1,1,92.7,92.7,0.39
005IZSJ697,PopCulture Now,160,160,1,1,1,63.3,63.3,0.26
005IZSJ697,TasteMakers,73,73,1,1,1,69.4,69.4,0.29
005JAMG408,LimeLight,184,184,1,1,1,61.9,61.9,0.26
005JXNC020,Adrenaline,12,12,1,1,1,102.6,102.6,0.43
005JXNC020,DarkMatter,103,103,1,1,1,110.9,110.9,0.46
005KLHD033,DesignLab,319,319,1,1,1,7.3,7.3,0.03
005KLHD033,LimeLight,265,265,1,1,1,29.5,29.5,0.12
005KLHD033,PopCulture Now,235,235,1,1,1,49.2,49.2,0.21
005LAEH753,DesignLab,234,234,1,1,1,21.2,21.2,0.09
005LAEH753,TasteMakers,307,351,2,1,2,28.8,57.6,0.24
005LMLD320,LimeLight,42,143,2,1,1,75.25,150.5,0.63
005LWLN963,Adrenaline,156,156,1,1,1,57.3,57.3,0.24
005MQWT219,LimeLight,362,362,1,1,1,59.6,59.6,0.25
005MVVN443,Pulse,162,162,1,1,1,25.2,25.2,0.11
005MVVN443,RetroReel,4,4,1,1,1,37.3,37.3,0.16
005NNEI219,CineQuest,90,90,1,1,1,109.0,109.0,0.45
005NTLW643,CineQuest,69,69,1,1,1,40.3,40.3,0.17
005OXQY492,Pulse,120,293,2,2,2,45.7,91.4,0.38
005OYGH603,DarkMatter,179,179,1,1,1,51.8,51.8,0.22
005PSDD172,ChillStream,149,149,1,1,1,90.0,90.0,0.38
005PSDD172,RetroReel,79,357,2,2,2,45.3,90.6,0.38
005PTBD329,RetroReel,318,318,1,1,1,124.1,124.1,0.52
005PUYF561,LimeLight,112,112,1,1,1,20.7,20.7,0.09
005PUYF561,PopCulture Now,66,66,1,1,1,78.3,78.3,0.33
005PXUP242,LimeLight,351,351,1,1,1,106.6,106.6,0.44
005PXZW655,LimeLight,295,295,1,1,1,78.8,78.8,0.33
005PXZW655,Pulse,236,236,1,1,1,93.4,93.4,0.39
005QIBK768,DarkMatter,213,213,1,1,1,106.7,106.7,0.44
005QIBK768,Pulse,163,163,1,1,1,96.8,96.8,0.4
005QJQM671,Adrenaline,63,63,1,1,1,60.0,60.0,0.25
005RCWZ068,CineQuest,347,347,1,1,1,91.0,91.0,0.38
005RCWZ068,LimeLight,350,350,1,1,1,51.6,51.6,0.22
