,ID,BRAND,RECENCY,REVENUE,SUB,DATE,FREQUENCY
47,002KIAG292,Pulse,66,28.509999999999998,"['expired monthly', 'discounted monthly']",2023-04-25,1
48,002MCDO278,LimeLight,99,79.96,['paid monthly'],2023-03-23,1
49,002NLTJ592,Pulse,43,24.0,"['paid monthly', 'paid monthly']",2023-05-18,1
50,002NWGK515,Pulse,175,8.0,['expired monthly'],2023-01-06,1
51,002ODJA245,Pulse,174,50.0,['paid annual'],2023-01-07,1
52,002OFHC379,CineQuest,158,72.06,['paid monthly'],2023-01-23,2
53,002OFHC379,Pulse,131,40.0,['paid monthly'],2023-02-19,2
54,002OHHT519,Pulse,11,8.01,['paid monthly'],2023-06-19,1
55,002RKAR661,ChillStream,8,75.01,"['expired monthly', 'paid monthly']",2023-06-22,1
56,002RWXN391,CineQuest,33,24.02,['paid monthly'],2023-05-28,1
57,002VXNA655,Pulse,8,8.01,['paid monthly'],2023-06-22,1
58,002WKIG010,Pulse,19,8.0,['paid monthly'],2023-06-11,1
59,002ZPKN335,Pulse,76,24.0,['paid monthly'],2023-04-15,1
60,003AFDK971,CineQuest,45,47.96,"['expired monthly', 'paid monthly']",2023-05-16,1
61,003AUQO335,Pulse,102,50.0,['expired annual'],2023-03-20,1
62,003FIZU237,CineQuest,116,48.0,['paid monthly'],2023-03-06,1
63,003GPNN238,LimeLight,92,79.99,['paid annual'],2023-03-30,1
64,003HOFE542,RetroReel,48,150.0,['expired monthly'],2023-05-13,1
65,003IMVF953,RetroReel,179,179.94,['paid monthly'],2023-01-02,1
66,003IPDP078,RetroReel,64,90.0,['paid monthly'],2023-04-27,1
67,003JAJC959,LimeLight,21,119.88,['expired monthly'],2023-06-09,1
68,003JOSE263,CineQuest,159,72.0,['paid monthly'],2023-01-22,1
69,003NBZB582,Pulse,64,14.43,['discounted monthly'],2023-04-27,1
70,003OLXB119,Pulse,1,48.0,['expired monthly'],2023-06-29,1
71,003TCEP184,CineQuest,97,48.04,['paid monthly'],2023-03-25,1
72,003TEQR186,CineQuest,54,60.0,['expired monthly'],2023-05-07,1
73,003VDDJ532,ChillStream,113,100.0,['paid monthly'],2023-03-09,1
74,003WHEB120,CineQuest,176,72.06,['paid monthly'],2023-01-05,1
75,003WSHV251,ChillStream,67,100.02,['paid annual'],2023-04-24,1
76,003XKHS955,LimeLight,141,100.05000000000001,['paid monthly'],2023-02-09,2
77,003XKHS955,RetroReel,95,90.03,['expired monthly'],2023-03-27,2
78,003XTUL243,CineQuest,46,35.97,['paid monthly'],2023-05-15,1
79,003YXVZ587,RetroReel,67,180.06,"['expired monthly', 'paid monthly']",2023-04-24,1
80,003ZZGJ163,ChillStream,13,97.67999999999999,"['expired monthly', 'discounted monthly']",2023-06-17,1
81,004AKNN688,ChillStream,34,124.94999999999999,['expired monthly'],2023-05-27,1
82,004EFKZ926,Pulse,151,50.0,['paid annual'],2023-01-30,1
83,004ERWY396,CineQuest,47,39.84,"['discounted monthly', 'discounted monthly']",2023-05-14,1
84,004GBPK269,CineQuest,163,71.94,['paid monthly'],2023-01-18,1
85,004JATO962,RetroReel,41,119.99,['paid annual'],2023-05-20,1
86,004JKTR944,RetroReel,67,165.51,"['expired monthly', 'trial monthly']",2023-04-24,1
87,004JNYB810,Pulse,92,49.99,['expired annual'],2023-03-30,1
88,004JQHL248,RetroReel,110,119.98,['paid annual'],2023-03-12,1
89,004LDOW280,Pulse,74,32.0,['expired monthly'],2023-04-17,1
90,004NNGI157,RetroReel,95,119.96,['paid monthly'],2023-03-27,1
91,004PAMY118,LimeLight,126,40.02,['expired monthly'],2023-02-24,1
92,004PMLD524,LimeLight,25,19.99,['paid monthly'],2023-06-05,1
93,004PNMJ902,CineQuest,16,12.01,['paid monthly'],2023-06-14,2
94,004PNMJ902,Pulse,178,48.0,['paid monthly'],2023-01-03,2
95,004QIOK665,RetroReel,6,30.0,['paid monthly'],2023-06-24,1
96,004RNEC476,ChillStream,147,124.9,['paid monthly'],2023-02-03,1
97,004RPPT922,ChillStream,152,100.0,['paid annual'],2023-01-29,1
98,004SFGA279,LimeLight,2,99.97999999999999,"['expired annual', 'paid monthly']",2023-06-28,1
99,004SZWZ820,LimeLight,86,80.04,['expired monthly'],2023-04-05,2
100,004SZWZ820,Pulse,99,23.97,['expired monthly'],2023-03-23,2
101,004VACU875,ChillStream,0,0.0,['paid monthly'],2023-06-30,2
102,004VACU875,Pulse,32,16.02,['paid monthly'],2023-05-29,2
103,004WBSE248,ChillStream,92,75.03,['expired monthly'],2023-03-30,1
104,004WDNE622,Pulse,58,16.0,['paid monthly'],2023-05-03,1
105,004WSAQ537,ChillStream,78,75.0,['paid monthly'],2023-04-13,1
106,004XMMN681,LimeLight,123,99.94999999999999,['paid monthly'],2023-02-27,1
107,004ZETP103,RetroReel,105,120.0,['paid monthly'],2023-03-17,1
108,004ZVVX124,CineQuest,95,47.96,['paid monthly'],2023-03-27,1
109,005AJTJ963,CineQuest,88,96.00999999999999,"['expired monthly', 'paid annual']",2023-04-03,2
110,005AJTJ963,Pulse,79,50.02,['expired annual'],2023-04-12,2
111,005BCIQ004,LimeLight,120,80.0,['paid monthly'],2023-03-02,1
112,005CBWF649,Pulse,20,50.0,['paid annual'],2023-06-10,1
113,005CKJF445,LimeLight,56,120.0,"['expired monthly', 'paid monthly']",2023-05-05,1
114,005CRSD874,CineQuest,13,60.01,['paid annual'],2023-06-17,3
115,005CRSD874,LimeLight,178,19.99,['expired monthly'],2023-01-03,3
116,005CRSD874,Pulse,89,50.01,['paid annual'],2023-04-02,3
117,005CVMO725,LimeLight,9,79.99,['paid annual'],2023-06-21,2
118,005CVMO725,RetroReel,175,180.06,['paid monthly'],2023-01-06,2
119,005DEST751,CineQuest,53,60.0,['expired annual'],2023-05-08,1
120,005EDVN799,RetroReel,147,149.95,['paid monthly'],2023-02-03,1
121,005IKHP676,CineQuest,81,48.0,['expired monthly'],2023-04-10,1
122,005ITHJ033,LimeLight,16,120.0,['expired monthly'],2023-06-14,1
123,005KLHD033,LimeLight,62,79.98,['expired annual'],2023-04-29,1
124,005LMLD320,LimeLight,141,99.94999999999999,['paid monthly'],2023-02-09,1
125,005MQWT219,LimeLight,7,20.01,['paid monthly'],2023-06-23,1
126,005MVVN443,Pulse,125,16.0,['expired monthly'],2023-02-25,1
127,005NTLW643,CineQuest,15,11.98,['paid monthly'],2023-06-15,1
128,005PUYF561,LimeLight,125,100.05000000000001,['paid monthly'],2023-02-25,1
129,005PXZW655,Pulse,125,40.0,['paid monthly'],2023-02-25,1
130,005QIBK768,Pulse,51,16.0,['paid monthly'],2023-05-10,1
131,005RCWZ068,LimeLight,63,60.03,['paid monthly'],2023-04-28,1
132,005RVSJ622,RetroReel,55,150.0,['expired monthly'],2023-05-06,1
133,005TLRF516,Pulse,20,8.0,['paid monthly'],2023-06-10,1
134,005UXRN097,ChillStream,46,75.03,"['expired monthly', 'paid monthly']",2023-05-15,1
135,005VGAL262,CineQuest,127,24.02,['expired monthly'],2023-02-23,1
136,006BIGJ762,RetroReel,92,120.0,['paid annual'],2023-03-30,1
137,006CSAF205,LimeLight,129,40.02,['expired monthly'],2023-02-21,1
138,006DYJP348,Pulse,165,47.94,['paid monthly'],2023-01-16,1
139,006EFVW924,CineQuest,107,59.98,['paid annual'],2023-03-15,1
140,006GITA462,CineQuest,5,11.99,['paid monthly'],2023-06-25,1
141,006LZLE549,Pulse,46,48.0,"['expired monthly', 'paid monthly']",2023-05-15,1
142,006OIZP651,ChillStream,33,50.02,['paid monthly'],2023-05-28,1
143,006PDGI783,ChillStream,124,50.0,['expired monthly'],2023-02-26,1
144,006RHZT505,LimeLight,25,60.03,"['expired monthly', 'paid monthly']",2023-06-05,2
145,006RHZT505,RetroReel,173,30.0,['expired monthly'],2023-01-08,2
146,006VAPC920,Pulse,96,31.96,['paid monthly'],2023-03-26,1
147,006WMXU263,RetroReel,55,149.95,['expired monthly'],2023-05-06,1
148,006XYPC394,CineQuest,64,36.03,['paid monthly'],2023-04-27,1
149,006YBEU125,RetroReel,76,90.0,['paid monthly'],2023-04-15,1
150,007CRIB610,RetroReel,129,120.0,['paid annual'],2023-02-21,1
151,007DOGV973,ChillStream,46,92.46,['trial annual'],2023-05-15,1
152,007DSJL773,CineQuest,77,35.97,['paid monthly'],2023-04-14,1
153,007EBFN621,CineQuest,102,34.59,['discounted annual'],2023-03-20,1
154,007FENN617,ChillStream,67,100.01,['paid annual'],2023-04-24,1
155,007GCJV175,LimeLight,146,79.99,['paid annual'],2023-02-04,1
156,007HEYK079,ChillStream,147,125.05000000000001,['paid monthly'],2023-02-03,1
157,007HNUM396,LimeLight,100,80.04,['paid monthly'],2023-03-22,1
158,007IAJO670,LimeLight,20,80.0,['expired annual'],2023-06-10,1
159,007IHUT323,CineQuest,1,36.019999999999996,"['expired monthly', 'paid monthly']",2023-06-29,1
160,007JGRB024,LimeLight,4,118.87,"['expired monthly', 'discounted monthly']",2023-06-26,1
161,007JNVU184,CineQuest,68,59.99,['expired annual'],2023-04-23,1
162,007KYTZ045,LimeLight,78,59.97,['paid monthly'],2023-04-13,1
163,007MVBQ657,CineQuest,35,60.099999999999994,['expired monthly'],2023-05-26,1
164,007OCVT539,RetroReel,33,83.03,['trial annual'],2023-05-28,1
165,007ODOF136,ChillStream,146,50.0,['expired monthly'],2023-02-04,1
166,007QFCY161,LimeLight,87,79.99,['paid annual'],2023-04-04,1
167,007QFVA399,LimeLight,82,81.36,"['expired monthly', 'trial monthly']",2023-04-09,1
168,007RAHR336,Pulse,66,49.99,['paid annual'],2023-04-25,1
169,007RBCZ425,Pulse,23,15.98,['paid monthly'],2023-06-07,1
170,007SEZN754,ChillStream,121,99.99,['expired annual'],2023-03-01,1
171,007SGGD254,CineQuest,45,59.95,['expired monthly'],2023-05-16,1
172,007VTTS788,CineQuest,52,60.0,['expired annual'],2023-05-09,1
173,007XAZW495,Pulse,45,37.8,"['expired monthly', 'trial monthly']",2023-05-16,1
174,007XGFT366,Pulse,9,49.99,['paid annual'],2023-06-21,1
175,007YODP449,Pulse,4,8.0,['paid monthly'],2023-06-26,1
176,008BYAI639,ChillStream,128,99.99,['expired annual'],2023-02-22,1
177,008DFCS661,LimeLight,109,40.02,['paid monthly'],2023-03-13,1
178,008EJGC563,CineQuest,63,25.32,['discounted monthly'],2023-04-28,1
179,008HUFE310,CineQuest,32,60.0,['expired monthly'],2023-05-29,1
180,008JIXA533,CineQuest,114,82.75999999999999,"['expired monthly', 'discounted annual']",2023-03-08,1
181,008JQHS769,Pulse,16,27.48,"['expired monthly', 'trial monthly', 'paid monthly']",2023-06-14,1
182,008KBIH389,CineQuest,49,47.980000000000004,"['expired monthly', 'paid monthly']",2023-05-12,1
183,008KZIC544,Pulse,115,50.0,['expired annual'],2023-03-07,1
184,008MAAZ132,RetroReel,158,179.94,['paid monthly'],2023-01-23,1
185,008MMNO553,ChillStream,163,100.0,['paid annual'],2023-01-18,1
186,008MZRP930,RetroReel,175,119.99,['paid annual'],2023-01-06,1
187,008PMLJ543,CineQuest,72,71.94,"['expired monthly', 'paid monthly']",2023-04-19,1
188,008PVUV767,CineQuest,151,71.94,['paid monthly'],2023-01-30,1
189,008RGLC003,Pulse,121,8.01,['paid monthly'],2023-03-01,1
190,008RYDV189,Pulse,37,39.900000000000006,['expired monthly'],2023-05-24,1
191,008RZUB139,ChillStream,7,74.14,"['expired monthly', 'discounted monthly']",2023-06-23,1
192,008TNLY548,Pulse,12,8.0,['paid monthly'],2023-06-18,1
193,008UZTO673,CineQuest,16,12.0,['paid monthly'],2023-06-14,1
194,008WMEQ926,Pulse,10,24.03,"['expired monthly', 'paid monthly']",2023-06-20,1
195,008ZBLA861,Pulse,62,50.0,['expired annual'],2023-04-29,1
196,009CWCA119,Pulse,20,47.94,['expired monthly'],2023-06-10,1
197,009ECYS976,RetroReel,159,120.0,['paid annual'],2023-01-22,1
198,009FZVW489,ChillStream,146,100.02,['expired annual'],2023-02-04,1
199,009GTTM730,RetroReel,165,180.06,['paid monthly'],2023-01-16,1
200,009GUTY233,RetroReel,19,60.010000000000005,"['expired monthly', 'paid monthly']",2023-06-11,1
201,009ILTP035,LimeLight,92,80.01,['expired annual'],2023-03-30,1
202,009IRTM799,ChillStream,120,99.96,['paid monthly'],2023-03-02,1
203,009IZWB670,ChillStream,44,74.97,['paid monthly'],2023-05-17,2
204,009IZWB670,Pulse,179,50.01,['paid annual'],2023-01-02,2
205,009MCBT205,LimeLight,147,100.0,['paid monthly'],2023-02-03,1
206,009MNVS084,LimeLight,160,80.0,['paid annual'],2023-01-21,1
207,009NCAP692,CineQuest,50,36.019999999999996,"['expired monthly', 'paid monthly']",2023-05-11,1
208,009OXDM431,ChillStream,136,100.01,['expired annual'],2023-02-14,1
209,009PNHD703,LimeLight,7,12.13,['trial monthly'],2023-06-23,1
210,009ULAL921,CineQuest,103,28.4,['trial monthly'],2023-03-19,1
211,009WCWO485,LimeLight,13,120.06,['expired monthly'],2023-06-17,1
212,009YWEP229,LimeLight,56,40.0,['paid monthly'],2023-05-05,1
213,009ZMOL535,RetroReel,172,179.88,['paid monthly'],2023-01-09,1
214,009ZNIP210,CineQuest,123,21.65,['discounted monthly'],2023-02-27,1
215,010DJRE528,CineQuest,153,60.0,['paid annual'],2023-01-28,1
216,010EWIB677,ChillStream,70,78.93,['discounted annual'],2023-04-21,1
217,010FVSN529,ChillStream,100,100.0,['paid annual'],2023-03-22,1
218,010HJKY577,RetroReel,74,120.0,"['expired monthly', 'paid monthly']",2023-04-17,1
219,010KHRW889,Pulse,24,16.02,"['expired monthly', 'paid monthly']",2023-06-06,1
220,010KWCU194,LimeLight,55,80.0,['paid annual'],2023-05-06,1
221,010MWWJ010,CineQuest,125,60.0,['paid annual'],2023-02-25,1
222,010PRQG612,Pulse,113,31.96,['paid monthly'],2023-03-09,1
223,010QKEH462,ChillStream,27,149.94,['expired monthly'],2023-06-03,1
224,010RECN467,Pulse,86,14.52,['trial monthly'],2023-04-05,1
225,010RSTN249,RetroReel,106,120.04,['paid monthly'],2023-03-16,1
226,010SSVA945,LimeLight,119,79.96,['paid monthly'],2023-03-03,1
227,010SYJP308,Pulse,26,8.0,['paid monthly'],2023-06-04,1
228,010UGQJ077,LimeLight,16,19.99,['paid monthly'],2023-06-14,1
229,010VECF139,RetroReel,89,120.0,['expired monthly'],2023-04-02,1
230,010ZCIU076,Pulse,53,24.0,['paid monthly'],2023-05-08,1
231,011ALNE291,Pulse,122,49.99,['paid annual'],2023-02-28,1
232,011ANYH850,LimeLight,122,100.0,['paid monthly'],2023-02-28,1
233,011BJZH343,RetroReel,6,120.02,['paid annual'],2023-06-24,1
234,011CJIS986,CineQuest,97,60.0,['expired annual'],2023-03-25,1
235,011CQIW361,LimeLight,43,100.03,"['expired monthly', 'paid monthly']",2023-05-18,1
236,011DGAN495,LimeLight,59,40.0,['paid monthly'],2023-05-02,1
237,011ESHZ072,ChillStream,148,100.0,['expired annual'],2023-02-02,1
238,011FKXG559,LimeLight,4,120.0,['expired monthly'],2023-06-26,1
239,011GGIZ636,ChillStream,54,124.94999999999999,['expired monthly'],2023-05-07,1
240,011GXVT794,Pulse,6,45.69,"['expired monthly', 'trial monthly']",2023-06-24,1
241,011HXJH357,ChillStream,9,150.06,['expired monthly'],2023-06-21,1
242,011KFFE381,ChillStream,65,100.0,['paid annual'],2023-04-26,1
243,011LEDV211,CineQuest,144,59.99,['paid annual'],2023-02-06,1
244,011LSEX181,Pulse,91,24.0,['expired monthly'],2023-03-31,1
245,011MWSU369,CineQuest,160,12.01,['expired monthly'],2023-01-21,1
246,011QAYX660,LimeLight,115,80.0,['paid monthly'],2023-03-07,1
247,011RJQJ064,LimeLight,10,20.01,['paid monthly'],2023-06-20,1
248,011TADD214,LimeLight,168,80.0,['paid annual'],2023-01-13,1
249,011VJJL464,CineQuest,22,179.97,"['expired annual', 'paid annual']",2023-06-08,1
250,011VUPG544,ChillStream,72,74.94,['paid monthly'],2023-04-19,1
251,011WHSO110,LimeLight,37,12.26,['trial monthly'],2023-05-24,1
252,011WSIB861,CineQuest,7,12.01,['paid monthly'],2023-06-23,1
253,011YISP421,CineQuest,4,72.0,['expired monthly'],2023-06-26,1
254,011YZHO566,CineQuest,22,36.06,['paid monthly'],2023-06-08,1
255,011ZBZK802,Pulse,128,15.96,['expired monthly'],2023-02-22,1
256,011ZZPY267,CineQuest,10,47.97,"['expired monthly', 'paid monthly']",2023-06-20,1
257,012BZSE813,LimeLight,112,80.04,['paid monthly'],2023-03-10,1
258,012DCNN613,ChillStream,105,99.92,['paid monthly'],2023-03-17,1
259,012EOCL372,CineQuest,91,60.0,['paid annual'],2023-03-31,1
260,012FYQI592,RetroReel,102,89.97,['expired monthly'],2023-03-20,1
261,012GHKT061,RetroReel,6,30.02,['paid monthly'],2023-06-24,1
262,012GOPO394,LimeLight,126,39.98,['expired monthly'],2023-02-24,1
263,012HJBP638,ChillStream,95,100.0,['paid annual'],2023-03-27,2
264,012HJBP638,RetroReel,83,119.99,['expired annual'],2023-04-08,2
265,012MCDK776,LimeLight,66,79.96,['expired monthly'],2023-04-25,1
266,012OKEW335,ChillStream,109,75.0,['expired monthly'],2023-03-13,1
267,012QOKK113,LimeLight,106,79.96,['paid monthly'],2023-03-16,1
268,012QVGZ928,Pulse,107,24.03,['expired monthly'],2023-03-15,1
269,012ROSW222,LimeLight,50,35.36,['discounted monthly'],2023-05-11,1
270,012WZEO776,RetroReel,114,120.04,['paid monthly'],2023-03-08,1
271,012ZKBL003,RetroReel,32,150.0,['expired monthly'],2023-05-29,1
272,012ZXOJ609,CineQuest,27,59.96,"['expired monthly', 'paid monthly']",2023-06-03,1
273,013CVGL784,Pulse,147,49.99,['paid annual'],2023-02-03,1
274,013CXMJ572,LimeLight,89,20.02,['paid monthly'],2023-04-02,1
275,013EHJJ675,ChillStream,49,100.0,['paid annual'],2023-05-12,1
276,013EOKW828,CineQuest,128,60.0,['paid annual'],2023-02-22,1
277,013NBYH878,ChillStream,48,50.04,['paid monthly'],2023-05-13,1
278,013NDHB969,CineQuest,5,60.0,['paid annual'],2023-06-25,1
279,013OSSV699,RetroReel,174,179.88,['paid monthly'],2023-01-07,1
280,013QHTR180,CineQuest,126,24.02,['expired monthly'],2023-02-24,1
281,013QOEF984,LimeLight,133,99.94999999999999,['paid monthly'],2023-02-17,1
282,013SXLE363,CineQuest,163,12.01,['expired monthly'],2023-01-18,1
283,013VWIU179,CineQuest,112,60.0,['paid annual'],2023-03-10,1
284,013XSIC144,RetroReel,76,90.0,['paid monthly'],2023-04-15,1
285,014CMHT778,LimeLight,37,39.96,['paid monthly'],2023-05-24,1
286,014EYFV708,CineQuest,68,48.08,['expired monthly'],2023-04-23,1
287,014EZXN555,LimeLight,4,140.11,"['paid monthly', 'paid annual']",2023-06-26,1
288,014JVEA159,CineQuest,103,72.03999999999999,"['expired monthly', 'paid monthly']",2023-03-19,1
289,014RESX445,CineQuest,102,35.97,['expired monthly'],2023-03-20,1
290,014SNMQ113,Pulse,7,32.04,['paid monthly'],2023-06-23,1
291,014UEQW740,Pulse,83,24.0,['paid monthly'],2023-04-08,1
292,014WVOC085,ChillStream,108,100.04,['paid monthly'],2023-03-14,1
293,014ZCIU221,LimeLight,22,120.06,['expired monthly'],2023-06-08,1
294,014ZUDR775,Pulse,54,49.99,['expired annual'],2023-05-07,1
295,015CROL757,Pulse,155,48.06,['paid monthly'],2023-01-26,1
296,015DFHW458,CineQuest,3,59.98,['paid annual'],2023-06-27,1
297,015DPSF855,Pulse,164,48.0,['paid monthly'],2023-01-17,1
298,015EBAN782,LimeLight,143,100.05000000000001,['paid monthly'],2023-02-07,1
299,015EUYL212,CineQuest,175,71.94,['paid monthly'],2023-01-06,1
300,015GAWL670,CineQuest,66,60.01,['paid annual'],2023-04-25,1
301,015HMSE178,ChillStream,109,74.97,['expired monthly'],2023-03-13,1
302,015JHXW430,RetroReel,34,150.05,['expired monthly'],2023-05-27,1
303,015LBBU561,Pulse,12,49.98,['paid annual'],2023-06-18,1
304,015MCRC696,Pulse,93,50.0,['expired annual'],2023-03-29,1
305,015MDTG749,LimeLight,92,79.99,['paid annual'],2023-03-30,1
306,015MFCG507,Pulse,73,32.04,"['expired monthly', 'paid monthly']",2023-04-18,1
307,015MSRJ781,CineQuest,25,60.0,['expired annual'],2023-06-05,1
308,015OWOM556,ChillStream,21,99.98,['paid annual'],2023-06-09,1
309,015PWDY650,LimeLight,29,160.0,"['expired annual', 'paid annual']",2023-06-01,2
310,015PWDY650,Pulse,119,100.00999999999999,"['expired annual', 'paid annual']",2023-03-03,2
311,015QKAZ245,LimeLight,23,120.0,['expired monthly'],2023-06-07,1
312,015VRNX730,ChillStream,89,75.0,['paid monthly'],2023-04-02,1
313,015YRKO544,CineQuest,44,60.0,['expired monthly'],2023-05-17,1
314,016ASKJ810,CineQuest,57,24.02,['paid monthly'],2023-05-04,1
315,016CMYY649,LimeLight,121,79.99,['expired annual'],2023-03-01,1
316,016EDKI066,LimeLight,152,120.06,['paid monthly'],2023-01-29,1
317,016FXDT429,CineQuest,23,11.99,['paid monthly'],2023-06-07,2
318,016FXDT429,LimeLight,28,160.0,"['expired annual', 'paid annual']",2023-06-02,2
319,016GIEH480,Pulse,10,31.990000000000002,"['expired monthly', 'paid monthly']",2023-06-20,1
320,016HKJZ789,RetroReel,126,120.0,['expired annual'],2023-02-24,1
321,016IXCW991,Pulse,42,73.97999999999999,"['expired monthly', 'paid annual']",2023-05-19,1
322,016JBWX743,LimeLight,171,19.99,['expired monthly'],2023-01-10,1
323,016KBYH738,CineQuest,170,11.99,['expired monthly'],2023-01-11,1
324,016LHTI895,RetroReel,154,120.30000000000001,['trial monthly'],2023-01-27,1
325,016LPPU520,CineQuest,87,34.25,"['expired monthly', 'trial monthly']",2023-04-04,1
326,016LXUI104,LimeLight,119,59.94,['expired monthly'],2023-03-03,1
327,016OAGN936,RetroReel,120,120.04,['paid monthly'],2023-03-02,1
328,016ODCU876,CineQuest,150,11.99,['expired monthly'],2023-01-31,1
329,016PARE178,LimeLight,113,80.04,['paid monthly'],2023-03-09,1
330,016PIKH519,RetroReel,156,119.99,['paid annual'],2023-01-25,1
331,016PJBD893,CineQuest,119,36.0,['expired monthly'],2023-03-03,2
332,016PJBD893,LimeLight,120,80.0,['paid annual'],2023-03-02,2
333,016RKJA164,CineQuest,174,72.0,['paid monthly'],2023-01-07,1
334,016SDEO132,Pulse,153,50.0,['paid annual'],2023-01-28,1
335,016UWSQ897,LimeLight,84,80.0,['paid annual'],2023-04-07,1
336,016VPJM116,CineQuest,142,59.99,['paid annual'],2023-02-08,1
337,016XHQX010,ChillStream,143,100.0,['expired annual'],2023-02-07,1
338,016YHAR018,LimeLight,70,79.98,['expired annual'],2023-04-21,1
339,016YIWI121,RetroReel,96,179.92,"['expired monthly', 'paid monthly']",2023-03-26,1
340,017FCGE097,CineQuest,6,72.0,['expired monthly'],2023-06-24,1
341,017FCHV079,LimeLight,153,120.0,['paid monthly'],2023-01-28,1
342,017FCKE890,ChillStream,99,150.02,"['expired monthly', 'paid monthly']",2023-03-23,1
343,017FNUL747,CineQuest,171,26.94,['discounted monthly'],2023-01-10,1
344,017FTCG762,LimeLight,52,40.0,['paid monthly'],2023-05-09,1
345,017GVZK122,CineQuest,56,59.99,['paid annual'],2023-05-05,1
346,017IHYM988,RetroReel,48,180.0,"['expired annual', 'paid monthly']",2023-05-13,1
347,017IYEH485,LimeLight,87,99.94999999999999,"['expired monthly', 'paid monthly']",2023-04-04,1
348,017LBGU938,CineQuest,70,36.03,['paid monthly'],2023-04-21,1
349,017NNCX745,ChillStream,139,125.1,['paid monthly'],2023-02-11,1
350,017QHPD653,RetroReel,175,119.98,['paid annual'],2023-01-06,1
351,017QPKQ171,CineQuest,78,60.01,['expired annual'],2023-04-13,1
352,017QSBW390,ChillStream,129,49.98,['expired monthly'],2023-02-21,2
