,ID,BRAND,RECENCY,REVENUE,SUB,DATE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
201,005PSDD172,RetroReel,161,30.0,['expired monthly'],2022-01-20,2,0,1,0,1,Low-Value
202,005PTBD329,RetroReel,142,150.05,['paid monthly'],2022-02-08,1,0,0,3,3,Mid-Value
203,005PUYF561,LimeLight,151,20.0,['expired monthly'],2022-01-30,1,0,0,0,0,Low-Value
204,005PXUP242,LimeLight,47,80.0,['paid monthly'],2022-05-14,1,2,0,1,3,Mid-Value
205,005PXZW655,LimeLight,56,59.97,['paid monthly'],2022-05-05,1,2,0,1,3,Mid-Value
206,005QIBK768,Pulse,44,35.64,"['expired monthly', 'trial monthly']",2022-05-17,1,2,0,0,2,Low-Value
207,005QWTZ542,LimeLight,41,100.0,['expired monthly'],2022-05-20,1,2,0,2,4,Mid-Value
208,005RCWZ068,CineQuest,140,25.93,['trial annual'],2022-02-10,1,0,0,0,0,Low-Value
209,005RVSJ622,RetroReel,67,120.0,['expired annual'],2022-04-24,1,1,0,2,3,Mid-Value
210,005TLRF516,Pulse,59,5.01,['discounted monthly'],2022-05-02,1,1,0,0,1,Low-Value
211,005TQVA378,LimeLight,100,60.0,['expired monthly'],2022-03-22,1,1,0,1,2,Low-Value
212,005TXTH594,LimeLight,34,159.98,"['expired annual', 'paid annual']",2022-05-27,1,2,0,3,5,High-Value
213,005UNBK676,RetroReel,126,119.99,['paid annual'],2022-02-24,1,0,0,2,2,Low-Value
214,005UYEU370,CineQuest,152,12.01,['expired monthly'],2022-01-29,1,0,0,0,0,Low-Value
215,005VGAL262,CineQuest,30,48.0,['paid monthly'],2022-05-31,1,2,0,1,3,Mid-Value
216,005YOXX437,ChillStream,44,36.92,['discounted monthly'],2022-05-17,1,2,0,0,2,Low-Value
217,005YPOG658,Pulse,92,40.06,"['expired monthly', 'paid monthly']",2022-03-30,1,1,0,0,1,Low-Value
218,006BIGJ762,LimeLight,61,60.03,['paid monthly'],2022-04-30,1,1,0,1,2,Low-Value
219,006CNBH288,RetroReel,61,89.97,['paid monthly'],2022-04-30,1,1,0,2,3,Mid-Value
220,006COXT561,RetroReel,30,30.01,['paid monthly'],2022-05-31,1,2,0,0,2,Low-Value
221,006CSAF205,LimeLight,117,60.0,['expired monthly'],2022-03-05,1,1,0,1,2,Low-Value
222,006DQSO238,CineQuest,156,55.71,['discounted annual'],2022-01-25,1,0,0,1,1,Low-Value
223,006DYJP348,Pulse,162,49.99,['expired annual'],2022-01-19,1,0,0,1,1,Low-Value
224,006EFVW924,CineQuest,166,71.88,['paid monthly'],2022-01-15,1,0,0,1,1,Low-Value
225,006FKZP530,LimeLight,73,99.97,"['expired monthly', 'paid monthly']",2022-04-18,1,1,0,2,3,Mid-Value
226,006GITA462,CineQuest,48,59.95,['expired monthly'],2022-05-13,1,2,0,1,3,Mid-Value
227,006GNTK163,LimeLight,98,79.92,['paid monthly'],2022-03-24,1,1,0,1,2,Low-Value
228,006IDRX772,LimeLight,35,79.36,['trial annual'],2022-05-26,1,2,0,1,3,Mid-Value
229,006KAHH236,Pulse,24,57.370000000000005,"['expired annual', 'trial monthly']",2022-06-06,1,2,0,1,3,Mid-Value
230,006KUQM142,CineQuest,45,10.98,['trial monthly'],2022-05-16,1,2,0,0,2,Low-Value
231,006LUUT405,ChillStream,107,100.0,['paid monthly'],2022-03-15,2,1,1,2,4,Mid-Value
232,006LUUT405,Pulse,94,24.03,['expired monthly'],2022-03-28,2,1,1,0,2,Low-Value
233,006LZLE549,Pulse,77,47.94,"['expired monthly', 'paid monthly']",2022-04-14,1,1,0,1,2,Low-Value
234,006OIZP651,ChillStream,57,100.04,['paid monthly'],2022-05-04,1,2,0,2,4,Mid-Value
235,006PDGI783,ChillStream,145,125.0,['paid monthly'],2022-02-05,1,0,0,2,2,Low-Value
236,006RFUX405,RetroReel,32,47.56,['discounted monthly'],2022-05-29,1,2,0,1,3,Mid-Value
237,006RHZT505,RetroReel,117,119.96,['paid monthly'],2022-03-05,1,1,0,2,3,Mid-Value
238,006RWGY195,ChillStream,131,125.05000000000001,['paid monthly'],2022-02-19,1,0,0,2,2,Low-Value
239,006TTDK719,RetroReel,168,180.0,['paid monthly'],2022-01-13,1,0,0,3,3,Mid-Value
240,006VAPC920,Pulse,105,32.04,['paid monthly'],2022-03-17,1,1,0,0,1,Low-Value
241,006WDBZ552,RetroReel,171,119.98,['expired annual'],2022-01-10,1,0,0,2,2,Low-Value
242,006WMXU263,RetroReel,132,83.2,['discounted monthly'],2022-02-18,1,0,0,1,1,Low-Value
243,006XYPC394,CineQuest,14,12.0,['paid monthly'],2022-06-16,1,2,0,0,2,Low-Value
244,006ZEHK792,Pulse,178,49.99,['expired annual'],2022-01-03,1,0,0,1,1,Low-Value
245,006ZEWQ508,CineQuest,96,48.0,['paid monthly'],2022-03-26,1,1,0,1,2,Low-Value
246,006ZYSD972,ChillStream,31,99.99,['paid annual'],2022-05-30,1,2,0,2,4,Mid-Value
247,007BPVP508,ChillStream,96,50.02,['paid monthly'],2022-03-26,1,1,0,1,2,Low-Value
248,007DOGV973,ChillStream,86,75.03,['paid monthly'],2022-04-05,1,1,0,1,2,Low-Value
249,007DQLA070,LimeLight,168,80.0,['paid annual'],2022-01-13,1,0,0,1,1,Low-Value
250,007EBFN621,CineQuest,71,84.0,"['expired monthly', 'paid annual']",2022-04-20,1,1,0,1,2,Low-Value
251,007HEEG878,RetroReel,124,150.0,['paid monthly'],2022-02-26,1,0,0,3,3,Mid-Value
252,007HEYK079,ChillStream,58,55.53,['discounted monthly'],2022-05-03,1,1,0,1,2,Low-Value
253,007HNUM396,LimeLight,127,100.1,['paid monthly'],2022-02-23,1,0,0,2,2,Low-Value
254,007IONX010,Pulse,128,40.0,['paid monthly'],2022-02-22,1,0,0,0,0,Low-Value
255,007JGNE522,RetroReel,167,179.94,['paid monthly'],2022-01-14,1,0,0,3,3,Mid-Value
256,007JJBM916,RetroReel,85,120.01,['expired annual'],2022-04-06,1,1,0,2,3,Mid-Value
257,007JYRX276,RetroReel,23,30.0,['paid monthly'],2022-06-07,1,2,0,0,2,Low-Value
258,007KFTT629,ChillStream,139,100.0,['expired annual'],2022-02-11,1,0,0,2,2,Low-Value
