,ID,BRAND,SUB_DETAIL,START_DATE,END_DATE,DURATION,REVENUE
26,001JDME989,LimeLight,paid annual,2023-06-15,2023-06-15,15,80.0
27,001JYOY737,LimeLight,expired monthly,2023-01-01,2023-02-24,54,39.98
28,001NUQI691,ChillStream,paid monthly,2023-06-01,2023-06-01,29,24.98
29,001PIBK965,LimeLight,paid monthly,2023-05-18,2023-06-15,28,20.0
30,001PILU789,CineQuest,expired annual,2023-01-01,2023-06-04,154,60.0
31,001QBUN395,CineQuest,expired monthly,2023-01-01,2023-03-26,84,35.97
32,001QBUN395,CineQuest,paid monthly,2023-04-12,2023-04-12,79,36.06
33,001RLIN262,LimeLight,expired monthly,2023-01-01,2023-03-05,63,60.0
34,001SXFZ276,ChillStream,paid monthly,2023-04-18,2023-04-18,73,75.03
35,001TTLN903,CineQuest,trial monthly,2023-02-14,2023-02-14,136,50.199999999999996
36,001TTLN903,LimeLight,paid monthly,2023-04-16,2023-04-16,75,60.03
37,001TTLN903,Pulse,paid monthly,2023-02-21,2023-02-21,129,40.0
38,001UAHA863,CineQuest,paid annual,2023-01-06,2023-01-06,175,60.01
39,001UAHA863,Pulse,paid monthly,2023-03-16,2023-03-16,106,32.08
40,001WKVX393,LimeLight,trial monthly,2023-01-05,2023-01-05,176,74.58
41,001XPYF468,Pulse,expired monthly,2023-01-01,2023-05-15,134,39.95
42,001XPYF468,Pulse,paid annual,2023-06-10,2023-06-10,20,50.01
43,001YPUL192,ChillStream,expired monthly,2023-01-01,2023-05-08,127,125.0
44,001YPUL192,ChillStream,paid annual,2023-06-28,2023-06-28,2,100.0
45,002AOWO547,LimeLight,paid annual,2023-02-20,2023-02-20,130,79.99
46,002BZGD044,CineQuest,discounted monthly,2023-03-09,2023-03-09,113,41.04
47,002CREJ862,Pulse,paid monthly,2023-06-10,2023-06-10,20,8.0
48,002CXBG255,CineQuest,expired annual,2023-01-01,2023-02-01,31,59.99
49,002CXBG255,CineQuest,paid monthly,2023-06-18,2023-06-18,12,12.01
50,002EAAX725,CineQuest,paid monthly,2023-01-03,2023-02-14,42,24.0
51,002EAAX725,CineQuest,paid monthly,2023-03-23,2023-03-23,99,48.04
52,002FMLQ798,Pulse,paid monthly,2023-04-13,2023-04-13,78,24.03
53,002KDWJ981,ChillStream,paid monthly,2023-02-05,2023-02-05,145,125.1
54,002KGKA332,CineQuest,paid monthly,2023-05-23,2023-05-23,38,24.04
55,002KIAG292,Pulse,expired monthly,2023-01-01,2023-02-17,47,16.0
56,002KIAG292,Pulse,discounted monthly,2023-04-25,2023-04-25,66,12.51
57,002MCDO278,LimeLight,paid monthly,2023-03-23,2023-03-23,99,79.96
58,002NLTJ592,Pulse,paid monthly,2023-01-27,2023-02-03,7,8.0
59,002NLTJ592,Pulse,paid monthly,2023-05-18,2023-05-18,43,16.0
60,002NWGK515,Pulse,expired monthly,2023-01-01,2023-01-06,5,8.0
61,002ODJA245,Pulse,paid annual,2023-01-07,2023-01-07,174,50.0
62,002OFHC379,CineQuest,paid monthly,2023-01-23,2023-01-23,158,72.06
63,002OFHC379,Pulse,paid monthly,2023-02-19,2023-02-19,131,40.0
64,002OHHT519,Pulse,paid monthly,2023-06-19,2023-06-19,11,8.01
65,002RKAR661,ChillStream,expired monthly,2023-01-01,2023-02-06,36,50.02
66,002RKAR661,ChillStream,paid monthly,2023-06-22,2023-06-22,8,24.99
67,002RWXN391,CineQuest,paid monthly,2023-05-28,2023-05-28,33,24.02
68,002VXNA655,Pulse,paid monthly,2023-06-22,2023-06-22,8,8.01
69,002WKIG010,Pulse,paid monthly,2023-06-11,2023-06-11,19,8.0
70,002ZPKN335,Pulse,paid monthly,2023-02-12,2023-04-15,62,24.0
71,003AFDK971,CineQuest,expired monthly,2023-01-01,2023-03-01,59,24.0
72,003AFDK971,CineQuest,paid monthly,2023-05-16,2023-05-16,45,23.96
73,003AUQO335,Pulse,expired annual,2023-01-01,2023-03-20,78,50.0
74,003FIZU237,CineQuest,paid monthly,2023-03-06,2023-03-06,116,48.0
75,003GPNN238,LimeLight,paid annual,2023-03-30,2023-03-30,92,79.99
76,003HOFE542,RetroReel,expired monthly,2023-01-01,2023-05-13,132,150.0
77,003IMVF953,RetroReel,paid monthly,2023-01-02,2023-01-02,179,179.94
78,003IPDP078,RetroReel,paid monthly,2023-04-27,2023-04-27,64,90.0
79,003JAJC959,LimeLight,expired monthly,2023-01-01,2023-06-09,159,119.88
80,003JOSE263,CineQuest,paid monthly,2023-01-22,2023-01-22,159,72.0
81,003NBZB582,Pulse,discounted monthly,2023-04-27,2023-04-27,64,14.43
82,003OLXB119,Pulse,expired monthly,2023-01-01,2023-06-29,179,48.0
83,003TCEP184,CineQuest,paid monthly,2023-03-25,2023-03-25,97,48.04
84,003TEQR186,CineQuest,expired monthly,2023-01-01,2023-05-07,126,60.0
85,003VDDJ532,ChillStream,paid monthly,2023-03-09,2023-03-09,113,100.0
86,003WHEB120,CineQuest,paid monthly,2023-01-05,2023-01-05,176,72.06
87,003WSHV251,ChillStream,paid annual,2023-04-24,2023-04-24,67,100.02
88,003XKHS955,LimeLight,paid monthly,2023-02-09,2023-02-09,141,100.05000000000001
89,003XKHS955,RetroReel,expired monthly,2023-01-01,2023-03-27,85,90.03
90,003XTUL243,CineQuest,paid monthly,2023-03-09,2023-05-15,67,35.97
91,003YXVZ587,RetroReel,expired monthly,2023-01-01,2023-03-11,69,90.03
92,003YXVZ587,RetroReel,paid monthly,2023-04-24,2023-04-24,67,90.03
93,003ZZGJ163,ChillStream,expired monthly,2023-01-01,2023-03-11,69,74.94
94,003ZZGJ163,ChillStream,discounted monthly,2023-06-17,2023-06-17,13,22.74
95,004AKNN688,ChillStream,expired monthly,2023-01-01,2023-05-27,146,124.94999999999999
96,004EFKZ926,Pulse,paid annual,2023-01-30,2023-01-30,151,50.0
97,004ERWY396,CineQuest,discounted monthly,2023-02-22,2023-04-01,38,23.0
98,004ERWY396,CineQuest,discounted monthly,2023-05-14,2023-05-14,47,16.84
99,004GBPK269,CineQuest,paid monthly,2023-01-18,2023-01-18,163,71.94
100,004JATO962,RetroReel,paid annual,2023-05-20,2023-05-20,41,119.99
101,004JKTR944,RetroReel,expired monthly,2023-01-01,2023-03-17,75,90.03
102,004JKTR944,RetroReel,trial monthly,2023-04-24,2023-04-24,67,75.48
103,004JNYB810,Pulse,expired annual,2023-01-01,2023-03-30,88,49.99
104,004JQHL248,RetroReel,paid annual,2023-03-12,2023-03-12,110,119.98
105,004LDOW280,Pulse,expired monthly,2023-01-01,2023-04-17,106,32.0
106,004NNGI157,RetroReel,paid monthly,2023-03-27,2023-03-27,95,119.96
107,004PAMY118,LimeLight,expired monthly,2023-01-01,2023-02-24,54,40.02
108,004PMLD524,LimeLight,paid monthly,2023-06-05,2023-06-05,25,19.99
109,004PNMJ902,CineQuest,paid monthly,2023-06-14,2023-06-14,16,12.01
110,004PNMJ902,Pulse,paid monthly,2023-01-03,2023-01-03,178,48.0
111,004QIOK665,RetroReel,paid monthly,2023-06-24,2023-06-24,6,30.0
112,004RNEC476,ChillStream,paid monthly,2023-02-03,2023-02-03,147,124.9
113,004RPPT922,ChillStream,paid annual,2023-01-29,2023-01-29,152,100.0
114,004SFGA279,LimeLight,expired annual,2023-01-01,2023-05-19,138,79.99
115,004SFGA279,LimeLight,paid monthly,2023-06-28,2023-06-28,2,19.99
116,004SZWZ820,LimeLight,expired monthly,2023-01-01,2023-04-05,94,80.04
117,004SZWZ820,Pulse,expired monthly,2023-01-01,2023-03-23,81,23.97
118,004VACU875,ChillStream,paid monthly,2023-06-30,2023-06-30,0,0.0
119,004VACU875,Pulse,paid monthly,2023-05-29,2023-05-29,32,16.02
120,004WBSE248,ChillStream,expired monthly,2023-01-01,2023-03-30,88,75.03
121,004WDNE622,Pulse,paid monthly,2023-05-03,2023-05-03,58,16.0
122,004WSAQ537,ChillStream,paid monthly,2023-04-13,2023-04-13,78,75.0
123,004XMMN681,LimeLight,paid monthly,2023-02-27,2023-02-27,123,99.94999999999999
124,004ZETP103,RetroReel,paid monthly,2023-03-17,2023-03-17,105,120.0
125,004ZVVX124,CineQuest,paid monthly,2023-03-27,2023-03-27,95,47.96
126,005AJTJ963,CineQuest,expired monthly,2023-01-01,2023-03-11,69,36.0
127,005AJTJ963,CineQuest,paid annual,2023-04-03,2023-04-03,88,60.01
128,005AJTJ963,Pulse,expired annual,2023-01-01,2023-04-12,101,50.02
129,005BCIQ004,LimeLight,paid monthly,2023-03-02,2023-03-02,120,80.0
130,005CBWF649,Pulse,paid annual,2023-06-10,2023-06-10,20,50.0
131,005CKJF445,LimeLight,expired monthly,2023-01-01,2023-04-19,108,80.0
132,005CKJF445,LimeLight,paid monthly,2023-05-05,2023-05-05,56,40.0
133,005CRSD874,CineQuest,paid annual,2023-01-09,2023-06-17,159,60.01
134,005CRSD874,LimeLight,expired monthly,2023-01-01,2023-01-03,2,19.99
135,005CRSD874,Pulse,paid annual,2023-04-02,2023-04-02,89,50.01
136,005CVMO725,LimeLight,paid annual,2023-06-21,2023-06-21,9,79.99
137,005CVMO725,RetroReel,paid monthly,2023-01-06,2023-01-06,175,180.06
138,005DEST751,CineQuest,expired annual,2023-01-01,2023-05-08,127,60.0
139,005EDVN799,RetroReel,paid monthly,2023-02-03,2023-02-03,147,149.95
140,005IKHP676,CineQuest,expired monthly,2023-01-01,2023-04-10,99,48.0
141,005ITHJ033,LimeLight,expired monthly,2023-01-01,2023-06-14,164,120.0
142,005KLHD033,LimeLight,expired annual,2023-01-01,2023-04-29,118,79.98
143,005LMLD320,LimeLight,paid monthly,2023-02-09,2023-02-09,141,99.94999999999999
144,005MQWT219,LimeLight,paid monthly,2023-06-23,2023-06-23,7,20.01
145,005MVVN443,Pulse,expired monthly,2023-01-01,2023-02-25,55,16.0
146,005NTLW643,CineQuest,paid monthly,2023-06-15,2023-06-15,15,11.98
147,005PUYF561,LimeLight,paid monthly,2023-02-25,2023-02-25,125,100.05000000000001
148,005PXZW655,Pulse,paid monthly,2023-02-25,2023-02-25,125,40.0
149,005QIBK768,Pulse,paid monthly,2023-05-10,2023-05-10,51,16.0
150,005RCWZ068,LimeLight,paid monthly,2023-04-28,2023-04-28,63,60.03
151,005RVSJ622,RetroReel,expired monthly,2023-01-01,2023-05-06,125,150.0
152,005TLRF516,Pulse,paid monthly,2023-06-10,2023-06-10,20,8.0
153,005UXRN097,ChillStream,expired monthly,2023-01-01,2023-01-11,10,25.01
154,005UXRN097,ChillStream,paid monthly,2023-05-15,2023-05-15,46,50.02
155,005VGAL262,CineQuest,expired monthly,2023-01-01,2023-02-23,53,24.02
156,006BIGJ762,RetroReel,paid annual,2023-03-30,2023-03-30,92,120.0
157,006CSAF205,LimeLight,expired monthly,2023-01-01,2023-02-21,51,40.02
158,006DYJP348,Pulse,paid monthly,2023-01-16,2023-01-16,165,47.94
159,006EFVW924,CineQuest,paid annual,2023-03-15,2023-03-15,107,59.98
160,006GITA462,CineQuest,paid monthly,2023-06-25,2023-06-25,5,11.99
161,006LZLE549,Pulse,expired monthly,2023-01-01,2023-04-30,119,32.0
162,006LZLE549,Pulse,paid monthly,2023-05-15,2023-05-15,46,16.0
163,006OIZP651,ChillStream,paid monthly,2023-05-28,2023-05-28,33,50.02
164,006PDGI783,ChillStream,expired monthly,2023-01-01,2023-02-26,56,50.0
165,006RHZT505,LimeLight,expired monthly,2023-01-01,2023-02-09,39,40.02
166,006RHZT505,LimeLight,paid monthly,2023-06-05,2023-06-05,25,20.01
167,006RHZT505,RetroReel,expired monthly,2023-01-01,2023-01-08,7,30.0
168,006VAPC920,Pulse,paid monthly,2023-03-26,2023-03-26,96,31.96
169,006WMXU263,RetroReel,expired monthly,2023-01-01,2023-05-06,125,149.95
170,006XYPC394,CineQuest,paid monthly,2023-04-27,2023-04-27,64,36.03
171,006YBEU125,RetroReel,paid monthly,2023-04-15,2023-04-15,76,90.0
172,007CRIB610,RetroReel,paid annual,2023-02-21,2023-02-21,129,120.0
173,007DOGV973,ChillStream,trial annual,2023-05-15,2023-05-15,46,92.46
174,007DSJL773,CineQuest,paid monthly,2023-04-14,2023-04-14,77,35.97
175,007EBFN621,CineQuest,discounted annual,2023-03-20,2023-03-20,102,34.59
176,007FENN617,ChillStream,paid annual,2023-04-24,2023-04-24,67,100.01
177,007GCJV175,LimeLight,paid annual,2023-02-04,2023-02-04,146,79.99
178,007HEYK079,ChillStream,paid monthly,2023-02-03,2023-02-03,147,125.05000000000001
179,007HNUM396,LimeLight,paid monthly,2023-03-22,2023-03-22,100,80.04
180,007IAJO670,LimeLight,expired annual,2023-01-01,2023-06-10,160,80.0
181,007IHUT323,CineQuest,expired monthly,2023-01-01,2023-02-17,47,24.02
182,007IHUT323,CineQuest,paid monthly,2023-06-29,2023-06-29,1,12.0
183,007JGRB024,LimeLight,expired monthly,2023-01-01,2023-05-06,125,100.05000000000001
184,007JGRB024,LimeLight,discounted monthly,2023-06-26,2023-06-26,4,18.82
185,007JNVU184,CineQuest,expired annual,2023-01-01,2023-04-23,112,59.99
186,007KYTZ045,LimeLight,paid monthly,2023-04-13,2023-04-13,78,59.97
187,007MVBQ657,CineQuest,expired monthly,2023-01-01,2023-05-26,145,60.099999999999994
188,007OCVT539,RetroReel,trial annual,2023-05-28,2023-05-28,33,83.03
189,007ODOF136,ChillStream,expired monthly,2023-01-01,2023-02-04,34,50.0
190,007QFCY161,LimeLight,paid annual,2023-04-04,2023-04-04,87,79.99
191,007QFVA399,LimeLight,expired monthly,2023-01-01,2023-03-11,69,59.97
192,007QFVA399,LimeLight,trial monthly,2023-04-09,2023-04-09,82,21.39
193,007RAHR336,Pulse,paid annual,2023-04-25,2023-04-25,66,49.99
194,007RBCZ425,Pulse,paid monthly,2023-04-23,2023-06-07,45,15.98
195,007SEZN754,ChillStream,expired annual,2023-01-01,2023-03-01,59,99.99
196,007SGGD254,CineQuest,expired monthly,2023-01-01,2023-05-16,135,59.95
197,007VTTS788,CineQuest,expired annual,2023-01-01,2023-05-09,128,60.0
198,007XAZW495,Pulse,expired monthly,2023-01-01,2023-04-27,116,31.96
199,007XAZW495,Pulse,trial monthly,2023-05-16,2023-05-16,45,5.84
200,007XGFT366,Pulse,paid annual,2023-06-21,2023-06-21,9,49.99
201,007YODP449,Pulse,paid monthly,2023-06-26,2023-06-26,4,8.0
202,008BYAI639,ChillStream,expired annual,2023-01-01,2023-02-22,52,99.99
203,008DFCS661,LimeLight,paid monthly,2023-01-29,2023-03-13,43,40.02
204,008EJGC563,CineQuest,discounted monthly,2023-04-28,2023-04-28,63,25.32
205,008HUFE310,CineQuest,expired monthly,2023-01-01,2023-05-29,148,60.0
206,008JIXA533,CineQuest,expired monthly,2023-01-01,2023-02-25,55,24.0
207,008JIXA533,CineQuest,discounted annual,2023-03-08,2023-03-08,114,58.76
208,008JQHS769,Pulse,expired monthly,2023-01-01,2023-01-10,9,8.0
209,008JQHS769,Pulse,trial monthly,2023-02-19,2023-03-13,22,11.5
210,008JQHS769,Pulse,paid monthly,2023-06-14,2023-06-14,16,7.98
211,008KBIH389,CineQuest,expired monthly,2023-01-01,2023-02-28,58,24.0
212,008KBIH389,CineQuest,paid monthly,2023-05-12,2023-05-12,49,23.98
213,008KZIC544,Pulse,expired annual,2023-01-01,2023-03-07,65,50.0
214,008MAAZ132,RetroReel,paid monthly,2023-01-23,2023-01-23,158,179.94
215,008MMNO553,ChillStream,paid annual,2023-01-18,2023-01-18,163,100.0
216,008MZRP930,RetroReel,paid annual,2023-01-06,2023-01-06,175,119.99
217,008PMLJ543,CineQuest,expired monthly,2023-01-01,2023-03-08,66,36.0
218,008PMLJ543,CineQuest,paid monthly,2023-04-19,2023-04-19,72,35.94
219,008PVUV767,CineQuest,paid monthly,2023-01-30,2023-01-30,151,71.94
220,008RGLC003,Pulse,paid monthly,2023-02-07,2023-03-01,22,8.01
221,008RYDV189,Pulse,expired monthly,2023-01-01,2023-05-24,143,39.900000000000006
222,008RZUB139,ChillStream,expired monthly,2023-01-01,2023-02-02,32,50.04
223,008RZUB139,ChillStream,discounted monthly,2023-06-23,2023-06-23,7,24.1
224,008TNLY548,Pulse,paid monthly,2023-06-18,2023-06-18,12,8.0
225,008UZTO673,CineQuest,paid monthly,2023-06-14,2023-06-14,16,12.0
226,008WMEQ926,Pulse,expired monthly,2023-01-01,2023-03-01,59,16.04
227,008WMEQ926,Pulse,paid monthly,2023-06-20,2023-06-20,10,7.99
228,008ZBLA861,Pulse,expired annual,2023-01-01,2023-04-29,118,50.0
229,009CWCA119,Pulse,expired monthly,2023-01-01,2023-06-10,160,47.94
230,009ECYS976,RetroReel,paid annual,2023-01-22,2023-01-22,159,120.0
231,009FZVW489,ChillStream,expired annual,2023-01-01,2023-02-04,34,100.02
232,009GTTM730,RetroReel,paid monthly,2023-01-16,2023-01-16,165,180.06
233,009GUTY233,RetroReel,expired monthly,2023-01-01,2023-01-25,24,30.0
234,009GUTY233,RetroReel,paid monthly,2023-06-11,2023-06-11,19,30.01
235,009ILTP035,LimeLight,expired annual,2023-01-01,2023-03-30,88,80.01
236,009IRTM799,ChillStream,paid monthly,2023-03-02,2023-03-02,120,99.96
237,009IZWB670,ChillStream,paid monthly,2023-03-15,2023-05-17,63,74.97
238,009IZWB670,Pulse,paid annual,2023-01-02,2023-01-02,179,50.01
239,009MCBT205,LimeLight,paid monthly,2023-02-03,2023-02-03,147,100.0
240,009MNVS084,LimeLight,paid annual,2023-01-21,2023-01-21,160,80.0
241,009NCAP692,CineQuest,expired monthly,2023-01-01,2023-01-28,27,12.0
242,009NCAP692,CineQuest,paid monthly,2023-05-11,2023-05-11,50,24.02
243,009OXDM431,ChillStream,expired annual,2023-01-01,2023-02-14,44,100.01
244,009PNHD703,LimeLight,trial monthly,2023-06-23,2023-06-23,7,12.13
245,009ULAL921,CineQuest,trial monthly,2023-03-19,2023-03-19,103,28.4
246,009WCWO485,LimeLight,expired monthly,2023-01-01,2023-06-17,167,120.06
247,009YWEP229,LimeLight,paid monthly,2023-03-14,2023-05-05,52,40.0
248,009ZMOL535,RetroReel,paid monthly,2023-01-09,2023-01-09,172,179.88
249,009ZNIP210,CineQuest,discounted monthly,2023-02-27,2023-02-27,123,21.65
250,010DJRE528,CineQuest,paid annual,2023-01-28,2023-01-28,153,60.0
251,010EWIB677,ChillStream,discounted annual,2023-04-21,2023-04-21,70,78.93
252,010FVSN529,ChillStream,paid annual,2023-03-22,2023-03-22,100,100.0
253,010HJKY577,RetroReel,expired monthly,2023-01-01,2023-01-31,30,30.0
254,010HJKY577,RetroReel,paid monthly,2023-04-17,2023-04-17,74,90.0
255,010KHRW889,Pulse,expired monthly,2023-01-01,2023-01-19,18,8.01
256,010KHRW889,Pulse,paid monthly,2023-06-06,2023-06-06,24,8.01
257,010KWCU194,LimeLight,paid annual,2023-05-06,2023-05-06,55,80.0
258,010MWWJ010,CineQuest,paid annual,2023-02-25,2023-02-25,125,60.0
259,010PRQG612,Pulse,paid monthly,2023-03-09,2023-03-09,113,31.96
260,010QKEH462,ChillStream,expired monthly,2023-01-01,2023-06-03,153,149.94
261,010RECN467,Pulse,trial monthly,2023-01-27,2023-04-05,68,14.52
262,010RSTN249,RetroReel,paid monthly,2023-03-16,2023-03-16,106,120.04
263,010SSVA945,LimeLight,paid monthly,2023-03-03,2023-03-03,119,79.96
264,010SYJP308,Pulse,paid monthly,2023-06-04,2023-06-04,26,8.0
265,010UGQJ077,LimeLight,paid monthly,2023-06-14,2023-06-14,16,19.99
266,010VECF139,RetroReel,expired monthly,2023-01-01,2023-04-02,91,120.0
267,010ZCIU076,Pulse,paid monthly,2023-02-18,2023-05-08,79,24.0
268,011ALNE291,Pulse,paid annual,2023-02-28,2023-02-28,122,49.99
269,011ANYH850,LimeLight,paid monthly,2023-02-28,2023-02-28,122,100.0
270,011BJZH343,RetroReel,paid annual,2023-06-24,2023-06-24,6,120.02
271,011CJIS986,CineQuest,expired annual,2023-01-01,2023-03-25,83,60.0
272,011CQIW361,LimeLight,expired monthly,2023-01-01,2023-03-13,71,60.03
273,011CQIW361,LimeLight,paid monthly,2023-05-18,2023-05-18,43,40.0
274,011DGAN495,LimeLight,paid monthly,2023-05-02,2023-05-02,59,40.0
275,011ESHZ072,ChillStream,expired annual,2023-01-01,2023-02-02,32,100.0
276,011FKXG559,LimeLight,expired monthly,2023-01-01,2023-06-26,176,120.0
277,011GGIZ636,ChillStream,expired monthly,2023-01-01,2023-05-07,126,124.94999999999999
278,011GXVT794,Pulse,expired monthly,2023-01-01,2023-05-14,133,40.05
279,011GXVT794,Pulse,trial monthly,2023-06-24,2023-06-24,6,5.64
280,011HXJH357,ChillStream,expired monthly,2023-01-01,2023-06-21,171,150.06
281,011KFFE381,ChillStream,paid annual,2023-04-26,2023-04-26,65,100.0
282,011LEDV211,CineQuest,paid annual,2023-02-06,2023-02-06,144,59.99
283,011LSEX181,Pulse,expired monthly,2023-01-01,2023-03-31,89,24.0
284,011MWSU369,CineQuest,expired monthly,2023-01-01,2023-01-21,20,12.01
285,011QAYX660,LimeLight,paid monthly,2023-03-07,2023-03-07,115,80.0
286,011RJQJ064,LimeLight,paid monthly,2023-06-20,2023-06-20,10,20.01
287,011TADD214,LimeLight,paid annual,2023-01-13,2023-01-13,168,80.0
288,011VJJL464,CineQuest,expired annual,2023-01-01,2023-01-20,19,60.0
289,011VJJL464,CineQuest,paid annual,2023-02-21,2023-06-08,107,119.97
290,011VUPG544,ChillStream,paid monthly,2023-04-19,2023-04-19,72,74.94
291,011WHSO110,LimeLight,trial monthly,2023-05-24,2023-05-24,37,12.26
292,011WSIB861,CineQuest,paid monthly,2023-06-23,2023-06-23,7,12.01
293,011YISP421,CineQuest,expired monthly,2023-01-01,2023-06-26,176,72.0
294,011YZHO566,CineQuest,paid monthly,2023-03-18,2023-06-08,82,36.06
295,011ZBZK802,Pulse,expired monthly,2023-01-01,2023-02-22,52,15.96
296,011ZZPY267,CineQuest,expired monthly,2023-01-01,2023-03-19,77,35.97
297,011ZZPY267,CineQuest,paid monthly,2023-06-20,2023-06-20,10,12.0
298,012BZSE813,LimeLight,paid monthly,2023-03-10,2023-03-10,112,80.04
299,012DCNN613,ChillStream,paid monthly,2023-03-17,2023-03-17,105,99.92
300,012EOCL372,CineQuest,paid annual,2023-03-31,2023-03-31,91,60.0
301,012FYQI592,RetroReel,expired monthly,2023-01-01,2023-03-20,78,89.97
302,012GHKT061,RetroReel,paid monthly,2023-06-24,2023-06-24,6,30.02
303,012GOPO394,LimeLight,expired monthly,2023-01-01,2023-02-24,54,39.98
304,012HJBP638,ChillStream,paid annual,2023-03-27,2023-03-27,95,100.0
305,012HJBP638,RetroReel,expired annual,2023-01-01,2023-04-08,97,119.99
306,012MCDK776,LimeLight,expired monthly,2023-01-01,2023-04-25,114,79.96
307,012OKEW335,ChillStream,expired monthly,2023-01-01,2023-03-13,71,75.0
308,012QOKK113,LimeLight,paid monthly,2023-03-16,2023-03-16,106,79.96
309,012QVGZ928,Pulse,expired monthly,2023-01-01,2023-03-15,73,24.03
310,012ROSW222,LimeLight,discounted monthly,2023-05-11,2023-05-11,50,35.36
311,012WZEO776,RetroReel,paid monthly,2023-03-08,2023-03-08,114,120.04
312,012ZKBL003,RetroReel,expired monthly,2023-01-01,2023-05-29,148,150.0
313,012ZXOJ609,CineQuest,expired monthly,2023-01-01,2023-04-15,104,47.96
314,012ZXOJ609,CineQuest,paid monthly,2023-06-03,2023-06-03,27,12.0
315,013CVGL784,Pulse,paid annual,2023-02-03,2023-02-03,147,49.99
316,013CXMJ572,LimeLight,paid monthly,2023-03-27,2023-04-02,6,20.02
317,013EHJJ675,ChillStream,paid annual,2023-05-12,2023-05-12,49,100.0
318,013EOKW828,CineQuest,paid annual,2023-02-22,2023-02-22,128,60.0
319,013NBYH878,ChillStream,paid monthly,2023-05-13,2023-05-13,48,50.04
320,013NDHB969,CineQuest,paid annual,2023-06-25,2023-06-25,5,60.0
321,013OSSV699,RetroReel,paid monthly,2023-01-07,2023-01-07,174,179.88
322,013QHTR180,CineQuest,expired monthly,2023-01-01,2023-02-24,54,24.02
323,013QOEF984,LimeLight,paid monthly,2023-02-17,2023-02-17,133,99.94999999999999
324,013SXLE363,CineQuest,expired monthly,2023-01-01,2023-01-18,17,12.01
325,013VWIU179,CineQuest,paid annual,2023-03-10,2023-03-10,112,60.0
326,013XSIC144,RetroReel,paid monthly,2023-04-15,2023-04-15,76,90.0
327,014CMHT778,LimeLight,paid monthly,2023-05-24,2023-05-24,37,39.96
328,014EYFV708,CineQuest,expired monthly,2023-01-01,2023-04-23,112,48.08
329,014EZXN555,LimeLight,paid monthly,2023-01-30,2023-04-15,75,60.09
330,014EZXN555,LimeLight,paid annual,2023-06-26,2023-06-26,4,80.02
331,014JVEA159,CineQuest,expired monthly,2023-01-01,2023-02-03,33,24.0
332,014JVEA159,CineQuest,paid monthly,2023-03-19,2023-03-19,103,48.04
333,014RESX445,CineQuest,expired monthly,2023-01-01,2023-03-20,78,35.97
334,014SNMQ113,Pulse,paid monthly,2023-02-27,2023-06-23,116,32.04
335,014UEQW740,Pulse,paid monthly,2023-04-08,2023-04-08,83,24.0
336,014WVOC085,ChillStream,paid monthly,2023-03-14,2023-03-14,108,100.04
337,014ZCIU221,LimeLight,expired monthly,2023-01-01,2023-06-08,158,120.06
338,014ZUDR775,Pulse,expired annual,2023-01-01,2023-05-07,126,49.99
339,015CROL757,Pulse,paid monthly,2023-01-26,2023-01-26,155,48.06
