,ID,BRAND,2023_REVENUE
52,001RBOC950,LimeLight,220.11
53,001RLIN262,LimeLight,60.0
54,001SIVU071,ChillStream,99.96
55,001SQXC187,CineQuest,0.0
56,001SXFZ276,ChillStream,225.09
57,001TTLN903,CineQuest,110.44
58,001TTLN903,LimeLight,100.05000000000001
59,001TTLN903,Pulse,88.0
60,001UAHA863,CineQuest,60.01
61,001UAHA863,Pulse,40.099999999999994
62,001UAHA863,RetroReel,120.02
63,001UFAQ102,CineQuest,59.98
64,001UNNH865,RetroReel,90.0
65,001WKVX393,LimeLight,149.16
66,001WZZE262,RetroReel,329.78000000000003
67,001XDRM026,LimeLight,20.0
68,001XPYF468,Pulse,89.96000000000001
69,001YPUL192,ChillStream,225.0
70,002ANIL633,Pulse,50.01
71,002AOWO547,LimeLight,79.99
72,002ARCP357,ChillStream,49.96
73,002BKVK889,ChillStream,75.0
74,002BKVK889,RetroReel,119.98
75,002BZGD044,CineQuest,102.6
76,002CREJ862,Pulse,54.4
77,002CXBG255,CineQuest,168.02
78,002EAAX725,CineQuest,144.1
79,002EXCW867,RetroReel,359.88
80,002FCKO341,RetroReel,180.06
81,002FIHW100,LimeLight,180.09
82,002FMLQ798,Pulse,56.07
83,002KBTX257,ChillStream,125.1
84,002KDWJ981,ChillStream,275.21999999999997
85,002KGKA332,CineQuest,132.07
86,002KIAG292,Pulse,53.53
87,002KPEI614,LimeLight,20.0
88,002MCDO278,LimeLight,199.89999999999998
89,002NKQR179,LimeLight,181.08999999999997
90,002NLTJ592,Pulse,72.0
91,002NWGK515,Pulse,8.0
92,002NYZB724,Pulse,50.0
93,002OADV079,ChillStream,274.89
94,002ODJA245,Pulse,50.0
95,002OFHC379,CineQuest,144.12
96,002OFHC379,Pulse,88.0
97,002OHHT519,Pulse,24.04
98,002PPXS156,LimeLight,180.0
99,002QROR117,LimeLight,79.97
100,002QTOP811,LimeLight,60.0
101,002RIEU470,CineQuest,60.05
102,002RKAR661,ChillStream,175.01000000000002
103,002RWXN391,CineQuest,60.05
104,002SOIZ089,LimeLight,79.99
105,002UQOE027,RetroReel,360.12
106,002UYEH047,Pulse,24.0
107,002VKQJ659,Pulse,39.95
108,002VXNA655,Pulse,56.07
109,002WGSA012,CineQuest,132.0
110,002WKIG010,Pulse,56.0
111,002ZPKN335,Pulse,74.0
112,003AFDK971,CineQuest,119.84
113,003AUQO335,Pulse,50.0
114,003FHPQ342,CineQuest,60.02
115,003FIZU237,CineQuest,120.0
116,003FXVZ713,Pulse,88.0
117,003GPNN238,LimeLight,79.99
118,003HHJL570,Pulse,49.97
119,003HLEM814,CineQuest,36.03
120,003HOFE542,RetroReel,240.03
121,003IMVF953,RetroReel,389.87
122,003IPDP078,RetroReel,270.0
123,003ISHD993,ChillStream,50.0
124,003JAJC959,LimeLight,199.92000000000002
125,003JOSE263,CineQuest,144.0
126,003NBZB582,Pulse,43.29
127,003OLXB119,Pulse,76.28
128,003SUPC452,RetroReel,119.92
129,003TCEP184,CineQuest,96.08
130,003TEQR186,CineQuest,60.0
131,003TEQR186,LimeLight,169.12
132,003VDDJ532,ChillStream,250.0
133,003WHEB120,CineQuest,132.10999999999999
134,003WNAG684,ChillStream,100.0
135,003WSHV251,ChillStream,100.02
136,003XKHS955,LimeLight,220.11
137,003XKHS955,RetroReel,90.03
138,003XTUL243,CineQuest,108.03
139,003YXVZ587,RetroReel,360.12
140,003YZJM392,LimeLight,108.24
141,003ZHRQ771,LimeLight,122.91
142,003ZUGW210,RetroReel,60.0
143,003ZZGJ163,ChillStream,234.11999999999998
144,004AKNN688,ChillStream,172.82999999999998
145,004AMJN950,LimeLight,120.06
146,004AXNW235,CineQuest,120.0
147,004BELU613,ChillStream,50.02
148,004DCYD190,RetroReel,119.99
149,004EFKZ926,Pulse,50.0
150,004ERWY396,CineQuest,71.0
151,004GBPK269,CineQuest,143.88
152,004GNHV340,ChillStream,100.0
153,004JATO962,RetroReel,119.99
154,004JKTR944,RetroReel,316.47
155,004JNYB810,Pulse,49.99
156,004JQHL248,RetroReel,119.98
157,004KXZQ857,RetroReel,240.08
158,004LDOW280,Pulse,41.4
159,004NNGI157,RetroReel,149.95
160,004PAMY118,LimeLight,120.03
161,004PMLD524,LimeLight,139.92999999999998
162,004PNMJ902,CineQuest,84.07
163,004PNMJ902,Pulse,104.0
164,004POHC309,LimeLight,60.0
165,004QIOK665,RetroReel,210.0
166,004QKDC600,RetroReel,60.02
167,004QPCZ325,Pulse,40.099999999999994
168,004QZPU504,RetroReel,120.0
169,004RNEC476,ChillStream,272.6
170,004RPPT922,ChillStream,100.0
171,004SFGA279,LimeLight,219.91999999999996
172,004SZWZ820,LimeLight,80.04
173,004SZWZ820,Pulse,47.97
174,004UOHX798,LimeLight,80.01
175,004VACU875,ChillStream,75.03
176,004VACU875,Pulse,64.08
177,004WBSE248,ChillStream,75.03
178,004WBSE248,CineQuest,120.1
179,004WBSE248,Pulse,96.05
180,004WDNE622,Pulse,64.0
181,004WPRH738,ChillStream,99.96
182,004WSAQ537,ChillStream,100.0
183,004XMMN681,LimeLight,219.89
184,004XVQK228,CineQuest,143.88
185,004ZETP103,RetroReel,300.0
186,004ZVVX124,CineQuest,119.9
187,004ZXAB891,CineQuest,48.04
188,005AJTJ963,CineQuest,132.01
189,005AJTJ963,Pulse,50.02
190,005APHH960,CineQuest,131.89000000000001
191,005APHH960,Pulse,50.0
192,005BCIQ004,LimeLight,220.0
193,005CBWF649,Pulse,50.0
194,005CKJF445,LimeLight,240.0
195,005CRSD874,CineQuest,180.01999999999998
196,005CRSD874,LimeLight,19.99
197,005CRSD874,Pulse,50.01
198,005CVMO725,LimeLight,79.99
199,005CVMO725,RetroReel,360.12
200,005DEST751,ChillStream,100.02
201,005DEST751,CineQuest,60.0
202,005EBJD636,Pulse,54.739999999999995
203,005EDVN799,RetroReel,359.88
204,005IKHP676,CineQuest,60.0
205,005IKHP676,LimeLight,31.92
206,005ITHJ033,LimeLight,139.99
207,005IWIX098,RetroReel,180.06
208,005IZSJ697,LimeLight,239.88
209,005KLHD033,ChillStream,100.0
210,005KLHD033,LimeLight,79.98
211,005KMLV801,RetroReel,120.01
212,005LMLD320,LimeLight,219.89
213,005MQWT219,LimeLight,100.05000000000001
214,005MVVN443,Pulse,56.0
215,005NNEI219,CineQuest,72.0
216,005NTLW643,CineQuest,47.92
217,005OXQY492,Pulse,8.0
218,005PUYF561,LimeLight,220.11
219,005PXUP242,LimeLight,39.98
220,005PXZW655,Pulse,88.0
221,005QIBK768,Pulse,74.84
222,005QWTZ542,LimeLight,119.94
223,005RCWZ068,LimeLight,180.09
224,005RVSJ622,RetroReel,150.0
225,005TBNY053,Pulse,49.99
226,005TCXI940,CineQuest,131.89000000000001
227,005TLRF516,ChillStream,99.96
228,005TLRF516,Pulse,56.0
229,005UXRN097,ChillStream,225.09
230,005UYEU370,CineQuest,96.0
231,005VGAL262,CineQuest,96.03999999999999
232,005YOXX437,ChillStream,150.12
233,005YPOG658,Pulse,80.0
234,005ZHSW573,CineQuest,60.0
235,006BIGJ762,RetroReel,120.0
236,006CSAF205,LimeLight,80.02000000000001
237,006DQSO238,CineQuest,59.99
238,006DYJP348,Pulse,95.88
239,006EFVW924,CineQuest,83.97999999999999
240,006GITA462,CineQuest,23.98
241,006IDRX772,LimeLight,80.0
242,006KUQM142,CineQuest,144.12
243,006LUUT405,ChillStream,225.0
244,006LZLE549,Pulse,96.0
245,006MHQU901,Pulse,50.0
246,006OIZP651,ChillStream,113.9
247,006PDGI783,ChillStream,150.01
248,006RHZT505,LimeLight,180.09000000000003
249,006RHZT505,RetroReel,30.0
250,006RWGY195,ChillStream,100.02
251,006RZKK033,CineQuest,107.82000000000001
252,006VAPC920,Pulse,79.9
253,006WMXU263,RetroReel,149.95
254,006XYPC394,CineQuest,108.09
255,006YBEU125,RetroReel,270.0
256,006ZEHK792,Pulse,104.13
257,006ZYSD972,ChillStream,100.01
258,007CRIB610,RetroReel,120.0
259,007DOGV973,ChillStream,99.98
260,007DSJL773,CineQuest,107.91
261,007EBFN621,CineQuest,34.59
262,007EBFN621,RetroReel,210.0
263,007FENN617,ChillStream,100.01
264,007GCJV175,LimeLight,79.99
265,007HEYK079,ChillStream,300.12
266,007HNUM396,LimeLight,200.10000000000002
267,007IAJO670,LimeLight,80.0
268,007IHUT323,CineQuest,108.02
269,007IONX010,Pulse,55.93
270,007JBHX382,RetroReel,29.99
271,007JCDC961,RetroReel,179.94
272,007JGNE522,RetroReel,300.0
273,007JGRB024,LimeLight,231.79000000000002
274,007JNVU184,CineQuest,83.97
275,007JOPC871,LimeLight,140.0
276,007KYTZ045,LimeLight,179.91
277,007MVBQ657,CineQuest,120.1
278,007OCVT539,RetroReel,119.99
279,007ODOF136,ChillStream,50.0
280,007QEIL853,Pulse,95.76
281,007QFCY161,LimeLight,79.99
282,007QFVA399,LimeLight,202.72
283,007RAHR336,Pulse,49.99
284,007RBCZ425,Pulse,31.98
285,007SEZN754,ChillStream,99.99
286,007SGGD254,CineQuest,132.01
287,007VTTS788,CineQuest,60.0
288,007WEBH532,Pulse,95.76
289,007XAFB326,ChillStream,200.08
290,007XAFB326,CineQuest,138.09
291,007XAFB326,LimeLight,80.0
292,007XAZW495,Pulse,47.980000000000004
293,007XGFT366,Pulse,49.99
294,007YODP449,Pulse,56.0
295,008BYAI639,ChillStream,249.99
296,008DEJF778,LimeLight,120.0
297,008DFCS661,LimeLight,40.02
298,008EJGC563,CineQuest,75.96
299,008ENDY646,LimeLight,40.02
300,008HUFE310,CineQuest,160.16
301,008JIXA533,CineQuest,84.00999999999999
302,008JQHS769,Pulse,62.94
303,008KBIH389,CineQuest,119.92
304,008KKBT183,RetroReel,150.0
305,008KZIC544,Pulse,140.0
306,008MAAZ132,RetroReel,359.88
307,008MMNO553,ChillStream,100.0
308,008MZRP930,RetroReel,119.99
309,008OOOH210,CineQuest,60.05
310,008OOXI656,ChillStream,75.03
311,008PMLJ543,CineQuest,119.92
312,008POGX411,CineQuest,36.03
313,008PVUV767,CineQuest,143.88
314,008RGLC003,Pulse,56.129999999999995
315,008RYDV189,Pulse,39.900000000000006
316,008RZUB139,ChillStream,175.04
317,008TNLY548,Pulse,56.0
318,008UZTO673,CineQuest,84.0
319,008WMEQ926,Pulse,95.60999999999999
320,008WQQF994,ChillStream,24.98
321,008YNFU804,ChillStream,45.269999999999996
322,008ZBLA861,Pulse,50.0
323,009BNUY561,LimeLight,80.0
324,009BYWQ378,LimeLight,140.01999999999998
325,009CWCA119,Pulse,47.94
326,009DPLG842,CineQuest,48.0
327,009ECYS976,RetroReel,120.0
328,009FZVW489,ChillStream,139.98
329,009GTTM730,RetroReel,360.12
330,009GUTY233,RetroReel,230.94000000000003
331,009IATS935,RetroReel,180.0
332,009IATV914,RetroReel,149.9
333,009ILTP035,LimeLight,80.01
334,009IRTM799,ChillStream,274.89
335,009IZWB670,ChillStream,74.97
336,009IZWB670,Pulse,50.01
337,009MCBT205,LimeLight,240.0
338,009MNVS084,LimeLight,80.0
339,009NCAP692,CineQuest,108.08
340,009OWTK397,LimeLight,120.0
341,009OXDM431,ChillStream,200.03
342,009PNHD703,LimeLight,40.0
343,009QUIZ198,CineQuest,119.9
344,009ULAL921,CineQuest,88.4
345,009VHGO190,ChillStream,100.0
346,009WCWO485,ChillStream,25.0
347,009WCWO485,LimeLight,140.06
348,009YWEP229,LimeLight,120.04
349,009ZCKQ977,CineQuest,36.0
350,009ZMOL535,RetroReel,359.76
351,009ZNIP210,CineQuest,47.63
352,010ADQH166,LimeLight,199.82
353,010DJRE528,ChillStream,100.02
354,010DJRE528,CineQuest,71.99
355,010DWEH981,LimeLight,80.0
356,010EDES624,RetroReel,120.0
357,010EWIB677,ChillStream,100.0
358,010FGYR018,RetroReel,120.0
359,010FMTD776,LimeLight,140.0
360,010FMTD776,Pulse,50.01
361,010FMTD776,RetroReel,120.01
362,010FVSN529,ChillStream,100.0
363,010HJKY577,RetroReel,257.6
364,010IITI122,LimeLight,39.98
365,010IUXU575,LimeLight,80.12
366,010KHRW889,Pulse,64.08
367,010KWCU194,LimeLight,80.0
368,010LGPV785,ChillStream,100.0
369,010LUOI901,CineQuest,119.9
370,010MWWJ010,CineQuest,60.0
371,010OTFD477,LimeLight,80.0
372,010PKHU916,LimeLight,239.88
373,010PKHU916,RetroReel,360.0
374,010PRQG612,Pulse,79.9
375,010PZZL366,ChillStream,274.89
376,010QKEH462,ChillStream,199.96
377,010RECN467,Pulse,38.519999999999996
378,010RSTN249,RetroReel,300.1
379,010SRCU881,RetroReel,87.06
380,010SSVA945,LimeLight,219.89
381,010SYJP308,Pulse,56.0
382,010UGQJ077,LimeLight,139.92999999999998
383,010UXXD311,LimeLight,120.0
384,010VECF139,RetroReel,120.0
385,010VUDQ027,CineQuest,60.0
386,010WSZH215,LimeLight,60.03
387,010ZCIU076,Pulse,55.96
388,011ABCI893,LimeLight,79.99
389,011ALNE291,Pulse,49.99
390,011ANYH850,LimeLight,159.97
391,011BJZH343,RetroReel,120.02
392,011CJIS986,CineQuest,107.96000000000001
393,011CQIW361,LimeLight,220.03
394,011CWGV337,CineQuest,144.07
395,011DGAN495,LimeLight,180.0
396,011EGMN914,CineQuest,84.07
397,011ESHZ072,ChillStream,200.0
398,011FKXG559,LimeLight,120.0
399,011GGIZ636,ChillStream,224.95
400,011GXVT794,Pulse,147.01
401,011HXJH357,ChillStream,250.06
402,011IAHZ786,ChillStream,49.98
403,011KFFE381,ChillStream,100.0
404,011KFWT471,LimeLight,80.01
405,011LEDV211,CineQuest,59.99
406,011LPLI232,CineQuest,119.92
407,011LSEX181,LimeLight,79.99
408,011LSEX181,Pulse,24.0
409,011LXVA830,CineQuest,143.97
410,011MWSU369,CineQuest,59.47
411,011PNDQ451,LimeLight,80.01
412,011QAYX660,LimeLight,200.0
413,011RJQJ064,LimeLight,140.07000000000002
414,011TADD214,LimeLight,80.0
415,011TPZO831,RetroReel,60.0
416,011VJJL464,CineQuest,264.03999999999996
417,011VUPG544,ChillStream,224.82
418,011WHSO110,ChillStream,100.01
419,011WHSO110,LimeLight,49.04
420,011WNBL181,LimeLight,120.0
421,011WSIB861,CineQuest,84.07
422,011YISP421,CineQuest,72.0
423,011YVHW125,ChillStream,50.02
424,011YZHO566,CineQuest,144.18
425,011ZBZK802,Pulse,79.89
426,011ZZPY267,CineQuest,155.94
427,012AERU493,Pulse,41.2
428,012BZSE813,LimeLight,200.10000000000002
429,012DCNN613,ChillStream,249.8
430,012EOCL372,CineQuest,60.0
431,012EOCL372,LimeLight,220.10000000000002
432,012FYQI592,RetroReel,89.97
433,012GHKT061,LimeLight,79.99
434,012GHKT061,RetroReel,210.14
435,012GOPO394,LimeLight,160.04
436,012HAOO047,RetroReel,30.0
437,012HJBP638,ChillStream,100.0
438,012HJBP638,RetroReel,119.99
439,012IALG117,Pulse,57.99
440,012IQTQ643,ChillStream,100.0
441,012KUUP502,LimeLight,80.0
442,012MCDK776,LimeLight,79.96
443,012NKCT509,Pulse,167.85
444,012OKEW335,ChillStream,175.01
445,012QOKK113,LimeLight,199.89999999999998
446,012QPKE887,Pulse,72.0
447,012QVGZ928,Pulse,62.49
448,012ROSW222,LimeLight,100.0
449,012ROSW222,RetroReel,119.92
450,012STHR868,LimeLight,40.0
451,012TJBH317,Pulse,50.01
452,012VORL281,LimeLight,80.04
453,012WZEO776,RetroReel,300.1
454,012ZKBL003,RetroReel,150.0
455,012ZXOJ609,CineQuest,167.92000000000002
456,013BMDE862,Pulse,32.0
457,013CVGL784,Pulse,49.99
458,013CXMJ572,LimeLight,20.02
459,013EHJJ675,ChillStream,100.0
460,013EOKW828,CineQuest,60.0
461,013EUVR364,RetroReel,120.0
462,013EVYJ468,RetroReel,119.99
463,013GAEK483,RetroReel,30.0
464,013NBYH878,ChillStream,400.25
465,013NDHB969,CineQuest,60.0
466,013NGXY502,RetroReel,119.99
467,013OSSV699,RetroReel,359.76
468,013QGID965,LimeLight,171.20999999999998
469,013QHTR180,CineQuest,96.08
470,013QOEF984,LimeLight,219.89
471,013SXLE363,CineQuest,12.01
472,013SXLE363,Pulse,32.0
473,013TTIS226,RetroReel,120.0
474,013VWIU179,CineQuest,60.0
475,013WDPV563,Pulse,104.0
476,013WTOI330,LimeLight,100.0
477,013XSIC144,RetroReel,270.0
478,013ZCNN919,CineQuest,120.0
479,013ZJOX736,RetroReel,150.0
480,013ZPMF816,ChillStream,149.94
481,014CMHT778,LimeLight,99.9
482,014DOWC205,LimeLight,160.07
483,014EUJF794,CineQuest,144.0
484,014EYFV708,CineQuest,48.08
485,014EYUL794,Pulse,95.97
486,014EZXN555,LimeLight,140.11
487,014JVEA159,CineQuest,144.1
488,014LSWK188,LimeLight,60.0
489,014NLTM646,RetroReel,119.99
490,014NYUD197,RetroReel,59.98
491,014QEIU565,RetroReel,89.97
492,014RESX445,CineQuest,131.94
493,014REWI075,ChillStream,275.08000000000004
494,014SNMQ113,Pulse,35.85
495,014UEQW740,Pulse,40.0
496,014WBYM774,CineQuest,108.0
497,014WLYS926,Pulse,40.05
498,014WVOC085,ChillStream,250.10000000000002
499,014XVTS677,RetroReel,209.92999999999998
500,014YXQW736,Pulse,64.0
501,014ZCIU221,LimeLight,120.06
502,014ZUDR775,Pulse,49.99
503,015BTSD958,ChillStream,99.98
504,015CROL757,Pulse,96.12
505,015DFHW458,CineQuest,59.98
506,015DPSF855,Pulse,96.0
507,015DQGV741,LimeLight,140.07000000000002
508,015EBAN782,LimeLight,220.11
509,015EUYL212,CineQuest,143.88
510,015FLCT124,RetroReel,60.0
511,015GAWL670,CineQuest,107.89
512,015HFFE409,CineQuest,72.0
513,015HMSE178,ChillStream,249.94
514,015JHHY812,LimeLight,19.99
515,015JHXW430,ChillStream,299.88
516,015JHXW430,RetroReel,150.05
517,015LBBU561,Pulse,49.98
518,015MCRC696,Pulse,50.0
519,015MDTG749,LimeLight,79.99
520,015MFCG507,Pulse,80.10000000000001
521,015MSRJ781,CineQuest,96.84
522,015MULF394,CineQuest,120.0
523,015MULF394,Pulse,40.0
524,015OWOM556,ChillStream,99.98
525,015PWDY650,LimeLight,160.0
526,015PWDY650,Pulse,100.00999999999999
527,015QKAZ245,LimeLight,120.0
528,015UIBG512,Pulse,79.80000000000001
529,015VRNX730,ChillStream,250.0
530,015WASV543,ChillStream,99.99
531,015WMJY333,CineQuest,68.88
532,015XJMZ129,LimeLight,60.0
533,015YRKO544,CineQuest,132.06
534,015YURS577,RetroReel,119.99
535,016ASKJ810,CineQuest,108.09
536,016CMYY649,LimeLight,99.97
537,016DJGC691,LimeLight,80.0
538,016EDKI066,LimeLight,240.12
539,016ERQF839,RetroReel,30.01
540,016FXDT429,CineQuest,83.93
541,016FXDT429,LimeLight,160.0
542,016FXDT429,RetroReel,240.0
543,016GAJZ406,LimeLight,120.0
544,016GBHH977,Pulse,88.21
545,016GIEH480,Pulse,79.93
546,016GKUR246,CineQuest,24.02
547,016HKJZ789,RetroReel,120.0
548,016IDZW383,RetroReel,210.0
549,016IPHW718,ChillStream,100.0
550,016IXCW991,Pulse,73.97999999999999
551,016IXMN466,Pulse,49.99
552,016JBWX743,LimeLight,19.99
553,016KBYH738,CineQuest,84.05
554,016LEZS996,Pulse,95.76
555,016LHTI895,RetroReel,240.60000000000002
556,016LJYF537,LimeLight,80.02
557,016LPPU520,CineQuest,68.5
558,016LXUI104,LimeLight,79.94
559,016MPCT420,Pulse,48.0
560,016OAGN936,RetroReel,330.11
561,016ODCU876,CineQuest,82.84
562,016OHSK771,LimeLight,79.99
563,016PARE178,LimeLight,200.10000000000002
564,016PIKH519,RetroReel,119.99
565,016PJBD893,CineQuest,108.0
566,016PJBD893,LimeLight,80.0
567,016QWSI866,RetroReel,210.07000000000002
568,016RINJ455,Pulse,50.0
569,016RKJA164,CineQuest,108.0
570,016SDEO132,Pulse,50.0
571,016SXKH451,CineQuest,131.67000000000002
572,016UIKS342,RetroReel,90.0
573,016UWSQ897,LimeLight,80.0
574,016VDOF209,CineQuest,131.89000000000001
575,016VPJM116,CineQuest,59.99
576,016XHQX010,ChillStream,199.99
577,016XHQX010,LimeLight,80.01
578,016XKKN293,LimeLight,71.65
579,016XKKN293,RetroReel,179.94
580,016XMGX126,CineQuest,108.0
581,016YHAR018,LimeLight,139.92000000000002
582,016YIWI121,RetroReel,359.85999999999996
583,017BGSP829,ChillStream,150.12
584,017EOXG236,Pulse,88.02
585,017FCGE097,CineQuest,131.99
586,017FCHV079,LimeLight,240.0
587,017FCKE890,ChillStream,300.08000000000004
588,017FJZY241,RetroReel,330.11
589,017FNUL747,CineQuest,60.05
590,017FTCG762,LimeLight,40.0
591,017GVZK122,CineQuest,143.92000000000002
592,017IHYM988,RetroReel,450.0
593,017IYEH485,LimeLight,239.87999999999997
594,017JQZU523,CineQuest,60.01
595,017JQZU523,Pulse,50.0
596,017LBGU938,CineQuest,119.65
597,017NNCX745,ChillStream,275.21999999999997
598,017PPDQ608,LimeLight,80.0
599,017QHPD653,RetroReel,119.98
600,017QPKQ171,CineQuest,83.99
601,017QSBW390,ChillStream,99.97999999999999
602,017QSBW390,Pulse,41.22
603,017QZIP895,CineQuest,132.0
604,017SOQL997,CineQuest,132.0
605,017SOQL997,LimeLight,220.11
606,017SPEP776,ChillStream,100.0
607,017TEYZ903,RetroReel,179.99
608,017TFQI137,CineQuest,132.0
609,017TXJZ867,Pulse,103.87
610,017UAZJ233,Pulse,80.03999999999999
611,017VRDH707,ChillStream,299.76
612,017VRDH707,LimeLight,80.0
613,017VUHE074,Pulse,50.0
614,017WANR517,LimeLight,219.89
615,017ZJIB275,ChillStream,124.9
616,017ZMSQ311,Pulse,49.05
617,017ZMSQ311,RetroReel,300.06
618,017ZUOQ892,LimeLight,120.02000000000001
619,018ANQW913,Pulse,96.12
620,018BPYM791,Pulse,95.88
621,018EOES358,RetroReel,240.0
622,018FGND951,Pulse,56.050000000000004
623,018FJVB822,Pulse,81.3
624,018FVCC311,RetroReel,240.08
625,018HTTX974,ChillStream,250.2
626,018ILID103,LimeLight,259.95
627,018JJRO482,RetroReel,360.12
628,018JQWM859,ChillStream,150.06
629,018JQWM859,LimeLight,140.07000000000002
630,018JWQR129,Pulse,79.84
631,018JYUQ162,ChillStream,50.0
632,018JYUQ162,RetroReel,231.66
633,018MDUF972,Pulse,50.01
634,018MJWZ323,CineQuest,132.0
635,018NOMD554,LimeLight,40.0
636,018NPKE730,RetroReel,270.09000000000003
637,018OBOB997,CineQuest,155.92000000000002
638,018OBOB997,RetroReel,150.0
639,018OGLN087,LimeLight,140.29999999999998
640,018OIEF888,ChillStream,199.92
641,018OREU134,CineQuest,12.0
642,018PEWN969,Pulse,99.99000000000001
643,018QODH095,Pulse,15.98
644,018TUCZ457,ChillStream,249.8
645,018UAUQ097,RetroReel,300.1
646,018UMOH745,CineQuest,252.32999999999998
647,018UXKD553,RetroReel,119.99
648,018VFMP132,CineQuest,168.06
649,018WBNS239,ChillStream,99.99
650,018XNAJ129,Pulse,56.03
651,019DNDK570,RetroReel,270.71
652,019EFDQ054,CineQuest,90.59
653,019FVIM995,ChillStream,75.0
654,019GAMZ891,LimeLight,79.99
655,019HTZI517,CineQuest,108.03999999999999
656,019HUZO580,LimeLight,259.87
657,019IJYB344,ChillStream,149.95999999999998
658,019ILVW149,Pulse,122.02000000000001
659,019IVEK789,Pulse,48.0
660,019JTRU042,Pulse,40.0
661,019KGRO158,CineQuest,120.17999999999999
662,019KWEW913,LimeLight,159.98
663,019MRMU894,CineQuest,59.99
664,019MWRN343,CineQuest,108.0
665,019OAEI070,ChillStream,199.92
666,019OHMZ296,CineQuest,84.07
667,019OPET001,ChillStream,186.78
668,019OUKA694,RetroReel,120.0
669,019PEHR680,Pulse,100.02000000000001
670,019PEWE687,CineQuest,35.97
671,019PTUR768,CineQuest,131.98
672,019PTUR768,RetroReel,299.8
673,019QKLH290,CineQuest,119.91
674,019QWXF085,CineQuest,132.07
675,019RMYF977,LimeLight,219.89
676,019RWZP106,Pulse,108.03999999999999
677,019RYRL983,CineQuest,120.09
678,019SDVI187,Pulse,15.98
679,019UAXM061,RetroReel,119.99
680,019UPWN720,RetroReel,300.0
681,019UWTU828,ChillStream,275.11
682,019UXQA055,CineQuest,155.99
683,019WCFM523,LimeLight,79.98
684,019WGCI200,Pulse,65.98
685,019WXXU850,RetroReel,89.94
686,019XLLK713,LimeLight,160.0
687,019XNCB102,ChillStream,150.0
688,019XOPZ123,CineQuest,144.12
689,019XPOC110,CineQuest,95.97999999999999
690,019XPOC110,Pulse,23.97
691,019YHJQ074,Pulse,24.0
692,019YHJQ074,RetroReel,120.0
693,019YVTW162,CineQuest,60.0
694,020ASXP193,RetroReel,120.01
695,020BHVZ263,Pulse,50.0
696,020BJWE266,RetroReel,120.02
697,020CIVN348,ChillStream,100.0
698,020EHIC160,ChillStream,124.85
699,020HKAI263,CineQuest,143.9
700,020HZYI023,ChillStream,275.0
701,020IIVW344,ChillStream,250.0
702,020IPSH691,Pulse,72.08
703,020JGQG845,CineQuest,108.0
704,020KSBU723,ChillStream,100.01
705,020LFMU113,Pulse,64.05
706,020LFRS235,CineQuest,156.0
707,020LLQN909,LimeLight,74.92999999999999
708,020LULZ654,Pulse,49.699999999999996
709,020MFWF635,RetroReel,270.0
710,020MSHR498,RetroReel,239.92
711,020MTYR398,LimeLight,89.65
712,020NCJW242,LimeLight,99.94999999999999
713,020NGYS285,Pulse,81.92
714,020NJDT060,ChillStream,99.99
715,020NJDT060,CineQuest,60.0
716,020OAMD667,ChillStream,100.0
717,020OGHI070,Pulse,8.01
718,020OODI791,Pulse,40.05
719,020PRNI876,CineQuest,73.1
