,ID,BRAND,SUB_DETAIL,START_DATE,END_DATE,DURATION,REVENUE
33,000YWTK044,Pulse,paid annual,2022-03-09,2022-03-09,113,50.01
34,000ZBDO909,LimeLight,paid monthly,2022-05-23,2022-05-23,38,40.0
35,001AJCT513,ChillStream,paid monthly,2022-01-07,2022-01-07,174,150.06
36,001BZBX615,RetroReel,paid annual,2022-05-28,2022-05-28,33,120.0
37,001DJNA725,LimeLight,paid annual,2022-05-27,2022-05-27,34,79.99
38,001DLTR482,CineQuest,expired monthly,2022-01-01,2022-06-02,152,72.12
39,001FSQJ082,ChillStream,paid monthly,2022-04-08,2022-04-08,83,75.0
40,001GUVF664,LimeLight,paid annual,2022-04-28,2022-04-28,63,80.01
41,001JYOY737,LimeLight,paid monthly,2022-06-06,2022-06-06,24,20.0
42,001KIWF507,RetroReel,paid monthly,2022-05-18,2022-05-18,43,59.98
43,001LPDP619,Pulse,paid monthly,2022-01-11,2022-01-11,170,48.06
44,001NKRX135,Pulse,paid annual,2022-06-26,2022-06-26,4,49.99
45,001NOKZ662,RetroReel,paid monthly,2022-05-04,2022-05-04,57,59.98
46,001NUQI691,ChillStream,paid monthly,2022-05-18,2022-06-18,31,50.04
47,001OJEK601,ChillStream,expired monthly,2022-01-01,2022-01-23,22,25.0
48,001OJEK601,ChillStream,paid monthly,2022-03-22,2022-03-22,100,100.0
49,001PIBK965,CineQuest,paid monthly,2022-05-19,2022-05-19,42,24.02
50,001PIBK965,LimeLight,expired monthly,2022-01-01,2022-03-14,72,60.06
51,001PILU789,CineQuest,paid annual,2022-04-13,2022-04-13,78,60.0
52,001QBUN395,CineQuest,paid monthly,2022-03-22,2022-03-22,100,48.04
53,001RLIN262,LimeLight,paid monthly,2022-05-10,2022-05-10,51,40.02
54,001SIVU071,ChillStream,discounted annual,2022-06-03,2022-06-03,27,36.56
55,001SIVU071,LimeLight,paid monthly,2022-01-08,2022-01-08,173,120.06
56,001SIVU071,Pulse,expired monthly,2022-01-01,2022-06-28,178,47.88
57,001SQXC187,CineQuest,paid monthly,2022-04-02,2022-04-02,89,36.0
58,001SXFZ276,ChillStream,expired monthly,2022-01-01,2022-01-07,6,25.0
59,001SXFZ276,ChillStream,paid monthly,2022-03-22,2022-05-02,41,74.96000000000001
60,001TTLN903,CineQuest,trial monthly,2022-01-28,2022-02-07,10,6.94
61,001TTLN903,CineQuest,paid monthly,2022-05-29,2022-05-29,32,24.0
62,001TTLN903,Pulse,paid annual,2022-04-23,2022-04-23,68,50.01
63,001UAHA863,ChillStream,expired monthly,2022-01-01,2022-04-07,96,100.04
64,001UAHA863,ChillStream,paid annual,2022-05-02,2022-05-02,59,99.99
65,001UAHA863,CineQuest,paid monthly,2022-03-26,2022-03-26,96,48.0
66,001UAHA863,Pulse,expired monthly,2022-01-01,2022-05-30,149,40.05
67,001UFAQ102,CineQuest,paid annual,2022-02-02,2022-02-02,148,60.0
68,001UYQB422,LimeLight,paid annual,2022-02-12,2022-02-12,138,80.0
69,001VLBV485,CineQuest,expired annual,2022-01-01,2022-02-16,46,59.99
70,001VLBV485,CineQuest,paid monthly,2022-06-05,2022-06-05,25,12.0
71,001WOTZ983,Pulse,expired monthly,2022-01-01,2022-05-03,122,40.0
72,001WZZE262,LimeLight,paid annual,2022-01-30,2022-01-30,151,80.0
73,001XPYF468,Pulse,paid monthly,2022-03-24,2022-03-24,98,32.0
74,002BZGD044,CineQuest,paid annual,2022-01-04,2022-01-04,177,60.0
75,002BZGD044,RetroReel,expired monthly,2022-01-01,2022-01-23,22,29.98
76,002CNQR282,LimeLight,expired annual,2022-01-01,2022-01-20,19,80.0
77,002CUYF788,LimeLight,discounted monthly,2022-03-22,2022-03-22,100,79.56
78,002EAAX725,CineQuest,paid annual,2022-03-02,2022-03-02,120,60.0
79,002EXCW867,RetroReel,paid monthly,2022-03-29,2022-03-29,93,119.96
80,002FCKO341,RetroReel,expired annual,2022-01-01,2022-06-30,180,119.97
81,002FIHW100,CineQuest,expired monthly,2022-01-01,2022-04-10,99,47.96
82,002FIHW100,CineQuest,trial monthly,2022-06-23,2022-06-23,7,9.51
83,002HTBP303,CineQuest,expired monthly,2022-01-01,2022-02-28,58,24.02
84,002HTBP303,CineQuest,paid monthly,2022-03-08,2022-03-08,114,47.96
85,002IPLW094,RetroReel,paid monthly,2022-02-21,2022-02-21,129,150.0
86,002IWPX234,CineQuest,paid monthly,2022-01-22,2022-01-22,159,72.0
87,002JYSZ401,LimeLight,expired monthly,2022-01-01,2022-05-11,130,100.0
88,002JYSZ401,LimeLight,paid monthly,2022-06-03,2022-06-03,27,20.0
89,002KBTX257,ChillStream,expired monthly,2022-01-01,2022-03-17,75,75.0
90,002KGKA332,CineQuest,paid annual,2022-06-19,2022-06-19,11,60.01
91,002KIAG292,Pulse,paid monthly,2022-02-15,2022-02-15,135,40.0
92,002NKQR179,LimeLight,paid monthly,2022-01-17,2022-02-21,35,40.04
93,002NKQR179,LimeLight,trial monthly,2022-05-21,2022-05-21,40,27.1
94,002NLTJ592,Pulse,expired monthly,2022-01-01,2022-04-11,100,31.96
95,002NLTJ592,Pulse,paid monthly,2022-05-30,2022-05-30,31,16.0
96,002NWGK515,Pulse,paid monthly,2022-01-24,2022-01-24,157,48.0
97,002NYZB724,CineQuest,paid monthly,2022-05-30,2022-05-30,31,23.98
98,002OADV079,ChillStream,expired monthly,2022-01-01,2022-02-12,42,50.0
99,002OADV079,ChillStream,paid monthly,2022-04-26,2022-04-26,65,75.0
100,002ODJA245,Pulse,paid monthly,2022-01-01,2022-01-01,180,47.94
101,002OFHC379,CineQuest,paid annual,2022-01-21,2022-01-21,160,59.99
102,002OFHC379,Pulse,paid annual,2022-02-01,2022-02-01,149,50.0
103,002PXRI930,LimeLight,paid annual,2022-02-11,2022-02-11,139,80.0
104,002RFCE675,Pulse,expired monthly,2022-01-01,2022-02-26,56,16.02
105,002RIEU470,CineQuest,discounted annual,2022-02-26,2022-06-03,97,31.86
106,002RKAR661,RetroReel,paid monthly,2022-02-18,2022-02-18,132,149.95
107,002RWXN391,CineQuest,paid annual,2022-01-07,2022-02-18,42,60.0
108,002RWXN391,CineQuest,paid monthly,2022-03-20,2022-03-20,102,48.0
109,002SOIZ089,LimeLight,paid annual,2022-02-11,2022-02-11,139,80.02
110,002URLO240,CineQuest,discounted annual,2022-01-27,2022-01-27,154,56.62
111,002VKQJ659,Pulse,paid monthly,2022-06-26,2022-06-26,4,7.99
112,002VXNA655,Pulse,paid monthly,2022-03-14,2022-03-14,108,32.0
113,002WGSA012,CineQuest,paid monthly,2022-03-28,2022-03-28,94,48.08
114,002WKIG010,Pulse,paid monthly,2022-03-03,2022-03-03,119,32.04
115,002XLWQ630,ChillStream,paid monthly,2022-05-10,2022-05-10,51,50.02
116,002YJVX993,CineQuest,paid annual,2022-02-04,2022-02-04,146,60.01
117,003AEKA966,LimeLight,discounted monthly,2022-03-26,2022-04-01,6,13.18
118,003ANID263,LimeLight,expired monthly,2022-01-01,2022-04-07,96,79.96
119,003AUQO335,Pulse,paid annual,2022-02-11,2022-02-11,139,50.0
120,003DAQK199,ChillStream,paid monthly,2022-01-15,2022-01-15,166,149.94
121,003FHPQ342,CineQuest,paid annual,2022-02-08,2022-02-08,142,60.0
122,003FIZU237,CineQuest,paid annual,2022-06-17,2022-06-17,13,59.99
123,003FXVZ713,Pulse,paid monthly,2022-01-28,2022-05-28,120,31.96
124,003HHJL570,Pulse,paid annual,2022-02-21,2022-06-05,104,49.99
125,003HLEM814,CineQuest,paid annual,2022-05-31,2022-05-31,30,59.99
126,003HOFE542,RetroReel,paid monthly,2022-05-09,2022-05-09,52,60.0
127,003IMVF953,RetroReel,expired monthly,2022-01-01,2022-03-01,59,59.98
128,003IMVF953,RetroReel,paid monthly,2022-06-10,2022-06-10,20,30.0
129,003JAJC959,LimeLight,paid monthly,2022-06-24,2022-06-24,6,20.0
130,003JOSE263,CineQuest,expired monthly,2022-01-01,2022-01-29,28,12.01
131,003JXTS440,LimeLight,expired monthly,2022-01-01,2022-01-22,21,20.03
132,003KHGQ561,RetroReel,paid monthly,2022-06-30,2022-06-30,0,0.0
133,003NBZB582,Pulse,paid monthly,2022-03-22,2022-03-22,100,32.04
134,003OLXB119,Pulse,paid monthly,2022-04-09,2022-04-09,82,24.0
135,003ONER290,CineQuest,trial monthly,2022-01-28,2022-04-07,69,24.450000000000003
136,003ONER290,CineQuest,paid monthly,2022-06-30,2022-06-30,0,0.0
137,003QYGK056,ChillStream,expired annual,2022-01-01,2022-05-06,125,100.0
138,003QYGK056,ChillStream,paid annual,2022-06-08,2022-06-08,22,100.01
139,003QZTI046,CineQuest,expired monthly,2022-01-01,2022-01-11,10,12.0
140,003QZTI046,CineQuest,paid monthly,2022-05-19,2022-05-19,42,24.02
141,003TEQR186,CineQuest,expired monthly,2022-01-01,2022-03-06,64,36.03
142,003UKIB964,RetroReel,expired monthly,2022-01-01,2022-04-12,101,120.0
143,003WNAG684,ChillStream,paid annual,2022-03-07,2022-03-07,115,100.0
144,003XTUL243,CineQuest,paid monthly,2022-01-19,2022-01-19,162,72.0
145,003YZJM392,LimeLight,expired monthly,2022-01-01,2022-01-28,27,20.01
146,003YZJM392,RetroReel,trial monthly,2022-04-10,2022-04-10,81,79.05000000000001
147,003ZURQ459,ChillStream,paid annual,2022-04-26,2022-04-26,65,100.01
148,003ZZGJ163,Pulse,paid monthly,2022-02-12,2022-02-12,138,40.0
149,004AKNN688,ChillStream,expired monthly,2022-01-01,2022-02-09,39,50.0
150,004AKNN688,ChillStream,paid monthly,2022-03-07,2022-03-07,115,99.96
151,004AMJN950,LimeLight,paid monthly,2022-01-10,2022-01-10,171,120.0
152,004AXNW235,CineQuest,trial annual,2022-06-30,2022-06-30,0,0.0
153,004BELU613,ChillStream,expired monthly,2022-01-01,2022-03-17,75,74.94
154,004BTTQ071,LimeLight,paid monthly,2022-02-25,2022-03-24,27,20.01
155,004EFKZ926,Pulse,trial annual,2022-02-10,2022-06-24,134,45.02
156,004ERWY396,CineQuest,paid monthly,2022-01-29,2022-01-29,152,72.0
157,004GBPK269,CineQuest,expired monthly,2022-01-01,2022-02-19,49,24.0
158,004GNEP305,LimeLight,paid annual,2022-04-26,2022-04-26,65,80.0
159,004GNHV340,ChillStream,paid annual,2022-03-28,2022-03-28,94,100.0
160,004ILUO342,LimeLight,paid annual,2022-02-12,2022-02-12,138,79.99
161,004JKTR944,RetroReel,paid monthly,2022-04-01,2022-04-01,90,90.0
162,004JNYB810,Pulse,expired monthly,2022-01-01,2022-03-29,87,24.0
163,004JVWK677,LimeLight,expired monthly,2022-01-01,2022-04-06,95,79.96
164,004KQJC323,LimeLight,expired monthly,2022-01-01,2022-03-12,70,59.97
165,004KXZQ857,RetroReel,paid monthly,2022-03-14,2022-03-14,108,120.0
166,004LDOW280,Pulse,paid monthly,2022-03-06,2022-06-13,99,32.0
167,004MHUO064,Pulse,paid monthly,2022-02-08,2022-02-08,142,39.900000000000006
168,004MTZV947,CineQuest,expired monthly,2022-01-01,2022-02-27,57,23.98
169,004MTZV947,CineQuest,paid monthly,2022-03-25,2022-04-20,26,35.980000000000004
170,004PAMY118,LimeLight,paid monthly,2022-01-15,2022-01-15,166,119.94
171,004PNMJ902,CineQuest,expired monthly,2022-01-01,2022-03-12,70,36.03
172,004POHC309,LimeLight,paid monthly,2022-02-01,2022-04-28,86,59.97
173,004QHPK778,ChillStream,expired monthly,2022-01-01,2022-01-05,4,24.99
174,004QPCZ325,Pulse,expired monthly,2022-01-01,2022-06-06,156,48.0
175,004QZPU504,RetroReel,trial annual,2022-05-01,2022-05-01,60,91.06
176,004RNEC476,ChillStream,expired monthly,2022-01-01,2022-02-16,46,49.98
177,004SFGA279,LimeLight,expired monthly,2022-01-01,2022-06-09,159,119.94
178,004SZWZ820,Pulse,expired annual,2022-01-01,2022-02-01,31,50.0
179,004SZWZ820,Pulse,paid monthly,2022-05-15,2022-05-15,46,15.96
180,004TECZ734,LimeLight,paid annual,2022-06-14,2022-06-14,16,80.01
181,004VACU875,ChillStream,paid monthly,2022-04-24,2022-04-24,67,75.0
182,004VACU875,Pulse,paid monthly,2022-01-22,2022-04-25,93,32.0
183,004WBSE248,ChillStream,expired monthly,2022-01-01,2022-05-20,139,124.94999999999999
184,004WBSE248,CineQuest,expired monthly,2022-01-01,2022-05-28,147,60.0
185,004WBSE248,Pulse,paid monthly,2022-02-02,2022-02-02,148,39.95
186,004WDNE622,Pulse,paid monthly,2022-06-03,2022-06-03,27,8.0
187,004WENA386,Pulse,trial monthly,2022-03-14,2022-03-14,108,13.92
188,004WSAQ537,ChillStream,trial monthly,2022-06-26,2022-06-26,4,22.8
189,004XLSY951,ChillStream,paid monthly,2022-03-31,2022-03-31,91,100.0
190,004XMMN681,LimeLight,expired monthly,2022-01-01,2022-04-17,106,79.96
191,004XVQK228,CineQuest,expired monthly,2022-01-01,2022-01-08,7,12.0
192,004XVQK228,CineQuest,trial monthly,2022-02-18,2022-06-12,114,31.72
193,004ZETP103,RetroReel,expired monthly,2022-01-01,2022-05-23,142,149.95
194,004ZVVX124,CineQuest,paid monthly,2022-02-13,2022-05-13,89,36.03
195,004ZVVX124,CineQuest,discounted monthly,2022-06-14,2022-06-14,16,8.63
196,004ZXAB891,CineQuest,paid monthly,2022-01-05,2022-02-03,29,12.0
197,004ZXAB891,CineQuest,paid monthly,2022-04-17,2022-05-06,19,24.009999999999998
198,005AJTJ963,CineQuest,paid monthly,2022-02-02,2022-02-02,148,59.900000000000006
199,005APHH960,CineQuest,discounted monthly,2022-02-13,2022-02-13,137,28.0
200,005APHH960,Pulse,paid annual,2022-01-25,2022-01-25,156,50.01
201,005AVDY361,ChillStream,expired annual,2022-01-01,2022-01-28,27,100.02
202,005AVDY361,ChillStream,paid annual,2022-05-26,2022-05-26,35,100.0
203,005BCIQ004,LimeLight,expired annual,2022-01-01,2022-03-19,77,80.0
204,005CBWF649,Pulse,paid annual,2022-02-17,2022-02-17,133,50.01
205,005CLAH698,RetroReel,expired annual,2022-01-01,2022-03-05,63,120.0
206,005CLOA577,RetroReel,paid annual,2022-04-15,2022-04-15,76,119.99
207,005CVMO725,LimeLight,paid monthly,2022-04-20,2022-04-20,71,59.94
208,005CVMO725,RetroReel,expired annual,2022-01-01,2022-04-06,95,119.99
209,005DEST751,ChillStream,trial annual,2022-03-29,2022-03-29,93,84.27
210,005DEST751,CineQuest,paid annual,2022-01-21,2022-01-21,160,60.0
211,005DTWK409,RetroReel,paid monthly,2022-06-15,2022-06-15,15,29.99
212,005EBJD636,Pulse,paid annual,2022-05-24,2022-05-24,37,49.99
213,005EDVN799,RetroReel,expired monthly,2022-01-01,2022-05-22,141,150.0
214,005EDVN799,RetroReel,trial monthly,2022-06-07,2022-06-07,23,12.18
215,005FXWL713,CineQuest,expired monthly,2022-01-01,2022-01-04,3,12.0
216,005FXWL713,CineQuest,paid annual,2022-03-16,2022-03-16,106,59.99
217,005IKHP676,CineQuest,paid monthly,2022-04-30,2022-04-30,61,36.03
218,005IKHP676,LimeLight,paid monthly,2022-05-05,2022-05-05,56,40.0
219,005ITHJ033,LimeLight,paid monthly,2022-02-10,2022-02-10,140,100.05000000000001
220,005JAMG408,LimeLight,expired annual,2022-01-01,2022-03-06,64,79.99
221,005KMLV801,RetroReel,paid annual,2022-01-22,2022-01-22,159,119.98
222,005LMLD320,LimeLight,paid monthly,2022-03-24,2022-06-18,86,59.97
223,005MQWT219,LimeLight,paid monthly,2022-01-04,2022-01-04,177,119.88
224,005MVVN443,Pulse,paid monthly,2022-02-13,2022-03-28,43,16.02
225,005MVVN443,Pulse,trial monthly,2022-04-01,2022-04-01,90,21.9
226,005NNEI219,CineQuest,trial monthly,2022-04-04,2022-04-04,87,33.42
227,005NTLW643,CineQuest,paid monthly,2022-02-21,2022-05-07,75,36.03
228,005OXQY492,Pulse,paid monthly,2022-03-27,2022-03-27,95,32.08
229,005PSDD172,ChillStream,paid annual,2022-04-26,2022-04-26,65,100.01
230,005PSDD172,RetroReel,expired monthly,2022-01-01,2022-01-20,19,30.0
231,005PTBD329,RetroReel,paid monthly,2022-02-08,2022-02-08,142,150.05
232,005PUYF561,LimeLight,expired monthly,2022-01-01,2022-01-30,29,20.0
233,005PXUP242,LimeLight,paid monthly,2022-01-27,2022-05-14,107,80.0
234,005PXZW655,LimeLight,paid monthly,2022-02-06,2022-05-05,88,59.97
235,005QIBK768,Pulse,expired monthly,2022-01-01,2022-03-25,83,24.0
236,005QIBK768,Pulse,trial monthly,2022-05-17,2022-05-17,44,11.64
237,005QWTZ542,LimeLight,expired monthly,2022-01-01,2022-05-20,139,100.0
238,005RCWZ068,CineQuest,trial annual,2022-02-10,2022-02-10,140,25.93
239,005RVSJ622,RetroReel,expired annual,2022-01-01,2022-04-24,113,120.0
240,005TLRF516,Pulse,discounted monthly,2022-04-25,2022-05-02,7,5.01
241,005TQVA378,LimeLight,expired monthly,2022-01-01,2022-03-22,80,60.0
242,005TXTH594,LimeLight,expired annual,2022-01-01,2022-03-20,78,79.99
243,005TXTH594,LimeLight,paid annual,2022-05-27,2022-05-27,34,79.99
244,005UNBK676,RetroReel,paid annual,2022-02-24,2022-02-24,126,119.99
245,005UYEU370,CineQuest,expired monthly,2022-01-01,2022-01-29,28,12.01
246,005VGAL262,CineQuest,paid monthly,2022-02-07,2022-05-31,113,48.0
247,005YOXX437,ChillStream,discounted monthly,2022-05-17,2022-05-17,44,36.92
248,005YPOG658,Pulse,expired monthly,2022-01-01,2022-01-14,13,7.98
249,005YPOG658,Pulse,paid monthly,2022-03-30,2022-03-30,92,32.08
250,006BIGJ762,LimeLight,paid monthly,2022-04-30,2022-04-30,61,60.03
251,006CNBH288,RetroReel,paid monthly,2022-04-30,2022-04-30,61,89.97
252,006COXT561,RetroReel,paid monthly,2022-05-31,2022-05-31,30,30.01
253,006CSAF205,LimeLight,expired monthly,2022-01-01,2022-03-05,63,60.0
254,006DQSO238,CineQuest,discounted annual,2022-01-25,2022-01-25,156,55.71
255,006DYJP348,Pulse,expired annual,2022-01-01,2022-01-19,18,49.99
256,006EFVW924,CineQuest,paid monthly,2022-01-15,2022-01-15,166,71.88
257,006FKZP530,LimeLight,expired monthly,2022-01-01,2022-02-07,37,40.0
258,006FKZP530,LimeLight,paid monthly,2022-04-18,2022-04-18,73,59.97
259,006GITA462,CineQuest,expired monthly,2022-01-01,2022-05-13,132,59.95
260,006GNTK163,LimeLight,paid monthly,2022-03-24,2022-03-24,98,79.92
261,006IDRX772,LimeLight,trial annual,2022-05-26,2022-05-26,35,79.36
262,006KAHH236,Pulse,expired annual,2022-01-01,2022-03-19,77,49.99
263,006KAHH236,Pulse,trial monthly,2022-06-06,2022-06-06,24,7.38
264,006KUQM142,CineQuest,trial monthly,2022-05-16,2022-05-16,45,10.98
265,006LUUT405,ChillStream,paid monthly,2022-03-15,2022-03-15,107,100.0
266,006LUUT405,Pulse,expired monthly,2022-01-01,2022-03-28,86,24.03
267,006LZLE549,Pulse,expired monthly,2022-01-01,2022-03-18,76,23.94
268,006LZLE549,Pulse,paid monthly,2022-04-14,2022-04-14,77,24.0
269,006OIZP651,ChillStream,paid monthly,2022-01-14,2022-05-04,110,100.04
270,006PDGI783,ChillStream,paid monthly,2022-02-05,2022-02-05,145,125.0
271,006RFUX405,RetroReel,discounted monthly,2022-05-29,2022-05-29,32,47.56
272,006RHZT505,RetroReel,paid monthly,2022-03-05,2022-03-05,117,119.96
273,006RWGY195,ChillStream,paid monthly,2022-02-19,2022-02-19,131,125.05000000000001
274,006TTDK719,RetroReel,paid monthly,2022-01-13,2022-01-13,168,180.0
275,006VAPC920,Pulse,paid monthly,2022-03-17,2022-03-17,105,32.04
276,006WDBZ552,RetroReel,expired annual,2022-01-01,2022-01-10,9,119.98
277,006WMXU263,RetroReel,discounted monthly,2022-02-18,2022-02-18,132,83.2
278,006XYPC394,CineQuest,paid monthly,2022-06-16,2022-06-16,14,12.0
279,006ZEHK792,Pulse,expired annual,2022-01-01,2022-01-03,2,49.99
280,006ZEWQ508,CineQuest,paid monthly,2022-03-26,2022-03-26,96,48.0
281,006ZYSD972,ChillStream,paid annual,2022-05-30,2022-05-30,31,99.99
282,007BPVP508,ChillStream,paid monthly,2022-02-13,2022-03-26,41,50.02
283,007DOGV973,ChillStream,paid monthly,2022-04-05,2022-04-05,86,75.03
284,007DQLA070,LimeLight,paid annual,2022-01-13,2022-01-13,168,80.0
285,007EBFN621,CineQuest,expired monthly,2022-01-01,2022-02-27,57,24.0
286,007EBFN621,CineQuest,paid annual,2022-04-20,2022-04-20,71,60.0
287,007HEEG878,RetroReel,paid monthly,2022-02-26,2022-02-26,124,150.0
288,007HEYK079,ChillStream,discounted monthly,2022-02-16,2022-05-03,76,55.53
289,007HNUM396,LimeLight,paid monthly,2022-02-23,2022-02-23,127,100.1
290,007IONX010,Pulse,paid monthly,2022-02-22,2022-02-22,128,40.0
291,007JGNE522,RetroReel,paid monthly,2022-01-14,2022-01-14,167,179.94
292,007JJBM916,RetroReel,expired annual,2022-01-01,2022-04-06,95,120.01
293,007JYRX276,RetroReel,paid monthly,2022-06-07,2022-06-07,23,30.0
294,007KFTT629,ChillStream,expired annual,2022-01-01,2022-02-11,41,100.0
295,007MVBQ657,CineQuest,expired monthly,2022-01-01,2022-01-31,30,12.01
296,007MVBQ657,CineQuest,paid monthly,2022-02-14,2022-02-14,136,59.95
297,007NELM107,LimeLight,paid annual,2022-05-05,2022-05-05,56,79.99
298,007OCVT539,RetroReel,expired annual,2022-01-01,2022-01-20,19,120.01
299,007ODOF136,ChillStream,paid monthly,2022-04-18,2022-04-18,73,75.06
300,007QEIL853,Pulse,paid monthly,2022-05-23,2022-05-23,38,15.98
301,007QFVA399,LimeLight,paid monthly,2022-02-23,2022-02-23,127,100.0
302,007QSGD032,RetroReel,paid monthly,2022-01-13,2022-01-13,168,180.0
303,007RAHR336,Pulse,trial annual,2022-03-19,2022-03-19,103,32.61
304,007RBCZ425,Pulse,paid monthly,2022-02-20,2022-06-29,129,40.05
305,007SEZN754,ChillStream,paid annual,2022-05-22,2022-05-22,39,99.99
306,007SGGD254,CineQuest,expired monthly,2022-01-01,2022-02-10,40,24.02
307,007TZKX369,ChillStream,paid annual,2022-06-07,2022-06-07,23,100.0
308,007VTTS788,CineQuest,paid annual,2022-01-10,2022-01-10,171,59.99
309,007WBUY207,Pulse,paid monthly,2022-03-16,2022-03-16,106,31.96
310,007XAFB326,CineQuest,expired monthly,2022-01-01,2022-01-21,20,11.99
311,007XAZW495,Pulse,paid annual,2022-03-16,2022-04-20,35,49.99
312,007XGFT366,Pulse,trial monthly,2022-01-27,2022-01-27,154,32.88
313,007XIUX386,ChillStream,paid annual,2022-01-19,2022-01-19,162,100.01
314,007XJDU250,RetroReel,discounted annual,2022-05-08,2022-05-08,53,56.18
315,007YODP449,Pulse,paid monthly,2022-02-28,2022-02-28,122,40.05
316,008BYAI639,ChillStream,paid annual,2022-01-10,2022-01-10,171,100.01
317,008DFCS661,LimeLight,paid monthly,2022-02-08,2022-06-15,127,100.1
318,008EJGC563,CineQuest,paid monthly,2022-02-12,2022-06-19,127,60.0
319,008ENDY646,LimeLight,paid monthly,2022-01-16,2022-04-29,103,79.96
320,008GCGC579,Pulse,paid monthly,2022-01-06,2022-01-06,175,48.06
321,008GPAN540,ChillStream,paid annual,2022-05-31,2022-05-31,30,100.0
322,008HUFE310,CineQuest,trial monthly,2022-02-03,2022-02-03,147,33.849999999999994
323,008JIXA533,CineQuest,trial monthly,2022-05-31,2022-05-31,30,9.35
324,008JQHS769,Pulse,paid monthly,2022-04-11,2022-04-11,80,24.0
325,008KBIH389,CineQuest,expired monthly,2022-01-01,2022-01-05,4,11.99
326,008KBIH389,CineQuest,paid monthly,2022-03-14,2022-04-08,25,23.98
327,008KZIC544,Pulse,paid annual,2022-01-21,2022-01-21,160,49.99
328,008LORV934,LimeLight,expired annual,2022-01-01,2022-04-04,93,80.01
329,008NBCW660,LimeLight,paid annual,2022-04-08,2022-04-08,83,79.99
330,008NRPW586,RetroReel,trial monthly,2022-03-05,2022-03-05,117,66.68
331,008OLVY250,ChillStream,paid monthly,2022-02-22,2022-02-22,128,125.0
332,008PMLJ543,CineQuest,paid monthly,2022-02-25,2022-02-25,125,60.05
333,008PVUV767,CineQuest,trial annual,2022-04-22,2022-04-22,69,59.5
334,008RBCH646,CineQuest,paid monthly,2022-04-25,2022-04-25,66,36.0
335,008RYDV189,Pulse,paid monthly,2022-06-18,2022-06-18,12,8.01
336,008RZUB139,ChillStream,paid monthly,2022-01-15,2022-04-19,94,100.04
337,008UZTO673,CineQuest,paid monthly,2022-01-04,2022-06-29,176,72.06
338,008VXDB743,RetroReel,paid monthly,2022-02-14,2022-02-14,136,150.0
339,008WMEQ926,Pulse,paid monthly,2022-05-03,2022-05-03,58,16.02
340,008YNFU804,ChillStream,paid monthly,2022-06-01,2022-06-01,29,24.98
