,ID,2023_REVENUE
137,016LXUI104,79.94
138,016OHSK771,79.99
139,016PARE178,200.10000000000002
140,016PJBD893,80.0
141,016UWSQ897,80.0
142,016XHQX010,80.01
143,016XKKN293,71.65
144,016YHAR018,139.92000000000002
145,017FCHV079,240.0
146,017FTCG762,40.0
147,017IYEH485,239.87999999999997
148,017PPDQ608,80.0
149,017SOQL997,220.11
150,017VRDH707,80.0
151,017WANR517,219.89
152,017ZUOQ892,120.02000000000001
153,018ILID103,259.95
154,018JQWM859,140.07000000000002
155,018NOMD554,40.0
156,018OGLN087,140.29999999999998
157,019GAMZ891,79.99
158,019HUZO580,259.87
159,019KWEW913,159.98
160,019RMYF977,219.89
161,019WCFM523,79.98
162,019XLLK713,160.0
163,020LLQN909,74.92999999999999
164,020MTYR398,89.65
165,020NCJW242,99.94999999999999
166,020QGYI708,100.0
167,020VLEL966,80.0
168,021BQNT823,219.89
169,021CLRG434,155.66000000000003
170,021CYYK192,79.99
171,021HMTS617,160.0
172,021IKLM931,160.07
173,021LHHP368,239.94
174,021NYBY276,80.0
175,021OGPA308,180.01
176,021SOMG129,239.88
177,021XWKH942,80.02
178,021ZINA742,199.8
179,022DEEO879,220.0
180,022EUFS929,80.0
181,022KRBF944,120.0
182,022LCFG185,160.0
183,022MTDU350,79.98
184,022ODOM133,280.15000000000003
185,022ORAK664,79.99
186,022TNQG939,19.98
187,022VSBY924,159.92
188,022WSQP330,219.98
189,022XZGJ976,240.0
190,023AEMD568,240.12
191,023JACZ720,79.96
192,023KSTZ127,80.0
193,023OBAE790,259.87
194,023QWHV917,80.01
195,023YBKB436,80.0
196,023ZPCU442,200.0
197,024CDKX638,240.0
198,024COKF930,100.0
199,024EAID291,219.89
200,024PZOR538,239.98000000000002
201,024QQRE334,119.88
202,024URLQ304,99.97999999999999
203,024VVIC434,219.89999999999998
204,024XAZB966,80.0
205,024XEGX467,69.51
206,024XMTM051,139.92999999999998
207,025CGZS202,159.84
208,025GTYJ034,119.99
209,025IVWT679,123.29
210,025MEBN694,179.90999999999997
211,025NQAL295,100.0
212,025RXMR903,119.94
213,025UMCY722,55.52
214,025XILG335,79.98
215,025YMFI743,100.0
216,026DSWO376,199.7
217,026EMLC497,140.0
218,026IMJQ245,160.08
219,026JUGA498,65.1
220,026OHPD321,239.76
221,026OJXT664,140.07000000000002
222,026OZCH655,160.0
223,026SHHC102,139.94
224,026TCAF188,220.0
225,026TIBP449,40.0
226,026XKSR079,79.98
227,026XXER432,137.17
228,026YHQQ997,120.0
229,027FGUK196,59.97
230,027INHN718,80.0
231,027JSJR650,159.92
232,027LCKC969,60.03
233,027SHZU688,140.0
234,027UIEB629,160.03
235,027WIAZ178,79.56
236,027WRRG531,60.0
237,027XRPZ616,99.97
238,028CDVH587,80.0
239,028LQMU000,80.0
240,028MKPI360,159.94
241,028NIYO825,79.99
242,028OKYV684,171.54
243,028YDML976,80.01
244,028ZHFX355,79.99
245,029AFLP481,128.3
246,029MONS807,119.97
247,029MWBW680,149.6
248,029PEPP791,80.0
249,029QTGK700,219.89
250,029TIYB373,180.03
251,029TJSG675,80.0
252,029WHZE211,199.99
253,029YYCK736,200.10000000000002
254,029ZDFO054,100.0
255,030AYOW415,59.97
256,030CQBR544,180.0
257,030CUNR849,120.01
258,030GUCT701,140.14
259,030HDNY468,80.01
260,030HJKU811,220.05
261,030JYTU571,80.02
262,030PDMK353,80.0
263,030PMCL177,80.0
264,030PNMS717,79.96
265,030RGUW544,160.08
266,030WXQS882,260.0
267,030XMNF798,60.0
268,030XPXV557,119.94
269,030YMJC402,159.92
270,031BPCV774,79.99
271,031DDYY614,79.98
272,031EFKI010,240.12
273,031SBKW341,180.0
274,031SBNW862,180.05
275,031SKYW077,80.0
276,031VIOS000,80.02
277,031XMQM855,200.0
278,032BKUP986,179.92999999999998
279,032CCVE272,79.99
280,032CZYD189,80.0
281,032DDSZ482,80.01
282,032GEDB463,100.0
283,032KBQE129,20.0
284,032ONOU750,160.0
285,032ORNY757,219.89
286,032XYCK489,159.92
287,033DFBH898,79.99
288,033DNHG900,226.1
289,033EHXR794,220.0
290,033EXGP150,80.01
291,033FJIK272,199.95999999999998
292,033GJAZ701,198.16000000000003
293,033ILWH318,219.95999999999998
294,033NQNT451,151.84
295,033QTQX411,200.0
296,033QVNP959,19.99
297,033ZIDK420,159.92
298,033ZTUZ317,219.89
299,034CZGW408,80.02
300,034EWOC123,170.63
301,034GPKQ349,80.01
302,034KGAH110,214.04999999999998
303,034LFUN305,79.92
304,034QEGT008,239.88
305,034QHWS574,200.0
306,034QQFZ014,199.89999999999998
307,034UDWS704,120.0
308,034VPTV564,79.99
309,034ZCHN662,220.22
310,035CZQP032,140.0
311,035HXNY707,33.32
312,035ISEF809,80.02
313,035KSUW289,199.89999999999998
314,035NDQV170,64.57
315,035WMYN849,80.0
316,035WQYI890,79.96
317,036ACEB416,161.5
318,036LEWQ487,100.05000000000001
319,036SKJJ399,100.05000000000001
320,036TGGJ227,139.97
321,036XCKF063,179.91
322,037MBSW349,80.0
323,037QBFQ318,59.97
324,037QQCE805,159.84
325,037RYOD470,86.34
326,037URLT539,80.03
327,037WAOQ204,180.0
328,037XGYH370,79.98
329,037ZPOL811,180.09
330,038ICXZ103,240.0
331,038OYED650,80.04
332,038SIWK721,79.99
333,038SNKY611,80.0
334,038UCOU281,240.05
335,038VWAH719,139.92999999999998
336,038XOVB561,220.11
337,039DSHW728,80.0
338,039GVXP109,80.0
339,039HMQP553,120.06
340,039IDHM264,140.0
341,039MIHU158,162.44
342,039UXYK028,40.02
343,039XUVN664,151.39000000000001
344,039ZKHB927,80.0
345,040AKOV547,20.01
346,040BUFV643,107.16
347,040EMFJ698,100.0
348,040EYFR027,179.91
349,040EZOF795,20.02
350,040FTWH222,40.0
351,040PPNY775,200.01000000000002
352,040QFUU263,179.82
353,040TNWD677,180.0
354,040WUXS551,219.89
355,040ZRFZ841,219.89
356,041ASLP853,140.01999999999998
357,041EKEP011,80.12
358,041JUJZ223,80.0
359,041KLPN949,80.01
360,041KOAW766,140.0
361,041NEPR258,80.01
362,041PTVY363,240.0
363,041QBSC636,140.0
364,041QHSP961,59.97
365,041QIOZ113,79.98
366,042DDAW232,79.98
367,042IZOC363,139.92999999999998
368,042JJSY962,140.0
369,042LTSM154,120.0
370,042OJRH311,174.23000000000002
371,042PTAR885,179.94
372,042PWLD867,80.01
373,042SWKP260,159.92
374,043AXCS444,100.05000000000001
375,043DYTT639,79.96
376,043GRJK872,80.0
377,043KBPY591,219.99
378,043KGQS377,139.92999999999998
379,043NSQA458,80.02
380,043SRHS598,259.87
381,043SVHB387,79.99
382,043UKXP254,139.92999999999998
383,043WSJU338,145.42000000000002
384,044BBDU751,260.13
385,044EOUP746,79.99
386,044KQCA273,47.06
387,044MFGA353,80.01
388,044SCOP315,59.97
389,044UDZO089,79.99
390,045BPCS856,80.0
391,045CZVE292,80.01
392,045DZGD615,159.99
393,045GBUM624,28.380000000000003
394,045JSZF184,260.17
395,045LXQG286,65.6
396,045NHGU944,239.88
397,045QCOK064,200.01999999999998
398,045TJDK839,240.0
399,045VZAO033,219.98
400,045WPGR427,239.88
401,045XYYD385,80.01
402,045YOZM412,79.99
403,046BCJW783,240.09
404,046BOOK097,180.0
405,046BYDU659,200.01
406,046DPUC999,159.92
407,046GQYN988,160.0
408,046JXNZ767,180.0
409,046KLWM289,80.0
410,046VMGK505,99.94999999999999
411,047BELQ917,220.07
412,047CTFE296,220.22
413,047FDAX179,139.92999999999998
414,047GGUB429,59.989999999999995
415,047KCOB066,120.12
416,047NLOH599,240.0
417,047UDAH278,20.0
418,047WQPW733,19.99
419,047WTJD668,19.99
420,048BBCX771,220.10000000000002
421,048EQFA474,400.18
422,048NCLD879,100.05000000000001
423,048NXLH452,80.0
424,048OPSJ558,180.0
425,048QBRB698,80.0
426,048QDEY521,240.12
427,048WIVC958,180.0
428,048YGXX117,20.02
429,049FKTX858,220.11
430,049KIQJ581,179.82
431,049MKNS708,80.02
432,049RTJM258,100.0
433,049RYVW899,80.02
434,049TPBI531,200.0
435,049YMKW451,280.01
436,050AJYH944,159.92
437,050BMUJ768,240.0
438,050HAIV525,100.0
439,050TDDI547,100.05000000000001
440,050WDZI800,80.0
441,051GBIF595,240.04000000000002
442,051JGGU235,79.98
443,051NCBA522,204.84
444,051VGGR586,40.0
445,051WQNR483,47.09
446,052AOCK438,140.07000000000002
447,052AWSG732,79.96
448,052BEZL021,80.01
449,052FISI854,80.0
450,052HXHA348,100.05000000000001
451,052IINE076,79.99
452,052IOZS639,80.0
453,052LHAN854,80.01
454,052MYFU956,160.08
455,052PDTA835,200.0
456,052PLRL110,19.99
457,052RWHP799,60.0
458,053GSXW044,119.94
459,053IFHC832,140.0
460,053MUIH329,219.44
461,053QCBY795,80.01
462,053RUSN577,127.56
463,053VTXJ418,100.1
464,054CIPT104,240.03999999999996
465,054HHYF106,60.0
466,054JJWN102,80.0
467,054LUBJ669,199.89999999999998
468,054TJFP197,159.84
469,054UFLJ157,100.01
470,054YXPA030,80.01
471,055DFRF616,160.01
472,055KHPF026,40.0
473,055KKYF515,100.0
474,055OMVU482,192.79999999999998
475,055WFBZ071,29.83
476,056BIHN964,179.91
477,056BIOG521,30.089999999999996
478,056CXZO464,289.37
479,056EETQ547,180.15
480,056JOJQ292,220.11
481,056KSSL954,160.05
482,056MPLV132,79.99
483,056OLJI219,19.99
484,056ROSL149,80.0
485,056VIYJ830,80.02
486,056VSDE233,180.0
487,056XULB186,240.0
488,057IXHY538,80.01
489,057OISJ409,220.11
490,057RCDS497,123.50999999999999
491,057TBCQ420,39.98
492,057TSRG491,159.98
493,058EGDH702,219.93
494,058ENRW676,160.0
495,058MXXU791,80.01
496,058NEBG127,160.08
497,058OUDM675,120.0
498,058PJFX107,320.06
499,058QJWR923,100.0
500,058QZPJ669,160.0
501,058SMYH652,80.0
502,059BXSD248,171.70999999999998
503,059GDRG309,240.12
504,059HZRQ740,179.91
505,059PRFR883,80.0
506,059RFQY457,239.99
507,059TNRQ818,80.04
508,059TUOL651,219.89
509,059YDFJ290,219.89
510,060IYDW354,140.01
511,060JDXF489,220.0
512,060JXUB989,180.0
513,060OJSG507,240.12
514,060PIEJ712,224.21000000000004
515,060SSXV576,239.76
516,060SVIW321,80.0
517,060YKSR387,260.04999999999995
518,061AKGG498,80.02
519,061GKXE832,179.91
520,061HSQQ879,79.99
521,061IFIP328,99.85
522,061MJJR686,159.76
523,061PDSR440,40.02
524,061PUHO717,60.0
525,061PYJH994,80.01
526,061PYKF633,80.01
527,061QSAO335,220.03
528,061XJAS894,20.0
529,061YKCH776,72.6
530,062DTFN427,77.44
531,062JQRR896,99.99
532,062JYBD367,139.92999999999998
533,062TCKT040,160.02
534,062YILC197,159.92
535,062ZBGL834,139.92999999999998
536,063CRRU999,160.03
537,063FZGE371,80.0
538,063HGXS473,100.00999999999999
539,063NFYF926,40.0
540,063TFXL141,120.0
541,064BFEY301,100.05000000000001
542,064CPXO500,240.11
543,064GPDP648,40.0
544,064HFDA413,139.95999999999998
545,064IPRN047,159.92
546,064MAIS133,60.03
547,064NZHX247,80.0
548,064RWAH134,100.0
549,064RWLM301,200.10000000000002
550,064UOSM492,100.0
551,064VMWD448,240.0
552,064XMFV963,80.01
553,064YWTX653,99.94999999999999
554,065ALMY576,80.0
555,065DRDH917,200.0
556,065GMYF396,259.87
557,065GTSG617,60.0
558,065HKUS566,140.07000000000002
559,065MHRQ143,120.0
560,065OCIB111,80.0
561,065TEBE573,80.08
562,065VCKY701,24.42
563,065VZGL828,80.0
564,066AAYV745,79.99
565,066DXGJ891,180.18
566,066FUMT195,220.0
567,066GRLX764,299.77
568,066JAXL837,120.12
569,066JTPT021,25.23
570,066LAEN008,40.02
571,066NKGG629,199.89999999999998
572,066PHPQ667,79.98
573,066WRID423,79.99
574,066WSEB209,80.01
575,067BYXF188,179.95
576,067CETE841,79.96
577,067DBIB571,240.0
578,067DMML056,88.80000000000001
579,067DWNZ971,112.72
580,067EDPC299,80.0
581,067MJIL336,59.94
582,067OVHT519,120.02000000000001
583,067VCQJ631,178.41000000000003
584,067WTMM006,219.89
585,067YEBO717,80.0
586,068HGRB522,79.99
587,068HVCM547,240.08
588,068JYSD639,188.8
589,068NEOW060,169.29999999999998
590,068QZUR033,80.02
591,068XKIA989,58.98
592,068YYXZ953,179.82
593,069FIAT560,80.0
594,069FOMA444,80.0
595,069FPYA763,179.91
596,069ISWV007,235.76
597,069LERD503,80.01
598,069LQEG131,120.02000000000001
599,069PCXK831,120.0
600,069PQTE101,160.08
601,069RTNW798,159.98000000000002
602,069SATW731,80.0
603,069YPRB681,39.98
604,070DBPZ089,138.68
605,070GBSZ875,199.8
606,070GGHT210,79.96
607,070KOKZ248,160.0
608,070MFKG142,219.89
609,070MZLW797,120.84
610,070NXZW299,199.89999999999998
611,070OQLF404,80.03
612,070PGRW348,220.0
613,070PYWI735,240.12
614,070RLSL788,240.0
615,070RRMT731,180.18
616,070VJGE300,40.02
617,070YCBB619,180.09
618,070ZYCW794,160.01
619,071ACIX989,160.24
620,071DJHU382,79.97
621,071IQCE503,212.14
622,071MRWT929,360.0
623,071MZSW837,80.01
624,071RHFP492,119.99
625,071YZED747,119.97999999999999
626,071ZKAP091,179.82000000000002
627,072DWIE036,120.06
628,072GYCP526,219.89
629,072IYWL452,219.89
630,072JGQI940,80.0
631,072SQDM188,239.88
632,072TGJD515,80.0
633,073AWTP354,19.99
634,073ELEV518,79.99
635,073KJTH441,100.0
636,073LHBR667,80.0
637,073LXFZ369,80.01
638,073TCHR848,79.98
639,073WONP056,220.11
640,073WSIA196,79.99
641,073XTEM999,159.92
642,074AKUW449,179.95
643,074EGFX460,79.99
644,074UAKJ636,79.98
645,074URWF495,219.78
646,074VPBO137,80.02
647,074VZYL412,179.98
648,074ZGXK830,160.08
649,075CCDG707,96.27000000000001
650,075EEMJ526,80.0
651,075EUOY005,199.95999999999998
652,075GGQX283,88.25999999999999
653,075MJPX791,80.0
654,075OAAU357,40.0
655,075YDNB577,80.0
656,075ZSEG311,140.0
657,076AJSU935,80.0
658,076AZEQ530,160.01
659,076BRNS976,80.0
660,076DONM706,199.89999999999998
661,076EOJQ588,79.99
662,076IAXW878,19.99
663,076JFGZ675,240.12
664,076JYIB691,79.98
665,076KNHS354,99.94999999999999
666,076KPMN052,80.0
667,076KVSN127,120.0
668,076MOPK481,167.79
669,076OUQL826,60.0
670,076ZKZV866,79.99
671,077CQIJ363,80.0
672,077CYZC246,152.91
673,077DXJT187,59.97
674,077EAWP116,79.98
675,077IHIR693,239.88
676,077NPBN471,100.1
677,077UKAV871,16.88
678,077VCEU079,80.01
679,077WBRP302,80.0
680,077XBLO880,26.61
681,077XJAE458,139.03
682,077XTHS612,180.09
683,077YOFJ431,80.0
684,078IBUF618,219.98
685,078WOOV053,80.0
686,078XJPT283,200.0
687,079BCDI225,40.0
688,079FBJE267,200.0
689,079OOKS674,20.0
690,079PYHB762,80.01
691,079WQCB198,240.12
692,079XDJC151,260.07000000000005
693,079ZNIV884,140.14
694,080DHTW307,80.0
695,080ENSX898,99.94999999999999
696,080EQFE666,160.16
697,080FFUZ524,54.2
698,080HTFP424,80.01
699,080PHVY125,80.04
700,080SEXG094,79.99
701,080WJHF482,179.91
702,080XCLT436,100.05000000000001
703,080YLTY468,159.93
704,081GECU066,120.0
705,081IJWM088,79.99
706,081JOBJ815,40.02
707,081NBZY492,119.94
708,081NMON832,80.01
709,081ZCUN513,119.99
710,082BTDU016,160.01
711,082DDTX738,181.73000000000002
712,082EGKK398,40.0
713,082FIGH240,99.97999999999999
714,082FTEX821,115.56
715,082IYNG677,240.12
716,082KOLB663,179.92
717,082MIGR724,200.10000000000002
718,082MJDS997,112.02
719,082QPDQ721,139.92999999999998
720,082RLOD646,79.99
721,082SBBA894,79.99
722,082STXJ000,240.12
723,082TYAB759,160.0
724,082VDUC504,80.01
725,082XIZY985,240.12
726,083AMKL487,80.0
727,083BYSJ122,199.8
728,083CIXH498,320.0
729,083DYCO606,259.87
730,083ITUW542,80.02
731,083PGWG092,60.03
732,083ZPKF650,160.01
733,084ABIT141,160.08
734,084BYWZ457,60.0
735,084CIOS440,79.99
736,084FFKY159,80.0
737,084MKBM279,299.7199999999999
738,084NGTI007,180.0
739,084UJXT811,80.0
740,084WLSM126,140.0
741,084XVRQ065,219.89
742,085AMAR586,76.31
743,085BSNC384,240.07000000000002
744,085DZKC448,80.01
745,085ECSR972,80.0
746,085GBDF262,80.0
747,085GMAT383,220.0
748,085KZON555,240.0
749,085LRIK867,199.89999999999998
750,085NBUT572,84.51
751,085VUVY816,79.98
752,086EPFX755,200.0
753,086FASW673,19.99
754,086FNNO668,173.44
755,086FWRU425,220.0
756,086MSKP996,80.01
757,086SGAH704,99.94999999999999
758,086XHRQ547,80.01
759,087ETLV544,80.02
760,087EXAQ660,120.0
761,087GSFJ765,200.0
762,087LWXF272,159.88
763,087MFEZ921,100.05000000000001
764,087SHKC308,200.0
765,087TIHQ110,79.99
766,087WTDP514,160.0
767,087YNXO160,159.84
768,087ZEIC987,218.28
769,087ZJTY004,100.0
770,088ASWA760,190.92999999999998
771,088BACX102,226.11
772,088DUXI182,0.0
773,088EZHT820,19.99
774,088JFCM913,80.01
775,088JTKK688,80.0
776,088KUPW216,239.88
777,088LEVW392,69.81
778,088LZJM424,59.519999999999996
779,088QSSV002,154.83
780,088RXWP150,140.07000000000002
781,088ZUMF566,219.89
782,089AXSR091,154.70999999999998
783,089BVKD526,79.99
784,089CRKJ754,160.0
785,089KGMW779,20.0
786,089NRAD585,160.01
787,089OPCT565,219.89
788,089ZBBP785,79.98
789,089ZUSV221,240.0
790,090BMCK175,180.0
791,090BRRO805,240.0
792,090BXVZ449,99.94999999999999
793,090BYJN874,240.12
794,090CYBR370,39.98
795,090DQSK541,80.01
796,090ECDU341,140.0
797,090JQHQ876,19.99
798,090JSMU390,79.99
799,090KUIJ675,79.99
800,090THQO168,80.02
801,091JTRS765,200.10000000000002
802,091LWFF647,79.99
803,091LWPW732,180.0
804,091MKOD648,100.0
805,091PSBD776,79.4
806,091QUKT412,20.02
807,091UCFF987,180.95
808,091VAXH150,79.98
809,092ABOV115,80.01
810,092KNJE372,179.97
811,092MUZC743,220.22
812,092ROPL644,80.0
813,092TJPS367,80.01
814,093AXKI588,220.0
815,093FRUH864,160.0
816,093PBKD154,80.0
817,093PKNW056,180.01
818,093QCUN734,79.99
819,093QNMN093,120.0
820,093TFAJ931,64.5
821,093TPUE896,79.97
822,093WEZQ381,40.02
823,093WVIZ035,219.95999999999998
824,093ZENE463,80.0
825,093ZHRR152,119.97999999999999
826,094JSAP807,59.97
827,094MJAC491,240.0
828,094OLJW377,160.16
829,094RTLH655,80.01
830,094TMWS502,80.0
831,094YNDM587,80.0
832,094ZMWK445,60.0
833,095EGAR624,20.01
834,095EVWC274,98.69
835,095FFFA715,79.96
836,095FMSE772,80.01
837,095IPHX800,100.05000000000001
838,095JHJI750,177.67999999999998
839,095RMKA360,173.97
840,096GUJD874,39.85
841,096MBRM042,79.99
842,096OIYD030,80.01
843,096OJXJ318,160.0
844,096SESP785,80.0
845,096SPQV828,260.0
846,096WAMT246,80.06
847,096ZMUW146,160.08
848,096ZXHR201,199.8
849,097DIAD736,269.0
850,097DRPO587,106.77000000000001
851,097FQYQ320,79.99
852,097KCSV135,80.01
853,097KERZ745,80.0
854,097KLOB305,100.05000000000001
855,097MUHX043,199.89999999999998
856,097OCND461,139.99
857,097OEUT340,99.94999999999999
858,097QNOI571,40.0
859,097XLXW670,100.0
860,097YIKP536,140.0
861,097ZDSB017,79.96
862,098FHMF040,200.0
863,098FWTB960,139.86
864,098GOZK990,140.0
865,098JTTZ529,219.89
866,098LWRM790,80.0
867,098MBMJ245,140.0
868,098NSCJ344,120.06
869,098SUXH788,220.0
870,098TWTJ847,39.98
871,098YQCG870,140.07000000000002
872,098ZGKX700,239.88
873,099ALUQ866,240.12
874,099AYTN700,300.11
875,099ENCB577,80.02
876,099ERHD134,80.0
877,099MJFD222,239.92999999999998
878,099NVQF289,159.92
879,099OQQR753,100.01
880,099OXAC097,104.98
881,100CPUI233,220.0
882,100KODO183,160.06
883,100LBDS538,80.01
884,100LHYX935,40.0
885,100ORMX709,140.07000000000002
886,100VTXD504,160.02
887,100XRFI146,40.02
888,100YYXG744,80.0
889,101FGMU612,147.26999999999998
890,101FUFL323,160.08
891,101GLMO880,79.99
892,101HGEJ300,54.01
893,101LAJR788,220.0
894,101PTLG525,180.09
895,101TBMS234,83.28
896,101VRHY955,80.0
897,101WUDZ922,80.01
898,101YFPE390,190.89999999999998
899,101ZTAP819,71.33
900,102BMPW468,220.0
901,102KLMT517,79.99
902,102LGAQ412,79.99
903,102UNAX812,80.01
904,102YAPP480,80.01
905,103CUTH781,159.94
906,103HIPU095,79.99
907,103HLSB561,160.0
908,103NQJF308,80.02
909,103PWIF037,219.89
910,103THQD244,140.0
911,103VIEQ219,140.04000000000002
912,104CROI977,61.53
913,104HRFY999,80.01
914,104RTJV935,20.01
915,104STDE538,80.0
916,105BZWE651,40.02
917,105NYLG604,239.88
918,105OVZE742,180.0
919,105PPAU698,220.11
920,105QVZJ733,180.09
921,105SXAS460,239.77
922,105VUKU626,79.99
923,105WCPL733,139.86
924,105WDGI343,19.99
925,105XZEF752,120.06
926,105YNGF180,180.0
927,106AFLM697,232.95
928,106GUNS844,86.28
929,106PSJI765,80.0
930,106UFAE903,73.71000000000001
931,106WPES754,166.29999999999998
932,106WUFS899,159.92
933,107EYUP356,260.13
934,107GDTW691,60.0
935,107GMOS618,159.99
936,107GUKK007,80.01
937,107IBBX865,79.96
938,107QSQY058,200.01
939,107VRBW385,76.59
940,108AGBO622,200.10000000000002
941,108BFXQ364,79.98
942,108BIDN805,180.0
943,108HYWH772,100.0
944,108IFLC760,168.61
945,108LALN168,127.04
946,108LJGD928,40.0
947,108NPVL419,199.89999999999998
948,108PPIR662,240.0
949,108PTXI313,80.0
950,108THJR604,79.99
951,108UMRK609,239.88
952,109BBEW366,220.22
953,109BRFC023,57.07
954,109CSFT424,80.01
955,109EEMG207,80.0
956,109FGDQ359,80.0
957,109GLUI001,80.0
958,109GQHV309,60.06
959,109JFSD552,200.0
960,109MPTA727,100.05000000000001
961,109OWIB765,79.96
962,109PMKR945,60.0
963,109VZYQ296,100.0
964,109XURK276,160.0
965,110AIXO820,137.02
966,110EMER433,200.10000000000002
967,110GNZT335,60.0
968,110HJZE988,60.03
969,110HRSX027,80.0
970,110NSWT808,120.0
971,110NUVF780,80.04
972,110OUYD339,240.0
973,110PSPW266,180.18
974,110RHXO216,139.86
975,110SWLB308,40.04
976,110SXAR294,220.14999999999998
977,110VKZR150,100.01
978,110ZCED916,100.0
979,111BYNK884,119.94
980,111CFTL414,180.0
981,111GTRQ636,180.0
982,111GWIQ946,140.14
983,111GZUF550,99.9
984,111IAUH947,80.04
985,111OFCK456,180.04000000000002
986,111XQRY093,140.0
987,111ZCTB854,64.96
988,112ABWS089,120.06
989,112AUWT896,179.91
990,112CLWW800,20.01
991,112KQNJ230,179.82
992,112MSPW726,100.0
993,112PKDS275,80.08
994,112SVWM624,160.08
995,112UQXV792,80.0
996,112YZBS164,131.18
997,112ZQTC916,80.01
998,113CSTN009,220.0
999,113FBWN035,60.03
1000,113IFPY954,61.559999999999995
1001,113IIJJ043,120.02000000000001
1002,113MANB882,312.4
1003,113MXBA362,120.06
1004,113OTRU725,112.68
1005,113OVGV827,100.1
1006,113WNIM052,159.92
1007,113WVDY661,60.0
1008,114BWQH881,60.0
1009,114DEVQ413,80.01
1010,114FMMU944,200.0
1011,114GBEU919,220.13
1012,114JASU652,80.0
1013,114PPOT411,219.89
1014,114RWUH895,239.88
1015,114XDTO992,39.98
1016,115CCEY682,179.91
1017,115CKBY791,200.0
1018,115DKBV510,80.01
1019,115EWFD646,300.09000000000003
1020,115IQTA645,140.05
1021,115ITBT449,80.0
