,ID,BRAND,RECENCY,REVENUE,SUB,DATE,FREQUENCY
25,000TOJT688,LimeLight,2,20.01,['paid monthly'],2022-12-29,3
26,000TOJT688,Pulse,121,59.04,['paid monthly'],2022-09-01,3
27,000TZZT543,RetroReel,352,360.0,['paid monthly'],2022-01-13,1
28,000UCAC008,CineQuest,101,83.99000000000001,"['expired monthly', 'paid monthly']",2022-09-21,1
29,000UJBA972,RetroReel,138,149.95,['paid monthly'],2022-08-15,1
30,000ULLT010,RetroReel,264,270.0,['paid monthly'],2022-04-11,1
31,000UPJQ162,RetroReel,130,120.01,['paid annual'],2022-08-23,1
32,000UQTO352,LimeLight,7,20.02,['paid monthly'],2022-12-24,2
33,000UQTO352,Pulse,38,87.89,['expired monthly'],2022-11-23,2
34,000UTKY023,Pulse,354,96.0,['paid monthly'],2022-01-11,1
35,000VITQ690,CineQuest,134,73.88,"['paid monthly', 'paid monthly', 'discounted monthly']",2022-08-19,1
36,000VLET636,RetroReel,212,120.01,['paid annual'],2022-06-02,1
37,000XORN373,ChillStream,336,100.01,['paid annual'],2022-01-29,1
38,000XYZK575,Pulse,159,50.0,['paid annual'],2022-07-25,1
39,000YBDY680,Pulse,30,6.67,['trial monthly'],2022-12-01,1
40,000YRER318,CineQuest,72,40.86,['paid monthly'],2022-10-20,1
41,000YUBG396,RetroReel,263,269.82,['paid monthly'],2022-04-12,1
42,000YWTK044,Pulse,297,50.01,['paid annual'],2022-03-09,1
43,000ZBDO909,LimeLight,222,160.0,['paid monthly'],2022-05-23,1
44,001AJCT513,ChillStream,358,300.12,['paid monthly'],2022-01-07,1
45,001ARPK279,ChillStream,95,100.04,['paid monthly'],2022-09-27,1
46,001AVSB880,LimeLight,67,60.0,['paid monthly'],2022-10-25,1
47,001BZBX615,RetroReel,217,120.0,['paid annual'],2022-05-28,1
48,001DJNA725,LimeLight,95,79.99,['paid annual'],2022-09-27,1
49,001DLTR482,CineQuest,212,72.12,['expired monthly'],2022-06-02,1
50,001FSQJ082,ChillStream,267,225.0,['paid monthly'],2022-04-08,1
51,001GBJC687,LimeLight,12,20.02,['paid monthly'],2022-12-19,1
52,001GUVF664,LimeLight,247,80.01,['paid annual'],2022-04-28,1
53,001JDME989,LimeLight,21,76.56,['discounted annual'],2022-12-10,1
54,001JYOY737,LimeLight,208,140.0,['paid monthly'],2022-06-06,1
55,001KIWF507,RetroReel,227,239.92,['paid monthly'],2022-05-18,1
56,001LPDP619,Pulse,354,96.12,['paid monthly'],2022-01-11,1
57,001MJIH685,Pulse,177,50.01,['paid annual'],2022-07-07,1
58,001NKRX135,Pulse,18,49.99,['paid annual'],2022-12-13,1
59,001NOKZ662,CineQuest,105,60.0,['paid annual'],2022-09-17,2
60,001NOKZ662,RetroReel,241,269.90999999999997,['paid monthly'],2022-05-04,2
61,001NUQI691,ChillStream,196,50.04,['paid monthly'],2022-06-18,1
62,001OJEK601,ChillStream,284,275.0,"['expired monthly', 'paid monthly']",2022-03-22,1
63,001OZTH974,Pulse,22,50.0,['paid annual'],2022-12-09,1
64,001PIBK965,CineQuest,226,96.08,['paid monthly'],2022-05-19,2
65,001PIBK965,LimeLight,292,60.06,['expired monthly'],2022-03-14,2
66,001PILU789,CineQuest,262,60.0,['paid annual'],2022-04-13,1
67,001PKYB529,LimeLight,73,60.0,['paid monthly'],2022-10-19,1
68,001QBUN395,CineQuest,284,120.1,['paid monthly'],2022-03-22,1
69,001QSLT093,Pulse,118,99.96,"['expired annual', 'paid annual']",2022-09-04,1
70,001RBOC950,LimeLight,42,39.98,['paid monthly'],2022-11-19,1
71,001RLIN262,LimeLight,235,160.08,['paid monthly'],2022-05-10,1
72,001SIVU071,ChillStream,112,36.56,['discounted annual'],2022-09-10,3
73,001SIVU071,LimeLight,357,240.12,['paid monthly'],2022-01-08,3
74,001SIVU071,Pulse,143,97.88,"['expired monthly', 'paid annual']",2022-08-10,3
75,001SQXC187,CineQuest,100,72.0,['paid monthly'],2022-09-22,1
76,001SXFZ276,ChillStream,243,99.96000000000001,"['expired monthly', 'paid monthly']",2022-05-02,1
77,001TTLN903,CineQuest,168,37.88,"['trial monthly', 'paid monthly']",2022-07-16,2
78,001TTLN903,Pulse,155,50.01,['paid annual'],2022-07-29,2
79,001UAHA863,ChillStream,243,200.03,"['expired monthly', 'paid annual']",2022-05-02,3
80,001UAHA863,CineQuest,46,96.0,['paid monthly'],2022-11-15,3
81,001UAHA863,Pulse,215,40.05,['expired monthly'],2022-05-30,3
82,001UDSL771,CineQuest,173,72.0,['paid monthly'],2022-07-11,1
83,001UFAQ102,CineQuest,10,87.2,"['paid annual', 'discounted annual']",2022-12-21,1
84,001UYQB422,LimeLight,322,80.0,['paid annual'],2022-02-12,1
85,001VLBV485,CineQuest,209,143.99,"['expired annual', 'paid monthly']",2022-06-05,1
86,001WKVX393,LimeLight,85,60.0,['paid monthly'],2022-10-07,1
87,001WOTZ983,Pulse,156,87.94,"['expired monthly', 'paid monthly']",2022-07-28,1
88,001WZZE262,LimeLight,335,80.0,['paid annual'],2022-01-30,1
89,001XDRM026,LimeLight,107,180.0,['expired monthly'],2022-09-15,1
90,001XPYF468,Pulse,282,80.0,['paid monthly'],2022-03-24,1
91,001YPUL192,ChillStream,149,124.94999999999999,['paid monthly'],2022-08-04,1
92,002ANIL633,Pulse,159,50.02,['paid annual'],2022-07-25,1
93,002ARCP357,ChillStream,158,147.18,['discounted monthly'],2022-07-26,1
94,002BKVK889,ChillStream,133,62.75,['discounted monthly'],2022-08-20,1
95,002BZGD044,CineQuest,134,60.0,['paid annual'],2022-08-19,2
96,002BZGD044,RetroReel,342,29.98,['expired monthly'],2022-01-23,2
97,002CNQR282,LimeLight,68,140.03,"['expired annual', 'paid monthly']",2022-10-24,1
98,002CUYF788,LimeLight,24,20.0,['paid monthly'],2022-12-07,1
99,002CXBG255,CineQuest,149,36.28,['discounted annual'],2022-08-04,1
100,002EAAX725,CineQuest,92,60.0,['paid annual'],2022-09-30,1
101,002EXCW867,LimeLight,64,60.03,['paid monthly'],2022-10-28,2
102,002EXCW867,RetroReel,277,299.9,['paid monthly'],2022-03-29,2
103,002FCKO341,RetroReel,184,119.97,['expired annual'],2022-06-30,1
104,002FIHW100,CineQuest,39,129.43,"['expired monthly', 'trial monthly', 'paid monthly']",2022-11-22,1
105,002FMLQ798,Pulse,47,87.89,['expired monthly'],2022-11-14,1
106,002GOMV479,LimeLight,24,80.0,['paid annual'],2022-12-07,1
107,002HTBP303,CineQuest,298,143.92000000000002,"['expired monthly', 'paid monthly']",2022-03-08,1
108,002IPLW094,RetroReel,313,330.0,['paid monthly'],2022-02-21,1
109,002IWPX234,CineQuest,343,144.0,['paid monthly'],2022-01-22,1
110,002JYSZ401,LimeLight,211,260.0,"['expired monthly', 'paid monthly']",2022-06-03,1
111,002KBTX257,ChillStream,94,148.0,"['expired monthly', 'discounted monthly']",2022-09-28,1
112,002KDWJ981,ChillStream,25,50.0,['paid monthly'],2022-12-06,1
113,002KGKA332,CineQuest,124,60.01,['paid annual'],2022-08-29,1
114,002KIAG292,Pulse,319,88.0,['paid monthly'],2022-02-15,1
115,002MYOP233,RetroReel,123,149.95,['paid monthly'],2022-08-30,1
116,002NKQR179,LimeLight,75,100.03999999999999,"['paid monthly', 'paid monthly']",2022-10-17,1
117,002NLTJ592,Pulse,117,135.04000000000002,"['expired monthly', 'paid monthly', 'trial monthly']",2022-09-05,1
118,002NWGK515,Pulse,341,96.0,['paid monthly'],2022-01-24,1
119,002NYZB724,CineQuest,215,95.92,['paid monthly'],2022-05-30,2
120,002NYZB724,Pulse,63,50.0,['expired annual'],2022-10-29,2
121,002OADV079,ChillStream,249,275.0,"['expired monthly', 'paid monthly']",2022-04-26,1
122,002ODJA245,Pulse,100,72.17999999999999,['expired monthly'],2022-09-22,1
123,002OFHC379,CineQuest,154,59.99,['paid annual'],2022-07-30,2
124,002OFHC379,Pulse,164,50.0,['paid annual'],2022-07-20,2
125,002PPXS156,LimeLight,39,120.02000000000001,"['expired annual', 'paid monthly']",2022-11-22,1
126,002PXRI930,LimeLight,323,80.0,['paid annual'],2022-02-11,1
127,002QROR117,LimeLight,140,80.01,['expired annual'],2022-08-13,1
128,002RFCE675,Pulse,130,55.97,"['expired monthly', 'paid monthly']",2022-08-23,1
129,002RIEU470,CineQuest,105,70.97999999999999,"['discounted annual', 'trial monthly']",2022-09-17,1
130,002RKAR661,ChillStream,109,99.96,['paid monthly'],2022-09-13,2
131,002RKAR661,RetroReel,316,329.89,['paid monthly'],2022-02-18,2
132,002RWXN391,CineQuest,75,216.0,"['paid annual', 'paid monthly']",2022-10-17,1
133,002SOIZ089,ChillStream,111,100.02,['paid annual'],2022-09-11,2
134,002SOIZ089,LimeLight,323,80.02,['paid annual'],2022-02-11,2
135,002TRCU179,RetroReel,129,150.0,['paid monthly'],2022-08-24,1
136,002UQOE027,RetroReel,42,60.02,['paid monthly'],2022-11-19,1
137,002URLO240,CineQuest,58,60.0,['paid annual'],2022-11-03,1
138,002VKQJ659,Pulse,139,15.98,['paid monthly'],2022-08-14,1
139,002VXNA655,Pulse,8,89.39,['paid monthly'],2022-12-23,1
140,002WGSA012,CineQuest,278,120.19999999999999,['paid monthly'],2022-03-28,1
141,002WKIG010,Pulse,110,56.07,['paid monthly'],2022-09-12,1
142,002XLWQ630,ChillStream,235,200.08,['paid monthly'],2022-05-10,1
143,002YJVX993,CineQuest,84,60.01,['paid annual'],2022-10-08,1
144,003AEKA966,LimeLight,100,93.18,"['discounted monthly', 'paid annual']",2022-09-22,1
145,003AFDK971,CineQuest,37,20.68,['discounted monthly'],2022-11-24,1
146,003ANID263,LimeLight,182,219.89,"['expired monthly', 'paid monthly']",2022-07-02,1
147,003AUQO335,Pulse,323,50.0,['paid annual'],2022-02-11,1
148,003DAQK199,ChillStream,350,299.88,['paid monthly'],2022-01-15,1
149,003FHPQ342,CineQuest,326,60.0,['paid annual'],2022-02-08,1
150,003FIZU237,CineQuest,9,59.99,['paid annual'],2022-12-22,1
151,003FXVZ713,Pulse,18,106.24000000000001,"['paid monthly', 'paid monthly', 'paid monthly']",2022-12-13,1
152,003GPNN238,LimeLight,58,259.88,"['expired monthly', 'discounted annual']",2022-11-03,1
153,003HHJL570,Pulse,209,49.99,['paid annual'],2022-06-05,1
154,003HLEM814,CineQuest,21,131.98000000000002,"['paid annual', 'paid monthly']",2022-12-10,1
155,003HOFE542,RetroReel,236,240.0,['paid monthly'],2022-05-09,1
156,003IMVF953,RetroReel,23,199.48999999999998,"['expired monthly', 'paid monthly', 'trial monthly']",2022-12-08,1
157,003ISHD993,ChillStream,26,9.51,['discounted monthly'],2022-12-05,1
158,003JAJC959,LimeLight,190,140.0,['paid monthly'],2022-06-24,1
159,003JOSE263,CineQuest,336,12.01,['expired monthly'],2022-01-29,1
160,003JXTS440,LimeLight,55,100.03,"['expired monthly', 'paid annual']",2022-11-06,1
161,003KGDD155,LimeLight,67,79.98,['paid annual'],2022-10-25,1
162,003KHGQ561,ChillStream,132,125.05000000000001,['paid monthly'],2022-08-21,2
163,003KHGQ561,RetroReel,80,120.0,['paid monthly'],2022-10-12,2
164,003LTEX955,LimeLight,149,79.99,['paid annual'],2022-08-04,1
165,003NBZB582,Pulse,122,48.06,['paid monthly'],2022-08-31,1
166,003NRLM550,LimeLight,130,100.0,['paid monthly'],2022-08-23,1
167,003OLXB119,Pulse,266,72.0,['paid monthly'],2022-04-09,1
168,003ONER290,CineQuest,184,108.45,"['trial monthly', 'paid monthly']",2022-06-30,1
169,003QYGK056,ChillStream,206,200.01,"['expired annual', 'paid annual']",2022-06-08,1
170,003QZTI046,CineQuest,42,96.02,"['expired monthly', 'paid monthly', 'paid monthly']",2022-11-19,1
171,003TEQR186,CineQuest,103,84.07,"['expired monthly', 'paid monthly']",2022-09-19,1
172,003UKIB964,RetroReel,69,210.0,"['expired monthly', 'paid monthly']",2022-10-23,1
173,003UYFP763,RetroReel,0,0.0,['paid annual'],2022-12-31,1
174,003WNAG684,ChillStream,299,100.0,['paid annual'],2022-03-07,1
175,003WSHV251,ChillStream,114,33.05,['discounted annual'],2022-09-08,1
176,003XKHS955,LimeLight,173,41.94,['trial monthly'],2022-07-11,1
177,003XTUL243,CineQuest,180,72.0,['paid monthly'],2022-07-04,2
178,003XTUL243,Pulse,44,49.99,['paid annual'],2022-11-17,2
179,003YZJM392,LimeLight,21,140.02,"['expired monthly', 'paid monthly']",2022-12-10,2
180,003YZJM392,RetroReel,138,150.0,['paid monthly'],2022-08-15,2
181,003ZURQ459,ChillStream,249,100.01,['paid annual'],2022-04-26,1
182,003ZZGJ163,Pulse,322,88.0,['paid monthly'],2022-02-12,1
183,004AKNN688,ChillStream,299,299.9,"['expired monthly', 'paid monthly']",2022-03-07,1
184,004AMJN950,LimeLight,179,120.0,['paid monthly'],2022-07-05,1
185,004AXNW235,CineQuest,138,88.7,"['trial annual', 'paid annual']",2022-08-15,1
186,004BELU613,ChillStream,289,74.94,['expired monthly'],2022-03-17,1
187,004BTTQ071,LimeLight,141,119.96,"['paid monthly', 'paid monthly']",2022-08-12,1
188,004EFKZ926,Pulse,2,122.04000000000002,"['trial annual', 'paid monthly']",2022-12-29,1
189,004EPOB480,RetroReel,182,120.02,['paid annual'],2022-07-02,1
190,004ERWY396,CineQuest,65,120.0,['paid monthly'],2022-10-27,1
191,004GBPK269,CineQuest,134,71.98,"['expired monthly', 'paid monthly']",2022-08-19,1
192,004GNEP305,LimeLight,249,80.0,['paid annual'],2022-04-26,1
193,004GNHV340,ChillStream,278,100.0,['paid annual'],2022-03-28,1
194,004ILUO342,LimeLight,322,79.99,['paid annual'],2022-02-12,1
195,004JKTR944,RetroReel,274,300.0,['paid monthly'],2022-04-01,1
196,004JNYB810,Pulse,143,73.99000000000001,"['expired monthly', 'paid annual']",2022-08-10,1
197,004JQHL248,RetroReel,48,117.05,['discounted annual'],2022-11-13,1
198,004JVWK677,LimeLight,103,159.92,"['expired monthly', 'paid monthly']",2022-09-19,1
199,004KQJC323,LimeLight,15,219.92999999999998,"['expired monthly', 'paid annual', 'paid monthly']",2022-12-16,1
200,004KXZQ857,RetroReel,292,300.0,['paid monthly'],2022-03-14,1
201,004LDOW280,Pulse,163,80.06,"['paid monthly', 'paid monthly']",2022-07-21,1
202,004MHUO064,Pulse,326,87.78,['paid monthly'],2022-02-08,1
203,004MTZV947,CineQuest,119,119.98000000000002,"['expired monthly', 'paid monthly', 'paid annual']",2022-09-03,1
204,004NNGI157,RetroReel,165,210.0,['expired monthly'],2022-07-19,1
205,004PAMY118,LimeLight,350,239.88,['paid monthly'],2022-01-15,1
206,004PNMJ902,CineQuest,294,36.03,['expired monthly'],2022-03-12,2
207,004PNMJ902,Pulse,59,32.0,['paid monthly'],2022-11-02,2
208,004POHC309,LimeLight,125,140.02,"['paid monthly', 'discounted monthly']",2022-08-28,1
209,004QHPK778,ChillStream,66,99.96,"['expired monthly', 'paid monthly']",2022-10-26,1
210,004QKDC600,RetroReel,19,360.12,['expired monthly'],2022-12-12,1
211,004QPCZ325,Pulse,208,48.0,['expired monthly'],2022-06-06,1
212,004QZPU504,RetroReel,244,91.06,['trial annual'],2022-05-01,1
213,004RNEC476,ChillStream,318,49.98,['expired monthly'],2022-02-16,1
214,004RPPT922,ChillStream,111,100.0,['expired annual'],2022-09-11,1
215,004SFGA279,LimeLight,156,199.95999999999998,"['expired monthly', 'paid annual']",2022-07-28,1
216,004SZWZ820,Pulse,230,113.84,"['expired annual', 'paid monthly']",2022-05-15,1
217,004TECZ734,LimeLight,200,80.01,['paid annual'],2022-06-14,1
218,004UOHX798,LimeLight,59,80.0,['expired annual'],2022-11-02,1
219,004VACU875,ChillStream,182,75.0,['paid monthly'],2022-07-02,2
220,004VACU875,Pulse,250,32.0,['paid monthly'],2022-04-25,2
221,004WBSE248,ChillStream,12,149.95999999999998,"['expired monthly', 'paid monthly']",2022-12-19,3
222,004WBSE248,CineQuest,118,180.01999999999998,"['expired monthly', 'paid monthly', 'paid monthly']",2022-09-04,3
223,004WBSE248,Pulse,332,95.88,['paid monthly'],2022-02-02,3
224,004WDNE622,Pulse,140,27.66,['paid monthly'],2022-08-13,1
225,004WENA386,Pulse,150,57.4,"['trial monthly', 'paid monthly']",2022-08-03,1
226,004WPRH738,ChillStream,72,249.89999999999998,['expired monthly'],2022-10-20,1
227,004WSAQ537,ChillStream,23,136.8,['trial monthly'],2022-12-08,1
228,004XLSY951,ChillStream,275,250.0,['paid monthly'],2022-03-31,1
229,004XMMN681,LimeLight,258,79.96,['expired monthly'],2022-04-17,1
230,004XNMR137,RetroReel,59,119.99,['paid annual'],2022-11-02,1
231,004XVQK228,CineQuest,34,147.42000000000002,"['expired monthly', 'trial monthly', 'paid monthly', 'paid monthly']",2022-11-27,1
232,004ZETP103,RetroReel,222,149.95,['expired monthly'],2022-05-23,1
233,004ZVVX124,CineQuest,121,109.93,"['paid monthly', 'paid monthly']",2022-09-01,1
234,004ZXAB891,CineQuest,239,36.01,"['paid monthly', 'paid monthly']",2022-05-06,1
235,005AJTJ963,CineQuest,44,119.88,"['paid monthly', 'paid monthly']",2022-11-17,1
236,005APHH960,CineQuest,43,24.0,['paid monthly'],2022-11-18,2
237,005APHH960,Pulse,340,50.01,['paid annual'],2022-01-25,2
238,005AVDY361,ChillStream,219,200.01999999999998,"['expired annual', 'paid annual']",2022-05-26,1
239,005BCIQ004,LimeLight,25,239.99,"['expired annual', 'paid annual']",2022-12-06,1
240,005CBWF649,Pulse,83,50.01,['paid annual'],2022-10-09,1
241,005CKJF445,LimeLight,108,79.92,['paid monthly'],2022-09-14,1
242,005CLAH698,RetroReel,105,239.92000000000002,"['expired annual', 'paid monthly']",2022-09-17,1
243,005CLOA577,RetroReel,260,119.99,['paid annual'],2022-04-15,1
244,005CRSD874,CineQuest,80,78.06,"['expired annual', 'discounted annual']",2022-10-12,1
245,005CVHE823,CineQuest,142,144.01999999999998,"['expired monthly', 'paid monthly']",2022-08-11,1
246,005CVMO725,LimeLight,65,139.86,['paid monthly'],2022-10-27,2
247,005CVMO725,RetroReel,269,119.99,['expired annual'],2022-04-06,2
248,005DEST751,ChillStream,277,84.27,['trial annual'],2022-03-29,2
249,005DEST751,CineQuest,344,60.0,['paid annual'],2022-01-21,2
250,005DTWK409,RetroReel,199,209.92999999999998,['paid monthly'],2022-06-15,1
251,005EBJD636,Pulse,221,49.99,['paid annual'],2022-05-24,1
252,005EDVN799,RetroReel,207,235.26,"['expired monthly', 'trial monthly']",2022-06-07,1
253,005EQLX678,RetroReel,41,59.94,['paid monthly'],2022-11-20,1
254,005FXWL713,CineQuest,290,71.99000000000001,"['expired monthly', 'paid annual']",2022-03-16,1
255,005IKHP676,CineQuest,245,108.09,['paid monthly'],2022-04-30,2
256,005IKHP676,LimeLight,169,60.0,['paid monthly'],2022-07-15,2
257,005ITHJ033,LimeLight,324,220.11,['paid monthly'],2022-02-10,1
258,005IWIX098,RetroReel,136,96.75,['trial monthly'],2022-08-17,1
259,005IZSJ697,LimeLight,86,59.97,['paid monthly'],2022-10-06,1
260,005JAMG408,LimeLight,7,99.99,"['expired annual', 'paid monthly']",2022-12-24,1
261,005KMLV801,RetroReel,343,119.98,['paid annual'],2022-01-22,1
262,005LMLD320,LimeLight,196,59.97,['paid monthly'],2022-06-18,1
263,005MQWT219,LimeLight,170,139.86,['paid monthly'],2022-07-14,1
264,005MVVN443,Pulse,5,108.44999999999999,"['paid monthly', 'paid monthly', 'paid monthly']",2022-12-26,1
265,005NNEI219,CineQuest,271,111.4,['trial monthly'],2022-04-04,1
266,005NTLW643,CineQuest,116,75.35,"['paid monthly', 'discounted monthly']",2022-09-06,1
267,005OXQY492,Pulse,172,32.08,['paid monthly'],2022-07-12,1
268,005PSDD172,ChillStream,249,100.01,['paid annual'],2022-04-26,2
269,005PSDD172,RetroReel,345,30.0,['expired monthly'],2022-01-20,2
270,005PTBD329,RetroReel,326,330.11,['paid monthly'],2022-02-08,1
271,005PUYF561,LimeLight,335,20.0,['expired monthly'],2022-01-30,1
272,005PXUP242,LimeLight,182,194.94,"['paid monthly', 'trial monthly']",2022-07-02,1
273,005PXZW655,LimeLight,240,59.97,['paid monthly'],2022-05-05,2
274,005PXZW655,Pulse,22,40.0,['paid monthly'],2022-12-09,2
275,005QIBK768,Pulse,45,97.46000000000001,"['expired monthly', 'paid monthly']",2022-11-16,1
276,005QWTZ542,LimeLight,225,100.0,['expired monthly'],2022-05-20,1
277,005RCWZ068,CineQuest,128,60.01,['paid annual'],2022-08-25,2
278,005RCWZ068,LimeLight,7,240.0,['expired monthly'],2022-12-24,2
279,005RVSJ622,RetroReel,168,270.9,"['expired annual', 'discounted monthly']",2022-07-16,1
280,005SNFH303,RetroReel,4,120.01,['paid annual'],2022-12-27,1
281,005TCXI940,CineQuest,88,36.03,['paid monthly'],2022-10-04,1
282,005TLRF516,Pulse,243,5.01,['discounted monthly'],2022-05-02,1
283,005TQVA378,LimeLight,110,140.04000000000002,"['expired monthly', 'paid monthly']",2022-09-12,1
284,005TXTH594,LimeLight,218,159.98,"['expired annual', 'paid annual']",2022-05-27,1
285,005UNBK676,RetroReel,310,119.99,['paid annual'],2022-02-24,1
286,005UYEU370,CineQuest,87,48.01,"['expired monthly', 'paid monthly']",2022-10-05,1
287,005VGAL262,CineQuest,127,108.0,"['paid monthly', 'paid monthly']",2022-08-26,1
288,005XEKQ796,CineQuest,65,35.97,['paid monthly'],2022-10-27,1
289,005YOXX437,ChillStream,228,147.68,['discounted monthly'],2022-05-17,1
290,005YPOG658,Pulse,21,96.13,"['expired monthly', 'paid monthly', 'paid monthly']",2022-12-10,1
291,005ZHSW573,CineQuest,150,60.0,['paid annual'],2022-08-03,1
292,006BIGJ762,LimeLight,245,180.09,['paid monthly'],2022-04-30,1
293,006CNBH288,RetroReel,245,269.90999999999997,['paid monthly'],2022-04-30,1
294,006COXT561,RetroReel,214,240.08,['paid monthly'],2022-05-31,1
295,006CSAF205,LimeLight,125,159.95,"['expired monthly', 'paid monthly']",2022-08-28,1
296,006DQSO238,CineQuest,340,55.71,['discounted annual'],2022-01-25,2
297,006DQSO238,LimeLight,150,79.99,['expired annual'],2022-08-03,2
298,006DYJP348,Pulse,346,49.99,['expired annual'],2022-01-19,1
299,006EFVW924,CineQuest,101,107.82000000000001,['paid monthly'],2022-09-21,1
300,006FKZP530,LimeLight,257,219.91,"['expired monthly', 'paid monthly']",2022-04-18,1
301,006GITA462,CineQuest,12,179.9,"['expired monthly', 'paid monthly']",2022-12-19,1
302,006GNTK163,LimeLight,282,199.8,['paid monthly'],2022-03-24,1
303,006IDRX772,LimeLight,219,79.36,['trial annual'],2022-05-26,1
304,006KAHH236,Pulse,20,57.980000000000004,"['expired annual', 'paid monthly']",2022-12-11,1
305,006KUQM142,CineQuest,47,56.92,"['trial monthly', 'paid monthly']",2022-11-14,1
306,006LUUT405,ChillStream,291,250.0,['paid monthly'],2022-03-15,2
307,006LUUT405,Pulse,162,72.09,"['expired monthly', 'paid monthly']",2022-07-22,2
308,006LZLE549,Pulse,261,95.94,"['expired monthly', 'paid monthly']",2022-04-14,1
309,006MHQU901,Pulse,178,56.0,['expired monthly'],2022-07-06,1
310,006OIZP651,ChillStream,241,100.04,['paid monthly'],2022-05-04,1
311,006PDGI783,ChillStream,329,275.0,['paid monthly'],2022-02-05,1
312,006RFUX405,RetroReel,36,185.09,['paid monthly'],2022-11-25,1
313,006RHZT505,LimeLight,71,40.47,['trial monthly'],2022-10-21,2
314,006RHZT505,RetroReel,301,329.89,['paid monthly'],2022-03-05,2
315,006RWGY195,ChillStream,168,125.05000000000001,['paid monthly'],2022-07-16,1
316,006RZKK033,CineQuest,125,60.05,['paid monthly'],2022-08-28,1
317,006TTDK719,RetroReel,352,360.0,['paid monthly'],2022-01-13,1
318,006VAPC920,Pulse,38,72.09,['paid monthly'],2022-11-23,1
319,006WDBZ552,RetroReel,176,299.98,"['expired annual', 'paid monthly']",2022-07-08,1
320,006WMXU263,RetroReel,96,120.0,['paid monthly'],2022-09-26,1
321,006WTSZ851,LimeLight,118,79.99,['paid annual'],2022-09-04,1
322,006XYPC394,CineQuest,40,72.0,['paid monthly'],2022-11-21,1
323,006ZEHK792,Pulse,133,89.94,"['expired annual', 'paid monthly']",2022-08-20,1
324,006ZEWQ508,CineQuest,280,120.0,['paid monthly'],2022-03-26,1
325,006ZYSD972,ChillStream,215,99.99,['paid annual'],2022-05-30,1
326,007BPVP508,ChillStream,100,150.06,"['paid monthly', 'paid monthly']",2022-09-22,1
327,007DOGV973,ChillStream,55,200.08,['paid monthly'],2022-11-06,1
328,007DQLA070,LimeLight,352,80.0,['paid annual'],2022-01-13,1
329,007EBFN621,CineQuest,3,108.0,"['expired monthly', 'paid annual']",2022-12-28,1
330,007GRXH229,RetroReel,16,30.0,['paid monthly'],2022-12-15,1
331,007HEEG878,RetroReel,308,330.0,['paid monthly'],2022-02-26,1
332,007HEYK079,ChillStream,242,55.53,['discounted monthly'],2022-05-03,1
333,007HNUM396,LimeLight,72,160.16,['paid monthly'],2022-10-20,1
334,007IAJO670,LimeLight,132,80.0,['paid annual'],2022-08-21,1
335,007IONX010,Pulse,312,88.0,['paid monthly'],2022-02-22,1
336,007JGNE522,RetroReel,351,359.88,['paid monthly'],2022-01-14,1
337,007JGRB024,LimeLight,100,80.04,['paid monthly'],2022-09-22,1
338,007JJBM916,ChillStream,102,100.01,['paid annual'],2022-09-20,2
339,007JJBM916,RetroReel,269,120.01,['expired annual'],2022-04-06,2
340,007JNVU184,CineQuest,31,155.9,"['expired monthly', 'paid annual']",2022-11-30,1
