,ID,BRAND,SUB_DETAIL,START_DATE,END_DATE,SUB_DURATION_DAYS,REVENUE
119,004QKDC600,RetroReel,expired monthly,2022-01-01,2022-12-12,345,360.12
120,004QPCZ325,Pulse,expired monthly,2022-01-01,2022-06-06,156,48.0
121,004RNEC476,ChillStream,expired monthly,2022-01-01,2022-02-16,46,49.98
122,004RPPT922,ChillStream,expired annual,2022-01-01,2022-09-11,253,100.0
123,004SFGA279,LimeLight,expired monthly,2022-01-01,2022-06-09,159,119.94
124,004SZWZ820,Pulse,expired annual,2022-01-01,2022-02-01,31,50.0
125,004UOHX798,LimeLight,expired annual,2022-01-01,2022-11-02,305,80.0
126,004VACU875,ChillStream,paid monthly,2022-04-24,2022-07-02,69,75.0
127,004VACU875,Pulse,paid monthly,2022-01-22,2022-04-25,93,32.0
128,004WBSE248,ChillStream,expired monthly,2022-01-01,2022-05-20,139,124.94999999999999
129,004WBSE248,CineQuest,expired monthly,2022-01-01,2022-05-28,147,60.0
130,004WBSE248,CineQuest,paid monthly,2022-07-09,2022-08-07,29,72.0
131,004WDNE622,Pulse,discounted monthly,2022-05-10,2022-08-13,95,32.0
132,004WENA386,Pulse,trial monthly,2022-03-14,2022-07-27,135,39.95
133,004WPRH738,ChillStream,expired monthly,2022-01-01,2022-10-20,292,249.89999999999998
134,004WSAQ537,ChillStream,trial monthly,2022-06-26,2022-12-08,165,150.0
135,004XMMN681,LimeLight,expired monthly,2022-01-01,2022-04-17,106,79.96
136,004XVQK228,CineQuest,expired monthly,2022-01-01,2022-01-08,7,12.0
137,004XVQK228,CineQuest,trial monthly,2022-02-18,2022-06-12,114,59.96
138,004XVQK228,CineQuest,paid monthly,2022-07-02,2022-10-21,111,127.72
139,004ZETP103,RetroReel,expired monthly,2022-01-01,2022-05-23,142,149.95
140,004ZVVX124,CineQuest,paid monthly,2022-02-13,2022-05-13,89,36.0
141,004ZVVX124,CineQuest,discounted monthly,2022-06-14,2022-09-01,79,72.0
142,004ZXAB891,CineQuest,paid monthly,2022-01-05,2022-02-03,29,11.99
143,004ZXAB891,CineQuest,paid monthly,2022-04-17,2022-05-06,19,23.98
144,005AJTJ963,CineQuest,paid monthly,2022-02-02,2022-09-03,213,95.84
145,005AVDY361,ChillStream,expired annual,2022-01-01,2022-01-28,27,100.02
146,005BCIQ004,LimeLight,expired annual,2022-01-01,2022-03-19,77,80.0
147,005BCIQ004,LimeLight,paid annual,2022-11-06,2022-12-06,30,160.01999999999998
148,005CBWF649,Pulse,paid annual,2022-02-17,2022-10-09,234,50.0
149,005CLAH698,RetroReel,expired annual,2022-01-01,2022-03-05,63,120.0
150,005CRSD874,CineQuest,expired annual,2022-01-01,2022-07-24,204,59.99
151,005CVHE823,CineQuest,expired monthly,2022-01-01,2022-07-16,196,84.07
152,005CVMO725,LimeLight,paid monthly,2022-04-20,2022-10-27,190,140.0
153,005CVMO725,RetroReel,expired annual,2022-01-01,2022-04-06,95,119.99
154,005EDVN799,RetroReel,expired monthly,2022-01-01,2022-05-22,141,150.0
155,005FXWL713,CineQuest,expired monthly,2022-01-01,2022-01-04,3,12.0
156,005IKHP676,LimeLight,paid monthly,2022-05-05,2022-07-15,71,60.03
157,005JAMG408,LimeLight,expired annual,2022-01-01,2022-03-06,64,79.99
158,005LMLD320,LimeLight,paid monthly,2022-03-24,2022-06-18,86,60.0
159,005MQWT219,LimeLight,paid monthly,2022-01-04,2022-07-14,191,140.0
160,005MVVN443,Pulse,paid monthly,2022-02-13,2022-03-28,43,15.98
161,005MVVN443,Pulse,trial monthly,2022-04-01,2022-11-16,229,80.14
162,005NTLW643,CineQuest,paid monthly,2022-02-21,2022-05-07,75,36.0
163,005OXQY492,Pulse,paid monthly,2022-03-27,2022-07-12,107,32.0
164,005PSDD172,RetroReel,expired monthly,2022-01-01,2022-01-20,19,30.0
165,005PUYF561,LimeLight,expired monthly,2022-01-01,2022-01-30,29,20.0
166,005PXUP242,LimeLight,paid monthly,2022-01-27,2022-05-14,107,80.0
167,005PXZW655,LimeLight,paid monthly,2022-02-06,2022-05-05,88,60.0
168,005PXZW655,Pulse,paid monthly,2022-07-12,2022-12-09,150,40.05
169,005QIBK768,Pulse,expired monthly,2022-01-01,2022-03-25,83,24.0
170,005QIBK768,Pulse,trial monthly,2022-05-17,2022-11-16,183,80.07
171,005QWTZ542,LimeLight,expired monthly,2022-01-01,2022-05-20,139,100.0
172,005RCWZ068,LimeLight,expired monthly,2022-01-01,2022-12-24,357,240.0
173,005RVSJ622,RetroReel,expired annual,2022-01-01,2022-04-24,113,120.0
174,005TLRF516,Pulse,discounted monthly,2022-04-25,2022-05-02,7,8.01
175,005TQVA378,LimeLight,expired monthly,2022-01-01,2022-03-22,80,60.0
176,005TXTH594,LimeLight,expired annual,2022-01-01,2022-03-20,78,79.99
177,005UYEU370,CineQuest,expired monthly,2022-01-01,2022-01-29,28,12.01
178,005VGAL262,CineQuest,paid monthly,2022-02-07,2022-05-31,113,48.0
179,005YPOG658,Pulse,expired monthly,2022-01-01,2022-01-14,13,7.98
180,005YPOG658,Pulse,paid monthly,2022-03-30,2022-11-29,244,79.98
181,006CSAF205,LimeLight,expired monthly,2022-01-01,2022-03-05,63,60.0
182,006DQSO238,LimeLight,expired annual,2022-01-01,2022-08-03,214,79.99
183,006DYJP348,Pulse,expired annual,2022-01-01,2022-01-19,18,49.99
184,006EFVW924,CineQuest,paid monthly,2022-01-15,2022-09-21,249,107.91
185,006FKZP530,LimeLight,expired monthly,2022-01-01,2022-02-07,37,40.0
186,006GITA462,CineQuest,expired monthly,2022-01-01,2022-05-13,132,59.95
187,006GITA462,CineQuest,paid monthly,2022-08-20,2022-12-19,121,120.0
188,006KAHH236,Pulse,expired annual,2022-01-01,2022-03-19,77,49.99
189,006KUQM142,CineQuest,trial monthly,2022-05-16,2022-10-30,167,72.0
190,006LUUT405,Pulse,expired monthly,2022-01-01,2022-03-28,86,24.03
191,006LZLE549,Pulse,expired monthly,2022-01-01,2022-03-18,76,23.94
192,006MHQU901,Pulse,expired monthly,2022-01-01,2022-07-06,186,56.0
193,006OIZP651,ChillStream,paid monthly,2022-01-14,2022-05-04,110,100.04
194,006RFUX405,RetroReel,discounted monthly,2022-05-29,2022-11-25,180,179.94
195,006RWGY195,ChillStream,paid monthly,2022-02-19,2022-07-16,147,124.9
196,006VAPC920,Pulse,paid monthly,2022-03-17,2022-11-23,251,72.0
197,006WDBZ552,RetroReel,expired annual,2022-01-01,2022-01-10,9,119.98
198,006XYPC394,CineQuest,paid monthly,2022-06-16,2022-11-21,158,72.0
199,006ZEHK792,Pulse,expired annual,2022-01-01,2022-01-03,2,49.99
200,007BPVP508,ChillStream,paid monthly,2022-02-13,2022-03-26,41,49.98
201,007BPVP508,ChillStream,paid monthly,2022-08-01,2022-09-22,52,99.97999999999999
202,007DOGV973,ChillStream,paid monthly,2022-04-05,2022-11-06,215,200.0
203,007EBFN621,CineQuest,expired monthly,2022-01-01,2022-02-27,57,24.0
204,007EBFN621,CineQuest,paid annual,2022-04-20,2022-12-28,252,84.00999999999999
205,007HEYK079,ChillStream,discounted monthly,2022-02-16,2022-05-03,76,74.94
206,007HNUM396,LimeLight,paid monthly,2022-02-23,2022-10-20,239,160.0
207,007JJBM916,RetroReel,expired annual,2022-01-01,2022-04-06,95,120.01
208,007JNVU184,CineQuest,expired monthly,2022-01-01,2022-08-07,218,95.92
209,007KFTT629,ChillStream,expired annual,2022-01-01,2022-02-11,41,100.0
210,007KYTZ045,LimeLight,expired monthly,2022-01-01,2022-08-28,239,160.0
211,007MVBQ657,CineQuest,expired monthly,2022-01-01,2022-01-31,30,12.01
212,007OCVT539,RetroReel,expired annual,2022-01-01,2022-01-20,19,120.01
213,007RAHR336,Pulse,trial annual,2022-03-19,2022-07-08,111,49.99
214,007RBCZ425,Pulse,paid monthly,2022-02-20,2022-06-29,129,40.0
215,007SGGD254,CineQuest,expired monthly,2022-01-01,2022-02-10,40,24.02
216,007TUSZ303,ChillStream,expired monthly,2022-01-01,2022-09-18,260,225.09
217,007TUSZ303,CineQuest,expired annual,2022-01-01,2022-10-06,278,60.0
218,007WNPX422,ChillStream,expired annual,2022-01-01,2022-09-20,262,100.0
219,007XAFB326,ChillStream,expired monthly,2022-01-01,2022-07-27,207,174.92999999999998
220,007XAFB326,CineQuest,expired monthly,2022-01-01,2022-01-21,20,11.99
221,007XAZW495,Pulse,paid annual,2022-03-16,2022-04-20,35,50.01
222,007XGFT366,Pulse,trial monthly,2022-01-27,2022-08-12,197,55.93
223,007YODP449,Pulse,paid monthly,2022-02-28,2022-10-17,231,63.92
224,008DFCS661,LimeLight,paid monthly,2022-02-08,2022-06-15,127,100.05000000000001
225,008EJGC563,CineQuest,paid monthly,2022-02-12,2022-06-19,127,60.0
226,008ENDY646,LimeLight,paid monthly,2022-01-16,2022-04-29,103,79.92
227,008GHZM925,Pulse,expired monthly,2022-01-01,2022-07-22,202,55.86
228,008HUFE310,CineQuest,trial monthly,2022-02-03,2022-10-05,244,108.0
229,008KBIH389,CineQuest,expired monthly,2022-01-01,2022-01-05,4,11.99
230,008KBIH389,CineQuest,paid monthly,2022-03-14,2022-04-08,25,24.02
231,008LORV934,LimeLight,expired annual,2022-01-01,2022-04-04,93,80.01
232,008OOOH210,CineQuest,expired monthly,2022-01-01,2022-12-24,357,144.0
233,008PMLJ543,CineQuest,paid monthly,2022-02-25,2022-08-12,168,72.0
234,008PVUV767,CineQuest,trial annual,2022-04-22,2022-09-02,133,60.01
235,008RBCH646,CineQuest,paid monthly,2022-04-25,2022-08-13,110,47.96
236,008RZUB139,ChillStream,paid monthly,2022-01-15,2022-04-19,94,100.0
237,008UZTO673,CineQuest,paid monthly,2022-01-04,2022-06-29,176,71.94
238,008YNFU804,ChillStream,paid monthly,2022-06-01,2022-08-25,85,75.03
239,008YPQG160,CineQuest,paid annual,2022-03-14,2022-05-15,62,60.02
240,008YUFH506,Pulse,expired monthly,2022-01-01,2022-01-21,20,7.99
241,008ZBLA861,Pulse,paid annual,2022-01-23,2022-08-24,213,50.0
242,009CWCA119,Pulse,expired monthly,2022-01-01,2022-01-24,23,8.01
243,009DPLG842,CineQuest,expired monthly,2022-01-01,2022-03-24,82,36.0
244,009ECYS976,RetroReel,expired annual,2022-01-01,2022-08-04,215,120.0
245,009IATV914,RetroReel,paid monthly,2022-07-25,2022-12-21,149,150.05
246,009IRTM799,ChillStream,expired monthly,2022-01-01,2022-11-25,328,275.0
247,009IZWB670,ChillStream,paid monthly,2022-02-25,2022-03-09,12,24.98
248,009IZWB670,ChillStream,paid annual,2022-07-23,2022-10-19,88,124.99000000000001
249,009MCBT205,LimeLight,expired monthly,2022-01-01,2022-09-11,253,180.0
250,009MNVS084,LimeLight,expired annual,2022-01-01,2022-01-18,17,80.01
251,009NCAP692,Pulse,paid monthly,2022-01-26,2022-12-15,323,88.11
252,009NFTT664,Pulse,paid monthly,2022-01-20,2022-05-26,126,40.0
253,009OAZT384,LimeLight,expired monthly,2022-01-01,2022-02-28,58,40.0
254,009ODJW058,ChillStream,expired monthly,2022-01-01,2022-11-24,327,275.11
255,009ODJW058,Pulse,trial monthly,2022-01-28,2022-05-30,122,40.0
256,009OWTK397,LimeLight,expired annual,2022-01-01,2022-04-06,95,80.01
257,009PNHD703,LimeLight,expired annual,2022-01-01,2022-10-27,299,79.99
258,009QUIZ198,CineQuest,paid monthly,2022-01-10,2022-02-04,25,11.98
259,009QUIZ198,CineQuest,discounted monthly,2022-10-05,2022-11-13,39,35.980000000000004
260,009QVOZ628,Pulse,paid annual,2022-01-21,2022-07-19,179,49.99
261,009SDTY662,LimeLight,expired monthly,2022-01-01,2022-04-22,111,80.0
262,009ULAL921,CineQuest,expired monthly,2022-01-01,2022-03-21,79,36.03
263,009ULAL921,CineQuest,paid monthly,2022-04-24,2022-07-26,93,84.03
264,009WCWO485,ChillStream,paid monthly,2022-04-03,2022-05-15,42,50.04
265,009WCWO485,ChillStream,paid monthly,2022-06-29,2022-09-18,81,125.00999999999999
266,009YWEP229,LimeLight,expired monthly,2022-01-01,2022-01-01,0,0.0
267,009YWEP229,LimeLight,paid monthly,2022-03-26,2022-11-22,241,180.0
268,009ZCKQ977,CineQuest,paid monthly,2022-04-03,2022-07-08,96,47.96
269,009ZNIP210,CineQuest,paid monthly,2022-02-06,2022-07-26,170,72.0
270,009ZQQW485,Pulse,expired monthly,2022-01-01,2022-03-19,77,23.94
271,010BVRJ742,CineQuest,paid annual,2022-03-23,2022-06-10,79,59.99
272,010BVRJ742,CineQuest,paid annual,2022-07-24,2022-08-14,21,119.98
273,010DJRE528,ChillStream,expired annual,2022-01-01,2022-06-19,169,99.99
274,010DJRE528,CineQuest,expired annual,2022-01-01,2022-03-12,70,60.01
275,010DMBH921,ChillStream,expired monthly,2022-01-01,2022-05-22,141,125.0
276,010DWEH981,LimeLight,expired monthly,2022-01-01,2022-09-28,270,180.0
277,010EWIB677,ChillStream,expired monthly,2022-01-01,2022-09-28,270,225.09
278,010FMTD776,CineQuest,paid monthly,2022-02-15,2022-11-30,288,120.19999999999999
279,010FVSN529,ChillStream,expired annual,2022-01-01,2022-02-14,44,99.99
280,010FVSN529,ChillStream,paid monthly,2022-05-31,2022-09-20,112,200.03
281,010HJKY577,RetroReel,paid monthly,2022-03-20,2022-04-12,23,30.0
282,010HMPU780,CineQuest,expired annual,2022-01-01,2022-03-04,62,60.01
283,010HPEQ987,LimeLight,expired monthly,2022-01-01,2022-04-29,118,80.08
284,010LGPV785,LimeLight,expired monthly,2022-01-01,2022-03-01,59,40.0
285,010MURF353,LimeLight,expired annual,2022-01-01,2022-07-02,182,80.0
286,010MWWJ010,CineQuest,expired monthly,2022-01-01,2022-01-22,21,11.99
287,010MWWJ010,CineQuest,paid monthly,2022-09-14,2022-10-31,47,35.99
288,010PRQG612,Pulse,expired monthly,2022-01-01,2022-04-27,116,32.08
289,010QFBK826,Pulse,expired monthly,2022-01-01,2022-02-07,37,16.0
290,010RECN467,Pulse,trial monthly,2022-01-08,2022-07-04,177,47.94
291,010RSTN249,RetroReel,paid annual,2022-03-11,2022-11-26,260,120.0
292,010SRCU881,RetroReel,paid monthly,2022-03-08,2022-12-06,273,299.9
293,010SYJP308,CineQuest,expired monthly,2022-01-01,2022-01-19,18,12.0
294,010SYJP308,LimeLight,expired monthly,2022-01-01,2022-01-06,5,20.0
295,010SYJP308,Pulse,paid monthly,2022-02-23,2022-09-12,201,56.14
296,010UGQJ077,LimeLight,expired annual,2022-01-01,2022-09-26,268,80.01
297,010UXXD311,LimeLight,paid monthly,2022-04-08,2022-12-02,238,159.92
298,010UZAZ742,CineQuest,expired monthly,2022-01-01,2022-02-07,37,23.98
299,010UZAZ742,CineQuest,paid monthly,2022-08-30,2022-10-20,51,47.980000000000004
300,010VUDQ027,CineQuest,discounted monthly,2022-10-20,2022-12-09,50,23.98
301,010WSZH215,LimeLight,expired annual,2022-01-01,2022-05-18,137,80.01
302,010ZCIU076,Pulse,paid monthly,2022-01-21,2022-03-09,47,16.0
303,010ZCIU076,Pulse,paid monthly,2022-10-16,2022-12-22,67,40.03
304,010ZSQB664,ChillStream,discounted annual,2022-03-24,2022-04-25,32,100.02
305,010ZSQB664,LimeLight,expired annual,2022-01-01,2022-01-19,18,80.01
306,011ACZS629,CineQuest,expired monthly,2022-01-01,2022-06-08,158,72.0
307,011ALNE291,Pulse,paid monthly,2022-02-03,2022-06-03,120,32.08
308,011CGFJ290,CineQuest,expired monthly,2022-01-01,2022-05-09,128,60.05
309,011CWGV337,CineQuest,expired monthly,2022-01-01,2022-07-18,198,84.07
310,011DGAN495,LimeLight,expired monthly,2022-01-01,2022-01-01,0,0.0
311,011EGMN914,CineQuest,expired monthly,2022-01-01,2022-02-19,49,24.0
312,011ENKO556,RetroReel,expired monthly,2022-01-01,2022-02-21,51,60.02
313,011ESHZ072,ChillStream,expired monthly,2022-01-01,2022-01-06,5,24.98
314,011JVYK876,RetroReel,paid annual,2022-04-26,2022-10-12,169,120.01
315,011KFFE381,ChillStream,expired annual,2022-01-01,2022-09-16,258,100.01
316,011LEDV211,CineQuest,expired monthly,2022-01-01,2022-06-13,163,72.0
317,011LXVA830,LimeLight,expired monthly,2022-01-01,2022-01-19,18,19.98
318,011MUSP833,ChillStream,paid monthly,2022-06-12,2022-07-28,46,49.98
319,011PLWH405,RetroReel,expired monthly,2022-01-01,2022-06-12,162,180.0
320,011PNDQ451,LimeLight,paid annual,2022-01-15,2022-09-07,235,79.99
321,011QAYX660,ChillStream,expired monthly,2022-01-01,2022-06-17,167,150.0
322,011RJQJ064,LimeLight,paid monthly,2022-01-10,2022-05-14,124,100.0
323,011RZAR801,RetroReel,paid monthly,2022-04-08,2022-12-02,238,240.0
324,011SJTJ727,CineQuest,paid monthly,2022-03-01,2022-09-13,196,83.93
325,011VJJL464,CineQuest,expired monthly,2022-01-01,2022-04-17,106,48.0
326,011WHSO110,LimeLight,expired monthly,2022-01-01,2022-03-12,70,59.97
327,011WSIB861,CineQuest,discounted monthly,2022-01-06,2022-05-31,145,59.95
328,011YISP421,CineQuest,paid annual,2022-01-24,2022-11-15,295,59.99
329,011YZHO566,CineQuest,paid monthly,2022-05-10,2022-12-16,220,96.0
330,011ZBZK802,Pulse,discounted monthly,2022-01-11,2022-07-23,193,55.93
331,012AERU493,Pulse,paid annual,2022-05-19,2022-08-27,100,49.99
332,012BUHY644,CineQuest,expired monthly,2022-01-01,2022-02-07,37,23.98
333,012BVEM711,LimeLight,expired monthly,2022-01-01,2022-01-03,2,20.0
334,012CDCC833,CineQuest,expired annual,2022-01-01,2022-02-28,58,60.01
335,012COPQ802,LimeLight,expired monthly,2022-01-01,2022-02-22,52,39.98
336,012DCNN613,ChillStream,paid monthly,2022-05-07,2022-10-29,175,150.0
337,012EMZA741,Pulse,paid monthly,2022-01-26,2022-10-28,275,80.19999999999999
338,012EOCL372,CineQuest,expired monthly,2022-01-01,2022-05-24,143,60.099999999999994
