,Unnamed: 0,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,last_6m_REVENUE,LTVCluster,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
108,490,011DGAN495,LimeLight,0,40.0,1,2,0,0,2,140.0,1,0,1,0
109,502,011LSEX181,LimeLight,0,79.98,2,2,1,1,4,0.0,0,0,0,1
110,505,011LXVA830,LimeLight,0,140.0,2,2,1,2,5,100.0,1,1,0,0
111,511,011QAYX660,LimeLight,0,80.0,1,2,0,1,3,120.0,1,0,0,1
112,513,011RJQJ064,LimeLight,0,20.01,1,2,0,0,2,120.06000000000002,1,0,1,0
113,516,011TADD214,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
114,521,011WHSO110,LimeLight,0,12.26,2,2,1,0,3,36.78,0,0,0,1
115,525,011YPPT247,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
116,528,011ZCGJ198,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
117,531,012BVEM711,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
118,532,012BZSE813,LimeLight,0,80.04,1,2,0,1,3,120.06000000000002,1,0,0,1
119,535,012COPQ802,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
120,538,012EATX685,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
121,541,012EOCL372,LimeLight,0,139.92999999999998,2,2,1,2,5,79.97000000000003,1,1,0,0
122,545,012GOPO394,LimeLight,126,40.02,1,0,0,0,0,120.06,1,0,1,0
123,546,012GYNX134,LimeLight,0,79.99,1,2,0,1,3,0.0,0,0,0,1
124,550,012JTXS726,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
125,559,012QOKK113,LimeLight,0,79.96,2,2,1,1,4,239.94,2,0,0,1
126,560,012QPKE887,LimeLight,0,80.0,2,2,1,1,4,0.0,0,0,0,1
127,576,013MUXZ573,LimeLight,0,69.83,1,2,0,1,3,0.0,0,0,0,1
128,579,013OGQF693,LimeLight,0,139.86,1,2,0,2,4,99.9,1,0,0,1
129,581,013QGID965,LimeLight,0,140.0,1,2,0,2,4,31.28,0,0,0,1
130,583,013QOEF984,LimeLight,0,99.95,1,2,0,1,3,119.94,1,0,0,1
131,585,013SJGK748,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
132,589,013VHQH230,LimeLight,0,140.07000000000002,1,2,0,2,4,100.05,1,0,0,1
133,594,014CMHT778,LimeLight,0,39.96,1,2,0,0,2,59.940000000000005,1,0,1,0
134,596,014DOWC205,LimeLight,0,80.01,1,2,0,1,3,80.08,1,0,0,1
135,597,014ESGL019,LimeLight,0,80.01,1,2,0,1,3,0.0,0,0,0,1
136,602,014EZXN555,LimeLight,0,220.12,1,2,0,3,5,0.0,0,1,0,0
137,604,014HDED385,LimeLight,0,79.99,1,2,0,1,3,0.0,0,0,0,1
138,609,014LWTH723,LimeLight,0,140.07000000000002,1,2,0,2,4,100.04999999999998,1,0,0,1
139,610,014NKXD507,LimeLight,0,139.86,1,2,0,2,4,99.9,1,0,0,1
140,620,014XEPR381,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
141,628,015DQGV741,LimeLight,0,140.0,1,2,0,2,4,59.97000000000003,1,0,0,1
142,629,015EBAN782,LimeLight,0,100.05,1,2,0,1,3,120.06,1,0,0,1
143,631,015FOOP690,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
144,640,015MDTG749,LimeLight,0,79.99,1,2,0,1,3,0.0,0,0,0,1
145,644,015NWAR843,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
146,647,015PWDY650,LimeLight,0,160.0,2,2,1,2,5,0.0,0,1,0,0
147,653,015SHKO155,LimeLight,0,140.14,1,2,0,2,4,100.1,1,0,0,1
148,654,015TINI387,LimeLight,0,139.86,1,2,0,2,4,99.89999999999998,1,0,0,1
149,660,015YDBL808,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
150,664,016CMYY649,LimeLight,121,79.99,1,0,0,1,1,19.98,0,0,1,0
151,665,016DSUS372,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
152,667,016EDKI066,LimeLight,0,120.06,1,2,0,2,4,120.06,1,0,0,1
153,670,016FXDT429,LimeLight,0,160.0,3,2,2,2,6,0.0,0,1,0,0
154,684,016LHTI895,LimeLight,0,140.0,2,2,1,2,5,100.0,1,1,0,0
155,686,016LJYF537,LimeLight,0,79.98,1,2,0,1,3,31.19999999999999,0,0,0,1
156,688,016LXUI104,LimeLight,119,40.02,1,0,0,0,0,20.0,0,0,1,0
157,692,016OYMJ988,LimeLight,0,140.07000000000002,1,2,0,2,4,120.05999999999996,1,0,0,1
158,693,016PARE178,LimeLight,0,80.04,1,2,0,1,3,120.06000000000002,1,0,0,1
159,696,016PJBD893,LimeLight,0,80.0,2,2,1,1,4,0.0,0,0,0,1
160,704,016UWSQ897,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
161,710,016XRMB711,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
162,711,016YHAR018,LimeLight,70,39.97999999999999,1,1,0,0,1,59.94,1,0,1,0
163,712,016YIWI121,LimeLight,0,140.07000000000002,2,2,1,2,5,100.05,1,1,0,0
164,715,016ZEND478,LimeLight,0,80.01,1,2,0,1,3,0.0,0,0,0,1
165,718,017FCHV079,LimeLight,0,120.0,1,2,0,2,4,120.0,1,0,0,1
166,721,017FTCG762,LimeLight,0,40.0,1,2,0,0,2,119.94,1,0,1,0
167,725,017IYEH485,LimeLight,0,99.97,1,2,0,1,3,139.92999999999998,1,0,0,1
168,730,017LBSF882,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
169,735,017QJQY473,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
170,741,017SOQL997,LimeLight,0,140.14,2,2,1,2,5,80.08000000000004,1,1,0,0
171,751,017WANR517,LimeLight,0,79.97999999999999,1,2,0,1,3,119.94,1,0,0,1
172,756,017XQNJ663,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
173,758,017ZIUW421,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
174,761,017ZUOQ892,LimeLight,103,0.0,2,1,1,0,2,40.02,0,0,1,0
175,766,018CLYH740,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
176,767,018CMLX700,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
177,775,018ILID103,LimeLight,0,167.76999999999998,1,2,0,2,4,140.0,1,0,0,1
178,778,018JQWM859,LimeLight,0,20.01,2,2,1,0,3,120.06000000000002,1,0,0,1
179,781,018JYUQ162,LimeLight,0,140.07000000000002,3,2,2,2,6,100.05,1,1,0,0
180,790,018OGLN087,LimeLight,0,51.72,1,2,0,0,2,88.57999999999998,1,0,1,0
181,794,018SYTG759,LimeLight,0,80.02,1,2,0,1,3,0.0,0,0,0,1
182,795,018TEQB415,LimeLight,0,140.07000000000002,1,2,0,2,4,100.05,1,0,0,1
183,802,018WPHQ081,LimeLight,0,79.99,1,2,0,1,3,0.0,0,0,0,1
184,805,019DEBX261,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
185,808,019EJNL218,LimeLight,0,140.07000000000002,1,2,0,2,4,120.05999999999996,1,0,0,1
186,809,019GAMZ891,LimeLight,0,79.99,1,2,0,1,3,0.0,0,0,0,1
187,811,019GZNM737,LimeLight,0,59.93,2,2,1,0,3,0.0,0,0,0,1
188,813,019HUZO580,LimeLight,0,119.94,1,2,0,2,4,139.93,1,0,0,1
189,818,019IZYK997,LimeLight,0,79.99,2,2,1,1,4,0.0,0,0,0,1
190,821,019KWEW913,LimeLight,22,159.98000000000002,2,2,1,2,5,79.99,1,1,0,0
191,836,019RMYF977,LimeLight,0,139.92999999999998,1,2,0,2,4,220.05,2,0,0,1
192,839,019TJNF293,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
193,844,019WCFM523,LimeLight,0,79.98,1,2,0,1,3,0.0,0,0,0,1
194,847,019XAQV659,LimeLight,0,140.07000000000002,1,2,0,2,4,100.04999999999998,1,0,0,1
195,848,019XKSH906,LimeLight,0,140.07000000000002,1,2,0,2,4,100.04999999999998,1,0,0,1
196,849,019XLLK713,LimeLight,0,140.0,1,2,0,2,4,20.0,0,0,0,1
197,875,020LIWM012,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
198,876,020LLQN909,LimeLight,110,40.0,1,0,0,0,0,14.99,0,0,1,0
199,884,020MTYR398,LimeLight,89,139.95,1,1,0,2,3,49.65,0,0,0,1
200,906,020TWZC657,LimeLight,0,79.99,1,2,0,1,3,0.0,0,0,0,1
201,907,020USXG483,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
202,909,020VLEL966,LimeLight,0,80.0,1,2,0,1,3,79.99000000000001,1,0,0,1
203,919,021BQNT823,LimeLight,0,139.92999999999998,1,2,0,2,4,79.95999999999998,1,0,0,1
204,920,021CLRG434,LimeLight,0,170.82,1,2,0,2,4,64.92000000000002,1,0,0,1
205,921,021CZRU553,LimeLight,0,140.14,1,2,0,2,4,100.1,1,0,0,1
206,926,021HMTS617,LimeLight,0,40.0,1,2,0,0,2,120.0,1,0,1,0
207,928,021IKLM931,LimeLight,17,79.99,1,2,0,1,3,80.08,1,0,0,1
208,932,021LHHP368,LimeLight,15,99.95,1,2,0,1,3,120.0,1,0,0,1
209,934,021LSUI847,LimeLight,0,79.98,1,2,0,1,3,0.0,0,0,0,1
210,935,021MSTM422,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
211,936,021OGPA308,LimeLight,175,0.0,1,0,0,0,0,100.0,1,0,1,0
212,937,021OJSG472,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
213,941,021QHIP232,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
214,945,021SOMG129,LimeLight,0,119.94,1,2,0,2,4,119.94,1,0,0,1
215,953,021XWKH942,LimeLight,0,80.02,1,2,0,1,3,0.0,0,0,0,1
216,954,021YQHK510,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
217,955,021ZINA742,LimeLight,0,79.92,1,2,0,1,3,119.88,1,0,0,1
218,958,022AJRP140,LimeLight,0,140.21,1,2,0,2,4,100.15,1,0,0,1
219,962,022BDWY395,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
220,967,022DEEO879,LimeLight,0,100.0,1,2,0,1,3,120.0,1,0,0,1
221,971,022EUFS929,LimeLight,0,80.0,2,2,1,1,4,0.0,0,0,0,1
222,976,022GXME748,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
223,977,022HBGW840,LimeLight,0,139.79,2,2,1,2,5,99.85,1,1,0,0
224,980,022HRQF479,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
225,981,022IGZS622,LimeLight,0,79.99,2,2,1,1,4,0.0,0,0,0,1
226,984,022LCFG185,LimeLight,0,40.0,1,2,0,0,2,120.0,1,0,1,0
227,985,022MTDU350,LimeLight,0,79.98,1,2,0,1,3,0.0,0,0,0,1
228,991,022ORAK664,LimeLight,0,79.99,1,2,0,1,3,0.0,0,0,0,1
229,1000,022VSBY924,LimeLight,0,39.98,2,2,1,0,3,119.94,1,0,0,1
230,1002,022WSQP330,LimeLight,0,99.98999999999998,2,2,1,1,4,120.0,1,0,0,1
231,1008,022XZGJ976,LimeLight,0,120.0,1,2,0,2,4,120.0,1,0,0,1
232,1014,023AEMD568,LimeLight,0,140.0,1,2,0,2,4,80.0,1,0,0,1
233,1016,023CNYC765,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
234,1031,023JYNY103,LimeLight,0,96.46,1,2,0,1,3,82.67999999999999,1,0,0,1
235,1039,023NBMO154,LimeLight,0,140.0,1,2,0,2,4,120.0,1,0,0,1
236,1043,023OBAE790,LimeLight,0,119.94,1,2,0,2,4,139.93,1,0,0,1
237,1046,023QYNL524,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
238,1050,023TUXH308,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
239,1057,023ZPCU442,LimeLight,0,140.0,1,2,0,2,4,60.0,1,0,0,1
240,1061,024BTWL734,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
241,1062,024CDKX638,LimeLight,0,120.0,1,2,0,2,4,120.0,1,0,0,1
242,1064,024EAID291,LimeLight,0,139.92999999999998,2,2,1,2,5,59.97,1,1,0,0
243,1080,024OVKF458,LimeLight,0,140.0,1,2,0,2,4,120.0,1,0,0,1
244,1083,024PZOR538,LimeLight,0,139.98000000000002,1,2,0,2,4,180.01000000000002,2,0,0,1
245,1088,024RHDD920,LimeLight,0,139.92999999999998,2,2,1,2,5,99.95000000000002,1,1,0,0
246,1095,024URLQ304,LimeLight,0,60.0,1,2,0,0,2,80.0,1,0,1,0
247,1096,024VVIC434,LimeLight,0,140.0,1,2,0,2,4,139.99,1,0,0,1
248,1097,024XAZB966,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
249,1098,024XMTM051,LimeLight,0,139.86,2,2,1,2,5,120.01999999999998,1,1,0,0
250,1104,025CGZS202,LimeLight,0,140.07000000000002,1,2,0,2,4,100.01999999999995,1,0,0,1
251,1116,025GTYJ034,LimeLight,174,20.0,1,0,0,0,0,100.0,1,0,1,0
252,1120,025ITFZ496,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
253,1121,025IVWT679,LimeLight,0,79.99,1,2,0,1,3,123.31000000000002,1,0,0,1
254,1123,025LFEI109,LimeLight,0,140.0,2,2,1,2,5,100.0,1,1,0,0
255,1126,025MEBN694,LimeLight,0,140.07000000000002,1,2,0,2,4,19.969999999999978,0,0,0,1
256,1134,025TQUE999,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
257,1136,025UMCY722,LimeLight,0,13.88,1,2,0,0,2,41.64,0,0,1,0
258,1138,025XILG335,LimeLight,0,80.01,1,2,0,1,3,0.0,0,0,0,1
259,1149,026DSWO376,LimeLight,0,99.85,1,2,0,1,3,178.23,2,0,0,1
260,1151,026EMLC497,LimeLight,0,140.0,1,2,0,2,4,-20.0,0,0,0,1
261,1156,026IMJQ245,LimeLight,0,140.07000000000002,2,2,1,2,5,2.8421709430404014e-14,0,1,0,0
262,1159,026JUGA498,LimeLight,180,0.0,1,0,0,0,0,305.1,2,0,1,0
263,1165,026OHPD321,LimeLight,0,119.88,1,2,0,2,4,119.88,1,0,0,1
264,1167,026OJXT664,LimeLight,0,20.01,1,2,0,0,2,120.06000000000002,1,0,1,0
265,1168,026OZCH655,LimeLight,0,80.0,1,2,0,1,3,132.62,1,0,0,1
266,1170,026PNDH746,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
267,1173,026RJOR814,LimeLight,0,140.07000000000002,1,2,0,2,4,100.05,1,0,0,1
268,1177,026SHHC102,LimeLight,111,39.95999999999998,2,0,1,0,1,80.0,1,0,1,0
269,1180,026TCAF188,LimeLight,0,140.0,3,2,2,2,6,60.0,1,1,0,0
270,1183,026TMFB727,LimeLight,0,140.07000000000002,2,2,1,2,5,120.05999999999996,1,1,0,0
271,1187,026WCBJ610,LimeLight,0,140.0,1,2,0,2,4,100.0,1,0,0,1
272,1189,026XKSR079,LimeLight,0,79.98,1,2,0,1,3,0.0,0,0,0,1
273,1192,026XXER432,LimeLight,67,59.96999999999997,3,1,2,0,3,57.21,1,0,0,1
274,1195,026YHQQ997,LimeLight,38,210.73,1,1,0,3,4,80.0,1,0,0,1
275,1200,027GTSJ413,LimeLight,0,140.0,1,2,0,2,4,120.0,1,0,0,1
276,1206,027INHN718,LimeLight,0,80.0,2,2,1,1,4,0.0,0,0,0,1
277,1209,027JSJR650,LimeLight,0,39.98,1,2,0,0,2,119.94,1,0,1,0
278,1213,027LKCD084,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
279,1218,027QGJI157,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
280,1224,027SHZU688,LimeLight,0,140.0,1,2,0,2,4,-20.0,0,0,0,1
281,1226,027UIEB629,LimeLight,0,29.56,1,2,0,0,2,80.02,1,0,1,0
282,1227,027UYBT302,LimeLight,0,79.99,1,2,0,1,3,0.0,0,0,0,1
283,1230,027WNFP029,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95000000000002,1,0,0,1
284,1235,027XRPZ616,LimeLight,101,40.02000000000001,1,1,0,0,1,40.0,0,0,1,0
285,1236,027XZAS168,LimeLight,0,80.0,1,2,0,1,3,0.0,0,0,0,1
286,1239,027YLVV098,LimeLight,0,139.92999999999998,1,2,0,2,4,99.95,1,0,0,1
287,1241,028BGKV321,LimeLight,0,80.01,1,2,0,1,3,0.0,0,0,0,1
288,1242,028BZES179,LimeLight,0,140.07000000000002,1,2,0,2,4,100.05000000000004,1,0,0,1
289,1252,028JVFL091,LimeLight,0,140.07000000000002,1,2,0,2,4,120.05999999999996,1,0,0,1
290,1260,028MKPI360,LimeLight,74,79.91999999999999,1,1,0,1,2,79.98,1,0,1,0
291,1263,028MQNF994,LimeLight,0,80.0,2,2,1,1,4,0.0,0,0,0,1
