,ID,BRAND,SUB_DETAIL,START_DATE,END_DATE,SUB_DURATION_DAYS,REVENUE
114,011VJJL464,CineQuest,expired annual,2023-01-01,2023-01-20,19,60.0
115,011VJJL464,CineQuest,paid annual,2023-02-21,2023-06-08,107,120.0
116,011YISP421,CineQuest,expired monthly,2023-01-01,2023-06-26,176,72.0
117,011YZHO566,CineQuest,paid monthly,2023-03-18,2023-06-08,82,35.97
118,011ZBZK802,Pulse,expired monthly,2023-01-01,2023-02-22,52,15.96
119,011ZZPY267,CineQuest,expired monthly,2023-01-01,2023-03-19,77,35.97
120,012FYQI592,RetroReel,expired monthly,2023-01-01,2023-03-20,78,89.97
121,012GOPO394,LimeLight,expired monthly,2023-01-01,2023-02-24,54,39.98
122,012HJBP638,RetroReel,expired annual,2023-01-01,2023-04-08,97,119.99
123,012MCDK776,LimeLight,expired monthly,2023-01-01,2023-04-25,114,79.96
124,012OKEW335,ChillStream,expired monthly,2023-01-01,2023-03-13,71,75.0
125,012QVGZ928,Pulse,expired monthly,2023-01-01,2023-03-15,73,24.03
126,012ZKBL003,RetroReel,expired monthly,2023-01-01,2023-05-29,148,150.0
127,012ZXOJ609,CineQuest,expired monthly,2023-01-01,2023-04-15,104,47.96
128,013CXMJ572,LimeLight,paid monthly,2023-03-27,2023-04-02,6,20.02
129,013QHTR180,CineQuest,expired monthly,2023-01-01,2023-02-24,54,24.02
130,013SXLE363,CineQuest,expired monthly,2023-01-01,2023-01-18,17,12.01
131,014EYFV708,CineQuest,expired monthly,2023-01-01,2023-04-23,112,48.08
132,014EZXN555,LimeLight,paid monthly,2023-01-30,2023-04-15,75,59.94
133,014JVEA159,CineQuest,expired monthly,2023-01-01,2023-02-03,33,24.0
134,014RESX445,CineQuest,expired monthly,2023-01-01,2023-03-20,78,35.97
135,014SNMQ113,Pulse,paid monthly,2023-02-27,2023-06-23,116,32.0
136,014ZCIU221,LimeLight,expired monthly,2023-01-01,2023-06-08,158,120.06
137,014ZUDR775,Pulse,expired annual,2023-01-01,2023-05-07,126,49.99
138,015GAWL670,CineQuest,paid annual,2023-01-14,2023-04-25,101,60.0
139,015HMSE178,ChillStream,expired monthly,2023-01-01,2023-03-13,71,74.97
140,015JHXW430,RetroReel,expired monthly,2023-01-01,2023-05-27,146,150.05
141,015MCRC696,Pulse,expired annual,2023-01-01,2023-03-29,87,50.0
142,015MFCG507,Pulse,expired monthly,2023-01-01,2023-01-31,30,8.01
143,015MSRJ781,CineQuest,expired annual,2023-01-01,2023-06-05,155,60.0
144,015PWDY650,LimeLight,expired annual,2023-01-01,2023-04-12,101,80.01
145,015PWDY650,Pulse,expired annual,2023-01-01,2023-01-11,10,50.01
146,015QKAZ245,LimeLight,expired monthly,2023-01-01,2023-06-07,157,120.0
147,015YRKO544,CineQuest,expired monthly,2023-01-01,2023-05-17,136,60.0
148,016CMYY649,LimeLight,expired annual,2023-01-01,2023-03-01,59,79.99
149,016FXDT429,LimeLight,expired annual,2023-01-01,2023-04-18,107,80.01
150,016GIEH480,Pulse,expired monthly,2023-01-01,2023-03-09,67,24.0
151,016HKJZ789,RetroReel,expired annual,2023-01-01,2023-02-24,54,120.0
152,016IXCW991,Pulse,expired monthly,2023-01-01,2023-03-29,87,23.97
153,016JBWX743,LimeLight,expired monthly,2023-01-01,2023-01-10,9,19.99
154,016KBYH738,CineQuest,expired monthly,2023-01-01,2023-01-11,10,11.99
155,016LPPU520,CineQuest,expired monthly,2023-01-01,2023-01-11,10,11.99
156,016LXUI104,LimeLight,expired monthly,2023-01-01,2023-03-03,61,59.94
157,016ODCU876,CineQuest,expired monthly,2023-01-01,2023-01-31,30,11.99
158,016PJBD893,CineQuest,expired monthly,2023-01-01,2023-03-03,61,36.0
159,016XHQX010,ChillStream,expired annual,2023-01-01,2023-02-07,37,100.0
160,016YHAR018,LimeLight,expired annual,2023-01-01,2023-04-21,110,79.98
161,016YIWI121,RetroReel,expired monthly,2023-01-01,2023-02-17,47,59.96
162,017FCGE097,CineQuest,expired monthly,2023-01-01,2023-06-24,174,72.0
163,017FCKE890,ChillStream,expired monthly,2023-01-01,2023-02-12,42,49.98
164,017GVZK122,CineQuest,paid annual,2023-03-04,2023-05-05,62,60.0
165,017IHYM988,RetroReel,expired annual,2023-01-01,2023-01-30,29,120.0
166,017IYEH485,LimeLight,expired monthly,2023-01-01,2023-02-04,34,39.98
167,017QPKQ171,CineQuest,expired annual,2023-01-01,2023-04-13,102,60.01
168,017QSBW390,ChillStream,expired monthly,2023-01-01,2023-02-21,51,49.98
169,017QSBW390,Pulse,expired monthly,2023-01-01,2023-02-13,43,15.98
170,017TEYZ903,RetroReel,expired annual,2023-01-01,2023-02-09,39,119.99
171,017UAZJ233,Pulse,paid monthly,2023-02-09,2023-03-18,37,16.0
172,017WANR517,LimeLight,expired monthly,2023-01-01,2023-03-05,63,59.97
173,017ZJIB275,ChillStream,expired monthly,2023-01-01,2023-05-07,126,124.9
174,017ZMSQ311,RetroReel,expired annual,2023-01-01,2023-05-24,143,120.0
175,017ZUOQ892,LimeLight,expired annual,2023-01-01,2023-03-19,77,80.0
176,018FGND951,Pulse,expired monthly,2023-01-01,2023-01-02,1,7.99
177,018FJVB822,Pulse,trial monthly,2023-02-25,2023-06-30,125,39.95
178,018ILID103,LimeLight,expired monthly,2023-01-01,2023-05-04,123,99.94999999999999
179,018JQWM859,ChillStream,expired monthly,2023-01-01,2023-06-10,160,150.06
180,018OBOB997,CineQuest,expired annual,2023-01-01,2023-03-09,67,60.0
181,018OBOB997,RetroReel,expired monthly,2023-01-01,2023-05-26,145,150.0
182,018VFMP132,CineQuest,expired monthly,2023-01-01,2023-02-17,47,23.98
183,018VFMP132,CineQuest,paid monthly,2023-03-10,2023-05-18,69,59.89
184,018WBNS239,ChillStream,expired annual,2023-01-01,2023-06-03,153,99.99
185,018XNAJ129,Pulse,expired monthly,2023-01-01,2023-02-08,38,16.0
186,019EFDQ054,CineQuest,expired monthly,2023-01-01,2023-05-26,145,60.05
187,019HTZI517,CineQuest,expired monthly,2023-01-01,2023-02-28,58,24.02
188,019IJYB344,ChillStream,paid monthly,2023-02-16,2023-04-01,44,50.0
189,019ILVW149,Pulse,expired annual,2023-01-01,2023-04-01,90,50.02
190,019IVEK789,Pulse,expired monthly,2023-01-01,2023-06-18,168,48.0
191,019KWEW913,LimeLight,expired annual,2023-01-01,2023-06-08,158,79.99
192,019MWRN343,CineQuest,expired monthly,2023-01-01,2023-05-09,128,60.0
193,019OPET001,ChillStream,trial monthly,2023-02-09,2023-05-28,108,99.96
194,019PEHR680,Pulse,paid annual,2023-02-24,2023-03-16,20,50.0
195,019PEWE687,CineQuest,expired monthly,2023-01-01,2023-03-25,83,35.97
196,019PTUR768,CineQuest,expired monthly,2023-01-01,2023-03-08,66,36.0
197,019QWXF085,CineQuest,expired annual,2023-01-01,2023-01-12,11,60.01
198,019RYRL983,CineQuest,expired monthly,2023-01-01,2023-05-15,134,60.099999999999994
199,019XNCB102,ChillStream,expired monthly,2023-01-01,2023-06-27,177,150.0
200,019XPOC110,CineQuest,expired monthly,2023-01-01,2023-06-08,158,71.94
201,020HKAI263,CineQuest,expired monthly,2023-01-01,2023-01-14,13,12.01
202,020IPSH691,Pulse,expired monthly,2023-01-01,2023-01-21,20,8.01
203,020LFRS235,CineQuest,expired monthly,2023-01-01,2023-04-20,109,48.0
204,020LLQN909,LimeLight,expired monthly,2023-01-01,2023-03-12,70,59.94
205,020LULZ654,Pulse,expired monthly,2023-01-01,2023-05-07,126,40.099999999999994
206,020MTYR398,LimeLight,paid monthly,2023-02-24,2023-04-02,37,40.0
207,020NCJW242,LimeLight,expired monthly,2023-01-01,2023-05-11,130,99.94999999999999
208,020NGYS285,Pulse,expired monthly,2023-01-01,2023-04-05,94,31.92
209,020NJDT060,ChillStream,expired annual,2023-01-01,2023-03-29,87,99.99
210,020NJDT060,CineQuest,paid annual,2023-02-09,2023-05-03,83,59.98
211,020OODI791,Pulse,expired monthly,2023-01-01,2023-05-30,149,40.05
212,020PRNI876,CineQuest,expired monthly,2023-01-01,2023-03-18,76,36.0
213,020TNGJ722,CineQuest,expired monthly,2023-01-01,2023-05-07,126,59.95
214,020UXCM491,CineQuest,expired annual,2023-01-01,2023-03-01,59,60.0
215,020YWLE193,RetroReel,expired annual,2023-01-01,2023-05-24,143,120.02
216,020ZFSV785,ChillStream,paid monthly,2023-02-23,2023-03-31,36,49.98
217,021CLRG434,LimeLight,expired monthly,2023-01-01,2023-04-22,111,79.92
218,021EIAV682,ChillStream,expired monthly,2023-01-01,2023-02-22,52,50.0
219,021GEJK216,Pulse,expired monthly,2023-01-01,2023-05-11,130,40.05
220,021IKLM931,LimeLight,paid annual,2023-03-15,2023-06-13,90,80.0
221,021IXHY567,CineQuest,expired monthly,2023-01-01,2023-01-17,16,11.99
222,021LHHI258,CineQuest,expired monthly,2023-01-01,2023-02-04,34,24.0
223,021LHHP368,LimeLight,expired monthly,2023-01-01,2023-06-15,165,119.94
224,021OGPA308,LimeLight,expired annual,2023-01-01,2023-01-06,5,80.01
225,021RJBA949,CineQuest,expired monthly,2023-01-01,2023-04-18,107,47.96
226,021VHOC904,ChillStream,expired monthly,2023-01-01,2023-01-25,24,25.01
227,022ECDA570,ChillStream,expired monthly,2023-01-01,2023-01-27,26,25.0
228,022KGRD507,Pulse,expired monthly,2023-01-01,2023-01-18,17,8.0
229,022NYLG484,CineQuest,paid annual,2023-01-19,2023-06-18,150,59.98
230,022ODOM133,LimeLight,expired monthly,2023-01-01,2023-06-12,162,120.06
231,022UFML306,RetroReel,expired monthly,2023-01-01,2023-01-05,4,29.99
232,022UVSV552,ChillStream,expired monthly,2023-01-01,2023-01-27,26,25.01
233,022WSQP330,LimeLight,expired monthly,2023-01-01,2023-01-30,29,19.98
234,022WSQP330,RetroReel,expired monthly,2023-01-01,2023-06-17,167,179.94
235,022YLNR071,RetroReel,expired annual,2023-01-01,2023-01-27,26,120.0
236,022YPJZ168,RetroReel,expired monthly,2023-01-01,2023-06-10,160,179.94
237,022ZGQE054,ChillStream,expired monthly,2023-01-01,2023-04-12,101,99.96
238,023BCNV844,RetroReel,expired monthly,2023-01-01,2023-02-27,57,60.04
239,023DHIY681,Pulse,expired monthly,2023-01-01,2023-06-25,175,48.06
240,023DHIY681,RetroReel,expired monthly,2023-01-01,2023-02-16,46,60.0
241,023DJQZ882,Pulse,expired annual,2023-01-01,2023-01-28,27,49.99
242,023FTHR639,Pulse,expired monthly,2023-01-01,2023-03-31,89,24.0
243,023HIZW838,Pulse,expired monthly,2023-01-01,2023-02-01,31,16.0
244,023HXIC887,ChillStream,expired monthly,2023-01-01,2023-03-02,60,50.0
245,023KNWF679,CineQuest,expired annual,2023-01-01,2023-02-27,57,59.99
246,023LBND084,CineQuest,expired monthly,2023-01-01,2023-01-09,8,12.0
247,023MOVK325,CineQuest,expired monthly,2023-01-01,2023-01-22,21,12.0
248,023QKGT608,RetroReel,expired monthly,2023-01-01,2023-02-26,56,60.02
249,023TONT701,CineQuest,expired annual,2023-01-01,2023-04-04,93,60.0
250,023YBKB436,LimeLight,expired monthly,2023-01-01,2023-04-07,96,80.0
251,024EAID291,CineQuest,expired monthly,2023-01-01,2023-06-04,154,72.0
252,024JSBO518,CineQuest,expired monthly,2023-01-01,2023-02-21,51,24.02
253,024JSBO518,CineQuest,trial annual,2023-04-21,2023-05-01,10,84.03
254,024JXLD845,CineQuest,expired annual,2023-01-01,2023-04-05,94,60.01
255,024LKVV741,ChillStream,expired monthly,2023-01-01,2023-02-23,53,49.98
256,024LVOZ517,CineQuest,expired annual,2023-01-01,2023-01-17,16,60.01
257,024LVOZ517,CineQuest,trial monthly,2023-02-05,2023-05-31,115,108.05
258,024NGIN053,Pulse,expired annual,2023-01-01,2023-01-14,13,49.99
259,024PZOR538,LimeLight,expired annual,2023-01-01,2023-03-01,59,80.01
260,024QOIS188,RetroReel,expired monthly,2023-01-01,2023-03-21,79,90.0
261,024QQRE334,CineQuest,expired annual,2023-01-01,2023-01-03,2,60.0
262,025FORM217,ChillStream,expired monthly,2023-01-01,2023-06-30,180,150.0
263,025FQYG980,RetroReel,expired monthly,2023-01-01,2023-03-13,71,89.97
264,025GTYJ034,LimeLight,expired monthly,2023-01-01,2023-01-07,6,19.99
265,025LFEI109,RetroReel,expired monthly,2023-01-01,2023-02-10,40,59.96
266,025NQAL295,LimeLight,expired monthly,2023-01-01,2023-05-28,147,100.0
267,025RLMZ490,CineQuest,expired monthly,2023-01-01,2023-02-21,51,24.02
268,025UURA832,CineQuest,expired monthly,2023-01-01,2023-05-16,135,60.0
269,025YUTB722,RetroReel,paid monthly,2023-03-15,2023-04-11,27,30.01
270,026CWIA726,ChillStream,expired monthly,2023-01-01,2023-04-02,91,100.04
271,026IMJQ245,CineQuest,expired monthly,2023-01-01,2023-04-08,97,47.96
272,026JAHI287,Pulse,expired monthly,2023-01-01,2023-02-04,34,16.0
273,026JUGA498,LimeLight,expired monthly,2023-01-01,2023-01-01,0,0.0
274,026MCXD163,ChillStream,expired monthly,2023-01-01,2023-06-06,156,150.06
275,026OIXT983,RetroReel,expired annual,2023-01-01,2023-04-13,102,120.0
276,026SHHC102,CineQuest,expired annual,2023-01-01,2023-02-11,41,60.02
277,026SHHC102,LimeLight,expired monthly,2023-01-01,2023-03-11,69,59.94
278,026TCAF188,CineQuest,expired monthly,2023-01-01,2023-01-06,5,12.02
279,026TCAF188,CineQuest,paid monthly,2023-03-22,2023-05-05,44,36.04
280,026TMFB727,CineQuest,expired annual,2023-01-01,2023-03-09,67,60.01
281,026UVKA617,Pulse,paid monthly,2023-02-26,2023-06-23,117,31.96
282,026WWES087,ChillStream,expired annual,2023-01-01,2023-02-26,56,100.0
283,026XXER432,LimeLight,expired monthly,2023-01-01,2023-04-24,113,79.96
284,026XXER432,Pulse,expired monthly,2023-01-01,2023-06-27,177,48.06
285,026YHBD194,ChillStream,expired monthly,2023-01-01,2023-02-28,58,50.02
286,026YHQQ997,LimeLight,paid monthly,2023-03-31,2023-05-23,53,40.02
287,026YOGT065,CineQuest,expired monthly,2023-01-01,2023-05-22,141,59.95
288,027BUHI580,ChillStream,expired monthly,2023-01-01,2023-05-17,136,125.0
289,027IBXD124,RetroReel,expired monthly,2023-01-01,2023-01-15,14,30.0
290,027KZGZ258,Pulse,expired monthly,2023-01-01,2023-02-14,44,15.98
291,027KZGZ258,Pulse,paid annual,2023-04-24,2023-06-26,63,65.98
292,027XRPZ616,LimeLight,expired monthly,2023-01-01,2023-03-21,79,59.97
293,028FSUK818,ChillStream,paid monthly,2023-03-21,2023-06-12,83,74.94
294,028KCWX868,RetroReel,expired monthly,2023-01-01,2023-03-27,85,90.06
295,028MKPI360,LimeLight,expired monthly,2023-01-01,2023-04-17,106,79.96
296,028NAWH154,Pulse,expired monthly,2023-01-01,2023-03-04,62,23.94
297,028NAWH154,Pulse,paid monthly,2023-04-25,2023-05-29,34,39.94
298,028NIYO825,LimeLight,expired annual,2023-01-01,2023-05-28,147,79.99
299,028OKYV684,LimeLight,expired monthly,2023-01-01,2023-06-01,151,119.94
300,028RXBB730,Pulse,expired monthly,2023-01-01,2023-03-12,70,24.0
301,028TXKJ715,RetroReel,expired monthly,2023-01-01,2023-01-17,16,29.98
302,028YDML976,LimeLight,expired annual,2023-01-01,2023-02-26,56,80.01
303,029AFLP481,LimeLight,expired annual,2023-01-01,2023-04-25,114,79.99
304,029JWFS854,CineQuest,expired monthly,2023-01-01,2023-03-11,69,35.97
305,029MWBW680,LimeLight,expired monthly,2023-01-01,2023-05-31,150,100.0
306,029NOBR861,Pulse,expired monthly,2023-01-01,2023-02-18,48,16.04
307,029NQBU756,RetroReel,expired monthly,2023-01-01,2023-06-20,170,179.94
308,029PXTN980,CineQuest,paid monthly,2023-03-04,2023-05-09,66,35.97
309,029SHLZ674,Pulse,expired monthly,2023-01-01,2023-01-18,17,7.99
310,029SHLZ674,Pulse,trial monthly,2023-02-06,2023-06-04,118,39.95
311,029SPAG933,CineQuest,expired annual,2023-01-01,2023-02-12,42,60.01
312,029TIYB373,LimeLight,paid monthly,2023-01-09,2023-03-31,81,60.06
313,029VOHW749,Pulse,expired annual,2023-01-01,2023-06-23,173,50.0
314,029WHZE211,LimeLight,expired monthly,2023-01-01,2023-01-02,1,20.0
315,030CUNR849,LimeLight,expired monthly,2023-01-01,2023-02-19,49,40.0
316,030HDNY468,LimeLight,expired annual,2023-01-01,2023-03-29,87,80.01
317,030HJKU811,LimeLight,expired monthly,2023-01-01,2023-01-30,29,20.0
318,030JNVE337,Pulse,expired monthly,2023-01-01,2023-02-05,35,15.98
319,030JYTU571,LimeLight,expired annual,2023-01-01,2023-03-24,82,80.02
320,030KSVS462,ChillStream,expired monthly,2023-01-01,2023-01-09,8,25.01
321,030PJEM460,CineQuest,expired monthly,2023-01-01,2023-03-22,80,35.94
322,030PMSM983,CineQuest,expired monthly,2023-01-01,2023-05-22,141,60.05
323,030RGUW544,LimeLight,expired monthly,2023-01-01,2023-02-13,43,40.02
324,030XPXV557,LimeLight,expired monthly,2023-01-01,2023-03-29,87,59.97
325,031SBKW341,ChillStream,paid monthly,2023-02-24,2023-03-03,7,24.99
326,031SBKW341,LimeLight,expired monthly,2023-01-01,2023-05-05,124,100.0
327,031SBNW862,LimeLight,expired monthly,2023-01-01,2023-05-27,146,100.05000000000001
328,031SHEX606,Pulse,expired monthly,2023-01-01,2023-04-23,112,32.0
329,031ULJC227,Pulse,expired monthly,2023-01-01,2023-03-10,68,24.03
330,031VDZI619,Pulse,expired monthly,2023-01-01,2023-01-27,26,8.01
331,032ADDZ125,CineQuest,expired monthly,2023-01-01,2023-01-14,13,11.98
332,032BKUP986,LimeLight,expired monthly,2023-01-01,2023-01-21,20,20.0
333,032DDSZ482,LimeLight,expired annual,2023-01-01,2023-03-08,66,80.01
334,032HFXB106,RetroReel,expired monthly,2023-01-01,2023-02-08,38,60.04
335,032ISTB159,CineQuest,expired monthly,2023-01-01,2023-04-29,118,47.96
336,032KAOX513,CineQuest,expired monthly,2023-01-01,2023-04-30,119,48.0
337,032KBQE129,LimeLight,paid monthly,2023-04-27,2023-05-17,20,20.02
338,032RKFE872,CineQuest,paid monthly,2023-02-17,2023-04-21,63,36.0
339,032WKXD349,CineQuest,expired monthly,2023-01-01,2023-01-31,30,12.0
