,ID,BRAND,RECENCY,FREQUENCY,REVENUE,SUB
44,001PKYB529,LimeLight,107,1,240.0,['paid monthly']
45,001QBUN395,CineQuest,73,1,395.74,"['paid monthly', 'paid monthly']"
46,001QSLT093,Pulse,489,1,49.98,['expired annual']
47,001RBOC950,LimeLight,46,1,260.13,['paid monthly']
48,001RLIN262,LimeLight,301,1,200.0,['paid monthly']
49,001SIVU071,ChillStream,477,1,100.0,['discounted annual']
50,001SIVU071,Pulse,551,1,47.88,['expired monthly']
51,001SQXC187,CineQuest,465,1,72.06,['paid monthly']
52,001SXFZ276,ChillStream,98,1,325.02,"['expired monthly', 'paid monthly', 'paid monthly']"
53,001TTLN903,CineQuest,533,1,54.96,"['trial monthly', 'paid monthly']"
54,001TTLN903,LimeLight,126,1,99.94999999999999,['paid monthly']
55,001TTLN903,Pulse,520,1,50.0,['paid annual']
56,001UAHA863,ChillStream,633,1,100.04,['expired monthly']
57,001UAHA863,CineQuest,411,1,96.0,['paid monthly']
58,001UAHA863,Pulse,166,1,120.14999999999999,"['expired monthly', 'paid monthly']"
59,001UAHA863,RetroReel,34,1,240.04,['expired annual']
60,001UFAQ102,CineQuest,478,1,60.01,['paid annual']
61,001VLBV485,CineQuest,683,1,59.99,['expired annual']
62,001WKVX393,LimeLight,450,1,60.03,['paid monthly']
63,001WOTZ983,Pulse,607,1,40.0,['expired monthly']
64,001WZZE262,RetroReel,60,1,689.54,['expired monthly']
65,001XDRM026,LimeLight,472,1,180.0,['expired monthly']
66,001XPYF468,Pulse,230,1,111.86,['paid monthly']
67,001YPUL192,ChillStream,237,1,250.0,['paid monthly']
68,002ANIL633,Pulse,123,1,100.02,['paid annual']
69,002BKVK889,RetroReel,169,1,239.96,['expired annual']
70,002BZGD044,CineQuest,499,1,59.98,['paid annual']
71,002BZGD044,RetroReel,707,1,29.98,['expired monthly']
72,002CNQR282,LimeLight,710,1,80.0,['expired annual']
73,002CREJ862,Pulse,143,1,56.0,['discounted monthly']
74,002CXBG255,CineQuest,76,1,421.9,"['discounted annual', 'paid monthly']"
75,002EAAX725,CineQuest,320,1,144.0,"['paid annual', 'paid monthly']"
76,002EXCW867,RetroReel,18,1,629.79,['paid monthly']
77,002FCKO341,RetroReel,549,1,119.97,['expired annual']
78,002FIHW100,CineQuest,544,1,107.92,"['expired monthly', 'trial monthly']"
79,002FIHW100,LimeLight,116,1,420.21000000000004,['expired monthly']
80,002FMLQ798,Pulse,68,1,231.70999999999998,"['expired monthly', 'paid monthly']"
81,002HTBP303,CineQuest,671,1,24.02,['expired monthly']
82,002JYSZ401,LimeLight,599,1,100.0,['expired monthly']
83,002KBTX257,ChillStream,654,1,75.0,['expired monthly']
84,002KDWJ981,ChillStream,390,1,50.0,['paid monthly']
85,002KGKA332,CineQuest,0,1,311.94,"['paid annual', 'paid monthly', 'paid monthly']"
86,002KIAG292,Pulse,317,1,104.0,['paid monthly']
87,002NKQR179,LimeLight,159,1,379.84999999999997,"['paid monthly', 'trial monthly']"
88,002NLTJ592,Pulse,331,1,222.98,"['expired monthly', 'paid monthly', 'trial monthly', 'paid monthly']"
89,002NWGK515,Pulse,359,1,96.0,['paid monthly']
90,002NYZB724,Pulse,428,1,50.0,['expired annual']
91,002OADV079,ChillStream,54,1,574.81,"['expired monthly', 'paid monthly']"
92,002ODJA245,Pulse,465,1,72.17999999999999,['expired monthly']
93,002OFHC379,CineQuest,519,1,60.02,['paid annual']
94,002OFHC379,Pulse,529,1,50.01,['paid annual']
95,002OHHT519,Pulse,147,1,16.02,['paid monthly']
96,002PPXS156,LimeLight,107,1,360.0,"['expired annual', 'paid monthly']"
97,002QROR117,LimeLight,505,1,80.01,['expired annual']
98,002RFCE675,Pulse,673,1,16.02,['expired monthly']
99,002RIEU470,CineQuest,576,1,59.99,['discounted annual']
100,002RKAR661,ChillStream,114,1,325.1,"['paid monthly', 'paid monthly']"
101,002RWXN391,CineQuest,90,1,432.32,"['paid annual', 'paid monthly', 'paid monthly']"
102,002SOIZ089,LimeLight,154,1,159.98,['paid annual']
103,002UQOE027,RetroReel,12,1,450.15000000000003,['trial monthly']
104,002VKQJ659,Pulse,504,1,16.0,['paid monthly']
105,002VXNA655,Pulse,373,1,95.76,['trial monthly']
106,002WGSA012,CineQuest,58,1,240.0,['paid monthly']
107,002WKIG010,Pulse,475,1,56.0,['paid monthly']
108,002YJVX993,CineQuest,449,1,59.99,['paid annual']
109,002ZPKN335,Pulse,260,1,23.97,['paid monthly']
110,003AEKA966,LimeLight,639,1,20.01,['discounted monthly']
111,003AFDK971,CineQuest,305,1,48.0,['discounted monthly']
112,003ANID263,LimeLight,633,1,79.96,['expired monthly']
113,003AUQO335,Pulse,286,1,100.0,['paid annual']
114,003FHPQ342,CineQuest,159,1,120.04,['paid annual']
115,003FIZU237,CineQuest,374,1,60.0,['paid annual']
116,003FXVZ713,Pulse,49,1,276.36,"['paid monthly', 'discounted monthly', 'paid monthly']"
117,003GPNN238,LimeLight,463,1,180.18,['expired monthly']
118,003HHJL570,Pulse,574,1,50.0,['paid annual']
119,003HLEM814,CineQuest,386,1,132.0,"['paid annual', 'paid monthly']"
120,003HOFE542,RetroReel,232,1,390.0,['paid monthly']
121,003IMVF953,RetroReel,510,1,179.95999999999998,"['expired monthly', 'paid monthly']"
122,003JAJC959,LimeLight,205,1,239.76,['paid monthly']
123,003JOSE263,CineQuest,701,1,12.01,['expired monthly']
124,003JXTS440,LimeLight,708,1,20.03,['expired monthly']
125,003KHGQ561,RetroReel,445,1,120.08,['paid monthly']
126,003NBZB582,Pulse,487,1,48.06,['paid monthly']
127,003OLXB119,Pulse,185,1,120.0,['paid monthly']
128,003ONER290,CineQuest,633,1,35.94,['trial monthly']
129,003QYGK056,ChillStream,604,1,100.0,['expired annual']
130,003QZTI046,CineQuest,477,1,72.03999999999999,"['expired monthly', 'paid monthly']"
131,003TCEP184,CineQuest,47,1,96.0,['paid monthly']
132,003TEQR186,CineQuest,238,1,168.06,"['expired monthly', 'paid monthly']"
133,003TEQR186,LimeLight,161,1,380.0,['expired monthly']
134,003UKIB964,RetroReel,628,1,120.0,['expired monthly']
135,003WHEB120,CineQuest,42,1,132.22,['paid monthly']
136,003WNAG684,ChillStream,176,1,200.0,['paid annual']
137,003XKHS955,RetroReel,279,1,450.15000000000003,['expired monthly']
138,003XTUL243,CineQuest,230,1,179.85,"['paid monthly', 'paid monthly']"
139,003YXVZ587,RetroReel,295,1,450.15000000000003,['expired monthly']
140,003YZJM392,LimeLight,386,1,140.12,"['expired monthly', 'paid monthly']"
141,003ZHRQ771,LimeLight,62,1,79.96,['discounted monthly']
142,003ZZGJ163,ChillStream,295,1,374.7,['expired monthly']
143,004AKNN688,ChillStream,218,1,474.84999999999997,"['expired monthly', 'paid monthly']"
144,004AMJN950,LimeLight,544,1,120.06,['paid monthly']
145,004AXNW235,CineQuest,74,1,268.73,"['trial annual', 'paid annual']"
146,004BELU613,ChillStream,654,1,74.94,['expired monthly']
147,004BTTQ071,LimeLight,647,1,20.0,['paid monthly']
148,004EFKZ926,Pulse,367,1,357.12,"['trial annual', 'paid monthly']"
149,004ERWY396,CineQuest,274,1,263.58000000000004,"['paid monthly', 'discounted monthly']"
150,004GBPK269,CineQuest,499,1,72.0,"['expired monthly', 'paid monthly']"
151,004GNHV340,ChillStream,157,1,200.0,['paid annual']
152,004JKTR944,RetroReel,289,1,360.12,['paid monthly']
153,004JNYB810,Pulse,276,1,97.99000000000001,"['expired monthly', 'paid annual']"
154,004JVWK677,LimeLight,634,1,79.96,['expired monthly']
155,004KQJC323,LimeLight,490,1,199.94,"['expired monthly', 'paid annual']"
156,004KXZQ857,RetroReel,133,1,540.1800000000001,['paid monthly']
157,004LDOW280,Pulse,258,1,135.92000000000002,"['paid monthly', 'paid monthly']"
158,004MTZV947,CineQuest,620,1,59.96000000000001,"['expired monthly', 'paid monthly']"
159,004NNGI157,RetroReel,151,1,570.05,"['expired monthly', 'paid monthly']"
160,004PAMY118,LimeLight,310,1,280.14000000000004,['paid monthly']
161,004PNMJ902,CineQuest,659,1,36.03,['expired monthly']
162,004PNMJ902,Pulse,424,1,31.96,['paid monthly']
163,004POHC309,LimeLight,612,1,59.97,['paid monthly']
164,004QHPK778,ChillStream,725,1,24.99,['expired monthly']
165,004QKDC600,RetroReel,384,1,360.12,['expired monthly']
166,004QPCZ325,Pulse,573,1,48.0,['expired monthly']
167,004RNEC476,ChillStream,91,1,324.87,"['expired monthly', 'discounted monthly']"
168,004RPPT922,ChillStream,476,1,100.0,['expired annual']
169,004SFGA279,LimeLight,226,1,319.87,"['expired monthly', 'paid annual']"
170,004SZWZ820,LimeLight,270,1,320.16,['expired monthly']
171,004SZWZ820,Pulse,283,1,187.89,"['expired annual', 'paid monthly']"
172,004UOHX798,LimeLight,424,1,80.0,['expired annual']
173,004VACU875,ChillStream,109,1,225.03,"['paid monthly', 'paid monthly']"
174,004VACU875,Pulse,615,1,32.0,['paid monthly']
175,004WBSE248,ChillStream,276,1,424.96999999999997,"['expired monthly', 'trial monthly']"
176,004WBSE248,CineQuest,87,1,372.14,"['expired monthly', 'paid monthly', 'paid monthly']"
177,004WBSE248,Pulse,178,1,144.0,['paid monthly']
178,004WDNE622,Pulse,22,1,142.64,"['discounted monthly', 'paid monthly']"
179,004WENA386,Pulse,522,1,39.95,['trial monthly']
180,004WPRH738,ChillStream,437,1,249.89999999999998,['expired monthly']
181,004WSAQ537,ChillStream,161,1,536.84,"['trial monthly', 'paid monthly']"
182,004XMMN681,LimeLight,623,1,79.96,['expired monthly']
183,004XVQK228,CineQuest,20,1,531.23,"['expired monthly', 'trial monthly', 'paid monthly', 'paid monthly']"
184,004ZETP103,RetroReel,587,1,149.95,['expired monthly']
185,004ZVVX124,CineQuest,486,1,108.0,"['paid monthly', 'discounted monthly']"
186,004ZXAB891,CineQuest,14,1,107.99,"['paid monthly', 'paid monthly', 'paid monthly']"
187,005AJTJ963,CineQuest,17,1,443.51,"['paid monthly', 'paid monthly', 'paid annual']"
188,005AJTJ963,Pulse,263,1,100.04,['expired annual']
189,005APHH960,CineQuest,63,1,251.79,['discounted monthly']
190,005APHH960,Pulse,24,1,100.0,['paid annual']
191,005AVDY361,ChillStream,702,1,100.02,['expired annual']
192,005BCIQ004,LimeLight,390,1,240.01999999999998,"['expired annual', 'paid annual']"
193,005CBWF649,Pulse,448,1,50.0,['paid annual']
194,005CKJF445,LimeLight,256,1,160.0,['paid monthly']
195,005CLAH698,RetroReel,666,1,120.0,['expired annual']
196,005CRSD874,CineQuest,51,1,378.05,"['expired annual', 'discounted annual', 'paid annual']"
197,005CRSD874,LimeLight,362,1,259.87,['expired monthly']
198,005CVHE823,CineQuest,533,1,84.07,['expired monthly']
199,005CVMO725,LimeLight,430,1,140.0,['paid monthly']
200,005CVMO725,RetroReel,634,1,119.99,['expired annual']
201,005DEST751,CineQuest,237,1,120.0,['paid annual']
202,005EBJD636,Pulse,102,1,100.02,['paid annual']
203,005EDVN799,RetroReel,588,1,150.0,['expired monthly']
204,005FXWL713,CineQuest,726,1,12.0,['expired monthly']
205,005IKHP676,CineQuest,265,1,168.0,['trial monthly']
206,005IKHP676,LimeLight,534,1,60.03,['paid monthly']
207,005ITHJ033,LimeLight,200,1,340.0,['paid monthly']
208,005IZSJ697,LimeLight,137,1,219.89,['paid monthly']
209,005JAMG408,LimeLight,665,1,79.99,['expired annual']
210,005KLHD033,LimeLight,246,1,159.96,['expired annual']
211,005KMLV801,RetroReel,78,1,240.02,['paid annual']
212,005LMLD320,LimeLight,561,1,60.0,['paid monthly']
213,005MQWT219,LimeLight,54,1,380.05,"['paid monthly', 'paid monthly']"
214,005MVVN443,Pulse,67,1,469.16999999999996,"['paid monthly', 'trial monthly', 'paid monthly', 'paid monthly']"
215,005NTLW643,CineQuest,91,1,228.0,"['paid monthly', 'discounted monthly']"
216,005OXQY492,Pulse,537,1,32.0,['paid monthly']
217,005PSDD172,RetroReel,710,1,30.0,['expired monthly']
218,005PUYF561,LimeLight,700,1,20.0,['expired monthly']
219,005PXUP242,LimeLight,596,1,80.0,['paid monthly']
220,005PXZW655,LimeLight,605,1,60.0,['paid monthly']
221,005PXZW655,Pulse,387,1,40.05,['paid monthly']
222,005QIBK768,Pulse,49,1,264.03999999999996,"['expired monthly', 'trial monthly', 'trial monthly']"
223,005QWTZ542,LimeLight,590,1,100.0,['expired monthly']
224,005RCWZ068,LimeLight,372,1,240.0,['expired monthly']
225,005RVSJ622,RetroReel,239,1,540.0,"['expired annual', 'discounted monthly']"
226,005TCXI940,CineQuest,60,1,167.86,['paid monthly']
227,005TLRF516,Pulse,608,1,8.01,['discounted monthly']
228,005TQVA378,LimeLight,649,1,60.0,['expired monthly']
229,005TXTH594,LimeLight,651,1,79.99,['expired annual']
230,005UXRN097,ChillStream,354,1,325.13,['expired monthly']
231,005UYEU370,CineQuest,139,1,156.01999999999998,"['expired monthly', 'paid monthly']"
232,005VGAL262,CineQuest,12,1,360.17999999999995,"['paid monthly', 'paid monthly', 'paid monthly']"
233,005YPOG658,Pulse,77,1,255.94000000000003,"['expired monthly', 'paid monthly', 'paid monthly']"
234,005ZHSW573,CineQuest,76,1,120.0,['paid annual']
235,006BIGJ762,RetroReel,77,1,119.99,['paid annual']
236,006CSAF205,LimeLight,313,1,240.06,"['expired monthly', 'paid monthly']"
237,006DQSO238,LimeLight,515,1,79.99,['expired annual']
238,006DYJP348,Pulse,711,1,49.99,['expired annual']
239,006EFVW924,CineQuest,143,1,275.83,"['paid monthly', 'paid annual']"
240,006FKZP530,LimeLight,692,1,40.0,['expired monthly']
241,006GITA462,CineQuest,130,1,323.95,"['expired monthly', 'paid monthly', 'paid monthly']"
242,006IDRX772,LimeLight,30,1,160.0,['trial annual']
243,006KAHH236,Pulse,652,1,49.99,['expired annual']
244,006KUQM142,CineQuest,18,1,345.08,"['trial monthly', 'paid monthly']"
245,006LUUT405,ChillStream,101,1,475.0,['paid monthly']
246,006LUUT405,Pulse,643,1,24.03,['expired monthly']
247,006LZLE549,Pulse,245,1,151.88,"['expired monthly', 'paid monthly']"
248,006MHQU901,Pulse,543,1,56.0,['expired monthly']
249,006OIZP651,ChillStream,123,1,300.04,"['paid monthly', 'paid monthly']"
250,006PDGI783,ChillStream,308,1,325.0,['paid monthly']
251,006RFUX405,RetroReel,401,1,179.94,['discounted monthly']
252,006RHZT505,LimeLight,325,1,80.04,['trial monthly']
253,006RHZT505,RetroReel,357,1,330.0,['paid monthly']
254,006RWGY195,ChillStream,533,1,124.9,['paid monthly']
255,006RZKK033,CineQuest,110,1,155.74,['paid monthly']
256,006VAPC920,Pulse,403,1,72.0,['paid monthly']
257,006WDBZ552,RetroReel,720,1,119.98,['expired annual']
258,006WMXU263,RetroReel,239,1,449.84999999999997,['discounted monthly']
259,006XYPC394,CineQuest,405,1,72.0,['paid monthly']
260,006ZEHK792,Pulse,3,1,236.15,"['expired annual', 'paid monthly']"
261,006ZYSD972,ChillStream,64,1,200.02,['paid annual']
262,007BPVP508,ChillStream,465,1,149.95999999999998,"['paid monthly', 'paid monthly']"
263,007DOGV973,ChillStream,420,1,200.0,['paid monthly']
264,007EBFN621,CineQuest,368,1,108.00999999999999,"['expired monthly', 'paid annual']"
265,007EBFN621,RetroReel,174,1,570.0,['expired monthly']
266,007HEYK079,ChillStream,607,1,74.94,['discounted monthly']
267,007HNUM396,LimeLight,437,1,160.0,['paid monthly']
268,007IAJO670,LimeLight,204,1,80.0,['paid annual']
269,007IHUT323,CineQuest,317,1,168.14,['expired monthly']
270,007IONX010,Pulse,163,1,151.81,['trial monthly']
271,007JGNE522,RetroReel,93,1,630.0,['paid monthly']
272,007JGRB024,LimeLight,239,1,160.08,['paid monthly']
273,007JJBM916,RetroReel,634,1,120.01,['expired annual']
274,007JNVU184,CineQuest,252,1,251.82999999999998,"['expired monthly', 'discounted annual']"
275,007KFTT629,ChillStream,688,1,100.0,['expired annual']
276,007KYTZ045,LimeLight,490,1,160.0,['expired monthly']
277,007MVBQ657,CineQuest,219,1,216.33999999999997,"['expired monthly', 'paid monthly']"
278,007OCVT539,RetroReel,710,1,120.01,['expired annual']
279,007ODOF136,ChillStream,330,1,250.0,['paid monthly']
280,007QEIL853,Pulse,132,1,127.68,['paid monthly']
281,007QFVA399,LimeLight,87,1,639.6800000000001,"['paid monthly', 'trial monthly']"
282,007RAHR336,Pulse,541,1,49.99,['trial annual']
283,007RBCZ425,Pulse,207,1,96.0,"['paid monthly', 'paid monthly']"
284,007SEZN754,ChillStream,305,1,99.99,['paid annual']
285,007SGGD254,CineQuest,229,1,155.95000000000002,"['expired monthly', 'paid monthly']"
286,007TUSZ303,ChillStream,469,1,225.09,['expired monthly']
287,007TUSZ303,CineQuest,451,1,60.0,['expired annual']
288,007VTTS788,CineQuest,236,1,120.0,['paid annual']
289,007WEBH532,Pulse,12,1,143.64000000000001,['paid monthly']
290,007WNPX422,ChillStream,467,1,100.0,['expired annual']
291,007XAFB326,ChillStream,134,1,574.9499999999999,"['expired monthly', 'discounted monthly']"
292,007XAFB326,CineQuest,110,1,143.98000000000002,"['expired monthly', 'trial monthly']"
293,007XAZW495,Pulse,248,1,171.92999999999998,"['paid annual', 'paid monthly']"
294,007XGFT366,Pulse,506,1,55.93,['trial monthly']
295,007YODP449,Pulse,440,1,63.92,['paid monthly']
296,008BYAI639,ChillStream,312,1,199.98,['paid annual']
297,008DEJF778,LimeLight,74,1,160.0,['expired annual']
298,008DFCS661,LimeLight,293,1,340.1,"['paid monthly', 'discounted monthly']"
299,008EJGC563,CineQuest,560,1,60.0,['paid monthly']
300,008ENDY646,LimeLight,611,1,79.92,['paid monthly']
301,008GHZM925,Pulse,527,1,55.86,['expired monthly']
302,008HUFE310,CineQuest,41,1,661.86,"['trial monthly', 'paid monthly', 'discounted monthly']"
303,008JIXA533,CineQuest,309,1,108.0,['trial monthly']
304,008JQHS769,Pulse,153,1,323.46,"['trial monthly', 'trial monthly', 'paid monthly']"
305,008KBIH389,CineQuest,306,1,144.03,"['expired monthly', 'paid monthly', 'trial monthly']"
306,008KZIC544,Pulse,13,1,240.0,"['paid annual', 'paid monthly']"
307,008LORV934,LimeLight,636,1,80.01,['expired annual']
308,008OOOH210,CineQuest,372,1,144.0,['expired monthly']
309,008PMLJ543,CineQuest,146,1,408.0,"['paid monthly', 'paid monthly', 'paid monthly']"
310,008PVUV767,CineQuest,485,1,60.01,['trial annual']
311,008RBCH646,CineQuest,505,1,47.96,['paid monthly']
312,008RGLC003,Pulse,305,1,32.04,['trial monthly']
313,008RYDV189,Pulse,221,1,135.66,['trial monthly']
314,008RZUB139,ChillStream,332,1,350.12,"['paid monthly', 'trial monthly']"
315,008UZTO673,CineQuest,550,1,71.94,['paid monthly']
316,008WMEQ926,Pulse,1,1,248.53,"['paid monthly', 'trial monthly']"
317,008YNFU804,ChillStream,493,1,75.03,['paid monthly']
318,008YPQG160,CineQuest,595,1,60.02,['paid annual']
319,008YUFH506,Pulse,709,1,7.99,['expired monthly']
320,008ZBLA861,Pulse,246,1,150.0,"['paid annual', 'paid annual']"
321,009BNUY561,LimeLight,167,1,80.0,['paid annual']
322,009BYWQ378,LimeLight,136,1,159.98,['paid annual']
323,009CWCA119,Pulse,204,1,127.88000000000001,"['expired monthly', 'paid monthly']"
324,009DPLG842,CineQuest,647,1,36.0,['expired monthly']
325,009ECYS976,RetroReel,514,1,120.0,['expired annual']
326,009FZVW489,ChillStream,330,1,100.02,['paid annual']
327,009GUTY233,RetroReel,155,1,959.94,"['discounted monthly', 'trial monthly']"
328,009IATV914,RetroReel,375,1,150.05,['paid monthly']
329,009ILTP035,LimeLight,276,1,80.01,['paid annual']
330,009IRTM799,ChillStream,401,1,275.0,['expired monthly']
331,009IZWB670,ChillStream,228,1,349.96000000000004,"['paid monthly', 'paid annual', 'paid monthly']"
332,009IZWB670,Pulse,37,1,50.0,['discounted annual']
333,009MCBT205,LimeLight,476,1,180.0,['expired monthly']
334,009MNVS084,LimeLight,712,1,80.01,['expired annual']
335,009NCAP692,CineQuest,337,1,108.0,['paid monthly']
336,009NCAP692,Pulse,381,1,88.11,['paid monthly']
337,009NFTT664,Pulse,584,1,40.0,['paid monthly']
338,009OAZT384,LimeLight,671,1,40.0,['expired monthly']
339,009ODJW058,ChillStream,402,1,275.11,['expired monthly']
340,009ODJW058,Pulse,580,1,40.0,['trial monthly']
341,009OWTK397,LimeLight,634,1,80.01,['expired annual']
342,009OXDM431,ChillStream,320,1,100.01,['paid annual']
343,009PNHD703,LimeLight,430,1,79.99,['expired annual']
344,009QUIZ198,CineQuest,88,1,227.69000000000003,"['paid monthly', 'discounted monthly', 'paid monthly']"
345,009QVOZ628,Pulse,530,1,49.99,['paid annual']
346,009SDTY662,LimeLight,618,1,80.0,['expired monthly']
347,009ULAL921,CineQuest,50,1,300.09000000000003,"['expired monthly', 'paid monthly', 'trial monthly']"
348,009VHGO190,ChillStream,9,1,200.0,['paid annual']
349,009WCWO485,ChillStream,118,1,325.04999999999995,"['paid monthly', 'paid monthly', 'paid monthly']"
350,009WCWO485,LimeLight,197,1,360.18,['paid monthly']
351,009YWEP229,LimeLight,240,1,399.96000000000004,"['expired monthly', 'paid monthly', 'paid monthly']"
352,009ZCKQ977,CineQuest,541,1,47.96,['paid monthly']
353,009ZNIP210,CineQuest,523,1,72.0,['paid monthly']
354,009ZQQW485,Pulse,652,1,23.94,['expired monthly']
355,010ADQH166,LimeLight,131,1,399.6,['expired monthly']
356,010BVRJ742,CineQuest,504,1,179.97,"['paid annual', 'paid annual']"
357,010DJRE528,ChillStream,75,1,400.02,"['expired annual', 'paid annual']"
358,010DJRE528,CineQuest,109,1,180.04,"['expired annual', 'paid annual']"
359,010DMBH921,ChillStream,588,1,125.0,['expired monthly']
360,010DWEH981,LimeLight,459,1,180.0,['expired monthly']
361,010EWIB677,ChillStream,459,1,225.09,['expired monthly']
362,010FGYR018,RetroReel,29,1,240.0,['paid annual']
363,010FMTD776,CineQuest,396,1,120.19999999999999,['paid monthly']
364,010FMTD776,LimeLight,175,1,380.0,['expired monthly']
365,010FMTD776,Pulse,87,1,100.02,['paid annual']
366,010FMTD776,RetroReel,118,1,240.02,['expired annual']
367,010FVSN529,ChillStream,467,1,300.02,"['expired annual', 'paid monthly']"
368,010HJKY577,RetroReel,119,1,509.94,"['paid monthly', 'paid monthly', 'trial monthly']"
369,010HMPU780,CineQuest,667,1,60.01,['expired annual']
370,010HPEQ987,LimeLight,611,1,80.08,['expired monthly']
371,010KHRW889,Pulse,346,1,30.939999999999998,['paid monthly']
372,010LGPV785,LimeLight,670,1,40.0,['expired monthly']
373,010LUOI901,CineQuest,88,1,239.8,['paid monthly']
374,010MURF353,LimeLight,547,1,80.0,['expired annual']
375,010MWWJ010,CineQuest,426,1,47.980000000000004,"['expired monthly', 'paid monthly']"
376,010PKHU916,LimeLight,12,1,399.79999999999995,['paid monthly']
377,010PKHU916,RetroReel,24,1,720.0,['expired monthly']
378,010PRQG612,Pulse,613,1,32.08,['expired monthly']
379,010PZZL366,ChillStream,46,1,474.80999999999995,['paid monthly']
380,010QFBK826,Pulse,692,1,16.0,['expired monthly']
381,010QKEH462,ChillStream,211,1,374.84999999999997,['paid monthly']
382,010RECN467,Pulse,270,1,119.88,"['trial monthly', 'trial monthly']"
383,010RSTN249,RetroReel,400,1,120.0,['paid annual']
384,010SRCU881,RetroReel,390,1,299.9,['paid monthly']
385,010SYJP308,CineQuest,711,1,12.0,['expired monthly']
386,010SYJP308,LimeLight,724,1,20.0,['expired monthly']
387,010SYJP308,Pulse,475,1,56.14,['paid monthly']
388,010UGQJ077,LimeLight,461,1,80.01,['expired annual']
389,010UXXD311,LimeLight,394,1,159.92,['paid monthly']
390,010UZAZ742,CineQuest,437,1,71.96000000000001,"['expired monthly', 'paid monthly']"
391,010VECF139,RetroReel,273,1,180.0,['trial monthly']
392,010VUDQ027,CineQuest,387,1,23.98,['discounted monthly']
393,010WSZH215,LimeLight,592,1,80.01,['expired annual']
394,010ZCIU076,Pulse,237,1,120.03,"['paid monthly', 'paid monthly', 'paid monthly']"
395,010ZSQB664,ChillStream,615,1,100.02,['discounted annual']
396,010ZSQB664,LimeLight,711,1,80.01,['expired annual']
397,011ACZS629,CineQuest,571,1,72.0,['expired monthly']
398,011ALNE291,Pulse,576,1,32.08,['paid monthly']
399,011ANYH850,LimeLight,182,1,100.05000000000001,['paid monthly']
400,011CGFJ290,CineQuest,601,1,60.05,['expired monthly']
401,011CJIS986,CineQuest,281,1,120.0,['paid annual']
402,011CQIW361,LimeLight,293,1,240.12,['discounted monthly']
403,011CWGV337,CineQuest,156,1,312.26,"['expired monthly', 'paid monthly']"
