,Unnamed: 0,ID,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,OverallScore,RevenueCluster,last_6m_REVENUE,LTVCluster,BRAND_ChillStream,BRAND_CineQuest,BRAND_LimeLight,BRAND_Pulse,BRAND_RetroReel,Segment_High-Value,Segment_Low-Value,Segment_Mid-Value
171,179,003ZZGJ163,0,47.6054794520548,2,2,1,4,1,48.394520547945206,0,0,0,0,1,0,0,0,1
172,180,004AKNN688,34,174.95,1,1,0,5,4,47.88,0,1,0,0,0,0,1,0,0
173,181,004AXNW235,0,55.17079037800686,1,2,0,3,1,93.52920962199312,1,0,1,0,0,0,0,0,1
174,182,004BTTQ071,0,118.95419178082192,1,2,0,5,3,120.92580821917808,1,0,0,1,0,0,1,0,0
175,183,004EFKZ926,0,22.686567164179102,1,2,0,2,0,27.31343283582089,0,0,0,0,1,0,0,1,0
176,184,004EPOB480,0,59.51676712328767,1,2,0,4,2,60.503232876712325,0,0,0,0,0,1,0,0,1
177,185,004ERWY396,90,143.0,1,1,0,4,3,48.0,0,0,1,0,0,0,0,0,1
178,186,004GBPK269,0,68.00092219020173,1,2,0,4,2,75.87907780979826,0,0,1,0,0,0,0,0,1
179,187,004GNEP305,0,39.67123287671233,1,2,0,3,1,40.32876712328767,0,0,0,1,0,0,0,0,1
180,188,004GNHV340,0,87.01923076923077,1,2,0,4,2,12.980769230769226,0,1,0,0,0,0,0,0,1
181,189,004ILUO342,0,39.66627397260274,1,2,0,3,1,40.32372602739726,0,0,0,1,0,0,0,0,1
182,190,004JATO962,0,22.39813333333333,1,2,0,2,0,97.59186666666666,1,0,0,0,0,1,0,1,0
183,191,004JKTR944,0,121.34629482071712,1,2,0,5,3,165.09370517928286,2,0,0,0,0,1,1,0,0
184,193,004JQHL248,0,45.29857142857143,1,2,0,3,1,74.68142857142857,0,0,0,0,0,1,0,0,1
185,194,004JVWK677,0,118.95419178082192,1,2,0,5,3,120.92580821917808,1,0,0,1,0,0,1,0,0
186,195,004KQJC323,0,119.07320547945206,1,2,0,5,3,121.04679452054796,1,0,0,1,0,0,1,0,0
187,196,004KXZQ857,0,187.24137931034485,1,2,0,6,4,52.75862068965517,0,0,0,0,0,1,1,0,0
188,197,004LDOW280,74,56.03,1,1,0,2,1,9.4,0,0,0,0,1,0,0,1,0
189,198,004MHUO064,0,51.44367123287672,1,2,0,3,1,52.29632876712329,0,0,0,0,1,0,0,0,1
190,199,004MTZV947,0,29.76334246575343,1,2,0,2,0,30.25665753424657,0,0,1,0,0,0,0,1,0
191,200,004NNGI157,0,269.9625,1,2,0,7,5,89.98750000000001,1,0,0,0,0,1,1,0,0
192,201,004PAMY118,126,39.97999999999996,1,0,0,1,1,80.01,0,0,0,1,0,0,0,1,0
193,202,004PMLD524,0,17.407559808612437,1,2,0,2,0,122.52244019138756,1,0,0,1,0,0,0,1,0
194,203,004PNMJ902,0,7.14595,2,2,1,3,0,76.92405,0,0,1,0,0,0,0,0,1
195,204,004PNMJ902,0,51.425414364640886,2,2,1,4,1,52.57458563535912,0,0,0,0,1,0,0,0,1
196,205,004QHPK778,0,148.70761643835615,1,2,0,6,4,151.17238356164384,2,1,0,0,0,0,1,0,0
197,206,004QIOK665,0,7.736842105263157,1,2,0,2,0,202.26315789473685,2,0,0,0,0,1,0,1,0
198,207,004RNEC476,0,168.07866666666666,1,2,0,6,4,154.50133333333335,2,1,0,0,0,0,1,0,0
199,208,004RPPT922,0,45.535714285714285,1,2,0,3,1,54.46428571428572,0,1,0,0,0,0,0,0,1
200,209,004SFGA279,0,122.19693548387094,1,2,0,5,3,137.67306451612902,1,0,0,1,0,0,1,0,0
201,211,004SZWZ820,99,73.94,2,1,1,4,2,24.0,0,0,0,0,1,0,0,0,1
202,212,004TECZ734,0,39.67619178082192,1,2,0,3,1,40.33380821917808,0,0,0,1,0,0,0,0,1
203,213,004VACU875,0,2.0004,2,2,1,3,0,148.0296,2,1,0,0,0,0,0,0,1
204,214,004VACU875,0,9.79,2,2,1,3,0,54.29,0,0,0,0,1,0,0,0,1
205,216,004WBSE248,0,125.0202158273381,3,2,2,7,3,66.99978417266188,0,0,1,0,0,0,1,0,0
206,217,004WBSE248,0,46.40181818181818,3,2,2,5,1,41.588181818181816,0,0,0,0,1,0,1,0,0
207,218,004WDNE622,0,24.581545454545456,1,2,0,2,0,67.07845454545455,0,0,0,0,1,0,0,1,0
208,219,004WENA386,0,51.57260273972603,1,2,0,3,1,52.42739726027397,0,0,0,0,1,0,0,0,1
209,220,004WSAQ537,0,185.21980198019804,1,2,0,6,4,51.58019801980197,0,1,0,0,0,0,1,0,0
210,221,004XLSY951,0,148.76712328767124,1,2,0,6,4,151.23287671232876,2,1,0,0,0,0,1,0,0
211,222,004XMMN681,0,88.81550488599348,1,2,0,4,2,131.0744951140065,1,0,0,1,0,0,0,0,1
212,223,004XNMR137,0,59.5018904109589,1,2,0,4,2,60.488109589041095,0,0,0,0,0,1,0,0,1
213,224,004XVQK228,0,111.11301449275363,1,2,0,5,3,100.67698550724636,1,0,1,0,0,0,1,0,0
214,225,004ZETP103,0,110.03460207612456,1,2,0,5,3,189.96539792387543,2,0,0,0,0,1,1,0,0
215,226,004ZVVX124,0,41.25591397849463,1,2,0,3,1,78.64408602150539,0,0,1,0,0,0,0,0,1
216,227,005AJTJ963,0,191.055568627451,2,2,1,7,4,132.75443137254902,1,0,1,0,0,0,1,0,0
217,229,005APHH960,0,105.48344370860926,2,2,1,6,3,70.51655629139074,0,0,1,0,0,0,1,0,0
218,230,005APHH960,0,26.54489736070381,2,2,1,3,0,23.465102639296187,0,0,0,0,1,0,0,0,1
219,231,005AVDY361,0,49.589041095890416,1,2,0,3,1,50.410958904109584,0,1,0,0,0,0,0,0,1
220,232,005BCIQ004,0,87.5657894736842,1,2,0,4,2,132.43421052631578,1,0,0,1,0,0,0,0,1
221,233,005CBWF649,0,5.147058823529411,1,2,0,2,0,44.85294117647059,0,0,0,0,1,0,0,1,0
222,234,005CKJF445,0,117.92,1,2,0,5,3,122.0,1,0,0,1,0,0,1,0,0
223,235,005CLAH698,0,178.40153424657535,1,2,0,6,4,181.35846575342464,2,0,0,0,0,1,1,0,0
224,236,005CLOA577,0,59.5018904109589,1,2,0,4,2,60.488109589041095,0,0,0,0,0,1,0,0,1
225,237,005CRSD874,13,138.07,3,2,2,7,3,198.07,2,0,1,0,0,0,1,0,0
226,239,005CRSD874,0,16.486813186813187,3,2,2,4,0,33.52318681318681,0,0,0,0,1,0,0,0,1
227,240,005CVHE823,0,71.34871232876712,1,2,0,4,2,72.53128767123287,0,0,1,0,0,0,0,0,1
228,241,005CVMO725,0,4.144559585492227,2,2,1,3,0,75.84544041450776,0,0,0,1,0,0,0,0,1
229,242,005CVMO725,0,176.5490807799443,2,2,1,7,4,183.5709192200557,2,0,0,0,0,1,1,0,0
230,244,005DTWK409,0,178.4610410958904,1,2,0,6,4,181.4189589041096,2,0,0,0,0,1,1,0,0
231,245,005EBJD636,0,34.403764258555135,1,2,0,3,1,20.31623574144487,0,0,0,0,1,0,0,0,1
232,246,005EDVN799,0,160.91311178247733,1,2,0,6,4,198.9668882175227,2,0,0,0,0,1,1,0,0
233,247,005EQLX678,0,178.34202739726027,1,2,0,6,4,181.2979726027397,2,0,0,0,0,1,1,0,0
234,248,005FXWL713,0,29.74846575342466,1,2,0,2,0,30.24153424657534,0,0,1,0,0,0,0,1,0
235,249,005IKHP676,81,54.06,1,1,0,2,1,12.0,0,0,1,0,0,0,0,1,0
236,250,005ITHJ033,16,120.06,1,2,0,5,3,19.99,0,0,0,1,0,0,1,0,0
237,251,005IZSJ697,0,126.95403508771928,1,2,0,5,3,112.92596491228069,1,0,0,1,0,0,1,0,0
238,252,005JAMG408,0,119.013698630137,1,2,0,5,3,120.986301369863,1,0,0,1,0,0,1,0,0
239,254,005KMLV801,0,75.66682926829269,1,2,0,4,2,44.31317073170732,0,0,0,0,0,1,0,0,1
240,255,005LMLD320,0,96.07501538461538,1,2,0,5,3,123.8149846153846,1,0,0,1,0,0,1,0,0
241,256,005MQWT219,0,14.009343065693432,1,2,0,2,0,225.9006569343066,2,0,0,1,0,0,0,1,0
242,257,005MVVN443,125,100.42,1,0,0,3,3,132.41,1,0,0,0,1,0,0,0,1
243,258,005NTLW643,0,27.0,1,2,0,2,0,155.25,2,0,1,0,0,0,0,1,0
