,ID,BRAND,RECENCY,FREQUENCY,REVENUE,SUB,DATE
105,011CQIW361,LimeLight,109,1,60.03,['expired monthly'],2023-03-13
106,011ESHZ072,ChillStream,148,1,100.0,['expired annual'],2023-02-02
107,011FKXG559,LimeLight,4,1,120.0,['expired monthly'],2023-06-26
108,011GGIZ636,ChillStream,54,1,124.94999999999999,['expired monthly'],2023-05-07
109,011GXVT794,Pulse,47,1,40.05,['expired monthly'],2023-05-14
110,011HXJH357,ChillStream,9,1,150.06,['expired monthly'],2023-06-21
111,011LSEX181,Pulse,91,1,24.0,['expired monthly'],2023-03-31
112,011MWSU369,CineQuest,160,1,12.01,['expired monthly'],2023-01-21
113,011VJJL464,CineQuest,22,1,180.0,"['expired annual', 'paid annual']",2023-06-08
114,011YISP421,CineQuest,4,1,72.0,['expired monthly'],2023-06-26
115,011YZHO566,CineQuest,22,1,35.97,['paid monthly'],2023-06-08
116,011ZBZK802,Pulse,128,1,15.96,['expired monthly'],2023-02-22
117,011ZZPY267,CineQuest,103,1,35.97,['expired monthly'],2023-03-19
118,012FYQI592,RetroReel,102,1,89.97,['expired monthly'],2023-03-20
119,012GOPO394,LimeLight,126,1,39.98,['expired monthly'],2023-02-24
120,012HJBP638,RetroReel,83,1,119.99,['expired annual'],2023-04-08
121,012MCDK776,LimeLight,66,1,79.96,['expired monthly'],2023-04-25
122,012OKEW335,ChillStream,109,1,75.0,['expired monthly'],2023-03-13
123,012QVGZ928,Pulse,107,1,24.03,['expired monthly'],2023-03-15
124,012ZKBL003,RetroReel,32,1,150.0,['expired monthly'],2023-05-29
125,012ZXOJ609,CineQuest,76,1,47.96,['expired monthly'],2023-04-15
126,013CXMJ572,LimeLight,89,1,20.02,['paid monthly'],2023-04-02
127,013QHTR180,CineQuest,126,1,24.02,['expired monthly'],2023-02-24
128,013SXLE363,CineQuest,163,1,12.01,['expired monthly'],2023-01-18
129,014EYFV708,CineQuest,68,1,48.08,['expired monthly'],2023-04-23
130,014EZXN555,LimeLight,76,1,59.94,['paid monthly'],2023-04-15
131,014JVEA159,CineQuest,147,1,24.0,['expired monthly'],2023-02-03
132,014RESX445,CineQuest,102,1,35.97,['expired monthly'],2023-03-20
133,014SNMQ113,Pulse,7,1,32.0,['paid monthly'],2023-06-23
134,014ZCIU221,LimeLight,22,1,120.06,['expired monthly'],2023-06-08
135,014ZUDR775,Pulse,54,1,49.99,['expired annual'],2023-05-07
136,015GAWL670,CineQuest,66,1,60.0,['paid annual'],2023-04-25
137,015HMSE178,ChillStream,109,1,74.97,['expired monthly'],2023-03-13
138,015JHXW430,RetroReel,34,1,150.05,['expired monthly'],2023-05-27
139,015MCRC696,Pulse,93,1,50.0,['expired annual'],2023-03-29
140,015MFCG507,Pulse,150,1,8.01,['expired monthly'],2023-01-31
141,015MSRJ781,CineQuest,25,1,60.0,['expired annual'],2023-06-05
142,015PWDY650,LimeLight,79,1,80.01,['expired annual'],2023-04-12
143,015PWDY650,Pulse,170,1,50.01,['expired annual'],2023-01-11
144,015QKAZ245,LimeLight,23,1,120.0,['expired monthly'],2023-06-07
145,015YRKO544,CineQuest,44,1,60.0,['expired monthly'],2023-05-17
146,016CMYY649,LimeLight,121,1,79.99,['expired annual'],2023-03-01
147,016FXDT429,LimeLight,73,1,80.01,['expired annual'],2023-04-18
148,016GIEH480,Pulse,113,1,24.0,['expired monthly'],2023-03-09
149,016HKJZ789,RetroReel,126,1,120.0,['expired annual'],2023-02-24
150,016IXCW991,Pulse,93,1,23.97,['expired monthly'],2023-03-29
151,016JBWX743,LimeLight,171,1,19.99,['expired monthly'],2023-01-10
152,016KBYH738,CineQuest,170,1,11.99,['expired monthly'],2023-01-11
153,016LPPU520,CineQuest,170,1,11.99,['expired monthly'],2023-01-11
154,016LXUI104,LimeLight,119,1,59.94,['expired monthly'],2023-03-03
155,016ODCU876,CineQuest,150,1,11.99,['expired monthly'],2023-01-31
156,016PJBD893,CineQuest,119,1,36.0,['expired monthly'],2023-03-03
157,016XHQX010,ChillStream,143,1,100.0,['expired annual'],2023-02-07
158,016YHAR018,LimeLight,70,1,79.98,['expired annual'],2023-04-21
159,016YIWI121,RetroReel,133,1,59.96,['expired monthly'],2023-02-17
160,017FCGE097,CineQuest,6,1,72.0,['expired monthly'],2023-06-24
161,017FCKE890,ChillStream,138,1,49.98,['expired monthly'],2023-02-12
162,017GVZK122,CineQuest,56,1,60.0,['paid annual'],2023-05-05
163,017IHYM988,RetroReel,151,1,120.0,['expired annual'],2023-01-30
164,017IYEH485,LimeLight,146,1,39.98,['expired monthly'],2023-02-04
165,017QPKQ171,CineQuest,78,1,60.01,['expired annual'],2023-04-13
166,017QSBW390,ChillStream,129,1,49.98,['expired monthly'],2023-02-21
167,017QSBW390,Pulse,137,1,15.98,['expired monthly'],2023-02-13
168,017TEYZ903,RetroReel,141,1,119.99,['expired annual'],2023-02-09
169,017UAZJ233,Pulse,104,1,16.0,['paid monthly'],2023-03-18
170,017WANR517,LimeLight,117,1,59.97,['expired monthly'],2023-03-05
171,017ZJIB275,ChillStream,54,1,124.9,['expired monthly'],2023-05-07
172,017ZMSQ311,RetroReel,37,1,120.0,['expired annual'],2023-05-24
173,017ZUOQ892,LimeLight,103,1,80.0,['expired annual'],2023-03-19
174,018FGND951,Pulse,179,1,7.99,['expired monthly'],2023-01-02
175,018FJVB822,Pulse,0,1,39.95,['trial monthly'],2023-06-30
176,018ILID103,LimeLight,57,1,99.94999999999999,['expired monthly'],2023-05-04
177,018JQWM859,ChillStream,20,1,150.06,['expired monthly'],2023-06-10
178,018OBOB997,CineQuest,113,1,60.0,['expired annual'],2023-03-09
179,018OBOB997,RetroReel,35,1,150.0,['expired monthly'],2023-05-26
180,018VFMP132,CineQuest,43,1,83.87,"['expired monthly', 'paid monthly']",2023-05-18
181,018WBNS239,ChillStream,27,1,99.99,['expired annual'],2023-06-03
182,018XNAJ129,Pulse,142,1,16.0,['expired monthly'],2023-02-08
183,019EFDQ054,CineQuest,35,1,60.05,['expired monthly'],2023-05-26
184,019HTZI517,CineQuest,122,1,24.02,['expired monthly'],2023-02-28
185,019IJYB344,ChillStream,90,1,50.0,['paid monthly'],2023-04-01
186,019ILVW149,Pulse,90,1,50.02,['expired annual'],2023-04-01
187,019IVEK789,Pulse,12,1,48.0,['expired monthly'],2023-06-18
188,019KWEW913,LimeLight,22,1,79.99,['expired annual'],2023-06-08
189,019MWRN343,CineQuest,52,1,60.0,['expired monthly'],2023-05-09
190,019OPET001,ChillStream,33,1,99.96,['trial monthly'],2023-05-28
191,019PEHR680,Pulse,106,1,50.0,['paid annual'],2023-03-16
192,019PEWE687,CineQuest,97,1,35.97,['expired monthly'],2023-03-25
193,019PTUR768,CineQuest,114,1,36.0,['expired monthly'],2023-03-08
194,019QWXF085,CineQuest,169,1,60.01,['expired annual'],2023-01-12
195,019RYRL983,CineQuest,46,1,60.099999999999994,['expired monthly'],2023-05-15
196,019XNCB102,ChillStream,3,1,150.0,['expired monthly'],2023-06-27
197,019XPOC110,CineQuest,22,1,71.94,['expired monthly'],2023-06-08
198,020HKAI263,CineQuest,167,1,12.01,['expired monthly'],2023-01-14
199,020IPSH691,Pulse,160,1,8.01,['expired monthly'],2023-01-21
200,020LFRS235,CineQuest,71,1,48.0,['expired monthly'],2023-04-20
201,020LLQN909,LimeLight,110,1,59.94,['expired monthly'],2023-03-12
202,020LULZ654,Pulse,54,1,40.099999999999994,['expired monthly'],2023-05-07
203,020MTYR398,LimeLight,89,1,40.0,['paid monthly'],2023-04-02
204,020NCJW242,LimeLight,50,1,99.94999999999999,['expired monthly'],2023-05-11
205,020NGYS285,Pulse,86,1,31.92,['expired monthly'],2023-04-05
206,020NJDT060,ChillStream,93,1,99.99,['expired annual'],2023-03-29
207,020NJDT060,CineQuest,58,1,59.98,['paid annual'],2023-05-03
208,020OODI791,Pulse,31,1,40.05,['expired monthly'],2023-05-30
209,020PRNI876,CineQuest,104,1,36.0,['expired monthly'],2023-03-18
210,020TNGJ722,CineQuest,54,1,59.95,['expired monthly'],2023-05-07
211,020UXCM491,CineQuest,121,1,60.0,['expired annual'],2023-03-01
212,020YWLE193,RetroReel,37,1,120.02,['expired annual'],2023-05-24
213,020ZFSV785,ChillStream,91,1,49.98,['paid monthly'],2023-03-31
214,021CLRG434,LimeLight,69,1,79.92,['expired monthly'],2023-04-22
215,021EIAV682,ChillStream,128,1,50.0,['expired monthly'],2023-02-22
216,021GEJK216,Pulse,50,1,40.05,['expired monthly'],2023-05-11
217,021IKLM931,LimeLight,17,1,80.0,['paid annual'],2023-06-13
218,021IXHY567,CineQuest,164,1,11.99,['expired monthly'],2023-01-17
219,021LHHI258,CineQuest,146,1,24.0,['expired monthly'],2023-02-04
220,021LHHP368,LimeLight,15,1,119.94,['expired monthly'],2023-06-15
221,021OGPA308,LimeLight,175,1,80.01,['expired annual'],2023-01-06
222,021RJBA949,CineQuest,73,1,47.96,['expired monthly'],2023-04-18
223,021VHOC904,ChillStream,156,1,25.01,['expired monthly'],2023-01-25
224,022ECDA570,ChillStream,154,1,25.0,['expired monthly'],2023-01-27
225,022KGRD507,Pulse,163,1,8.0,['expired monthly'],2023-01-18
226,022NYLG484,CineQuest,12,1,59.98,['paid annual'],2023-06-18
227,022ODOM133,LimeLight,18,1,120.06,['expired monthly'],2023-06-12
228,022UFML306,RetroReel,176,1,29.99,['expired monthly'],2023-01-05
229,022UVSV552,ChillStream,154,1,25.01,['expired monthly'],2023-01-27
230,022WSQP330,LimeLight,151,1,19.98,['expired monthly'],2023-01-30
231,022WSQP330,RetroReel,13,1,179.94,['expired monthly'],2023-06-17
232,022YLNR071,RetroReel,154,1,120.0,['expired annual'],2023-01-27
233,022YPJZ168,RetroReel,20,1,179.94,['expired monthly'],2023-06-10
234,022ZGQE054,ChillStream,79,1,99.96,['expired monthly'],2023-04-12
235,023BCNV844,RetroReel,123,1,60.04,['expired monthly'],2023-02-27
236,023DHIY681,Pulse,5,1,48.06,['expired monthly'],2023-06-25
237,023DHIY681,RetroReel,134,1,60.0,['expired monthly'],2023-02-16
238,023DJQZ882,Pulse,153,1,49.99,['expired annual'],2023-01-28
239,023FTHR639,Pulse,91,1,24.0,['expired monthly'],2023-03-31
240,023HIZW838,Pulse,149,1,16.0,['expired monthly'],2023-02-01
241,023HXIC887,ChillStream,120,1,50.0,['expired monthly'],2023-03-02
242,023KNWF679,CineQuest,123,1,59.99,['expired annual'],2023-02-27
243,023LBND084,CineQuest,172,1,12.0,['expired monthly'],2023-01-09
244,023MOVK325,CineQuest,159,1,12.0,['expired monthly'],2023-01-22
245,023QKGT608,RetroReel,124,1,60.02,['expired monthly'],2023-02-26
246,023TONT701,CineQuest,87,1,60.0,['expired annual'],2023-04-04
247,023YBKB436,LimeLight,84,1,80.0,['expired monthly'],2023-04-07
248,024EAID291,CineQuest,26,1,72.0,['expired monthly'],2023-06-04
249,024JSBO518,CineQuest,60,1,108.05,"['expired monthly', 'trial annual']",2023-05-01
250,024JXLD845,CineQuest,86,1,60.01,['expired annual'],2023-04-05
251,024LKVV741,ChillStream,127,1,49.98,['expired monthly'],2023-02-23
252,024LVOZ517,CineQuest,30,1,168.06,"['expired annual', 'trial monthly']",2023-05-31
253,024NGIN053,Pulse,167,1,49.99,['expired annual'],2023-01-14
254,024PZOR538,LimeLight,121,1,80.01,['expired annual'],2023-03-01
255,024QOIS188,RetroReel,101,1,90.0,['expired monthly'],2023-03-21
256,024QQRE334,CineQuest,178,1,60.0,['expired annual'],2023-01-03
257,025FORM217,ChillStream,0,1,150.0,['expired monthly'],2023-06-30
258,025FQYG980,RetroReel,109,1,89.97,['expired monthly'],2023-03-13
259,025GTYJ034,LimeLight,174,1,19.99,['expired monthly'],2023-01-07
260,025LFEI109,RetroReel,140,1,59.96,['expired monthly'],2023-02-10
261,025NQAL295,LimeLight,33,1,100.0,['expired monthly'],2023-05-28
262,025RLMZ490,CineQuest,129,1,24.02,['expired monthly'],2023-02-21
263,025UURA832,CineQuest,45,1,60.0,['expired monthly'],2023-05-16
264,025YUTB722,RetroReel,80,1,30.01,['paid monthly'],2023-04-11
265,026CWIA726,ChillStream,89,1,100.04,['expired monthly'],2023-04-02
266,026IMJQ245,CineQuest,83,1,47.96,['expired monthly'],2023-04-08
267,026JAHI287,Pulse,146,1,16.0,['expired monthly'],2023-02-04
268,026JUGA498,LimeLight,180,1,0.0,['expired monthly'],2023-01-01
269,026MCXD163,ChillStream,24,1,150.06,['expired monthly'],2023-06-06
270,026OIXT983,RetroReel,78,1,120.0,['expired annual'],2023-04-13
271,026SHHC102,CineQuest,139,1,60.02,['expired annual'],2023-02-11
272,026SHHC102,LimeLight,111,1,59.94,['expired monthly'],2023-03-11
273,026TCAF188,CineQuest,56,1,48.06,"['expired monthly', 'paid monthly']",2023-05-05
274,026TMFB727,CineQuest,113,1,60.01,['expired annual'],2023-03-09
275,026UVKA617,Pulse,7,1,31.96,['paid monthly'],2023-06-23
276,026WWES087,ChillStream,124,1,100.0,['expired annual'],2023-02-26
277,026XXER432,LimeLight,67,1,79.96,['expired monthly'],2023-04-24
278,026XXER432,Pulse,3,1,48.06,['expired monthly'],2023-06-27
279,026YHBD194,ChillStream,122,1,50.02,['expired monthly'],2023-02-28
280,026YHQQ997,LimeLight,38,1,40.02,['paid monthly'],2023-05-23
281,026YOGT065,CineQuest,39,1,59.95,['expired monthly'],2023-05-22
282,027BUHI580,ChillStream,44,1,125.0,['expired monthly'],2023-05-17
283,027IBXD124,RetroReel,166,1,30.0,['expired monthly'],2023-01-15
284,027KZGZ258,Pulse,4,1,81.96000000000001,"['expired monthly', 'paid annual']",2023-06-26
285,027XRPZ616,LimeLight,101,1,59.97,['expired monthly'],2023-03-21
286,028FSUK818,ChillStream,18,1,74.94,['paid monthly'],2023-06-12
287,028KCWX868,RetroReel,95,1,90.06,['expired monthly'],2023-03-27
288,028MKPI360,LimeLight,74,1,79.96,['expired monthly'],2023-04-17
289,028NAWH154,Pulse,32,1,63.879999999999995,"['expired monthly', 'paid monthly']",2023-05-29
290,028NIYO825,LimeLight,33,1,79.99,['expired annual'],2023-05-28
291,028OKYV684,LimeLight,29,1,119.94,['expired monthly'],2023-06-01
292,028RXBB730,Pulse,110,1,24.0,['expired monthly'],2023-03-12
293,028TXKJ715,RetroReel,164,1,29.98,['expired monthly'],2023-01-17
294,028YDML976,LimeLight,124,1,80.01,['expired annual'],2023-02-26
295,029AFLP481,LimeLight,66,1,79.99,['expired annual'],2023-04-25
296,029JWFS854,CineQuest,111,1,35.97,['expired monthly'],2023-03-11
297,029MWBW680,LimeLight,30,1,100.0,['expired monthly'],2023-05-31
298,029NOBR861,Pulse,132,1,16.04,['expired monthly'],2023-02-18
299,029NQBU756,RetroReel,10,1,179.94,['expired monthly'],2023-06-20
300,029PXTN980,CineQuest,52,1,35.97,['paid monthly'],2023-05-09
301,029SHLZ674,Pulse,26,1,47.940000000000005,"['expired monthly', 'trial monthly']",2023-06-04
302,029SPAG933,CineQuest,138,1,60.01,['expired annual'],2023-02-12
303,029TIYB373,LimeLight,91,1,60.06,['paid monthly'],2023-03-31
304,029VOHW749,Pulse,7,1,50.0,['expired annual'],2023-06-23
305,029WHZE211,LimeLight,179,1,20.0,['expired monthly'],2023-01-02
306,030CUNR849,LimeLight,131,1,40.0,['expired monthly'],2023-02-19
307,030HDNY468,LimeLight,93,1,80.01,['expired annual'],2023-03-29
308,030HJKU811,LimeLight,151,1,20.0,['expired monthly'],2023-01-30
309,030JNVE337,Pulse,145,1,15.98,['expired monthly'],2023-02-05
310,030JYTU571,LimeLight,98,1,80.02,['expired annual'],2023-03-24
311,030KSVS462,ChillStream,172,1,25.01,['expired monthly'],2023-01-09
312,030PJEM460,CineQuest,100,1,35.94,['expired monthly'],2023-03-22
313,030PMSM983,CineQuest,39,1,60.05,['expired monthly'],2023-05-22
314,030RGUW544,LimeLight,137,1,40.02,['expired monthly'],2023-02-13
315,030XPXV557,LimeLight,93,1,59.97,['expired monthly'],2023-03-29
316,031SBKW341,ChillStream,119,1,24.99,['paid monthly'],2023-03-03
317,031SBKW341,LimeLight,56,1,100.0,['expired monthly'],2023-05-05
318,031SBNW862,LimeLight,34,1,100.05000000000001,['expired monthly'],2023-05-27
319,031SHEX606,Pulse,68,1,32.0,['expired monthly'],2023-04-23
320,031ULJC227,Pulse,112,1,24.03,['expired monthly'],2023-03-10
321,031VDZI619,Pulse,154,1,8.01,['expired monthly'],2023-01-27
322,032ADDZ125,CineQuest,167,1,11.98,['expired monthly'],2023-01-14
323,032BKUP986,LimeLight,160,1,20.0,['expired monthly'],2023-01-21
324,032DDSZ482,LimeLight,114,1,80.01,['expired annual'],2023-03-08
325,032HFXB106,RetroReel,142,1,60.04,['expired monthly'],2023-02-08
326,032ISTB159,CineQuest,62,1,47.96,['expired monthly'],2023-04-29
327,032KAOX513,CineQuest,61,1,48.0,['expired monthly'],2023-04-30
328,032KBQE129,LimeLight,44,1,20.02,['paid monthly'],2023-05-17
329,032RKFE872,CineQuest,70,1,36.0,['paid monthly'],2023-04-21
330,032WKXD349,CineQuest,150,1,12.0,['expired monthly'],2023-01-31
331,032WOZJ309,RetroReel,169,1,30.0,['expired monthly'],2023-01-12
332,032WYXF451,CineQuest,31,1,60.0,['expired annual'],2023-05-30
333,033CXNY311,RetroReel,115,1,30.01,['paid monthly'],2023-03-07
334,033FJIK272,LimeLight,105,1,60.0,['expired monthly'],2023-03-17
335,033KEBH103,ChillStream,165,1,24.99,['expired monthly'],2023-01-16
336,033ZTUZ317,CineQuest,33,1,60.0,['expired monthly'],2023-05-28
337,034DFJW139,ChillStream,47,1,100.03999999999999,"['expired monthly', 'trial monthly']",2023-05-14
338,034JXPO881,Pulse,6,1,114.07999999999998,"['expired monthly', 'paid annual']",2023-06-24
339,034KGAH110,LimeLight,88,1,80.0,['expired monthly'],2023-04-03
340,034KGAH110,Pulse,27,1,47.94,['expired monthly'],2023-06-03
341,034LBVD956,Pulse,1,1,48.0,['expired monthly'],2023-06-29
342,034LFUN305,LimeLight,88,1,79.92,['expired monthly'],2023-04-03
343,034NCXJ056,Pulse,89,1,16.04,['paid monthly'],2023-04-02
344,034NMIU755,CineQuest,141,1,23.98,['expired monthly'],2023-02-09
345,034PUSE846,Pulse,86,1,23.97,['discounted monthly'],2023-04-05
346,034QHWS574,LimeLight,0,1,79.99,['paid annual'],2023-06-30
347,034UDWS704,LimeLight,91,1,60.0,['paid monthly'],2023-03-31
348,034VPTV564,LimeLight,121,1,79.99,['expired annual'],2023-03-01
349,034YUAK722,RetroReel,119,1,89.97,['expired monthly'],2023-03-03
350,035HXNY707,LimeLight,4,1,40.0,['trial monthly'],2023-06-26
351,035IBQW951,ChillStream,154,1,25.0,['expired monthly'],2023-01-27
352,035NAHW133,Pulse,78,1,31.92,['expired monthly'],2023-04-13
353,035NBJV337,Pulse,25,1,8.02,['paid monthly'],2023-06-05
354,035ROPH449,RetroReel,65,1,120.0,['expired monthly'],2023-04-26
355,035WUKV218,ChillStream,136,1,50.02,['expired monthly'],2023-02-14
356,035ZAHJ114,CineQuest,32,1,36.0,['paid monthly'],2023-05-29
357,036ACEB416,LimeLight,13,1,120.0,['expired monthly'],2023-06-17
358,036KNLU521,Pulse,22,1,50.01,['expired annual'],2023-06-08
359,036LEGG758,RetroReel,125,1,59.96,['expired monthly'],2023-02-25
360,036QMIL137,Pulse,88,1,16.02,['paid monthly'],2023-04-03
361,036SACJ850,Pulse,39,1,40.0,['expired monthly'],2023-05-22
362,036TGGJ227,LimeLight,96,1,59.97,['expired monthly'],2023-03-26
363,036XCKF063,LimeLight,5,1,119.88,['expired monthly'],2023-06-25
364,036YDMI393,CineQuest,46,1,83.97,"['expired monthly', 'paid annual']",2023-05-15
