,ID,REVENUE
211,033SGCR147,79.99
212,033VDNF450,80.0
213,033ZIDK420,80.0
214,034CZGW408,70.17
215,034GPKQ349,20.0
216,034LFUN305,19.99
217,034NOIS308,40.0
218,034QEGT008,99.94999999999999
219,034QHWS574,125.99
220,034VPTV564,79.99
221,034XELD917,19.99
222,035GWAR424,119.94
223,035WQYI890,99.94999999999999
224,036ABJI056,60.0
225,036ACEB416,120.06
226,036AQPQ351,80.0
227,036BDMT224,80.01
228,036UGYQ840,80.0
229,036XCKF063,66.94999999999999
230,037QBFQ318,99.94999999999999
231,037QQCE805,100.0
232,037XTTG760,79.99
233,037ZPOL811,80.0
234,038CWNT106,79.99
235,038EAOB493,160.0
236,038FUZG558,80.04
237,039BSRQ900,80.0
238,039GVXP109,79.99
239,039JUPM327,20.01
240,039MIHU158,40.0
241,039NIQO008,59.94
242,039ZKHB927,72.95
243,040ACCQ364,79.99
244,040EMFJ698,80.0
245,040EYFR027,59.94
246,040JHXW226,100.0
247,040PPNY775,100.1
248,040QFUU263,59.97
249,041ASLP853,120.0
250,041KLPN949,80.0
251,041OPLH053,60.03
252,041QHSP961,20.3
253,041QIOZ113,80.03
254,041TWQK717,80.0
255,042PTAR885,119.94
256,042SUCX892,80.02
257,042ULTN581,79.96
258,043GRJK872,100.05000000000001
259,043JZCW538,60.0
260,043SVHB387,79.99
261,043UKXP254,120.06
262,044BBDU751,99.94999999999999
263,044KQCA273,100.0
264,044OZBK106,40.02
265,044QQWU058,120.0
266,044SCOP315,34.95
267,044WWWO052,120.0
268,045BPCS856,140.07000000000002
269,045CYTI920,90.17
270,045CZVE292,64.16
271,045GBUM624,19.98
272,045LXQG286,80.0
273,045SBGY979,20.0
274,045TJDK839,100.0
275,045UKKH774,20.01
276,046HFOU772,120.0
277,046IYGL389,100.05000000000001
278,046JXNZ767,120.0
279,046VMGK505,40.02
280,047BELQ917,120.0
281,047DFPJ922,80.0
282,047GGUB429,19.98
283,047ISKD661,80.0
284,047KCOB066,39.98
285,047MQKX513,120.0
286,047XFGX189,80.0
287,047XWVT596,100.05000000000001
288,048ASTQ644,60.0
289,048BBCX771,100.05000000000001
290,048CPJL792,40.02
291,048NXLH452,118.54
292,048QBRB698,80.01
293,048QDEY521,80.04
294,048XMNH273,58.150000000000006
295,049AWOX883,120.0
296,049FKTX858,80.0
297,049JJRD429,80.0
298,049KIQJ581,60.03
299,049LEYC610,40.0
300,049ONXK854,80.0
301,049RRFV183,39.98
302,049RTJM258,100.0
303,049RYVW899,79.99
304,049TPBI531,59.88
305,049YMKW451,39.98
306,050AJYH944,20.0
307,051EFIJ880,40.0
308,051IQDI186,80.07000000000001
309,051JJYU081,40.02
310,051LHWB293,60.0
311,051MZPZ022,40.02
312,051NCBA522,79.99
313,051VGGR586,14.54
314,051WQNR483,19.99
315,052HXHA348,79.92
316,052IVPD157,79.99
317,052LHRE425,80.01
318,052MYFU956,120.06
319,052PDTA835,152.51999999999998
320,052PLRL110,40.02
321,053IFHC832,34.26
322,053JWLD883,48.599999999999994
323,053QCBY795,160.0
324,053RCSY870,60.0
325,053TMAC940,120.03999999999999
326,053ZJBH175,80.01
327,054CANY052,20.0
328,054YXPA030,80.0
329,055KHPF026,120.0
330,055KKYF515,67.53999999999999
331,055LOGD050,79.96
332,055OMVU482,80.08
333,055OXWC889,79.98
334,055RFKB536,79.99
335,055WFBZ071,80.01
336,055WVFT106,39.98
337,055XWUQ380,60.06
338,056BIHN964,39.96
339,056CXZO464,80.0
340,056FBFS920,40.02
341,056FOCF868,60.0
342,056GSAY504,40.0
343,056JOJQ292,60.0
344,056JWTF079,100.00999999999999
345,056MPLV132,160.03
346,056SYOP206,60.0
347,056VSDE233,100.0
348,056XULB186,40.02
349,057CMKM432,100.0
350,057NWUQ691,40.02
351,057TSRG491,86.3
352,058EGDH702,60.03
353,058ENRW676,100.1
354,058NEBG127,80.0
355,058QJWR923,100.1
356,058TABC557,59.94
357,059AUQD324,120.0
358,059BXSD248,99.9
359,059PRFR883,79.92
360,059SCCS442,120.0
361,059UXDU729,79.99
362,060IHYB266,100.0
363,060IYDW354,80.0
364,060NSDT446,80.0
365,060SVIW321,100.0
366,060TDXW511,39.98
367,060YKSR387,19.99
368,061ACWA041,80.01
369,061GKXE832,79.92
370,061IFIP328,80.04
371,061NMQZ475,59.94
372,061QAEM222,139.97
373,061QSAO335,100.0
374,061QSUI125,80.01
375,061XJAS894,18.07
376,061YKCH776,79.96
377,062CPVY902,80.02
378,062DTFN427,79.96
379,062JQRR896,59.97
380,062KKGB452,80.01
381,062NSWF973,19.99
382,062TCKT040,120.01
383,062ZBGL834,80.0
384,063CRRU999,80.04
385,063DGJS218,120.12
386,063EDMR965,119.94
387,063FZGE371,140.06
388,063HGXS473,100.05000000000001
389,063UYQO703,20.0
390,064BFEY301,52.62
391,064EGXH583,100.0
392,064GPDP648,20.0
393,064HCTD076,79.99
394,064HFDA413,100.0
395,064IPRN047,100.15
396,064IUUL246,20.0
397,064JYSL660,40.0
398,064PKAX226,60.06
399,064PYQT737,36.52
400,064XMFV963,80.01
401,064ZRSA969,98.05
402,065ALMY576,80.02
403,065OCIB111,75.48
404,065VCKY701,80.0
405,066FUMT195,20.0
406,066HLTJ849,59.97
407,066PHPQ667,80.02
408,066RGGO121,80.01
409,066WRID423,19.99
410,067BIXG945,59.97
411,067BYXF188,120.0
412,067CETE841,17.53
413,067DMML056,140.07000000000002
414,067DNYU200,80.0
415,067DWNZ971,80.01
416,067MJIL336,60.0
417,067OVHT519,79.96
418,067OZFW648,40.0
419,067VCQJ631,80.04
420,067WKXH847,100.0
421,067XXVS891,80.01
422,067YEBO717,20.02
423,068HGRB522,80.0
424,068HVCM547,139.86
425,068MRPE550,120.06
426,068TUAA349,79.99
427,068XKIA989,80.0
428,069DFWB856,80.02
429,069FIAT560,40.0
430,069ISWV007,59.97
431,069LERD503,33.050000000000004
432,069LQEG131,100.1
433,069NBSM824,80.01
434,069NFIN807,80.0
435,069NNEN248,79.99
436,069PQTE101,40.0
437,069SATW731,42.06
438,069VSOT755,120.0
439,069YPRB681,120.0
440,070AWPS361,80.01
441,070BAOD484,20.01
442,070DBPZ089,20.01
443,070GBSZ875,40.02
444,070JDLT854,80.0
445,070KOKZ248,139.95999999999998
446,070MFKG142,16.94
447,070MZLW797,80.0
448,070PGRW348,99.97999999999999
449,070PYWI735,80.04
450,071DJHU382,80.01
451,071HKXP036,100.0
452,071IQCE503,40.0
453,071MRWT929,94.95
454,071RHFP492,57.12
455,071XKVQ593,80.02
456,071YZED747,49.62
457,072DWIE036,40.0
458,072GYCP526,120.08999999999999
459,072SQDM188,80.08
460,072TGJD515,63.34
461,072UMBH633,80.01
462,073ELEV518,40.0
463,073ENTZ533,80.0
464,073KBVX311,79.98
465,073KYBT048,80.0
466,073LXFZ369,80.01
467,073TCHR848,40.0
468,073WSIA196,80.0
469,074EGFX460,41.4
470,074IBWE988,79.99
471,074VPBO137,159.95
472,075BIMP879,40.0
473,075CCDG707,39.98
474,075EUOY005,80.0
475,075MRFK851,40.0
476,075NCNF444,40.0
477,075SZOZ580,80.08
478,075ZSEG311,22.02
479,076DONM706,80.04
480,076EOJQ588,20.01
481,076FTKT375,60.0
482,076IAXW878,100.05000000000001
483,076KNHS354,19.48
484,076PPTG505,40.02
485,076QJWZ295,120.06
486,076VCNI155,79.99
487,076ZKZV866,69.28
488,077BRUE969,79.99
489,077DXJT187,99.94999999999999
490,077EAWP116,34.8
491,077UKAV871,100.04
492,077XBLO880,240.01
493,077XTHS612,51.52
494,077YOFJ431,51.74
495,078IBUF618,80.0
496,078SEKI132,100.0
497,078UOJU390,79.98
498,078WOOV053,80.0
499,079ALKC786,100.0
500,079DFSE545,80.01
501,079FBJE267,39.94
502,079OARM822,100.1
503,079OFQV109,120.12
504,079OOKS674,46.4
505,079RCCW602,59.97
506,079RXQL730,120.0
507,079WQCB198,120.06
508,079ZNIV884,39.47
509,080BPHT803,99.94999999999999
510,080CENM075,100.0
511,080FFUZ524,40.0
512,080GWET386,40.02
513,080UXYG139,79.99
514,080VYWN230,40.02
515,081DTWF450,119.99000000000001
516,081GBFE065,54.22
517,081HTOJ804,126.72999999999999
518,081JOBJ815,105.66
519,081NBZY492,59.97
520,081NMON832,119.88
521,081SURM064,80.01
522,082EOLS388,80.04
523,082FIGH240,79.96
524,082FTEX821,20.0
525,082GPIZ445,40.02
526,082KOLB663,100.05000000000001
527,082RLOD646,120.0
528,083BIZO019,80.04
529,083CIXH498,119.94
530,083JHUQ799,59.94
531,083VZEY954,79.99
532,084DTKV020,100.05000000000001
533,084FFKY159,66.74
534,084MLUG409,40.04
535,084QVLC985,160.0
536,084TMMH231,120.0
537,085BSNC384,79.96
538,085CUEB750,99.9
539,085DZKC448,26.13
540,085FAHF458,100.0
541,085GBDF262,39.98
542,086BQLM887,63.43
543,086KWIO822,80.0
544,086LFCF458,119.94
545,086UZSE972,40.02
546,086YLAM939,99.9
547,087DVOW970,79.98
548,087ETLV544,59.94
549,087EXAQ660,79.98
550,087FPPZ071,80.0
551,087GSFJ765,80.0
552,087HHSW497,80.01
553,087MFEZ921,139.92999999999998
554,087OWVD417,80.02
555,087QIBA562,160.01
556,087QOSC601,99.94999999999999
557,087TIHQ110,19.99
558,087TPZC872,159.98000000000002
559,087ZJTY004,40.02
560,088ASWA760,60.03
561,088DUXI182,59.97
562,088EZHT820,79.96
563,088LZJM424,79.99
564,088QCNB950,80.01
565,088QSSV002,19.98
566,088RWVE480,80.01
567,088RXWP150,60.0
568,088TWBR180,80.04
569,088XQPA303,80.0
570,088ZUMF566,79.96
571,089AIKU711,120.06
572,089BVKD526,19.99
573,089CRKJ754,13.09
574,089GYKG122,79.99
575,089HXPV302,80.01
576,089KGMW779,79.96
577,089OPCT565,14.59
578,089RYDL028,99.94999999999999
579,090BYJN874,120.0
580,090CSWQ612,40.0
581,090JQHQ876,21.68
582,090JQSO572,80.01
583,090JSMU390,60.0
584,090KUIJ675,80.08
585,091BRHK939,80.0
586,091JSJQ747,79.99
587,091JTRS765,79.99
588,091LWPW732,79.96
589,091SEGP670,40.02
590,092HDBB817,20.0
591,092KNJE372,40.0
592,092MUZC743,19.99
593,092TJPS367,29.87
594,092WOYD488,100.03
595,093FZXH283,119.94
596,093GMQV247,79.99
597,093GUCX776,80.01
598,093HGBC520,99.97
599,093PBKD154,42.76
600,093TFAJ931,80.0
601,093TPUE896,80.01
602,093ZHRR152,80.0
603,094BFVI990,80.0
604,094DLPF384,20.01
605,094EQQO822,80.0
606,094YNDM587,47.88
607,094ZMWK445,80.01
608,095FFFA715,100.0
609,095IPHX800,40.04
610,095IWYT791,0.0
611,096AEJG613,79.96
612,096GRJB837,39.98
613,096MBRM042,79.92
614,096NFZK397,60.06
615,096NHND350,40.0
616,096SPQV828,80.01
617,096WAMT246,59.97
618,096ZECZ648,119.97999999999999
619,096ZMUW146,80.04
620,096ZXHR201,20.0
621,097GNVI858,60.03
622,097KLOB305,59.94
623,097LOQA707,99.85
624,097NQSX305,59.97
625,097OCND461,60.0
626,098ANTF247,99.99
627,098BVAS869,40.0
628,098DTHI407,119.94
629,098ERQU589,80.0
630,098FHMF040,78.6
631,098JTTZ529,60.0
632,098MBMJ245,27.599999999999998
633,098NSCJ344,59.97
634,098TJDM616,59.97
635,098TWTJ847,80.08
636,098ZGKX700,20.01
637,099AYTN700,119.94
638,099BEFJ334,80.04
639,099ENCB577,24.23
640,099KXAV669,19.99
641,099MJFD222,119.99
642,099NUUZ317,60.0
643,099OXAC097,120.0
644,099YEFF175,79.99
645,099YVEL268,20.01
646,099ZFJT921,80.01
647,100CPUI233,100.05000000000001
648,100LBDS538,60.03
649,100ORMX709,84.12
650,101FGMU612,40.0
651,101FUFL323,15.99
652,101GLMO880,80.0
653,101JKHU068,79.99
654,101MXMV432,60.0
655,101TBMS234,80.0
656,101WUDZ922,40.0
657,102CHTR461,100.0
658,102ESKY945,80.0
659,102OKHG442,80.04
660,102QKYE587,120.0
661,102UNAX812,80.0
662,102YAPP480,25.71
663,103HLSB561,79.99
664,103NCDF088,80.01
665,103RTYR156,0.0
666,103SEFR642,59.97
667,103SGLR244,20.01
668,103SSDQ800,80.0
669,103THQD244,119.94
670,103VTQI958,79.96
671,103VVXM119,60.0
672,104CUBY119,80.0
673,104HRFY999,132.5
674,104JCSZ580,60.0
675,104NJVL009,120.0
676,104QFLR104,80.01
677,104SBCZ494,80.0
678,104WSPH334,79.99
679,104YMCC654,40.0
680,105DHJZ552,119.88
681,105ENMC387,80.01
682,105NYLG604,119.88
683,105OVZE742,16.08
684,105QVZJ733,80.0
685,105XNFV532,133.71
686,105YNGF180,120.06
687,105YTGV502,62.44
688,106AFLM697,60.0
689,106ALTR366,100.05000000000001
690,106KGVB858,99.94999999999999
691,106NIWJ443,102.22
692,106QIOG379,80.0
693,106SRFZ817,80.01
694,106UZYK940,80.01
695,106WUFS899,99.94999999999999
696,107BSKT458,80.01
697,107DHUJ064,79.96
698,107GDTW691,79.47
699,107MLLT695,80.0
700,107MXRR853,280.01
701,107MZCS303,7.87
702,107NHCQ065,80.08
703,107QSQY058,20.0
704,107VRBW385,80.0
705,108AGBO622,42.16
706,108AHIL695,120.00999999999999
707,108BFXQ364,80.0
708,108HYWH772,60.03
709,108LJGD928,19.99
710,108OWMA332,79.92
711,108PPIR662,100.0
712,108UMRK609,19.99
713,109BCNT425,160.01
714,109CSFT424,32.98
715,109FTNU320,20.0
716,109ISMV519,100.04
717,109OWIB765,120.06
718,109VZYQ296,80.0
719,109XURK276,120.06
720,110DVZQ047,59.97
721,110DXWA183,79.97
722,110EMER433,39.98
723,110HRSX027,80.34
724,110JVBE261,80.01
725,110NUVF780,41.6
726,110RHXO216,19.98
727,110SWLB308,37.48
728,110XVEL957,60.06
729,111GZUF550,100.0
730,111OFCK456,79.99
731,111QXVV594,100.0
732,111SLCW497,120.0
733,112BIKP336,60.0
734,112GWWG782,9.23
735,112NZTJ526,100.0
736,112SVWM624,59.97
737,112YZBS164,120.03000000000002
738,113FBWN035,40.0
739,113IIJJ043,40.0
740,113MANB882,59.97
741,113OVGV827,79.99
742,113SYFG760,100.0
743,113WVDY661,80.01
744,114DEVQ413,79.99
745,114JASU652,75.13
746,114PPOT411,59.94
747,114RWUH895,80.02
748,114SIIK157,80.0
749,114XDTO992,11.48
750,115CCEY682,40.0
751,115CKBY791,19.99
752,115DKBV510,20.01
753,115IQTA645,80.01
754,115KYVM901,40.02
755,115LBGM215,80.0
756,115OPLQ005,80.0
757,115PHXK544,60.0
758,115QCKH439,39.98
759,115RQVI859,80.0
760,116IUYW951,19.99
761,116JHTF924,20.01
762,116KLZX918,59.97
763,116LCET697,28.46
764,117LKGC608,80.01
765,117LLTK033,60.03
766,117SEUC219,100.0
767,117ZNVT487,80.0
768,118JMYC282,25.7
769,118OGPZ857,80.0
770,118SNKY636,99.9
771,118YCZL749,0.0
772,119GCRJ703,80.0
773,119IGGC859,80.0
774,119LAPW927,80.0
775,119LIWB448,100.05000000000001
776,119MYUL998,20.01
777,119PIYQ847,77.8
778,119PLXG205,80.08
779,119RPYY016,100.0
780,119UTAF039,120.0
781,120AOUQ467,100.0
782,120KRAZ308,40.02
783,120MQHH840,119.24
784,120QISK661,80.0
785,120SXTT095,20.01
786,120ZNFN844,40.02
787,121GSVQ889,80.0
788,121HKSB364,28.9
789,121MQIS118,99.94999999999999
790,121QMZB335,80.04
791,121QNNF244,79.99
792,121TWVL009,60.0
793,121VRGN712,39.72
794,121VZEK993,20.0
795,122AVPE045,40.02
796,122MIXL271,79.96
797,122QZCI924,80.01
798,122RJKW534,80.04
799,122RQVD996,38.9
800,122SVID098,99.98
801,122ZBWQ166,80.0
802,123EDMP545,120.06
803,123QJQQ605,120.0
804,123TCVQ376,79.92
805,123YMXG152,179.98
806,124AYYZ346,19.99
807,124EYUV640,99.94999999999999
808,124NSLZ271,80.01
809,124QSAU309,80.04
810,124UCMP957,19.98
811,124VMAF911,39.98
812,125FZJZ349,120.12
813,125HNGU110,100.0
814,125IAGG563,60.0
815,125KXWP203,79.99
816,125LNDH922,40.0
817,125MEHE767,79.99
818,125SSMG438,60.03
819,125VYPY433,80.0
820,125YSXV116,120.0
821,126FCCK933,79.99
822,126YKOI565,60.03
823,126ZRBE910,13.16
824,127ANYE074,120.06
825,127FXDU010,80.01
826,127NZTH842,80.01
827,128CBBP554,20.01
828,128JZNK649,100.0
829,128KBEJ867,39.98
830,128KKEQ052,40.04
831,128PCWD574,79.99
832,128PHNL836,35.79
833,128PIOH866,67.92
834,128PRQL502,120.06
835,128ROKN258,60.0
836,128SGLX126,20.0
837,128SHVQ210,100.15
838,128XNBK415,20.0
839,129AVKB118,119.28
840,129IPCI774,120.0
841,129WZHP116,60.0
842,129YBWD293,100.01
843,130FWYC588,79.92
844,130HDUV055,60.03
845,130NDZT365,19.99
846,130ZSRQ708,80.04
847,131FKRQ626,40.02
848,131MGYS171,38.21
849,131NWZH974,36.39
850,131YHCM918,0.0
851,132LAXA181,100.05000000000001
852,132YKEW791,79.99
853,133BTHS625,20.0
854,133LRBF190,80.0
855,133OBJJ180,115.97999999999999
856,133PSCQ778,20.0
857,133TRAA539,59.94
858,133UUKA654,80.01
859,134UVVV254,140.04000000000002
860,135EQXN072,79.96
861,135HOCB151,159.98
862,135QTDA628,60.03
863,135UQMQ125,59.97
864,136CZHN553,80.04
865,136GFFI443,80.0
866,136GVUL754,53.25
867,136GZTM623,40.02
868,136LPVN752,80.02
869,136MNHE967,59.97
870,136PTPX030,120.06
871,137BYJU896,120.0
872,137HRWU864,40.02
873,137HZJR440,100.0
874,137JXXC137,120.06
875,137MKMB712,79.96
876,137OKZS948,34.85
877,137QPIU565,80.01
878,137STDY954,100.05000000000001
879,137ZRHC273,80.0
880,137ZVGZ210,80.12
881,138OYBF864,159.98
882,139ASWM503,9.55
883,139ISCT214,99.94999999999999
884,139JYDP039,20.01
885,139KHDD923,79.96
886,139MBZO883,80.01
887,139MNGN610,80.0
888,139PSKU771,120.0
889,140CYYX334,60.03
890,140DWCC670,19.98
891,140DYTA550,80.02
892,140FGJD740,160.02
893,140JCNJ459,120.0
894,140NVEB566,120.06
895,140QXEI578,11.01
896,141DYCI519,36.59
897,141MRTF799,100.05000000000001
898,141OBCS493,59.97
899,141QTST535,60.0
900,141UBIQ794,19.99
901,141VDME662,20.0
902,141ZTQI523,20.0
903,142EVKG282,59.97
904,142ISRI256,39.98
905,142KDPE146,160.0
906,142NNYE389,100.0
907,142NSUE597,20.0
908,142PJHA510,120.0
909,142XGRS055,79.92
910,142YYWN242,20.0
911,143AKBH271,60.07000000000001
912,143BGJA950,19.97
913,143EENL126,60.0
914,143FJFL509,79.96
915,143ISOV795,80.01
916,143JWWC054,120.0
917,143KRUC556,79.92
918,143LSRA564,80.0
919,144BSWS511,80.0
920,144KDNR733,120.06
921,144MBFF602,120.0
922,144OCXV983,54.17
923,144WPZC010,35.79
924,144YFOB599,79.99
925,145AXNV745,80.01
926,145HORK897,119.88
927,145WOYE791,60.0
928,145WSFE547,99.9
929,146EDJZ642,60.03
930,146ELHJ633,80.01
931,146EPRS531,80.0
932,146FCBI673,80.0
933,146JPGS150,119.94
934,146KVZO281,35.59
935,146KXMD891,100.05000000000001
936,146LDWY151,39.96
937,146LHSH403,19.99
938,146NDRY639,38.099999999999994
939,146QUWU550,120.0
940,146YFBM320,79.99
941,147ASCL932,99.94999999999999
942,147BBES163,40.04
943,147NVQS333,7.9
944,147RBVM492,80.01
945,147VAMR986,119.97999999999999
946,147WTSV872,39.98
947,148CXNY272,59.94
948,148DBKB053,119.97999999999999
949,148EMCV512,80.0
950,148FFSX570,80.0
951,148GZWU374,40.02
952,148HYDK498,80.01
953,148RSLC649,80.0
954,148TPVJ579,98.80000000000001
955,149ATGK450,80.0
956,149FFMO572,79.99
957,149FMMU879,80.0
958,149IFLN812,119.91000000000001
959,149SAHO567,119.94
960,150ACOC720,100.02
961,150KFMU777,40.0
962,150OSZG186,60.0
963,150TBXB256,72.03
964,150UITM842,120.05000000000001
965,150ZVDA517,80.08
966,151BWEA500,100.0
967,151ESYL762,79.98
968,151FWBM968,80.0
969,151IOFG945,79.99
970,151JEMN296,79.96
971,151OCAD778,60.03
972,152GEDX694,79.99
973,152IXDF483,60.06
974,152OUKL065,79.92
975,152QEZS678,9.63
976,152SIQX630,80.0
977,152WPFV465,59.97
978,152ZEVX746,120.0
979,153EFIB540,39.98
980,153IJTS719,120.06
981,153JRJK809,120.12
982,153MAIY094,80.0
983,153NFVT702,80.06
984,153NXTK734,59.94
985,153QHLJ942,40.0
986,153TIZX589,79.98
987,153YTTS296,36.0
988,154JEES818,80.01
989,154KARJ974,20.01
990,154KDPH931,80.0
991,154LASD972,120.0
992,154NNCZ419,119.94
993,154OHER345,60.03
994,154ONLX670,8.59
995,154QKGD194,40.0
996,154WBYY966,59.97
997,154WZTY728,100.0
998,155DWPS851,139.34
999,155FOXW439,7.8
1000,155JBQV506,139.92999999999998
1001,155JCFV029,79.96
1002,155UFBD640,160.01
1003,155UIKE081,40.02
1004,155VEKF892,60.0
1005,155VQTI550,40.02
1006,156CWGU410,40.0
1007,156HJLU586,80.01
1008,156HJSJ145,99.94999999999999
1009,156KPPT929,80.0
1010,156LLJZ032,120.06
1011,156MSWV286,80.0
1012,156MXQT626,19.99
1013,156PVDY398,40.02
1014,156PWSO302,119.94
1015,156WRUS491,25.01
1016,157DOYK337,79.96
1017,157DYKE833,39.96
1018,157EUIN655,80.0
1019,157LFZZ654,119.97999999999999
1020,157PBGF301,119.94
1021,158BGYT191,80.0
1022,158JBYQ392,59.97
1023,158KBCW067,0.0
1024,158LXRL377,20.0
1025,158OEQV009,40.02
1026,158OHGV477,80.0
1027,159BBHS215,58.099999999999994
1028,159BWON027,80.01
1029,159MYRI639,19.99
1030,159OMCO345,99.94999999999999
1031,159PQUZ647,40.0
1032,159WRPW969,60.0
1033,160BIYZ647,80.0
1034,160BNUN307,20.0
