,ID,BRAND,RECENCY,REVENUE,SUB,DATE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
74,001SIVU071,Pulse,143,97.88,"['expired monthly', 'paid annual']",2022-08-10,3,1,2,1,4,Mid-Value
75,001SQXC187,CineQuest,100,72.0,['paid monthly'],2022-09-22,1,2,0,0,2,Low-Value
76,001SXFZ276,ChillStream,243,99.96000000000001,"['expired monthly', 'paid monthly']",2022-05-02,1,0,0,1,1,Low-Value
77,001TTLN903,CineQuest,168,37.88,"['trial monthly', 'paid monthly']",2022-07-16,2,1,1,0,2,Low-Value
78,001TTLN903,Pulse,155,50.01,['paid annual'],2022-07-29,2,1,1,0,2,Low-Value
79,001UAHA863,ChillStream,243,200.03,"['expired monthly', 'paid annual']",2022-05-02,3,0,2,2,4,Mid-Value
80,001UAHA863,CineQuest,46,96.0,['paid monthly'],2022-11-15,3,2,2,1,5,High-Value
81,001UAHA863,Pulse,215,40.05,['expired monthly'],2022-05-30,3,1,2,0,3,Mid-Value
82,001UDSL771,CineQuest,173,72.0,['paid monthly'],2022-07-11,1,1,0,0,1,Low-Value
83,001UFAQ102,CineQuest,10,87.2,"['paid annual', 'discounted annual']",2022-12-21,1,2,0,0,2,Low-Value
84,001UYQB422,LimeLight,322,80.0,['paid annual'],2022-02-12,1,0,0,0,0,Low-Value
85,001VLBV485,CineQuest,209,143.99,"['expired annual', 'paid monthly']",2022-06-05,1,1,0,1,2,Low-Value
86,001WKVX393,LimeLight,85,60.0,['paid monthly'],2022-10-07,1,2,0,0,2,Low-Value
87,001WOTZ983,Pulse,156,87.94,"['expired monthly', 'paid monthly']",2022-07-28,1,1,0,1,2,Low-Value
88,001WZZE262,LimeLight,335,80.0,['paid annual'],2022-01-30,1,0,0,0,0,Low-Value
89,001XDRM026,LimeLight,107,180.0,['expired monthly'],2022-09-15,1,2,0,2,4,Mid-Value
90,001XPYF468,Pulse,282,80.0,['paid monthly'],2022-03-24,1,0,0,0,0,Low-Value
91,001YPUL192,ChillStream,149,124.94999999999999,['paid monthly'],2022-08-04,1,1,0,1,2,Low-Value
92,002ANIL633,Pulse,159,50.02,['paid annual'],2022-07-25,1,1,0,0,1,Low-Value
93,002ARCP357,ChillStream,158,147.18,['discounted monthly'],2022-07-26,1,1,0,1,2,Low-Value
94,002BKVK889,ChillStream,133,62.75,['discounted monthly'],2022-08-20,1,1,0,0,1,Low-Value
95,002BZGD044,CineQuest,134,60.0,['paid annual'],2022-08-19,2,1,1,0,2,Low-Value
96,002BZGD044,RetroReel,342,29.98,['expired monthly'],2022-01-23,2,0,1,0,1,Low-Value
97,002CNQR282,LimeLight,68,140.03,"['expired annual', 'paid monthly']",2022-10-24,1,2,0,1,3,Mid-Value
98,002CUYF788,LimeLight,24,20.0,['paid monthly'],2022-12-07,1,2,0,0,2,Low-Value
99,002CXBG255,CineQuest,149,36.28,['discounted annual'],2022-08-04,1,1,0,0,1,Low-Value
100,002EAAX725,CineQuest,92,60.0,['paid annual'],2022-09-30,1,2,0,0,2,Low-Value
101,002EXCW867,LimeLight,64,60.03,['paid monthly'],2022-10-28,2,2,1,0,3,Mid-Value
102,002EXCW867,RetroReel,277,299.9,['paid monthly'],2022-03-29,2,0,1,3,4,Mid-Value
103,002FCKO341,RetroReel,184,119.97,['expired annual'],2022-06-30,1,1,0,1,2,Low-Value
104,002FIHW100,CineQuest,39,129.43,"['expired monthly', 'trial monthly', 'paid monthly']",2022-11-22,1,2,0,1,3,Mid-Value
105,002FMLQ798,Pulse,47,87.89,['expired monthly'],2022-11-14,1,2,0,1,3,Mid-Value
106,002GOMV479,LimeLight,24,80.0,['paid annual'],2022-12-07,1,2,0,0,2,Low-Value
107,002HTBP303,CineQuest,298,143.92000000000002,"['expired monthly', 'paid monthly']",2022-03-08,1,0,0,1,1,Low-Value
108,002IPLW094,RetroReel,313,330.0,['paid monthly'],2022-02-21,1,0,0,3,3,Mid-Value
109,002IWPX234,CineQuest,343,144.0,['paid monthly'],2022-01-22,1,0,0,1,1,Low-Value
110,002JYSZ401,LimeLight,211,260.0,"['expired monthly', 'paid monthly']",2022-06-03,1,1,0,2,3,Mid-Value
111,002KBTX257,ChillStream,94,148.0,"['expired monthly', 'discounted monthly']",2022-09-28,1,2,0,1,3,Mid-Value
112,002KDWJ981,ChillStream,25,50.0,['paid monthly'],2022-12-06,1,2,0,0,2,Low-Value
113,002KGKA332,CineQuest,124,60.01,['paid annual'],2022-08-29,1,1,0,0,1,Low-Value
114,002KIAG292,Pulse,319,88.0,['paid monthly'],2022-02-15,1,0,0,1,1,Low-Value
115,002MYOP233,RetroReel,123,149.95,['paid monthly'],2022-08-30,1,1,0,1,2,Low-Value
116,002NKQR179,LimeLight,75,100.03999999999999,"['paid monthly', 'paid monthly']",2022-10-17,1,2,0,1,3,Mid-Value
117,002NLTJ592,Pulse,117,135.04000000000002,"['expired monthly', 'paid monthly', 'trial monthly']",2022-09-05,1,1,0,1,2,Low-Value
118,002NWGK515,Pulse,341,96.0,['paid monthly'],2022-01-24,1,0,0,1,1,Low-Value
119,002NYZB724,CineQuest,215,95.92,['paid monthly'],2022-05-30,2,1,1,1,3,Mid-Value
120,002NYZB724,Pulse,63,50.0,['expired annual'],2022-10-29,2,2,1,0,3,Mid-Value
121,002OADV079,ChillStream,249,275.0,"['expired monthly', 'paid monthly']",2022-04-26,1,0,0,3,3,Mid-Value
122,002ODJA245,Pulse,100,72.17999999999999,['expired monthly'],2022-09-22,1,2,0,0,2,Low-Value
123,002OFHC379,CineQuest,154,59.99,['paid annual'],2022-07-30,2,1,1,0,2,Low-Value
124,002OFHC379,Pulse,164,50.0,['paid annual'],2022-07-20,2,1,1,0,2,Low-Value
125,002PPXS156,LimeLight,39,120.02000000000001,"['expired annual', 'paid monthly']",2022-11-22,1,2,0,1,3,Mid-Value
126,002PXRI930,LimeLight,323,80.0,['paid annual'],2022-02-11,1,0,0,0,0,Low-Value
127,002QROR117,LimeLight,140,80.01,['expired annual'],2022-08-13,1,1,0,0,1,Low-Value
128,002RFCE675,Pulse,130,55.97,"['expired monthly', 'paid monthly']",2022-08-23,1,1,0,0,1,Low-Value
129,002RIEU470,CineQuest,105,70.97999999999999,"['discounted annual', 'trial monthly']",2022-09-17,1,2,0,0,2,Low-Value
130,002RKAR661,ChillStream,109,99.96,['paid monthly'],2022-09-13,2,2,1,1,4,Mid-Value
131,002RKAR661,RetroReel,316,329.89,['paid monthly'],2022-02-18,2,0,1,3,4,Mid-Value
132,002RWXN391,CineQuest,75,216.0,"['paid annual', 'paid monthly']",2022-10-17,1,2,0,2,4,Mid-Value
133,002SOIZ089,ChillStream,111,100.02,['paid annual'],2022-09-11,2,2,1,1,4,Mid-Value
134,002SOIZ089,LimeLight,323,80.02,['paid annual'],2022-02-11,2,0,1,0,1,Low-Value
135,002TRCU179,RetroReel,129,150.0,['paid monthly'],2022-08-24,1,1,0,1,2,Low-Value
136,002UQOE027,RetroReel,42,60.02,['paid monthly'],2022-11-19,1,2,0,0,2,Low-Value
137,002URLO240,CineQuest,58,60.0,['paid annual'],2022-11-03,1,2,0,0,2,Low-Value
138,002VKQJ659,Pulse,139,15.98,['paid monthly'],2022-08-14,1,1,0,0,1,Low-Value
139,002VXNA655,Pulse,8,89.39,['paid monthly'],2022-12-23,1,2,0,1,3,Mid-Value
140,002WGSA012,CineQuest,278,120.19999999999999,['paid monthly'],2022-03-28,1,0,0,1,1,Low-Value
141,002WKIG010,Pulse,110,56.07,['paid monthly'],2022-09-12,1,2,0,0,2,Low-Value
142,002XLWQ630,ChillStream,235,200.08,['paid monthly'],2022-05-10,1,1,0,2,3,Mid-Value
143,002YJVX993,CineQuest,84,60.01,['paid annual'],2022-10-08,1,2,0,0,2,Low-Value
144,003AEKA966,LimeLight,100,93.18,"['discounted monthly', 'paid annual']",2022-09-22,1,2,0,1,3,Mid-Value
145,003AFDK971,CineQuest,37,20.68,['discounted monthly'],2022-11-24,1,2,0,0,2,Low-Value
146,003ANID263,LimeLight,182,219.89,"['expired monthly', 'paid monthly']",2022-07-02,1,1,0,2,3,Mid-Value
147,003AUQO335,Pulse,323,50.0,['paid annual'],2022-02-11,1,0,0,0,0,Low-Value
148,003DAQK199,ChillStream,350,299.88,['paid monthly'],2022-01-15,1,0,0,3,3,Mid-Value
149,003FHPQ342,CineQuest,326,60.0,['paid annual'],2022-02-08,1,0,0,0,0,Low-Value
150,003FIZU237,CineQuest,9,59.99,['paid annual'],2022-12-22,1,2,0,0,2,Low-Value
151,003FXVZ713,Pulse,18,106.24000000000001,"['paid monthly', 'paid monthly', 'paid monthly']",2022-12-13,1,2,0,1,3,Mid-Value
152,003GPNN238,LimeLight,58,259.88,"['expired monthly', 'discounted annual']",2022-11-03,1,2,0,2,4,Mid-Value
153,003HHJL570,Pulse,209,49.99,['paid annual'],2022-06-05,1,1,0,0,1,Low-Value
154,003HLEM814,CineQuest,21,131.98000000000002,"['paid annual', 'paid monthly']",2022-12-10,1,2,0,1,3,Mid-Value
155,003HOFE542,RetroReel,236,240.0,['paid monthly'],2022-05-09,1,1,0,2,3,Mid-Value
156,003IMVF953,RetroReel,23,199.48999999999998,"['expired monthly', 'paid monthly', 'trial monthly']",2022-12-08,1,2,0,2,4,Mid-Value
157,003ISHD993,ChillStream,26,9.51,['discounted monthly'],2022-12-05,1,2,0,0,2,Low-Value
158,003JAJC959,LimeLight,190,140.0,['paid monthly'],2022-06-24,1,1,0,1,2,Low-Value
159,003JOSE263,CineQuest,336,12.01,['expired monthly'],2022-01-29,1,0,0,0,0,Low-Value
160,003JXTS440,LimeLight,55,100.03,"['expired monthly', 'paid annual']",2022-11-06,1,2,0,1,3,Mid-Value
161,003KGDD155,LimeLight,67,79.98,['paid annual'],2022-10-25,1,2,0,0,2,Low-Value
162,003KHGQ561,ChillStream,132,125.05000000000001,['paid monthly'],2022-08-21,2,1,1,1,3,Mid-Value
163,003KHGQ561,RetroReel,80,120.0,['paid monthly'],2022-10-12,2,2,1,1,4,Mid-Value
164,003LTEX955,LimeLight,149,79.99,['paid annual'],2022-08-04,1,1,0,0,1,Low-Value
165,003NBZB582,Pulse,122,48.06,['paid monthly'],2022-08-31,1,1,0,0,1,Low-Value
166,003NRLM550,LimeLight,130,100.0,['paid monthly'],2022-08-23,1,1,0,1,2,Low-Value
167,003OLXB119,Pulse,266,72.0,['paid monthly'],2022-04-09,1,0,0,0,0,Low-Value
168,003ONER290,CineQuest,184,108.45,"['trial monthly', 'paid monthly']",2022-06-30,1,1,0,1,2,Low-Value
169,003QYGK056,ChillStream,206,200.01,"['expired annual', 'paid annual']",2022-06-08,1,1,0,2,3,Mid-Value
170,003QZTI046,CineQuest,42,96.02,"['expired monthly', 'paid monthly', 'paid monthly']",2022-11-19,1,2,0,1,3,Mid-Value
171,003TEQR186,CineQuest,103,84.07,"['expired monthly', 'paid monthly']",2022-09-19,1,2,0,0,2,Low-Value
172,003UKIB964,RetroReel,69,210.0,"['expired monthly', 'paid monthly']",2022-10-23,1,2,0,2,4,Mid-Value
173,003UYFP763,RetroReel,0,0.0,['paid annual'],2022-12-31,1,2,0,0,2,Low-Value
174,003WNAG684,ChillStream,299,100.0,['paid annual'],2022-03-07,1,0,0,1,1,Low-Value
175,003WSHV251,ChillStream,114,33.05,['discounted annual'],2022-09-08,1,2,0,0,2,Low-Value
176,003XKHS955,LimeLight,173,41.94,['trial monthly'],2022-07-11,1,1,0,0,1,Low-Value
177,003XTUL243,CineQuest,180,72.0,['paid monthly'],2022-07-04,2,1,1,0,2,Low-Value
178,003XTUL243,Pulse,44,49.99,['paid annual'],2022-11-17,2,2,1,0,3,Mid-Value
179,003YZJM392,LimeLight,21,140.02,"['expired monthly', 'paid monthly']",2022-12-10,2,2,1,1,4,Mid-Value
180,003YZJM392,RetroReel,138,150.0,['paid monthly'],2022-08-15,2,1,1,1,3,Mid-Value
181,003ZURQ459,ChillStream,249,100.01,['paid annual'],2022-04-26,1,0,0,1,1,Low-Value
182,003ZZGJ163,Pulse,322,88.0,['paid monthly'],2022-02-12,1,0,0,1,1,Low-Value
183,004AKNN688,ChillStream,299,299.9,"['expired monthly', 'paid monthly']",2022-03-07,1,0,0,3,3,Mid-Value
184,004AMJN950,LimeLight,179,120.0,['paid monthly'],2022-07-05,1,1,0,1,2,Low-Value
185,004AXNW235,CineQuest,138,88.7,"['trial annual', 'paid annual']",2022-08-15,1,1,0,1,2,Low-Value
186,004BELU613,ChillStream,289,74.94,['expired monthly'],2022-03-17,1,0,0,0,0,Low-Value
187,004BTTQ071,LimeLight,141,119.96,"['paid monthly', 'paid monthly']",2022-08-12,1,1,0,1,2,Low-Value
188,004EFKZ926,Pulse,2,122.04000000000002,"['trial annual', 'paid monthly']",2022-12-29,1,2,0,1,3,Mid-Value
189,004EPOB480,RetroReel,182,120.02,['paid annual'],2022-07-02,1,1,0,1,2,Low-Value
190,004ERWY396,CineQuest,65,120.0,['paid monthly'],2022-10-27,1,2,0,1,3,Mid-Value
191,004GBPK269,CineQuest,134,71.98,"['expired monthly', 'paid monthly']",2022-08-19,1,1,0,0,1,Low-Value
192,004GNEP305,LimeLight,249,80.0,['paid annual'],2022-04-26,1,0,0,0,0,Low-Value
193,004GNHV340,ChillStream,278,100.0,['paid annual'],2022-03-28,1,0,0,1,1,Low-Value
194,004ILUO342,LimeLight,322,79.99,['paid annual'],2022-02-12,1,0,0,0,0,Low-Value
195,004JKTR944,RetroReel,274,300.0,['paid monthly'],2022-04-01,1,0,0,3,3,Mid-Value
196,004JNYB810,Pulse,143,73.99000000000001,"['expired monthly', 'paid annual']",2022-08-10,1,1,0,0,1,Low-Value
197,004JQHL248,RetroReel,48,117.05,['discounted annual'],2022-11-13,1,2,0,1,3,Mid-Value
198,004JVWK677,LimeLight,103,159.92,"['expired monthly', 'paid monthly']",2022-09-19,1,2,0,1,3,Mid-Value
199,004KQJC323,LimeLight,15,219.92999999999998,"['expired monthly', 'paid annual', 'paid monthly']",2022-12-16,1,2,0,2,4,Mid-Value
200,004KXZQ857,RetroReel,292,300.0,['paid monthly'],2022-03-14,1,0,0,3,3,Mid-Value
201,004LDOW280,Pulse,163,80.06,"['paid monthly', 'paid monthly']",2022-07-21,1,1,0,0,1,Low-Value
202,004MHUO064,Pulse,326,87.78,['paid monthly'],2022-02-08,1,0,0,0,0,Low-Value
203,004MTZV947,CineQuest,119,119.98000000000002,"['expired monthly', 'paid monthly', 'paid annual']",2022-09-03,1,1,0,1,2,Low-Value
204,004NNGI157,RetroReel,165,210.0,['expired monthly'],2022-07-19,1,1,0,2,3,Mid-Value
205,004PAMY118,LimeLight,350,239.88,['paid monthly'],2022-01-15,1,0,0,2,2,Low-Value
206,004PNMJ902,CineQuest,294,36.03,['expired monthly'],2022-03-12,2,0,1,0,1,Low-Value
207,004PNMJ902,Pulse,59,32.0,['paid monthly'],2022-11-02,2,2,1,0,3,Mid-Value
208,004POHC309,LimeLight,125,140.02,"['paid monthly', 'discounted monthly']",2022-08-28,1,1,0,1,2,Low-Value
209,004QHPK778,ChillStream,66,99.96,"['expired monthly', 'paid monthly']",2022-10-26,1,2,0,1,3,Mid-Value
210,004QKDC600,RetroReel,19,360.12,['expired monthly'],2022-12-12,1,2,0,3,5,High-Value
211,004QPCZ325,Pulse,208,48.0,['expired monthly'],2022-06-06,1,1,0,0,1,Low-Value
212,004QZPU504,RetroReel,244,91.06,['trial annual'],2022-05-01,1,0,0,1,1,Low-Value
213,004RNEC476,ChillStream,318,49.98,['expired monthly'],2022-02-16,1,0,0,0,0,Low-Value
214,004RPPT922,ChillStream,111,100.0,['expired annual'],2022-09-11,1,2,0,1,3,Mid-Value
215,004SFGA279,LimeLight,156,199.95999999999998,"['expired monthly', 'paid annual']",2022-07-28,1,1,0,2,3,Mid-Value
216,004SZWZ820,Pulse,230,113.84,"['expired annual', 'paid monthly']",2022-05-15,1,1,0,1,2,Low-Value
217,004TECZ734,LimeLight,200,80.01,['paid annual'],2022-06-14,1,1,0,0,1,Low-Value
218,004UOHX798,LimeLight,59,80.0,['expired annual'],2022-11-02,1,2,0,0,2,Low-Value
219,004VACU875,ChillStream,182,75.0,['paid monthly'],2022-07-02,2,1,1,0,2,Low-Value
220,004VACU875,Pulse,250,32.0,['paid monthly'],2022-04-25,2,0,1,0,1,Low-Value
221,004WBSE248,ChillStream,12,149.95999999999998,"['expired monthly', 'paid monthly']",2022-12-19,3,2,2,1,5,High-Value
222,004WBSE248,CineQuest,118,180.01999999999998,"['expired monthly', 'paid monthly', 'paid monthly']",2022-09-04,3,1,2,2,5,High-Value
223,004WBSE248,Pulse,332,95.88,['paid monthly'],2022-02-02,3,0,2,1,3,Mid-Value
224,004WDNE622,Pulse,140,27.66,['paid monthly'],2022-08-13,1,1,0,0,1,Low-Value
225,004WENA386,Pulse,150,57.4,"['trial monthly', 'paid monthly']",2022-08-03,1,1,0,0,1,Low-Value
226,004WPRH738,ChillStream,72,249.89999999999998,['expired monthly'],2022-10-20,1,2,0,2,4,Mid-Value
227,004WSAQ537,ChillStream,23,136.8,['trial monthly'],2022-12-08,1,2,0,1,3,Mid-Value
228,004XLSY951,ChillStream,275,250.0,['paid monthly'],2022-03-31,1,0,0,2,2,Low-Value
229,004XMMN681,LimeLight,258,79.96,['expired monthly'],2022-04-17,1,0,0,0,0,Low-Value
230,004XNMR137,RetroReel,59,119.99,['paid annual'],2022-11-02,1,2,0,1,3,Mid-Value
231,004XVQK228,CineQuest,34,147.42000000000002,"['expired monthly', 'trial monthly', 'paid monthly', 'paid monthly']",2022-11-27,1,2,0,1,3,Mid-Value
232,004ZETP103,RetroReel,222,149.95,['expired monthly'],2022-05-23,1,1,0,1,2,Low-Value
233,004ZVVX124,CineQuest,121,109.93,"['paid monthly', 'paid monthly']",2022-09-01,1,1,0,1,2,Low-Value
234,004ZXAB891,CineQuest,239,36.01,"['paid monthly', 'paid monthly']",2022-05-06,1,0,0,0,0,Low-Value
235,005AJTJ963,CineQuest,44,119.88,"['paid monthly', 'paid monthly']",2022-11-17,1,2,0,1,3,Mid-Value
236,005APHH960,CineQuest,43,24.0,['paid monthly'],2022-11-18,2,2,1,0,3,Mid-Value
237,005APHH960,Pulse,340,50.01,['paid annual'],2022-01-25,2,0,1,0,1,Low-Value
238,005AVDY361,ChillStream,219,200.01999999999998,"['expired annual', 'paid annual']",2022-05-26,1,1,0,2,3,Mid-Value
239,005BCIQ004,LimeLight,25,239.99,"['expired annual', 'paid annual']",2022-12-06,1,2,0,2,4,Mid-Value
240,005CBWF649,Pulse,83,50.01,['paid annual'],2022-10-09,1,2,0,0,2,Low-Value
241,005CKJF445,LimeLight,108,79.92,['paid monthly'],2022-09-14,1,2,0,0,2,Low-Value
242,005CLAH698,RetroReel,105,239.92000000000002,"['expired annual', 'paid monthly']",2022-09-17,1,2,0,2,4,Mid-Value
243,005CLOA577,RetroReel,260,119.99,['paid annual'],2022-04-15,1,0,0,1,1,Low-Value
244,005CRSD874,CineQuest,80,78.06,"['expired annual', 'discounted annual']",2022-10-12,1,2,0,0,2,Low-Value
245,005CVHE823,CineQuest,142,144.01999999999998,"['expired monthly', 'paid monthly']",2022-08-11,1,1,0,1,2,Low-Value
246,005CVMO725,LimeLight,65,139.86,['paid monthly'],2022-10-27,2,2,1,1,4,Mid-Value
247,005CVMO725,RetroReel,269,119.99,['expired annual'],2022-04-06,2,0,1,1,2,Low-Value
248,005DEST751,ChillStream,277,84.27,['trial annual'],2022-03-29,2,0,1,0,1,Low-Value
249,005DEST751,CineQuest,344,60.0,['paid annual'],2022-01-21,2,0,1,0,1,Low-Value
250,005DTWK409,RetroReel,199,209.92999999999998,['paid monthly'],2022-06-15,1,1,0,2,3,Mid-Value
