,ID,BRAND,RECENCY,FREQUENCY,REVENUE,SUB,DATE
31,001UFAQ102,CineQuest,113,1,60.01,['paid annual'],2022-09-09
32,001VLBV485,CineQuest,318,1,59.99,['expired annual'],2022-02-16
33,001WKVX393,LimeLight,85,1,60.03,['paid monthly'],2022-10-07
34,001WOTZ983,Pulse,242,1,40.0,['expired monthly'],2022-05-03
35,001XDRM026,LimeLight,107,1,180.0,['expired monthly'],2022-09-15
36,002BZGD044,CineQuest,134,1,59.98,['paid annual'],2022-08-19
37,002BZGD044,RetroReel,342,1,29.98,['expired monthly'],2022-01-23
38,002CNQR282,LimeLight,345,1,80.0,['expired annual'],2022-01-20
39,002EAAX725,CineQuest,92,1,59.99,['paid annual'],2022-09-30
40,002FCKO341,RetroReel,184,1,119.97,['expired annual'],2022-06-30
41,002FIHW100,CineQuest,179,1,107.92,"['expired monthly', 'trial monthly']",2022-07-05
42,002FMLQ798,Pulse,47,1,87.89,['expired monthly'],2022-11-14
43,002HTBP303,CineQuest,306,1,24.02,['expired monthly'],2022-02-28
44,002JYSZ401,LimeLight,234,1,100.0,['expired monthly'],2022-05-11
45,002KBTX257,ChillStream,289,1,75.0,['expired monthly'],2022-03-17
46,002KDWJ981,ChillStream,25,1,50.0,['paid monthly'],2022-12-06
47,002KGKA332,CineQuest,124,1,60.0,['paid annual'],2022-08-29
48,002NKQR179,LimeLight,313,1,40.0,['paid monthly'],2022-02-21
49,002NLTJ592,Pulse,117,1,143.85999999999999,"['expired monthly', 'paid monthly', 'trial monthly']",2022-09-05
50,002NYZB724,Pulse,63,1,50.0,['expired annual'],2022-10-29
51,002OADV079,ChillStream,322,1,50.0,['expired monthly'],2022-02-12
52,002ODJA245,Pulse,100,1,72.17999999999999,['expired monthly'],2022-09-22
53,002OFHC379,CineQuest,154,1,60.02,['paid annual'],2022-07-30
54,002OFHC379,Pulse,164,1,50.01,['paid annual'],2022-07-20
55,002PPXS156,LimeLight,100,1,80.0,['expired annual'],2022-09-22
56,002QROR117,LimeLight,140,1,80.01,['expired annual'],2022-08-13
57,002RFCE675,Pulse,308,1,16.02,['expired monthly'],2022-02-26
58,002RIEU470,CineQuest,211,1,59.99,['discounted annual'],2022-06-03
59,002RWXN391,CineQuest,75,1,216.16,"['paid annual', 'paid monthly']",2022-10-17
60,002VKQJ659,Pulse,139,1,16.0,['paid monthly'],2022-08-14
61,002VXNA655,Pulse,8,1,95.76,['trial monthly'],2022-12-23
62,002WKIG010,Pulse,110,1,56.0,['paid monthly'],2022-09-12
63,002YJVX993,CineQuest,84,1,59.99,['paid annual'],2022-10-08
64,003AEKA966,LimeLight,274,1,20.01,['discounted monthly'],2022-04-01
65,003ANID263,LimeLight,268,1,79.96,['expired monthly'],2022-04-07
66,003FIZU237,CineQuest,9,1,60.0,['paid annual'],2022-12-22
67,003FXVZ713,Pulse,40,1,95.92,"['paid monthly', 'discounted monthly']",2022-11-21
68,003GPNN238,LimeLight,98,1,180.18,['expired monthly'],2022-09-24
69,003HHJL570,Pulse,209,1,50.0,['paid annual'],2022-06-05
70,003HLEM814,CineQuest,21,1,132.0,"['paid annual', 'paid monthly']",2022-12-10
71,003IMVF953,RetroReel,145,1,179.95999999999998,"['expired monthly', 'paid monthly']",2022-08-08
72,003JOSE263,CineQuest,336,1,12.01,['expired monthly'],2022-01-29
73,003JXTS440,LimeLight,343,1,20.03,['expired monthly'],2022-01-22
74,003KHGQ561,RetroReel,80,1,120.08,['paid monthly'],2022-10-12
75,003NBZB582,Pulse,122,1,48.06,['paid monthly'],2022-08-31
76,003ONER290,CineQuest,268,1,35.94,['trial monthly'],2022-04-07
77,003QYGK056,ChillStream,239,1,100.0,['expired annual'],2022-05-06
78,003QZTI046,CineQuest,112,1,72.03999999999999,"['expired monthly', 'paid monthly']",2022-09-10
79,003TEQR186,CineQuest,300,1,36.03,['expired monthly'],2022-03-06
80,003UKIB964,RetroReel,263,1,120.0,['expired monthly'],2022-04-12
81,003XTUL243,CineQuest,180,1,71.94,['paid monthly'],2022-07-04
82,003YZJM392,LimeLight,21,1,140.12,"['expired monthly', 'paid monthly']",2022-12-10
83,004AKNN688,ChillStream,325,1,50.0,['expired monthly'],2022-02-09
84,004AMJN950,LimeLight,179,1,120.06,['paid monthly'],2022-07-05
85,004AXNW235,CineQuest,177,1,60.01,['trial annual'],2022-07-07
86,004BELU613,ChillStream,289,1,74.94,['expired monthly'],2022-03-17
87,004BTTQ071,LimeLight,282,1,20.0,['paid monthly'],2022-03-24
88,004EFKZ926,Pulse,2,1,357.12,"['trial annual', 'paid monthly']",2022-12-29
89,004ERWY396,CineQuest,65,1,119.80000000000001,['paid monthly'],2022-10-27
90,004GBPK269,CineQuest,134,1,72.0,"['expired monthly', 'paid monthly']",2022-08-19
91,004JNYB810,Pulse,277,1,24.0,['expired monthly'],2022-03-29
92,004JVWK677,LimeLight,269,1,79.96,['expired monthly'],2022-04-06
93,004KQJC323,LimeLight,125,1,199.94,"['expired monthly', 'paid annual']",2022-08-28
94,004LDOW280,Pulse,201,1,31.96,['paid monthly'],2022-06-13
95,004MTZV947,CineQuest,255,1,59.96000000000001,"['expired monthly', 'paid monthly']",2022-04-20
96,004NNGI157,RetroReel,165,1,210.0,['expired monthly'],2022-07-19
97,004PNMJ902,CineQuest,294,1,36.03,['expired monthly'],2022-03-12
98,004PNMJ902,Pulse,59,1,31.96,['paid monthly'],2022-11-02
99,004POHC309,LimeLight,247,1,59.97,['paid monthly'],2022-04-28
100,004QHPK778,ChillStream,360,1,24.99,['expired monthly'],2022-01-05
101,004QKDC600,RetroReel,19,1,360.12,['expired monthly'],2022-12-12
102,004QPCZ325,Pulse,208,1,48.0,['expired monthly'],2022-06-06
103,004RNEC476,ChillStream,318,1,49.98,['expired monthly'],2022-02-16
104,004RPPT922,ChillStream,111,1,100.0,['expired annual'],2022-09-11
105,004SFGA279,LimeLight,205,1,119.94,['expired monthly'],2022-06-09
106,004SZWZ820,Pulse,333,1,50.0,['expired annual'],2022-02-01
107,004UOHX798,LimeLight,59,1,80.0,['expired annual'],2022-11-02
108,004VACU875,ChillStream,182,1,75.0,['paid monthly'],2022-07-02
109,004VACU875,Pulse,250,1,32.0,['paid monthly'],2022-04-25
110,004WBSE248,ChillStream,225,1,124.94999999999999,['expired monthly'],2022-05-20
111,004WBSE248,CineQuest,146,1,132.0,"['expired monthly', 'paid monthly']",2022-08-07
112,004WDNE622,Pulse,140,1,32.0,['discounted monthly'],2022-08-13
113,004WENA386,Pulse,157,1,39.95,['trial monthly'],2022-07-27
114,004WPRH738,ChillStream,72,1,249.89999999999998,['expired monthly'],2022-10-20
115,004WSAQ537,ChillStream,23,1,150.0,['trial monthly'],2022-12-08
116,004XMMN681,LimeLight,258,1,79.96,['expired monthly'],2022-04-17
117,004XVQK228,CineQuest,71,1,199.68,"['expired monthly', 'trial monthly', 'paid monthly']",2022-10-21
118,004ZETP103,RetroReel,222,1,149.95,['expired monthly'],2022-05-23
119,004ZVVX124,CineQuest,121,1,108.0,"['paid monthly', 'discounted monthly']",2022-09-01
120,004ZXAB891,CineQuest,239,1,35.97,"['paid monthly', 'paid monthly']",2022-05-06
121,005AJTJ963,CineQuest,119,1,95.84,['paid monthly'],2022-09-03
122,005AVDY361,ChillStream,337,1,100.02,['expired annual'],2022-01-28
123,005BCIQ004,LimeLight,25,1,240.01999999999998,"['expired annual', 'paid annual']",2022-12-06
124,005CBWF649,Pulse,83,1,50.0,['paid annual'],2022-10-09
125,005CLAH698,RetroReel,301,1,120.0,['expired annual'],2022-03-05
126,005CRSD874,CineQuest,160,1,59.99,['expired annual'],2022-07-24
127,005CVHE823,CineQuest,168,1,84.07,['expired monthly'],2022-07-16
128,005CVMO725,LimeLight,65,1,140.0,['paid monthly'],2022-10-27
129,005CVMO725,RetroReel,269,1,119.99,['expired annual'],2022-04-06
130,005EDVN799,RetroReel,223,1,150.0,['expired monthly'],2022-05-22
131,005FXWL713,CineQuest,361,1,12.0,['expired monthly'],2022-01-04
132,005IKHP676,LimeLight,169,1,60.03,['paid monthly'],2022-07-15
133,005JAMG408,LimeLight,300,1,79.99,['expired annual'],2022-03-06
134,005LMLD320,LimeLight,196,1,60.0,['paid monthly'],2022-06-18
135,005MQWT219,LimeLight,170,1,140.0,['paid monthly'],2022-07-14
136,005MVVN443,Pulse,45,1,96.12,"['paid monthly', 'trial monthly']",2022-11-16
137,005NTLW643,CineQuest,238,1,36.0,['paid monthly'],2022-05-07
138,005OXQY492,Pulse,172,1,32.0,['paid monthly'],2022-07-12
139,005PSDD172,RetroReel,345,1,30.0,['expired monthly'],2022-01-20
140,005PUYF561,LimeLight,335,1,20.0,['expired monthly'],2022-01-30
141,005PXUP242,LimeLight,231,1,80.0,['paid monthly'],2022-05-14
142,005PXZW655,LimeLight,240,1,60.0,['paid monthly'],2022-05-05
143,005PXZW655,Pulse,22,1,40.05,['paid monthly'],2022-12-09
144,005QIBK768,Pulse,45,1,104.07,"['expired monthly', 'trial monthly']",2022-11-16
145,005QWTZ542,LimeLight,225,1,100.0,['expired monthly'],2022-05-20
146,005RCWZ068,LimeLight,7,1,240.0,['expired monthly'],2022-12-24
147,005RVSJ622,RetroReel,251,1,120.0,['expired annual'],2022-04-24
148,005TLRF516,Pulse,243,1,8.01,['discounted monthly'],2022-05-02
149,005TQVA378,LimeLight,284,1,60.0,['expired monthly'],2022-03-22
150,005TXTH594,LimeLight,286,1,79.99,['expired annual'],2022-03-20
151,005UYEU370,CineQuest,336,1,12.01,['expired monthly'],2022-01-29
152,005VGAL262,CineQuest,214,1,48.0,['paid monthly'],2022-05-31
153,005YPOG658,Pulse,32,1,87.96000000000001,"['expired monthly', 'paid monthly']",2022-11-29
154,006CSAF205,LimeLight,301,1,60.0,['expired monthly'],2022-03-05
155,006DQSO238,LimeLight,150,1,79.99,['expired annual'],2022-08-03
156,006DYJP348,Pulse,346,1,49.99,['expired annual'],2022-01-19
157,006EFVW924,CineQuest,101,1,107.91,['paid monthly'],2022-09-21
158,006FKZP530,LimeLight,327,1,40.0,['expired monthly'],2022-02-07
159,006GITA462,CineQuest,12,1,179.95,"['expired monthly', 'paid monthly']",2022-12-19
160,006KAHH236,Pulse,287,1,49.99,['expired annual'],2022-03-19
161,006KUQM142,CineQuest,62,1,72.0,['trial monthly'],2022-10-30
162,006LUUT405,Pulse,278,1,24.03,['expired monthly'],2022-03-28
163,006LZLE549,Pulse,288,1,23.94,['expired monthly'],2022-03-18
164,006MHQU901,Pulse,178,1,56.0,['expired monthly'],2022-07-06
165,006OIZP651,ChillStream,241,1,100.04,['paid monthly'],2022-05-04
166,006RFUX405,RetroReel,36,1,179.94,['discounted monthly'],2022-11-25
167,006RWGY195,ChillStream,168,1,124.9,['paid monthly'],2022-07-16
168,006VAPC920,Pulse,38,1,72.0,['paid monthly'],2022-11-23
169,006WDBZ552,RetroReel,355,1,119.98,['expired annual'],2022-01-10
170,006XYPC394,CineQuest,40,1,72.0,['paid monthly'],2022-11-21
171,006ZEHK792,Pulse,362,1,49.99,['expired annual'],2022-01-03
172,007BPVP508,ChillStream,100,1,149.95999999999998,"['paid monthly', 'paid monthly']",2022-09-22
173,007DOGV973,ChillStream,55,1,200.0,['paid monthly'],2022-11-06
174,007EBFN621,CineQuest,3,1,108.00999999999999,"['expired monthly', 'paid annual']",2022-12-28
175,007HEYK079,ChillStream,242,1,74.94,['discounted monthly'],2022-05-03
176,007HNUM396,LimeLight,72,1,160.0,['paid monthly'],2022-10-20
177,007JJBM916,RetroReel,269,1,120.01,['expired annual'],2022-04-06
178,007JNVU184,CineQuest,146,1,95.92,['expired monthly'],2022-08-07
179,007KFTT629,ChillStream,323,1,100.0,['expired annual'],2022-02-11
180,007KYTZ045,LimeLight,125,1,160.0,['expired monthly'],2022-08-28
181,007MVBQ657,CineQuest,334,1,12.01,['expired monthly'],2022-01-31
182,007OCVT539,RetroReel,345,1,120.01,['expired annual'],2022-01-20
183,007RAHR336,Pulse,176,1,49.99,['trial annual'],2022-07-08
184,007RBCZ425,Pulse,185,1,40.0,['paid monthly'],2022-06-29
185,007SGGD254,CineQuest,324,1,24.02,['expired monthly'],2022-02-10
186,007TUSZ303,ChillStream,104,1,225.09,['expired monthly'],2022-09-18
187,007TUSZ303,CineQuest,86,1,60.0,['expired annual'],2022-10-06
188,007WNPX422,ChillStream,102,1,100.0,['expired annual'],2022-09-20
189,007XAFB326,ChillStream,157,1,174.92999999999998,['expired monthly'],2022-07-27
190,007XAFB326,CineQuest,344,1,11.99,['expired monthly'],2022-01-21
191,007XAZW495,Pulse,255,1,50.01,['paid annual'],2022-04-20
192,007XGFT366,Pulse,141,1,55.93,['trial monthly'],2022-08-12
193,007YODP449,Pulse,75,1,63.92,['paid monthly'],2022-10-17
194,008DFCS661,LimeLight,199,1,100.05000000000001,['paid monthly'],2022-06-15
195,008EJGC563,CineQuest,195,1,60.0,['paid monthly'],2022-06-19
196,008ENDY646,LimeLight,246,1,79.92,['paid monthly'],2022-04-29
197,008GHZM925,Pulse,162,1,55.86,['expired monthly'],2022-07-22
198,008HUFE310,CineQuest,87,1,108.0,['trial monthly'],2022-10-05
199,008KBIH389,CineQuest,267,1,36.01,"['expired monthly', 'paid monthly']",2022-04-08
200,008LORV934,LimeLight,271,1,80.01,['expired annual'],2022-04-04
201,008OOOH210,CineQuest,7,1,144.0,['expired monthly'],2022-12-24
202,008PMLJ543,CineQuest,141,1,72.0,['paid monthly'],2022-08-12
203,008PVUV767,CineQuest,120,1,60.01,['trial annual'],2022-09-02
204,008RBCH646,CineQuest,140,1,47.96,['paid monthly'],2022-08-13
205,008RZUB139,ChillStream,256,1,100.0,['paid monthly'],2022-04-19
206,008UZTO673,CineQuest,185,1,71.94,['paid monthly'],2022-06-29
207,008YNFU804,ChillStream,128,1,75.03,['paid monthly'],2022-08-25
208,008YPQG160,CineQuest,230,1,60.02,['paid annual'],2022-05-15
209,008YUFH506,Pulse,344,1,7.99,['expired monthly'],2022-01-21
210,008ZBLA861,Pulse,129,1,50.0,['paid annual'],2022-08-24
211,009CWCA119,Pulse,341,1,8.01,['expired monthly'],2022-01-24
212,009DPLG842,CineQuest,282,1,36.0,['expired monthly'],2022-03-24
213,009ECYS976,RetroReel,149,1,120.0,['expired annual'],2022-08-04
214,009IATV914,RetroReel,10,1,150.05,['paid monthly'],2022-12-21
215,009IRTM799,ChillStream,36,1,275.0,['expired monthly'],2022-11-25
216,009IZWB670,ChillStream,73,1,149.97,"['paid monthly', 'paid annual']",2022-10-19
217,009MCBT205,LimeLight,111,1,180.0,['expired monthly'],2022-09-11
218,009MNVS084,LimeLight,347,1,80.01,['expired annual'],2022-01-18
219,009NCAP692,Pulse,16,1,88.11,['paid monthly'],2022-12-15
220,009NFTT664,Pulse,219,1,40.0,['paid monthly'],2022-05-26
221,009OAZT384,LimeLight,306,1,40.0,['expired monthly'],2022-02-28
222,009ODJW058,ChillStream,37,1,275.11,['expired monthly'],2022-11-24
223,009ODJW058,Pulse,215,1,40.0,['trial monthly'],2022-05-30
224,009OWTK397,LimeLight,269,1,80.01,['expired annual'],2022-04-06
225,009PNHD703,LimeLight,65,1,79.99,['expired annual'],2022-10-27
226,009QUIZ198,CineQuest,48,1,47.96000000000001,"['paid monthly', 'discounted monthly']",2022-11-13
227,009QVOZ628,Pulse,165,1,49.99,['paid annual'],2022-07-19
228,009SDTY662,LimeLight,253,1,80.0,['expired monthly'],2022-04-22
229,009ULAL921,CineQuest,158,1,120.06,"['expired monthly', 'paid monthly']",2022-07-26
230,009WCWO485,ChillStream,104,1,175.04999999999998,"['paid monthly', 'paid monthly']",2022-09-18
231,009YWEP229,LimeLight,39,1,180.0,"['expired monthly', 'paid monthly']",2022-11-22
232,009ZCKQ977,CineQuest,176,1,47.96,['paid monthly'],2022-07-08
233,009ZNIP210,CineQuest,158,1,72.0,['paid monthly'],2022-07-26
234,009ZQQW485,Pulse,287,1,23.94,['expired monthly'],2022-03-19
235,010BVRJ742,CineQuest,139,1,179.97,"['paid annual', 'paid annual']",2022-08-14
236,010DJRE528,ChillStream,195,1,99.99,['expired annual'],2022-06-19
237,010DJRE528,CineQuest,294,1,60.01,['expired annual'],2022-03-12
238,010DMBH921,ChillStream,223,1,125.0,['expired monthly'],2022-05-22
239,010DWEH981,LimeLight,94,1,180.0,['expired monthly'],2022-09-28
240,010EWIB677,ChillStream,94,1,225.09,['expired monthly'],2022-09-28
241,010FMTD776,CineQuest,31,1,120.19999999999999,['paid monthly'],2022-11-30
242,010FVSN529,ChillStream,102,1,300.02,"['expired annual', 'paid monthly']",2022-09-20
243,010HJKY577,RetroReel,263,1,30.0,['paid monthly'],2022-04-12
244,010HMPU780,CineQuest,302,1,60.01,['expired annual'],2022-03-04
245,010HPEQ987,LimeLight,246,1,80.08,['expired monthly'],2022-04-29
246,010LGPV785,LimeLight,305,1,40.0,['expired monthly'],2022-03-01
247,010MURF353,LimeLight,182,1,80.0,['expired annual'],2022-07-02
248,010MWWJ010,CineQuest,61,1,47.980000000000004,"['expired monthly', 'paid monthly']",2022-10-31
249,010PRQG612,Pulse,248,1,32.08,['expired monthly'],2022-04-27
250,010QFBK826,Pulse,327,1,16.0,['expired monthly'],2022-02-07
251,010RECN467,Pulse,180,1,47.94,['trial monthly'],2022-07-04
252,010RSTN249,RetroReel,35,1,120.0,['paid annual'],2022-11-26
253,010SRCU881,RetroReel,25,1,299.9,['paid monthly'],2022-12-06
254,010SYJP308,CineQuest,346,1,12.0,['expired monthly'],2022-01-19
255,010SYJP308,LimeLight,359,1,20.0,['expired monthly'],2022-01-06
256,010SYJP308,Pulse,110,1,56.14,['paid monthly'],2022-09-12
257,010UGQJ077,LimeLight,96,1,80.01,['expired annual'],2022-09-26
258,010UXXD311,LimeLight,29,1,159.92,['paid monthly'],2022-12-02
259,010UZAZ742,CineQuest,72,1,71.96000000000001,"['expired monthly', 'paid monthly']",2022-10-20
260,010VUDQ027,CineQuest,22,1,23.98,['discounted monthly'],2022-12-09
261,010WSZH215,LimeLight,227,1,80.01,['expired annual'],2022-05-18
262,010ZCIU076,Pulse,9,1,56.03,"['paid monthly', 'paid monthly']",2022-12-22
263,010ZSQB664,ChillStream,250,1,100.02,['discounted annual'],2022-04-25
264,010ZSQB664,LimeLight,346,1,80.01,['expired annual'],2022-01-19
265,011ACZS629,CineQuest,206,1,72.0,['expired monthly'],2022-06-08
266,011ALNE291,Pulse,211,1,32.08,['paid monthly'],2022-06-03
267,011CGFJ290,CineQuest,236,1,60.05,['expired monthly'],2022-05-09
268,011CWGV337,CineQuest,166,1,84.07,['expired monthly'],2022-07-18
269,011DGAN495,LimeLight,364,1,0.0,['expired monthly'],2022-01-01
270,011EGMN914,CineQuest,315,1,24.0,['expired monthly'],2022-02-19
271,011ENKO556,RetroReel,313,1,60.02,['expired monthly'],2022-02-21
272,011ESHZ072,ChillStream,359,1,24.98,['expired monthly'],2022-01-06
273,011JVYK876,RetroReel,80,1,120.01,['paid annual'],2022-10-12
274,011KFFE381,ChillStream,106,1,100.01,['expired annual'],2022-09-16
275,011LEDV211,CineQuest,201,1,72.0,['expired monthly'],2022-06-13
276,011LXVA830,LimeLight,346,1,19.98,['expired monthly'],2022-01-19
277,011MUSP833,ChillStream,156,1,49.98,['paid monthly'],2022-07-28
278,011PLWH405,RetroReel,202,1,180.0,['expired monthly'],2022-06-12
279,011PNDQ451,LimeLight,115,1,79.99,['paid annual'],2022-09-07
280,011QAYX660,ChillStream,197,1,150.0,['expired monthly'],2022-06-17
281,011RJQJ064,LimeLight,231,1,100.0,['paid monthly'],2022-05-14
282,011RZAR801,RetroReel,29,1,240.0,['paid monthly'],2022-12-02
283,011SJTJ727,CineQuest,109,1,83.93,['paid monthly'],2022-09-13
284,011VJJL464,CineQuest,258,1,48.0,['expired monthly'],2022-04-17
285,011WHSO110,LimeLight,294,1,59.97,['expired monthly'],2022-03-12
286,011WSIB861,CineQuest,214,1,59.95,['discounted monthly'],2022-05-31
287,011YISP421,CineQuest,46,1,59.99,['paid annual'],2022-11-15
288,011YZHO566,CineQuest,15,1,96.0,['paid monthly'],2022-12-16
289,011ZBZK802,Pulse,161,1,55.93,['discounted monthly'],2022-07-23
290,012AERU493,Pulse,126,1,49.99,['paid annual'],2022-08-27
291,012BUHY644,CineQuest,327,1,23.98,['expired monthly'],2022-02-07
292,012BVEM711,LimeLight,362,1,20.0,['expired monthly'],2022-01-03
293,012CDCC833,CineQuest,306,1,60.01,['expired annual'],2022-02-28
294,012COPQ802,LimeLight,312,1,39.98,['expired monthly'],2022-02-22
295,012DCNN613,ChillStream,63,1,150.0,['paid monthly'],2022-10-29
296,012EMZA741,Pulse,64,1,80.19999999999999,['paid monthly'],2022-10-28
297,012EOCL372,CineQuest,221,1,60.099999999999994,['expired monthly'],2022-05-24
298,012FYQI592,CineQuest,101,1,59.99,['expired annual'],2022-09-21
299,012GHKT061,RetroReel,90,1,300.1,['expired monthly'],2022-10-02
300,012GYNX134,LimeLight,313,1,79.99,['expired annual'],2022-02-21
301,012HAOO047,RetroReel,164,1,210.0,['expired monthly'],2022-07-20
302,012HJBP638,ChillStream,43,1,100.01,['expired annual'],2022-11-18
303,012IALG117,Pulse,212,1,40.099999999999994,['paid monthly'],2022-06-02
304,012IKLM919,CineQuest,77,1,120.19999999999999,['expired monthly'],2022-10-15
305,012IQTQ643,ChillStream,354,1,100.0,['expired annual'],2022-01-11
306,012JTXS726,LimeLight,220,1,79.97,['expired annual'],2022-05-25
307,012KISU758,Pulse,251,1,49.98,['paid annual'],2022-04-24
308,012KUUP502,LimeLight,353,1,19.98,['expired monthly'],2022-01-12
309,012NKNL498,RetroReel,332,1,120.01,['expired annual'],2022-02-02
310,012OKEW335,ChillStream,228,1,74.97,['discounted monthly'],2022-05-17
311,012QOKK113,ChillStream,130,1,150.0,['paid monthly'],2022-08-23
312,012QOKK113,LimeLight,209,1,120.0,['expired monthly'],2022-06-05
313,012QPKE887,LimeLight,187,1,120.06,['expired monthly'],2022-06-27
314,012QPKE887,RetroReel,93,1,300.0,['expired monthly'],2022-09-29
315,012ROSW222,LimeLight,258,1,79.96,['expired monthly'],2022-04-17
316,012WZEO776,RetroReel,364,1,0.0,['expired annual'],2022-01-01
317,012XNXP920,LimeLight,76,1,80.0,['paid annual'],2022-10-16
318,013BMDE862,Pulse,79,1,95.96000000000001,"['expired monthly', 'paid monthly']",2022-10-13
319,013CVGL784,Pulse,207,1,139.92,"['expired annual', 'paid monthly']",2022-06-07
320,013EOKW828,CineQuest,273,1,48.04,['expired monthly'],2022-04-02
321,013EUQL110,CineQuest,91,1,108.17999999999999,['trial monthly'],2022-10-01
322,013GAEK483,RetroReel,74,1,120.0,['paid monthly'],2022-10-18
323,013KWPN004,Pulse,325,1,49.99,['expired annual'],2022-02-09
324,013MUXZ573,LimeLight,150,1,80.02,['paid annual'],2022-08-03
325,013NBYH878,ChillStream,35,1,100.0,['paid annual'],2022-11-26
326,013NDHB969,CineQuest,0,1,59.99,['paid annual'],2022-12-31
327,013NGXY502,RetroReel,229,1,120.0,['paid monthly'],2022-05-16
328,013OSSV699,RetroReel,179,1,210.0,['expired monthly'],2022-07-05
329,013QOEF984,LimeLight,60,1,200.10000000000002,['paid monthly'],2022-11-01
330,013TDFR758,RetroReel,342,1,29.99,['expired monthly'],2022-01-23
331,013UKFT488,Pulse,102,1,64.0,['paid monthly'],2022-09-20
332,013VWIU179,CineQuest,263,1,60.0,['expired annual'],2022-04-12
333,013WTOI330,LimeLight,354,1,80.01,['expired annual'],2022-01-11
334,013ZCNN919,CineQuest,270,1,60.0,['paid annual'],2022-04-05
335,013ZPMF816,ChillStream,113,1,324.87,"['paid monthly', 'paid monthly']",2022-09-09
336,014ESGL019,LimeLight,118,1,79.99,['expired annual'],2022-09-04
337,014EUJF794,LimeLight,162,1,80.0,['expired annual'],2022-07-22
338,014EYUL794,Pulse,238,1,8.0,['trial monthly'],2022-05-07
339,014EZXN555,LimeLight,179,1,80.01,['expired annual'],2022-07-05
340,014HDED385,LimeLight,339,1,80.0,['expired annual'],2022-01-26
341,014HIBF578,Pulse,214,1,16.02,['discounted monthly'],2022-05-31
342,014JHNE474,ChillStream,42,1,200.06,"['expired monthly', 'discounted monthly']",2022-11-19
343,014LSWK188,LimeLight,211,1,120.0,['expired monthly'],2022-06-03
344,014LWTH723,LimeLight,248,1,80.04,['expired monthly'],2022-04-27
345,014NKXD507,LimeLight,236,1,80.01,['expired annual'],2022-05-09
346,014RCJH312,RetroReel,111,1,180.06,['trial monthly'],2022-09-11
347,014RESX445,CineQuest,127,1,84.0,"['paid monthly', 'discounted monthly']",2022-08-26
348,014UEQW740,Pulse,1,1,65.96000000000001,"['expired monthly', 'paid annual']",2022-12-30
349,014WBYM774,CineQuest,292,1,36.03,['expired monthly'],2022-03-14
350,014WBYM774,RetroReel,17,1,120.0,['expired annual'],2022-12-14
351,014WLYS926,Pulse,116,1,71.91,['expired monthly'],2022-09-06
352,014WVOC085,ChillStream,31,1,125.0,['paid monthly'],2022-11-30
353,014XEPR381,LimeLight,80,1,100.0,['paid monthly'],2022-10-12
354,015CROL757,Pulse,91,1,63.92,['paid monthly'],2022-10-01
